tf
-100.7880403
-114.5733785
-126.8466065
-134.4575286
-137.0040646
-134.7413288
-128.7645997
-120.1899164
-110.2775777
-100.0712285
-90.2210559
-80.65886522
-70.57200638
-60.06903075
-49.48007104
-40.01202645
-31.62966279
-24.3529358
-19.26494059
-15.2074164
-11.73450632
-8.602145051
-5.856323673
-3.432699346
-3.742470496
-2.760698761
-2.772865328
-2.431661299
-2.260976708
-2.039981178
-1.854160642
-1.673798873
-1.465626786
-1.296564061
-1.153612506
-1.002697118
-0.856113623
-0.741434448
-0.633398103
-0.520035683
-0.439419188
-0.355921965
-0.266871736
-0.202674551
-0.140661441
-0.084546911
-0.036568018
-0.007828486
0.011920504
0.030758746
0.03345538
0.036721021
0.032046201
0.039673556
0.01258559
0.01341635
-0.011872195
-0.019147782
-0.028648656
-0.05030228
-0.074134354
-0.097564865
-0.10706495
-0.09518904
-0.096183257
-0.100869345
-0.106773413
-0.11682348
-0.073487141
-0.042231836
-0.017135332
0.008255627
0.042025207
0.078052196
0.099422887
0.115768513
0.13991881
0.173832462
0.24153779
0.279319994
0.286794269
0.302776017
0.303666487
0.286823628
0.310104402
0.31333318
0.300701696
0.276326109
0.251767108
0.215487546
0.162131845
0.091652117
0.017546446
-0.018383224
-0.04264819
-0.069477624
-0.087192308
-0.096678572
-0.075968284
-0.074127384
-0.07672526
-0.05324116
-0.044420551
-0.061216629
-0.079174874
-0.067272022
-0.038403955
-0.019938219
-0.030242495
-0.056341359
-0.040107024
-0.071322646
-0.092510043
-0.091057947
-0.05263106
-0.040882351
-0.020023568
-0.004671227
-0.000890505
0.013025036
0.023299725
0.005993326
-0.011071956
-0.036336783
-0.07018065
-0.089030226
-0.079077641
-0.077356606
-0.069780645
-0.041355533
-0.004244712
0.02761184
0.062113144
0.113871335
0.129192
0.15329761
0.143094143
0.136105556
0.119868393
0.131937837
0.073001797
0.025784746
-0.031374397
-0.089474703
-0.128372191
-0.184856014
-0.206046722
-0.189240785
-0.213219042
-0.195526838
-0.236939985
-0.228938141
-0.245471313
-0.241786791
-0.245746163
-0.255316842
-0.241300526
-0.234064471
-0.229991525
-0.231577273
-0.213283818
-0.209303034
-0.208285837
-0.238928414
-0.227521606
