,0
401,-460.546196437101
402,-451.7998238835627
403,-444.6575824152369
404,-425.7386176146961
405,-449.9654060373371
406,-455.2803249619054
407,-473.02938912505783
408,-478.5425875403845
409,-480.2674043161612
410,-469.60662790059445
411,-497.4132770125633
412,-495.8696135206168
413,-496.1814807168312
414,-484.3067349161144
415,-494.20721376329453
416,-482.84904996603984
417,-503.1620588579505
418,-509.93094278711413
419,-497.71620580015866
420,-492.96201656582673
421,-481.2163908588796
422,-493.67334272961295
423,-504.2721666570905
424,-524.569781083343
425,-521.5506782139939
426,-518.8708755038077
427,-529.7902174342717
428,-526.9585951966575
429,-523.7463791544988
430,-510.0292703943197
431,-508.7079620086946
432,-494.6843078557571
433,-481.8029311330653
434,-471.04098600308765
435,-486.69393010425
436,-488.1064589448049
437,-464.57036533002946
438,-455.0595776595857
439,-446.58937629559694
440,-470.3749433498183
441,-484.34925538697394
442,-448.7872628106121
443,-442.4337690651107
444,-411.1679042178674
445,-406.61115940467187
446,-403.688186677272
447,-442.3710046910241
448,-435.7959793639805
449,-429.47582435471696
450,-423.66658659728927
451,-432.4815672285938
452,-426.5059100867964
453,-421.06441296533615
454,-436.0758692613795
455,-429.49532359089596
456,-403.3911204226615
457,-396.01847190140694
458,-393.9491292058478
459,-422.84236017962553
460,-441.8903507549202
461,-435.175480991685
462,-429.0115038632786
463,-423.5803533622619
464,-426.0971057402304
465,-431.4858969751417
466,-462.7766602751217
467,-475.4531403735891
468,-477.854524890111
469,-455.87783581928807
470,-486.1240576223534
471,-489.6455081096078
472,-489.67914441876263
473,-490.5722174498005
474,-491.4334129255582
475,-502.7090771302906
476,-513.7682245656646
477,-510.97784407394244
478,-497.4165231888753
479,-486.18596630671135
480,-512.4998693291502
481,-515.3069033221822
482,-537.3005901348287
483,-533.0726810634096
484,-517.5370665858754
485,-508.33360990345875
486,-520.0778012369275
487,-529.0166660079941
488,-537.8596113247183
489,-533.5987911219993
490,-564.6709275171032
491,-569.8985520849876
492,-574.8694856703517
493,-602.0806309808135
494,-593.9695068306039
495,-598.2649119587956
496,-589.2628495062664
497,-580.8121147547704
498,-599.5349288693263
499,-601.813487371688
500,-608.5943080933754
501,-586.2777656706488
502,-612.7348906827974
503,-613.3986058924285
504,-630.7315549816434
505,-630.2892883430975
506,-591.0841893579709
507,-581.6141741816945
508,-584.1549797064548
509,-565.4615790743474
510,-545.8712562249179
511,-535.66855366046
512,-531.7375306931086
513,-540.498921237323
514,-561.913365014946
515,-569.1655464434216
516,-574.6797890554828
517,-587.2790301805641
518,-602.5783036755074
519,-627.669838491421
520,-621.6337373410427
521,-632.6679130222742
522,-631.6174992347535
523,-630.5467824004729
524,-617.6020607511384
525,-616.1846459611681
526,-584.966222782517
527,-552.4217171123895
528,-558.6820750871534
529,-552.1767294947834
530,-556.386899796436
531,-567.263394985473
532,-584.8361266900914
533,-589.0325652129433
534,-579.8246106477363
535,-571.5700370268512
536,-551.8758028841257
537,-533.4969364757964
538,-554.2365942681319
539,-548.5600911153958
540,-530.8162898081912
541,-538.3999739771508
542,-565.1018986361726
543,-545.6553958959236
544,-542.457729541087
545,-549.3835910413759
546,-542.5511537212806
547,-538.563735562582
548,-529.3869226026678
549,-513.0436685208183
550,-512.9846882652332
551,-499.11562305233963
552,-484.9103321354468
553,-461.1300166728282
554,-452.2810073681036
555,-490.4536673693723
556,-464.41958787898403
557,-478.155263971487
558,-467.1689003952381
559,-469.2480888532136
560,-469.48793943493905
561,-435.57689840777437
562,-440.4058786519461
563,-445.29397663144175
564,-438.32775779207
565,-433.31867188385627
566,-439.8234443850569
567,-420.3884001821132
568,-404.4590961944465
