dif,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss,time_interval
-8.937000000000012,171.063,180,7500,-5550,11/23/2019 01:33:55,2019/11/23,1:33:55,5535235,0
-0.5,179.5,180,7500,-5550,11/23/2019 01:34:17,2019/11/23,1:34:17,5535257,22
3.718999999999994,183.719,180,7500,-5550,11/23/2019 01:34:40,2019/11/23,1:34:40,5535280,23
6.531000000000006,186.531,180,7500,-5550,11/23/2019 01:35:01,2019/11/23,1:35:01,5535301,21
7.937999999999988,187.938,180,6000,-5550,11/23/2019 01:35:24,2019/11/23,1:35:24,5535324,23
10.75,190.75,180,6000,-5550,11/23/2019 01:35:46,2019/11/23,1:35:46,5535346,22
12.156000000000006,192.156,180,6000,-5550,11/23/2019 01:36:09,2019/11/23,1:36:09,5535369,23
13.562999999999988,193.563,180,6000,-5550,11/23/2019 01:36:30,2019/11/23,1:36:30,5535390,21
14.968999999999994,194.969,180,6000,-5550,11/23/2019 01:36:53,2019/11/23,1:36:53,5535413,23
16.375,196.375,180,6000,-6050,11/23/2019 01:37:15,2019/11/23,1:37:15,5535435,22
17.781000000000006,197.781,180,6000,-6050,11/23/2019 01:37:38,2019/11/23,1:37:38,5535458,23
19.187999999999988,199.188,180,6000,-6050,11/23/2019 01:37:59,2019/11/23,1:37:59,5535479,21
20.593999999999994,200.594,180,6000,-6050,11/23/2019 01:38:21,2019/11/23,1:38:21,5535501,22
22.0,202.0,180,6000,-6050,11/23/2019 01:38:44,2019/11/23,1:38:44,5535524,23
23.406000000000006,203.406,180,6000,-6050,11/23/2019 01:39:07,2019/11/23,1:39:07,5535547,23
24.812999999999988,204.813,180,6000,-6050,11/23/2019 01:39:51,2019/11/23,1:39:51,5535591,44
26.218999999999994,206.219,180,6000,-6050,11/23/2019 01:40:13,2019/11/23,1:40:13,5535613,22
27.625,207.625,180,6000,-6050,11/23/2019 01:40:36,2019/11/23,1:40:36,5535636,23
29.031000000000006,209.031,180,6000,-6050,11/23/2019 01:41:20,2019/11/23,1:41:20,5535680,44
30.437999999999988,210.438,180,6000,-6550,11/23/2019 01:42:05,2019/11/23,1:42:05,5535725,45
31.843999999999994,211.844,180,6000,-6550,11/23/2019 01:42:49,2019/11/23,1:42:49,5535769,44
33.25,213.25,180,6000,-6550,11/23/2019 01:43:11,2019/11/23,1:43:11,5535791,22
34.656000000000006,214.656,180,6000,-6550,11/23/2019 01:43:34,2019/11/23,1:43:34,5535814,23
36.06299999999999,216.063,180,6000,-6550,11/23/2019 01:44:18,2019/11/23,1:44:18,5535858,44
38.875,218.875,180,6000,-7050,11/23/2019 01:44:40,2019/11/23,1:44:40,5535880,22
40.281000000000006,220.281,180,6000,-7050,11/23/2019 01:45:03,2019/11/23,1:45:03,5535903,23
41.68799999999999,221.688,180,6000,-7050,11/23/2019 01:45:25,2019/11/23,1:45:25,5535925,22
43.093999999999994,223.094,180,6000,-7050,11/23/2019 01:45:47,2019/11/23,1:45:47,5535947,22
45.906000000000006,225.906,180,6000,-7050,11/23/2019 01:46:10,2019/11/23,1:46:10,5535970,23
47.31299999999999,227.313,180,6000,-7050,11/23/2019 01:46:32,2019/11/23,1:46:32,5535992,22
50.125,230.125,180,6000,-7050,11/23/2019 01:46:54,2019/11/23,1:46:54,5536014,22
51.531000000000006,231.531,180,6000,-7050,11/23/2019 01:47:16,2019/11/23,1:47:16,5536036,22
54.343999999999994,234.344,180,6000,-7050,11/23/2019 01:47:39,2019/11/23,1:47:39,5536059,23
57.156000000000006,237.156,180,9000,-3050,11/23/2019 01:48:01,2019/11/23,1:48:01,5536081,22
59.968999999999994,239.969,180,10000,-3050,11/23/2019 01:48:45,2019/11/23,1:48:45,5536125,44
62.781000000000006,242.781,180,10000,-3050,11/23/2019 01:49:08,2019/11/23,1:49:08,5536148,23
65.594,245.594,180,10000,-3050,11/23/2019 01:49:30,2019/11/23,1:49:30,5536170,22
67.0,247.0,180,10000,-3050,11/23/2019 01:50:14,2019/11/23,1:50:14,5536214,44
71.219,251.219,180,10000,-3050,11/23/2019 01:50:37,2019/11/23,1:50:37,5536237,23
69.81299999999999,249.813,180,10000,-3050,11/23/2019 01:51:43,2019/11/23,1:51:43,5536303,66
68.406,248.406,180,10000,-3050,11/23/2019 01:52:28,2019/11/23,1:52:28,5536348,45
67.0,247.0,180,10000,-3050,11/23/2019 01:56:33,2019/11/23,1:56:33,5536593,245
68.406,248.406,180,10000,-3050,11/23/2019 01:57:39,2019/11/23,1:57:39,5536659,66
69.81299999999999,249.813,180,10000,-3050,11/23/2019 01:58:24,2019/11/23,1:58:24,5536704,45
71.219,251.219,180,10000,-2050,11/23/2019 01:59:09,2019/11/23,1:59:09,5536749,45
72.625,252.625,180,10000,-2050,11/23/2019 01:59:30,2019/11/23,1:59:30,5536770,21
141.531,321.531,180,9000,-3050,11/23/2019 02:02:07,2019/11/23,2:02:07,5536927,157
-18.781000000000006,161.219,180,9000,-3050,11/23/2019 02:02:29,2019/11/23,2:02:29,5536949,22
-13.156000000000006,166.844,180,7000,-6050,11/23/2019 02:02:51,2019/11/23,2:02:51,5536971,22
-11.75,168.25,180,7000,-6050,11/23/2019 02:03:13,2019/11/23,2:03:13,5536993,22
-8.937000000000012,171.063,180,7000,-6050,11/23/2019 02:03:36,2019/11/23,2:03:36,5537016,23
-6.125,173.875,180,7000,-6050,11/23/2019 02:03:58,2019/11/23,2:03:58,5537038,22
-4.718999999999994,175.281,180,7000,-6050,11/23/2019 02:04:20,2019/11/23,2:04:20,5537060,22
-1.906000000000006,178.094,180,7000,-7050,11/23/2019 02:04:42,2019/11/23,2:04:42,5537082,22
-0.5,179.5,180,7000,-7050,11/23/2019 02:05:05,2019/11/23,2:05:05,5537105,23
2.312999999999988,182.313,180,7000,-7050,11/23/2019 02:05:50,2019/11/23,2:05:50,5537150,45
5.125,185.125,180,7000,-7050,11/23/2019 02:06:11,2019/11/23,2:06:11,5537171,21
6.531000000000006,186.531,180,7000,-7050,11/23/2019 02:06:34,2019/11/23,2:06:34,5537194,23
7.937999999999988,187.938,180,7000,-7050,11/23/2019 02:06:56,2019/11/23,2:06:56,5537216,22
9.343999999999994,189.344,180,7000,-7550,11/23/2019 02:07:19,2019/11/23,2:07:19,5537239,23
13.562999999999988,193.563,180,7000,-7550,11/23/2019 02:07:40,2019/11/23,2:07:40,5537260,21
14.968999999999994,194.969,180,7000,-7550,11/23/2019 02:08:03,2019/11/23,2:08:03,5537283,23
19.187999999999988,199.188,180,7000,-7550,11/23/2019 02:08:25,2019/11/23,2:08:25,5537305,22
22.0,202.0,180,7000,-7550,11/23/2019 02:08:48,2019/11/23,2:08:48,5537328,23
27.625,207.625,180,7000,-7550,11/23/2019 02:09:09,2019/11/23,2:09:09,5537349,21
29.031000000000006,209.031,180,7000,-7550,11/23/2019 02:09:32,2019/11/23,2:09:32,5537372,23
33.25,213.25,180,7000,-7550,11/23/2019 02:09:54,2019/11/23,2:09:54,5537394,22
34.656000000000006,214.656,180,7000,-7550,11/23/2019 02:10:17,2019/11/23,2:10:17,5537417,23
37.468999999999994,217.469,180,7000,-7550,11/23/2019 02:10:38,2019/11/23,2:10:38,5537438,21
38.875,218.875,180,7000,-7550,11/23/2019 02:11:04,2019/11/23,2:11:04,5537464,26
41.68799999999999,221.688,180,7000,-7550,11/23/2019 02:11:23,2019/11/23,2:11:23,5537483,19
43.093999999999994,223.094,180,7000,-7550,11/23/2019 02:11:46,2019/11/23,2:11:46,5537506,23
44.5,224.5,180,6000,-7550,11/23/2019 02:12:30,2019/11/23,2:12:30,5537550,44
47.31299999999999,227.313,180,6000,-7550,11/23/2019 02:13:15,2019/11/23,2:13:15,5537595,45
48.718999999999994,228.719,180,6000,-7550,11/23/2019 02:13:59,2019/11/23,2:13:59,5537639,44
50.125,230.125,180,10000,-2050,11/23/2019 02:14:21,2019/11/23,2:14:21,5537661,22
51.531000000000006,231.531,180,10000,-2050,11/23/2019 02:15:28,2019/11/23,2:15:28,5537728,67
45.906000000000006,225.906,180,8000,-2050,11/23/2019 02:15:50,2019/11/23,2:15:50,5537750,22
43.093999999999994,223.094,180,8000,-4550,11/23/2019 02:16:13,2019/11/23,2:16:13,5537773,23
41.68799999999999,221.688,180,8000,-4550,11/23/2019 02:16:57,2019/11/23,2:16:57,5537817,44
40.281000000000006,220.281,180,8000,-4550,11/23/2019 02:18:26,2019/11/23,2:18:26,5537906,89
41.68799999999999,221.688,180,8000,-6550,11/23/2019 02:22:09,2019/11/23,2:22:09,5538129,223
40.281000000000006,220.281,180,8000,-6550,11/23/2019 02:23:16,2019/11/23,2:23:16,5538196,67
38.875,218.875,180,8000,-6550,11/23/2019 02:25:29,2019/11/23,2:25:29,5538329,133
37.468999999999994,217.469,180,8000,-6550,11/23/2019 02:29:12,2019/11/23,2:29:12,5538552,223
