dif,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss,time_interval
-108.80000000000001,341.2,90,5500,-4000,29/7/2020 12:04:02.21,2020/7/29,12:04:02,27086642,0
-104.60000000000002,345.4,90,5500,-4000,29/7/2020 12:04:57.71,2020/7/29,12:04:57,27086697,55
-96.10000000000002,353.9,90,5500,-4000,29/7/2020 12:05:59.13,2020/7/29,12:05:59,27086759,62
-93.30000000000001,356.7,90,5500,-4000,29/7/2020 12:06:26.51,2020/7/29,12:06:26,27086786,27
-93.30000000000001,356.7,90,5500,-4000,29/7/2020 12:07:29.5,2020/7/29,12:07:29,27086849,63
-46.7,43.3,90,5500,-4000,29/7/2020 12:08:15.54,2020/7/29,12:08:15,27086895,46
5.5,95.5,90,5500,-4000,29/7/2020 12:10:14.58,2020/7/29,12:10:14,27087014,119
1.2999999999999972,91.3,90,5500,-4000,29/7/2020 12:10:41.56,2020/7/29,12:10:41,27087041,27
-3.0,87.0,90,5500,-4000,29/7/2020 12:11:17.66,2020/7/29,12:11:17,27087077,36
-8.599999999999994,81.4,90,5500,-4000,29/7/2020 12:12:11.23,2020/7/29,12:12:11,27087131,54
-5.799999999999997,84.2,90,5500,-4000,29/7/2020 12:13:14.2,2020/7/29,12:13:14,27087194,63
-5.799999999999997,84.2,90,5500,-4000,29/7/2020 12:14:18.2,2020/7/29,12:14:18,27087258,64
-11.400000000000006,78.6,90,5500,-4000,29/7/2020 12:15:29.25,2020/7/29,12:15:29,27087329,71
-11.400000000000006,78.6,90,5500,-4000,29/7/2020 12:17:30.28,2020/7/29,12:17:30,27087450,121
-15.700000000000003,74.3,90,5500,-4000,29/7/2020 12:17:57.33,2020/7/29,12:17:57,27087477,27
-21.299999999999997,68.7,90,5500,-4000,29/7/2020 12:19:27.06,2020/7/29,12:19:27,27087567,90
-21.299999999999997,68.7,90,5500,-4000,29/7/2020 12:20:30.41,2020/7/29,12:20:30,27087630,63
-29.799999999999997,60.2,90,5500,-4000,29/7/2020 12:21:33.01,2020/7/29,12:21:33,27087693,63
-41.1,48.9,90,5500,-4000,29/7/2020 12:22:45.87,2020/7/29,12:22:45,27087765,72
-45.3,44.7,90,5500,-4000,29/7/2020 12:24:45.38,2020/7/29,12:24:45,27087885,120
-52.4,37.6,90,7000,-4000,29/7/2020 12:25:12.22,2020/7/29,12:25:12,27087912,27
-56.6,33.4,90,8000,-4000,29/7/2020 12:25:48.77,2020/7/29,12:25:48,27087948,36
-49.5,40.5,90,8000,-4000,29/7/2020 12:26:42.52,2020/7/29,12:26:42,27088002,54
-56.6,33.4,90,8000,-4000,29/7/2020 12:27:45.47,2020/7/29,12:27:45,27088065,63
-63.7,26.3,90,8000,-4000,29/7/2020 12:28:12.36,2020/7/29,12:28:12,27088092,27
-63.7,26.3,90,8000,-4000,29/7/2020 12:29:15.67,2020/7/29,12:29:15,27088155,63
-59.4,30.6,90,8500,-3500,29/7/2020 12:30:00.68,2020/7/29,12:30:00,27088200,45
-65.1,24.9,90,8500,-3500,29/7/2020 12:32:00.23,2020/7/29,12:32:00,27088320,120
-67.9,22.1,90,8500,-3500,29/7/2020 12:32:27.56,2020/7/29,12:32:27,27088347,27
-65.1,24.9,90,9000,-3500,29/7/2020 12:33:02.52,2020/7/29,12:33:02,27088382,35
-63.7,26.3,90,9000,-3500,29/7/2020 12:33:56.17,2020/7/29,12:33:56,27088436,54
-67.9,22.1,90,9500,-3500,29/7/2020 12:34:59.48,2020/7/29,12:34:59,27088499,63
-69.3,20.7,90,10000,-3500,29/7/2020 12:36:03.02,2020/7/29,12:36:03,27088563,64
-72.1,17.9,90,10000,-3500,29/7/2020 12:37:15.01,2020/7/29,12:37:15,27088635,72
-67.9,22.1,90,10000,-3500,29/7/2020 12:39:15.11,2020/7/29,12:39:15,27088755,120
-70.7,19.3,90,10000,-3500,29/7/2020 12:39:41.92,2020/7/29,12:39:41,27088781,26
-69.3,20.7,90,10000,-3500,29/7/2020 12:40:17.98,2020/7/29,12:40:17,27088817,36
-67.9,22.1,90,10000,-3500,29/7/2020 12:41:12.04,2020/7/29,12:41:12,27088872,55
-60.8,29.2,90,10000,-3500,29/7/2020 12:42:14.19,2020/7/29,12:42:14,27088934,62
-59.4,30.6,90,10000,-3500,29/7/2020 12:43:18.85,2020/7/29,12:43:18,27088998,64
-52.4,37.6,90,10000,-3500,29/7/2020 12:44:30.9,2020/7/29,12:44:30,27089070,72
-53.8,36.2,90,10000,-3500,29/7/2020 12:46:30.04,2020/7/29,12:46:30,27089190,120
-48.1,41.9,90,10000,-3500,29/7/2020 12:46:57.27,2020/7/29,12:46:57,27089217,27
