dif,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss,time_interval
19.099999999999994,109.1,90,4000,-3200,20/9/2019 16:43:10,2019/9/20,16:43:10,60190,0
30.400000000000006,120.4,90,4000,-3200,20/9/2019 16:43:21,2019/9/20,16:43:21,60201,11
58.5,148.5,90,4500,-3200,20/9/2019 16:44:05,2019/9/20,16:44:05,60245,44
97.9,187.9,90,4500,-4200,20/9/2019 16:44:43,2019/9/20,16:44:43,60283,38
126.0,216.0,90,4500,-4200,20/9/2019 16:45:16,2019/9/20,16:45:16,60316,33
-127.10000000000002,322.9,90,4500,-4200,20/9/2019 16:45:42,2019/9/20,16:45:42,60342,26
-54.0,36.0,90,4000,-3700,20/9/2019 16:46:55,2019/9/20,16:46:55,60415,73
-14.599999999999994,75.4,90,4000,-3700,20/9/2019 16:47:29,2019/9/20,16:47:29,60449,34
-9.0,81.0,90,4000,-3700,20/9/2019 16:48:23,2019/9/20,16:48:23,60503,54
69.80000000000001,159.8,90,4000,-3700,20/9/2019 16:48:41,2019/9/20,16:48:41,60521,18
52.900000000000006,142.9,90,4000,-3700,20/9/2019 16:49:20,2019/9/20,16:49:20,60560,39
97.9,187.9,90,3700,-3700,20/9/2019 16:49:58,2019/9/20,16:49:58,60598,38
81.0,171.0,90,3700,-3700,20/9/2019 16:50:43,2019/9/20,16:50:43,60643,45
69.80000000000001,159.8,90,3700,-3700,20/9/2019 16:51:32,2019/9/20,16:51:32,60692,49
92.30000000000001,182.3,90,3700,-3700,20/9/2019 16:52:09,2019/9/20,16:52:09,60729,37
97.9,187.9,90,3500,-3600,20/9/2019 16:52:44,2019/9/20,16:52:44,60764,35
58.5,148.5,90,3500,-3600,20/9/2019 16:53:00,2019/9/20,16:53:00,60780,16
75.4,165.4,90,3500,-3600,20/9/2019 16:53:39,2019/9/20,16:53:39,60819,39
86.6,176.6,90,3500,-3600,20/9/2019 16:53:54,2019/9/20,16:53:54,60834,15
75.4,165.4,90,3500,-3600,20/9/2019 16:54:34,2019/9/20,16:54:34,60874,40
97.9,187.9,90,3500,-3600,20/9/2019 16:55:13,2019/9/20,16:55:13,60913,39
103.5,193.5,90,3500,-3600,20/9/2019 16:55:59,2019/9/20,16:55:59,60959,46
69.80000000000001,159.8,90,3500,-3600,20/9/2019 16:57:25,2019/9/20,16:57:25,61045,86
75.4,165.4,90,3500,-3600,20/9/2019 16:57:42,2019/9/20,16:57:42,61062,17
64.1,154.1,90,3500,-3600,20/9/2019 16:58:14,2019/9/20,16:58:14,61094,32
69.80000000000001,159.8,90,3600,-3700,20/9/2019 16:58:53,2019/9/20,16:58:53,61133,39
58.5,148.5,90,3600,-3700,20/9/2019 16:59:10,2019/9/20,16:59:10,61150,17
64.1,154.1,90,3600,-3700,20/9/2019 16:59:48,2019/9/20,16:59:48,61188,38
47.30000000000001,137.3,90,3600,-3700,20/9/2019 17:00:24,2019/9/20,17:00:24,61224,36
41.599999999999994,131.6,90,3600,-3700,20/9/2019 17:01:12,2019/9/20,17:01:12,61272,48
30.400000000000006,120.4,90,3600,-3700,20/9/2019 17:01:59,2019/9/20,17:01:59,61319,47
7.900000000000006,97.9,90,3600,-3600,20/9/2019 17:02:39,2019/9/20,17:02:39,61359,40
2.299999999999997,92.3,90,3600,-3600,20/9/2019 17:02:53,2019/9/20,17:02:53,61373,14
-9.0,81.0,90,3700,-3600,20/9/2019 17:03:13,2019/9/20,17:03:13,61393,20
-3.4000000000000057,86.6,90,3700,-3600,20/9/2019 17:03:30,2019/9/20,17:03:30,61410,17
-14.599999999999994,75.4,90,3700,-3600,20/9/2019 17:04:08,2019/9/20,17:04:08,61448,38
-37.1,52.9,90,3900,-3600,20/9/2019 17:05:04,2019/9/20,17:05:04,61504,56
-59.6,30.4,90,4000,-3500,20/9/2019 17:05:42,2019/9/20,17:05:42,61542,38
-70.9,19.1,90,4500,-3500,20/9/2019 17:07:14,2019/9/20,17:07:14,61634,92
-42.7,47.3,90,4500,-3500,20/9/2019 17:07:53,2019/9/20,17:07:53,61673,39
-76.5,13.5,90,4500,-3500,20/9/2019 17:08:10,2019/9/20,17:08:10,61690,17
-25.900000000000006,64.1,90,4500,-3500,20/9/2019 17:08:28,2019/9/20,17:08:28,61708,18
-14.599999999999994,75.4,90,4500,-3500,20/9/2019 17:08:44,2019/9/20,17:08:44,61724,16
-37.1,52.9,90,4500,-3500,20/9/2019 17:09:22,2019/9/20,17:09:22,61762,38
13.5,103.5,90,4500,-3500,20/9/2019 17:09:37,2019/9/20,17:09:37,61777,15
2.299999999999997,92.3,90,4500,-3500,20/9/2019 17:10:56,2019/9/20,17:10:56,61856,79
-14.599999999999994,75.4,90,4500,-3500,20/9/2019 17:11:39,2019/9/20,17:11:39,61899,43
-3.4000000000000057,86.6,90,4500,-3500,20/9/2019 17:12:28,2019/9/20,17:12:28,61948,49
-9.0,81.0,90,4500,-3500,20/9/2019 17:13:08,2019/9/20,17:13:08,61988,40
-14.599999999999994,75.4,90,4500,-3500,20/9/2019 17:13:42,2019/9/20,17:13:42,62022,34
-3.4000000000000057,86.6,90,4500,-3500,20/9/2019 17:13:59,2019/9/20,17:13:59,62039,17
-9.0,81.0,90,4500,-3500,20/9/2019 17:14:37,2019/9/20,17:14:37,62077,38
-3.4000000000000057,86.6,90,4500,-3500,20/9/2019 17:14:54,2019/9/20,17:14:54,62094,17
2.299999999999997,92.3,90,4500,-3500,20/9/2019 17:15:32,2019/9/20,17:15:32,62132,38
-9.0,81.0,90,4500,-3500,20/9/2019 17:16:10,2019/9/20,17:16:10,62170,38
-25.900000000000006,64.1,90,4500,-3500,20/9/2019 17:16:56,2019/9/20,17:16:56,62216,46
-9.0,81.0,90,4500,-3500,20/9/2019 17:18:22,2019/9/20,17:18:22,62302,86
-37.1,52.9,90,4500,-3500,20/9/2019 17:18:39,2019/9/20,17:18:39,62319,17
-31.5,58.5,90,4500,-3500,20/9/2019 17:18:57,2019/9/20,17:18:57,62337,18
-20.200000000000003,69.8,90,4500,-3500,20/9/2019 17:19:13,2019/9/20,17:19:13,62353,16
-25.900000000000006,64.1,90,4500,-3500,20/9/2019 17:19:52,2019/9/20,17:19:52,62392,39
-14.599999999999994,75.4,90,4500,-3500,20/9/2019 17:20:46,2019/9/20,17:20:46,62446,54
-20.200000000000003,69.8,90,4500,-3500,20/9/2019 17:21:25,2019/9/20,17:21:25,62485,39
