dif,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss,time_interval
-15.8,4.2,20,6000,-3500,01/04/2020 18:14:22,2020/4/1,18:14:22,16827262,0
-10.1,9.9,20,6000,-3500,01/04/2020 18:15:03,2020/4/1,18:15:03,16827303,41
92.8,112.8,20,5000,-4000,01/04/2020 18:16:50,2020/4/1,18:16:50,16827410,107
-147.2,232.8,20,5000,-3000,01/04/2020 18:17:25,2020/4/1,18:17:25,16827445,35
-158.6,221.4,20,6000,-3000,01/04/2020 18:17:36,2020/4/1,18:17:36,16827456,11
-55.80000000000001,324.2,20,6500,-3000,01/04/2020 18:29:08,2020/4/1,18:29:08,16828148,692
-21.5,358.5,20,6500,-3000,01/04/2020 18:30:53,2020/4/1,18:30:53,16828253,105
-15.8,4.2,20,6500,-3000,01/04/2020 18:33:19,2020/4/1,18:33:19,16828399,146
7.100000000000001,27.1,20,5500,-3000,01/04/2020 18:33:55,2020/4/1,18:33:55,16828435,36
12.799999999999997,32.8,20,5500,-3000,01/04/2020 18:34:27,2020/4/1,18:34:27,16828467,32
18.5,38.5,20,5500,-3500,01/04/2020 18:35:03,2020/4/1,18:35:03,16828503,36
24.200000000000003,44.2,20,5000,-3500,01/04/2020 18:35:43,2020/4/1,18:35:43,16828543,40
35.6,55.6,20,5000,-4000,01/04/2020 18:37:32,2020/4/1,18:37:32,16828652,109
47.099999999999994,67.1,20,5000,-5000,01/04/2020 18:38:08,2020/4/1,18:38:08,16828688,36
41.4,61.4,20,5000,-4500,01/04/2020 18:39:15,2020/4/1,18:39:15,16828755,67
35.6,55.6,20,5000,-5000,01/04/2020 18:42:20,2020/4/1,18:42:20,16828940,185
29.9,49.9,20,5000,-5000,01/04/2020 18:42:33,2020/4/1,18:42:33,16828953,13
24.200000000000003,44.2,20,7000,-6000,01/04/2020 18:45:31,2020/4/1,18:45:31,16829131,178
-10.1,9.9,20,4500,-3000,01/04/2020 19:25:19,2020/4/1,19:25:19,16831519,2388
12.799999999999997,32.8,20,4000,-3500,01/04/2020 19:25:55,2020/4/1,19:25:55,16831555,36
47.099999999999994,67.1,20,4000,-4000,01/04/2020 19:26:26,2020/4/1,19:26:26,16831586,31
18.5,38.5,20,4500,-3500,01/04/2020 19:27:03,2020/4/1,19:27:03,16831623,37
12.799999999999997,32.8,20,4500,-3500,01/04/2020 19:27:44,2020/4/1,19:27:44,16831664,41
7.100000000000001,27.1,20,4500,-3500,01/04/2020 19:29:30,2020/4/1,19:29:30,16831770,106
-4.4,15.6,20,5000,-3500,01/04/2020 19:30:06,2020/4/1,19:30:06,16831806,36
-10.1,9.9,20,5000,-3000,01/04/2020 19:31:13,2020/4/1,19:31:13,16831873,67
-15.8,4.2,20,5500,-3000,01/04/2020 19:34:30,2020/4/1,19:34:30,16832070,197
-10.1,9.9,20,5500,-3500,01/04/2020 19:35:24,2020/4/1,19:35:24,16832124,54
-4.4,15.6,20,6000,-4000,01/04/2020 19:37:38,2020/4/1,19:37:38,16832258,134
1.3999999999999986,21.4,20,6000,-4500,01/04/2020 19:38:05,2020/4/1,19:38:05,16832285,27
-38.60000000000002,341.4,20,5000,-3000,01/04/2020 19:45:59,2020/4/1,19:45:59,16832759,474
-4.4,15.6,20,4500,-3000,01/04/2020 19:46:36,2020/4/1,19:46:36,16832796,37
29.9,49.9,20,4000,-3500,01/04/2020 19:47:08,2020/4/1,19:47:08,16832828,32
24.200000000000003,44.2,20,4500,-3500,01/04/2020 19:47:44,2020/4/1,19:47:44,16832864,36
18.5,38.5,20,5000,-3500,01/04/2020 19:48:24,2020/4/1,19:48:24,16832904,40
12.799999999999997,32.8,20,5500,-4000,01/04/2020 19:50:48,2020/4/1,19:50:48,16833048,144
7.100000000000001,27.1,20,5500,-4000,01/04/2020 19:51:01,2020/4/1,19:51:01,16833061,13
1.3999999999999986,21.4,20,8000,-5500,01/04/2020 19:56:34,2020/4/1,19:56:34,16833394,333
-4.4,15.6,20,8000,-6000,01/04/2020 19:58:21,2020/4/1,19:58:21,16833501,107
12.799999999999997,32.8,20,7500,-6000,01/04/2020 19:58:57,2020/4/1,19:58:57,16833537,36
18.5,38.5,20,8000,-6000,01/04/2020 19:59:46,2020/4/1,19:59:46,16833586,49
29.9,49.9,20,4500,-4000,01/04/2020 20:10:41,2020/4/1,20:10:41,16834241,655
47.099999999999994,67.1,20,4500,-4500,01/04/2020 20:11:17,2020/4/1,20:11:17,16834277,36
58.5,78.5,20,4500,-4500,01/04/2020 20:11:48,2020/4/1,20:11:48,16834308,31
64.2,84.2,20,4500,-4500,01/04/2020 20:12:23,2020/4/1,20:12:23,16834343,35
69.9,89.9,20,4500,-4500,01/04/2020 20:13:05,2020/4/1,20:13:05,16834385,42
24.200000000000003,44.2,20,5500,-4500,01/04/2020 20:14:52,2020/4/1,20:14:52,16834492,107
1.3999999999999986,21.4,20,6000,-4500,01/04/2020 20:15:28,2020/4/1,20:15:28,16834528,36
-4.4,15.6,20,6000,-4500,01/04/2020 20:16:36,2020/4/1,20:16:36,16834596,68
-15.8,4.2,20,6000,-4500,01/04/2020 20:17:17,2020/4/1,20:17:17,16834637,41
-10.1,9.9,20,6000,-5000,01/04/2020 20:19:04,2020/4/1,20:19:04,16834744,107
1.3999999999999986,21.4,20,5500,-5000,01/04/2020 20:19:41,2020/4/1,20:19:41,16834781,37
-4.4,15.6,20,5500,-5000,01/04/2020 20:20:48,2020/4/1,20:20:48,16834848,67
-10.1,9.9,20,6000,-5000,01/04/2020 20:23:53,2020/4/1,20:23:53,16835033,185
-21.5,358.5,20,6000,-5000,01/04/2020 20:24:06,2020/4/1,20:24:06,16835046,13
-32.89999999999998,347.1,20,6500,-5000,01/04/2020 20:24:20,2020/4/1,20:24:20,16835060,14
-38.60000000000002,341.4,20,6500,-5000,01/04/2020 20:25:27,2020/4/1,20:25:27,16835127,67
-44.39999999999998,335.6,20,7500,-5000,01/04/2020 20:28:22,2020/4/1,20:28:22,16835302,175
-38.60000000000002,341.4,20,7500,-5000,01/04/2020 20:29:39,2020/4/1,20:29:39,16835379,77
-27.19999999999999,352.8,20,7000,-5000,01/04/2020 20:31:25,2020/4/1,20:31:25,16835485,106
12.799999999999997,32.8,20,5500,-5000,01/04/2020 20:32:02,2020/4/1,20:32:02,16835522,37
24.200000000000003,44.2,20,5500,-5000,01/04/2020 20:32:33,2020/4/1,20:32:33,16835553,31
35.6,55.6,20,5500,-5000,01/04/2020 20:33:09,2020/4/1,20:33:09,16835589,36
41.4,61.4,20,5500,-5000,01/04/2020 20:33:49,2020/4/1,20:33:49,16835629,40
29.9,49.9,20,5500,-5000,01/04/2020 20:35:36,2020/4/1,20:35:36,16835736,107
18.5,38.5,20,6000,-5000,01/04/2020 20:36:11,2020/4/1,20:36:11,16835771,35
12.799999999999997,32.8,20,6000,-5000,01/04/2020 20:36:44,2020/4/1,20:36:44,16835804,33
