dif,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss,time_interval
147.3,357.3,210,8000,-5500,2021/1/10 15:21,2021/1/10,15:21:00,55260,0
-48.099999999999994,161.9,210,11000,-3500,2021/1/10 15:54,2021/1/10,15:54:00,57240,1980
-18.599999999999994,191.4,210,11000,-3500,2021/1/10 15:55,2021/1/10,15:55:00,57300,60
65.80000000000001,275.8,210,10000,-3500,2021/1/10 15:56,2021/1/10,15:56:00,57360,60
123.39999999999998,333.4,210,9000,-4000,2021/1/10 15:56,2021/1/10,15:56:00,57360,0
154.4,4.4,210,9000,-5000,2021/1/10 15:57,2021/1/10,15:57:00,57420,60
167.0,17.0,210,8000,-5500,2021/1/10 15:58,2021/1/10,15:58:00,57480,60
168.4,18.4,210,11000,-4500,2021/1/10 15:59,2021/1/10,15:59:00,57540,60
169.8,19.8,210,11000,-4000,2021/1/10 15:59,2021/1/10,15:59:00,57540,0
162.8,12.8,210,12000,-4000,2021/1/10 16:00,2021/1/10,16:00:00,57600,60
-121.2,88.8,210,9000,-4000,2021/1/10 16:02,2021/1/10,16:02:00,57720,120
-50.900000000000006,159.1,210,10000,-5500,2021/1/10 16:05,2021/1/10,16:05:00,57900,180
-63.599999999999994,146.4,210,10000,-5000,2021/1/10 16:06,2021/1/10,16:06:00,57960,60
-65.0,145.0,210,11000,-4500,2021/1/10 16:07,2021/1/10,16:07:00,58020,60
-67.80000000000001,142.2,210,11000,-4500,2021/1/10 16:08,2021/1/10,16:08:00,58080,60
-69.19999999999999,140.8,210,11000,-4500,2021/1/10 16:08,2021/1/10,16:08:00,58080,0
-53.69999999999999,156.3,210,12000,-4000,2021/1/10 16:10,2021/1/10,16:10:00,58200,120
-11.599999999999994,198.4,210,12000,-4000,2021/1/10 16:11,2021/1/10,16:11:00,58260,60
34.80000000000001,244.8,210,10500,-4500,2021/1/10 16:12,2021/1/10,16:12:00,58320,60
74.19999999999999,284.2,210,8500,-4500,2021/1/10 16:13,2021/1/10,16:13:00,58380,60
96.69999999999999,306.7,210,7000,-5000,2021/1/10 16:13,2021/1/10,16:13:00,58380,0
110.80000000000001,320.8,210,6500,-5500,2021/1/10 16:14,2021/1/10,16:14:00,58440,60
