dif,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss,time_interval
36.7,36.7,0,9350,-5350,2021/1/14 11:32,2021/1/14,11:32:00,41520,0
22.200000000000003,52.2,30,8850,-6350,2021/1/14 11:33,2021/1/14,11:33:00,41580,60
29.200000000000003,59.2,30,8850,-6350,2021/1/14 11:33,2021/1/14,11:33:00,41580,0
33.4,63.4,30,8650,-6550,2021/1/14 11:34,2021/1/14,11:34:00,41640,60
19.4,49.4,30,8150,-7050,2021/1/14 11:35,2021/1/14,11:35:00,41700,60
12.299999999999997,42.3,30,8150,-7050,2021/1/14 11:36,2021/1/14,11:36:00,41760,60
6.700000000000003,36.7,30,8350,-6850,2021/1/14 11:36,2021/1/14,11:36:00,41760,0
-1.6999999999999993,28.3,30,9350,-5350,2021/1/14 11:37,2021/1/14,11:37:00,41820,60
-17.2,12.8,30,9350,-5350,2021/1/14 11:39,2021/1/14,11:39:00,41940,120
-21.4,8.6,30,9550,-5350,2021/1/14 11:40,2021/1/14,11:40:00,42000,60
-20.0,10.0,30,9750,-5350,2021/1/14 11:41,2021/1/14,11:41:00,42060,60
-18.6,11.4,30,9950,-5350,2021/1/14 11:42,2021/1/14,11:42:00,42120,60
-21.4,8.6,30,10150,-5350,2021/1/14 11:42,2021/1/14,11:42:00,42120,0
-20.0,10.0,30,10350,-5350,2021/1/14 11:43,2021/1/14,11:43:00,42180,60
-22.8,7.2,30,10550,-5350,2021/1/14 11:44,2021/1/14,11:44:00,42240,60
-27.0,3.0,30,10750,-5350,2021/1/14 11:45,2021/1/14,11:45:00,42300,60
-24.2,5.8,30,10950,-5350,2021/1/14 11:46,2021/1/14,11:46:00,42360,60
13.799999999999997,43.8,30,11150,-5350,2021/1/14 11:56,2021/1/14,11:56:00,42960,600
16.6,46.6,30,11150,-5350,2021/1/14 11:56,2021/1/14,11:56:00,42960,0
16.6,46.6,30,10950,-5550,2021/1/14 11:57,2021/1/14,11:57:00,43020,60
15.200000000000003,45.2,30,10950,-5550,2021/1/14 11:58,2021/1/14,11:58:00,43080,60
