dif,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss,time_interval
7.900000000000006,142.9,135,2600,-2800,21/9/2019 06:30:00,2019/9/21,6:30:00,109800,0
-3.4000000000000057,131.6,135,2600,-2800,21/9/2019 06:30:18,2019/9/21,6:30:18,109818,18
2.3000000000000114,137.3,135,3100,-2800,21/9/2019 06:30:56,2019/9/21,6:30:56,109856,38
-14.599999999999994,120.4,135,3100,-2800,21/9/2019 06:31:35,2019/9/21,6:31:35,109895,39
-9.0,126.0,135,3100,-2800,21/9/2019 06:32:21,2019/9/21,6:32:21,109941,46
7.900000000000006,142.9,135,3100,-2800,21/9/2019 06:33:08,2019/9/21,6:33:08,109988,47
13.5,148.5,135,3100,-2800,21/9/2019 06:33:47,2019/9/21,6:33:47,110027,39
7.900000000000006,142.9,135,3100,-2800,21/9/2019 06:34:04,2019/9/21,6:34:04,110044,17
19.099999999999994,154.1,135,3100,-2800,21/9/2019 06:34:36,2019/9/21,6:34:36,110076,32
13.5,148.5,135,3100,-2800,21/9/2019 06:35:16,2019/9/21,6:35:16,110116,40
7.900000000000006,142.9,135,3100,-2800,21/9/2019 06:36:11,2019/9/21,6:36:11,110171,55
2.3000000000000114,137.3,135,3100,-2800,21/9/2019 06:38:22,2019/9/21,6:38:22,110302,131
-14.599999999999994,120.4,135,3600,-2800,21/9/2019 06:39:34,2019/9/21,6:39:34,110374,72
-20.200000000000003,114.8,135,3600,-2800,21/9/2019 06:39:52,2019/9/21,6:39:52,110392,18
-14.599999999999994,120.4,135,3600,-2800,21/9/2019 06:40:28,2019/9/21,6:40:28,110428,36
-25.900000000000006,109.1,135,4100,-2800,21/9/2019 06:42:01,2019/9/21,6:42:01,110521,93
-20.200000000000003,114.8,135,4100,-2800,21/9/2019 06:43:37,2019/9/21,6:43:37,110617,96
-25.900000000000006,109.1,135,4100,-2800,21/9/2019 06:44:16,2019/9/21,6:44:16,110656,39
-20.200000000000003,114.8,135,4100,-2800,21/9/2019 06:44:30,2019/9/21,6:44:30,110670,14
-31.5,103.5,135,4600,-2800,21/9/2019 06:44:50,2019/9/21,6:44:50,110690,20
-20.200000000000003,114.8,135,4600,-3300,21/9/2019 06:46:00,2019/9/21,6:46:00,110760,70
-9.0,126.0,135,4600,-3300,21/9/2019 06:46:39,2019/9/21,6:46:39,110799,39
-31.5,103.5,135,4600,-3300,21/9/2019 06:47:18,2019/9/21,6:47:18,110838,39
-20.200000000000003,114.8,135,4600,-3300,21/9/2019 06:48:03,2019/9/21,6:48:03,110883,45
-25.900000000000006,109.1,135,4600,-2800,21/9/2019 06:49:47,2019/9/21,6:49:47,110987,104
-31.5,103.5,135,4600,-2800,21/9/2019 06:50:04,2019/9/21,6:50:04,111004,17
-20.200000000000003,114.8,135,4600,-2800,21/9/2019 06:50:19,2019/9/21,6:50:19,111019,15
-14.599999999999994,120.4,135,4600,-2800,21/9/2019 06:50:59,2019/9/21,6:50:59,111059,40
-25.900000000000006,109.1,135,4600,-2800,21/9/2019 06:51:16,2019/9/21,6:51:16,111076,17
-20.200000000000003,114.8,135,4600,-2800,21/9/2019 06:51:53,2019/9/21,6:51:53,111113,37
-31.5,103.5,135,4600,-2800,21/9/2019 06:52:30,2019/9/21,6:52:30,111150,37
-20.200000000000003,114.8,135,4600,-2800,21/9/2019 06:53:18,2019/9/21,6:53:18,111198,48
-14.599999999999994,120.4,135,4600,-2800,21/9/2019 06:54:05,2019/9/21,6:54:05,111245,47
-25.900000000000006,109.1,135,4600,-2800,21/9/2019 06:54:45,2019/9/21,6:54:45,111285,40
-9.0,126.0,135,4600,-2800,21/9/2019 06:55:02,2019/9/21,6:55:02,111302,17
-20.200000000000003,114.8,135,4600,-2800,21/9/2019 06:55:19,2019/9/21,6:55:19,111319,17
-14.599999999999994,120.4,135,4600,-2800,21/9/2019 06:55:35,2019/9/21,6:55:35,111335,16
-9.0,126.0,135,4600,-2800,21/9/2019 06:56:12,2019/9/21,6:56:12,111372,37
-20.200000000000003,114.8,135,4600,-2800,21/9/2019 06:56:30,2019/9/21,6:56:30,111390,18
-9.0,126.0,135,4600,-2800,21/9/2019 06:57:09,2019/9/21,6:57:09,111429,39
-14.599999999999994,120.4,135,5100,-2800,21/9/2019 06:57:47,2019/9/21,6:57:47,111467,38
13.5,148.5,135,4600,-2800,21/9/2019 06:59:21,2019/9/21,6:59:21,111561,94
36.0,171.0,135,4600,-3300,21/9/2019 06:59:58,2019/9/21,6:59:58,111598,37
30.400000000000006,165.4,135,4600,-3300,21/9/2019 07:00:15,2019/9/21,7:00:15,111615,17
36.0,171.0,135,4600,-3800,21/9/2019 07:00:32,2019/9/21,7:00:32,111632,17
41.599999999999994,176.6,135,4600,-4300,21/9/2019 07:00:50,2019/9/21,7:00:50,111650,18
36.0,171.0,135,4600,-4300,21/9/2019 07:01:28,2019/9/21,7:01:28,111688,38
30.400000000000006,165.4,135,4600,-4300,21/9/2019 07:02:19,2019/9/21,7:02:19,111739,51
2.3000000000000114,137.3,135,4600,-3800,21/9/2019 07:03:02,2019/9/21,7:03:02,111782,43
-31.5,103.5,135,4600,-3800,21/9/2019 07:04:34,2019/9/21,7:04:34,111874,92
-48.400000000000006,86.6,135,4600,-3800,21/9/2019 07:05:13,2019/9/21,7:05:13,111913,39
-42.7,92.3,135,4800,-3800,21/9/2019 07:05:29,2019/9/21,7:05:29,111929,16
-54.0,81.0,135,5000,-3700,21/9/2019 07:05:47,2019/9/21,7:05:47,111947,18
-48.400000000000006,86.6,135,5000,-3700,21/9/2019 07:06:03,2019/9/21,7:06:03,111963,16
-42.7,92.3,135,5000,-3700,21/9/2019 07:06:42,2019/9/21,7:06:42,112002,39
-65.2,69.8,135,5000,-3700,21/9/2019 07:06:59,2019/9/21,7:06:59,112019,17
-48.400000000000006,86.6,135,5100,-3700,21/9/2019 07:07:38,2019/9/21,7:07:38,112058,39
-54.0,81.0,135,5200,-3700,21/9/2019 07:08:16,2019/9/21,7:08:16,112096,38
-37.099999999999994,97.9,135,5200,-3700,21/9/2019 07:09:02,2019/9/21,7:09:02,112142,46
-54.0,81.0,135,5200,-3700,21/9/2019 07:09:49,2019/9/21,7:09:49,112189,47
-31.5,103.5,135,5200,-3700,21/9/2019 07:10:27,2019/9/21,7:10:27,112227,38
-9.0,126.0,135,5200,-3700,21/9/2019 07:11:02,2019/9/21,7:11:02,112262,35
-20.200000000000003,114.8,135,5200,-3700,21/9/2019 07:11:19,2019/9/21,7:11:19,112279,17
-25.900000000000006,109.1,135,5200,-3700,21/9/2019 07:11:53,2019/9/21,7:11:53,112313,34
-3.4000000000000057,131.6,135,5200,-3700,21/9/2019 07:12:13,2019/9/21,7:12:13,112333,20
-20.200000000000003,114.8,135,5200,-3700,21/9/2019 07:12:52,2019/9/21,7:12:52,112372,39
-9.0,126.0,135,5200,-3700,21/9/2019 07:13:31,2019/9/21,7:13:31,112411,39
-20.200000000000003,114.8,135,5200,-3700,21/9/2019 07:14:15,2019/9/21,7:14:15,112455,44
-14.599999999999994,120.4,135,5200,-3700,21/9/2019 07:16:16,2019/9/21,7:16:16,112576,121
-3.4000000000000057,131.6,135,5200,-3700,21/9/2019 07:17:12,2019/9/21,7:17:12,112632,56
-9.0,126.0,135,5200,-3700,21/9/2019 07:17:28,2019/9/21,7:17:28,112648,16
2.3000000000000114,137.3,135,5200,-3700,21/9/2019 07:18:06,2019/9/21,7:18:06,112686,38
-31.5,103.5,135,5200,-3700,21/9/2019 07:18:45,2019/9/21,7:18:45,112725,39
-3.4000000000000057,131.6,135,5200,-3700,21/9/2019 07:19:31,2019/9/21,7:19:31,112771,46
-9.0,126.0,135,5200,-3700,21/9/2019 07:20:19,2019/9/21,7:20:19,112819,48
-20.200000000000003,114.8,135,5200,-3700,21/9/2019 07:20:57,2019/9/21,7:20:57,112857,38
19.099999999999994,154.1,135,5200,-3700,21/9/2019 07:21:14,2019/9/21,7:21:14,112874,17
-9.0,126.0,135,5200,-3700,21/9/2019 07:21:30,2019/9/21,7:21:30,112890,16
-20.200000000000003,114.8,135,5200,-3700,21/9/2019 07:21:46,2019/9/21,7:21:46,112906,16
-3.4000000000000057,131.6,135,5200,-3700,21/9/2019 07:22:43,2019/9/21,7:22:43,112963,57
-20.200000000000003,114.8,135,5200,-3700,21/9/2019 07:23:20,2019/9/21,7:23:20,113000,37
2.3000000000000114,137.3,135,5200,-3700,21/9/2019 07:23:56,2019/9/21,7:23:56,113036,36
-31.5,103.5,135,5200,-3700,21/9/2019 07:24:44,2019/9/21,7:24:44,113084,48
-37.099999999999994,97.9,135,5200,-3700,21/9/2019 07:25:31,2019/9/21,7:25:31,113131,47
-14.599999999999994,120.4,135,5200,-3700,21/9/2019 07:26:12,2019/9/21,7:26:12,113172,41
-42.7,92.3,135,5200,-3200,21/9/2019 07:26:27,2019/9/21,7:26:27,113187,15
-14.599999999999994,120.4,135,5200,-3200,21/9/2019 07:27:00,2019/9/21,7:27:00,113220,33
-31.5,103.5,135,5200,-3200,21/9/2019 07:27:39,2019/9/21,7:27:39,113259,39
7.900000000000006,142.9,135,5200,-3200,21/9/2019 07:28:35,2019/9/21,7:28:35,113315,56
13.5,148.5,135,5200,-3700,21/9/2019 07:29:12,2019/9/21,7:29:12,113352,37
19.099999999999994,154.1,135,5200,-3700,21/9/2019 07:29:59,2019/9/21,7:29:59,113399,47
30.400000000000006,165.4,135,5200,-3700,21/9/2019 07:30:48,2019/9/21,7:30:48,113448,49
-9.0,126.0,135,5200,-3700,21/9/2019 07:31:25,2019/9/21,7:31:25,113485,37
-20.200000000000003,114.8,135,5200,-3700,21/9/2019 07:31:42,2019/9/21,7:31:42,113502,17
-25.900000000000006,109.1,135,5200,-3700,21/9/2019 07:31:59,2019/9/21,7:31:59,113519,17
-9.0,126.0,135,5200,-3700,21/9/2019 07:32:16,2019/9/21,7:32:16,113536,17
2.3000000000000114,137.3,135,5200,-3700,21/9/2019 07:32:54,2019/9/21,7:32:54,113574,38
-25.900000000000006,109.1,135,5200,-3700,21/9/2019 07:33:12,2019/9/21,7:33:12,113592,18
-14.599999999999994,120.4,135,5200,-3700,21/9/2019 07:33:50,2019/9/21,7:33:50,113630,38
-37.099999999999994,97.9,135,5200,-3700,21/9/2019 07:34:29,2019/9/21,7:34:29,113669,39
-3.4000000000000057,131.6,135,5200,-3700,21/9/2019 07:35:13,2019/9/21,7:35:13,113713,44
-20.200000000000003,114.8,135,5200,-3700,21/9/2019 07:36:00,2019/9/21,7:36:00,113760,47
-37.099999999999994,97.9,135,5200,-3700,21/9/2019 07:36:39,2019/9/21,7:36:39,113799,39
-3.4000000000000057,131.6,135,5200,-3200,21/9/2019 07:36:57,2019/9/21,7:36:57,113817,18
-20.200000000000003,114.8,135,5200,-3200,21/9/2019 07:37:14,2019/9/21,7:37:14,113834,17
-37.099999999999994,97.9,135,5200,-3200,21/9/2019 07:37:28,2019/9/21,7:37:28,113848,14
-31.5,103.5,135,5200,-3200,21/9/2019 07:38:09,2019/9/21,7:38:09,113889,41
-9.0,126.0,135,5200,-3200,21/9/2019 07:38:25,2019/9/21,7:38:25,113905,16
-20.200000000000003,114.8,135,5200,-3200,21/9/2019 07:39:03,2019/9/21,7:39:03,113943,38
13.5,148.5,135,5200,-3200,21/9/2019 07:39:41,2019/9/21,7:39:41,113981,38
2.3000000000000114,137.3,135,5200,-3200,21/9/2019 07:41:16,2019/9/21,7:41:16,114076,95
30.400000000000006,165.4,135,5200,-3200,21/9/2019 07:41:55,2019/9/21,7:41:55,114115,39
2.3000000000000114,137.3,135,5200,-3200,21/9/2019 07:42:11,2019/9/21,7:42:11,114131,16
13.5,148.5,135,5200,-3200,21/9/2019 07:42:24,2019/9/21,7:42:24,114144,13
7.900000000000006,142.9,135,5200,-3200,21/9/2019 07:42:45,2019/9/21,7:42:45,114165,21
-9.0,126.0,135,5200,-3200,21/9/2019 07:43:23,2019/9/21,7:43:23,114203,38
19.099999999999994,154.1,135,5200,-3200,21/9/2019 07:43:36,2019/9/21,7:43:36,114216,13
13.5,148.5,135,5200,-3200,21/9/2019 07:44:18,2019/9/21,7:44:18,114258,42
19.099999999999994,154.1,135,5200,-3200,21/9/2019 07:45:43,2019/9/21,7:45:43,114343,85
36.0,171.0,135,5200,-3200,21/9/2019 07:46:30,2019/9/21,7:46:30,114390,47
24.80000000000001,159.8,135,5200,-3200,21/9/2019 07:47:09,2019/9/21,7:47:09,114429,39
30.400000000000006,165.4,135,5200,-3200,21/9/2019 07:47:26,2019/9/21,7:47:26,114446,17
24.80000000000001,159.8,135,5200,-3200,21/9/2019 07:47:43,2019/9/21,7:47:43,114463,17
41.599999999999994,176.6,135,5200,-3200,21/9/2019 07:48:38,2019/9/21,7:48:38,114518,55
24.80000000000001,159.8,135,5200,-3200,21/9/2019 07:48:55,2019/9/21,7:48:55,114535,17
36.0,171.0,135,5200,-3200,21/9/2019 07:49:32,2019/9/21,7:49:32,114572,37
2.3000000000000114,137.3,135,5200,-3200,21/9/2019 07:50:11,2019/9/21,7:50:11,114611,39
13.5,148.5,135,5200,-3200,21/9/2019 07:50:56,2019/9/21,7:50:56,114656,45
2.3000000000000114,137.3,135,5200,-3200,21/9/2019 07:50:58,2019/9/21,7:50:58,114658,2
