dif,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss,time_interval
146.1,166.1,20,6500,-4000,1/8/2020 20:12:53.05,2020/8/1,20:12:53,27375173,0
158.8,178.8,20,6500,-4000,1/8/2020 20:13:29.36,2020/8/1,20:13:29,27375209,36
-177.2,202.8,20,6500,-4000,1/8/2020 20:13:56.35,2020/8/1,20:13:56,27375236,27
-173.0,207.0,20,8000,-4000,1/8/2020 20:14:51.3,2020/8/1,20:14:51,27375291,55
-158.8,221.2,20,8000,-3000,1/8/2020 20:16:30.46,2020/8/1,20:16:30,27375390,99
-122.10000000000002,257.9,20,8000,-3000,1/8/2020 20:17:42.39,2020/8/1,20:17:42,27375462,72
-108.0,272.0,20,8000,-3000,1/8/2020 20:19:42.03,2020/8/1,20:19:42,27375582,120
-88.30000000000001,291.7,20,8000,-3000,1/8/2020 20:20:09.52,2020/8/1,20:20:09,27375609,27
-88.30000000000001,291.7,20,8000,-3000,1/8/2020 20:21:39.31,2020/8/1,20:21:39,27375699,90
-72.69999999999999,307.3,20,8000,-3000,1/8/2020 20:22:42.51,2020/8/1,20:22:42,27375762,63
-69.89999999999998,310.1,20,8000,-3000,1/8/2020 20:23:46,2020/8/1,20:23:46,27375826,64
-55.80000000000001,324.2,20,8000,-3000,1/8/2020 20:24:58.02,2020/8/1,20:24:58,27375898,72
-44.5,335.5,20,8000,-3000,1/8/2020 20:26:57.38,2020/8/1,20:26:57,27376017,119
-17.7,2.3,20,8000,-4000,1/8/2020 20:27:24.33,2020/8/1,20:27:24,27376044,27
-3.5,16.5,20,8000,-4000,1/8/2020 20:28:00.2,2020/8/1,20:28:00,27376080,36
47.3,67.3,20,6000,-5000,1/8/2020 20:28:54.19,2020/8/1,20:28:54,27376134,54
134.8,154.8,20,6000,-5000,1/8/2020 20:29:57.15,2020/8/1,20:29:57,27376197,63
134.8,154.8,20,6000,-5000,1/8/2020 20:31:00.58,2020/8/1,20:31:00,27376260,63
132.0,152.0,20,6000,-5000,1/8/2020 20:31:26.44,2020/8/1,20:31:26,27376286,26
132.0,152.0,20,6000,-5000,1/8/2020 20:32:39.43,2020/8/1,20:32:39,27376359,73
133.4,153.4,20,7000,-6000,1/8/2020 20:34:12.01,2020/8/1,20:34:12,27376452,93
127.69999999999999,147.7,20,7000,-6000,1/8/2020 20:34:38.2,2020/8/1,20:34:38,27376478,26
129.2,149.2,20,7000,-6500,1/8/2020 20:36:08.23,2020/8/1,20:36:08,27376568,90
130.6,150.6,20,7000,-6500,1/8/2020 20:37:11.02,2020/8/1,20:37:11,27376631,63
129.2,149.2,20,7000,-6500,1/8/2020 20:38:14.21,2020/8/1,20:38:14,27376694,63
123.5,143.5,20,7000,-6500,1/8/2020 20:39:26.48,2020/8/1,20:39:26,27376766,72
126.30000000000001,146.3,20,7000,-6500,1/8/2020 20:39:54.13,2020/8/1,20:39:54,27376794,28
124.9,144.9,20,10000,-3000,1/8/2020 20:41:54.44,2020/8/1,20:41:54,27376914,120
120.69999999999999,140.7,20,10000,-3000,1/8/2020 20:42:30.54,2020/8/1,20:42:30,27376950,36
