dif,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss,time_interval
47.3,67.3,20,7600,-5000,27/7/2020 00:07:45.52,2020/7/27,0:07:45,26870865,0
133.4,153.4,20,10100,-3000,27/7/2020 00:08:50.09,2020/7/27,0:08:50,26870930,65
-177.2,202.8,20,10100,-3000,27/7/2020 00:10:05.3,2020/7/27,0:10:05,26871005,75
158.8,178.8,20,10100,-3000,27/7/2020 00:12:00.09,2020/7/27,0:12:00,26871120,115
-173.0,207.0,20,10100,-3000,27/7/2020 00:12:32.86,2020/7/27,0:12:32,26871152,32
-163.1,216.9,20,10100,-3000,27/7/2020 00:13:07.25,2020/7/27,0:13:07,26871187,35
-149.0,231.0,20,10100,-3000,27/7/2020 00:14:00.45,2020/7/27,0:14:00,26871240,53
-134.8,245.2,20,10100,-3000,27/7/2020 00:15:04.8,2020/7/27,0:15:04,26871304,64
-112.30000000000001,267.7,20,10100,-3000,27/7/2020 00:16:08.55,2020/7/27,0:16:08,26871368,64
-105.19999999999999,274.8,20,10100,-3000,27/7/2020 00:16:34.76,2020/7/27,0:16:34,26871394,26
-82.60000000000002,297.4,20,10100,-3000,27/7/2020 00:17:46.06,2020/7/27,0:17:46,26871466,72
-45.89999999999998,334.1,20,10100,-3000,27/7/2020 00:19:38.11,2020/7/27,0:19:38,26871578,112
-27.5,352.5,20,10100,-3000,27/7/2020 00:21:18.03,2020/7/27,0:21:18,26871678,100
-9.2,10.8,20,6600,-5000,27/7/2020 00:22:16.72,2020/7/27,0:22:16,26871736,58
10.600000000000001,30.6,20,6600,-5000,27/7/2020 00:23:21.55,2020/7/27,0:23:21,26871801,65
