dif,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss,time_interval
-155.10000000000002,314.9,110,4500,-3500,19/4/2020 10:21:00,2020/4/19,10:21:00,18354060,0
-145.2,324.8,110,4500,-3500,19/4/2020 10:21:34,2020/4/19,10:21:34,18354094,34
-138.2,331.8,110,4500,-3500,19/4/2020 10:21:49,2020/4/19,10:21:49,18354109,15
-132.5,337.5,110,4500,-4000,19/4/2020 10:23:04,2020/4/19,10:23:04,18354184,75
-128.3,341.7,110,4500,-4000,19/4/2020 10:23:28,2020/4/19,10:23:28,18354208,24
-126.89999999999998,343.1,110,4500,-4000,19/4/2020 10:25:08,2020/4/19,10:25:08,18354308,100
-124.0,346.0,110,4500,-4000,19/4/2020 10:26:07,2020/4/19,10:26:07,18354367,59
-119.80000000000001,350.2,110,4500,-4000,19/4/2020 10:26:43,2020/4/19,10:26:43,18354403,36
-124.0,346.0,110,4500,-4000,19/4/2020 10:27:37,2020/4/19,10:27:37,18354457,54
-125.39999999999998,344.6,110,4500,-4000,19/4/2020 10:28:13,2020/4/19,10:28:13,18354493,36
-132.5,337.5,110,4500,-4000,19/4/2020 10:29:07,2020/4/19,10:29:07,18354547,54
-138.2,331.8,110,4500,-4000,19/4/2020 10:29:43,2020/4/19,10:29:43,18354583,36
-138.2,331.8,110,4500,-4000,19/4/2020 10:31:29,2020/4/19,10:31:29,18354689,106
-143.8,326.2,110,4500,-4000,19/4/2020 10:31:43,2020/4/19,10:31:43,18354703,14
-155.10000000000002,314.9,110,4500,-4000,19/4/2020 10:32:10,2020/4/19,10:32:10,18354730,27
-163.60000000000002,306.4,110,4500,-4000,19/4/2020 10:33:28,2020/4/19,10:33:28,18354808,78
-165.0,305.0,110,4500,-4000,19/4/2020 10:34:16,2020/4/19,10:34:16,18354856,48
-173.39999999999998,296.6,110,4500,-4000,19/4/2020 10:35:08,2020/4/19,10:35:08,18354908,52
-167.8,302.2,110,4500,-4000,19/4/2020 10:35:46,2020/4/19,10:35:46,18354946,38
