dif,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss,time_interval
-2.1000000000000014,17.9,20,7400,-3000,31/7/2020 04:05:53.26,2020/7/31,4:05:53,27230753,0
10.600000000000001,30.6,20,6900,-3000,31/7/2020 04:06:10.46,2020/7/31,4:06:10,27230770,17
28.9,48.9,20,5900,-4000,31/7/2020 04:08:10.19,2020/7/31,4:08:10,27230890,120
14.799999999999997,34.8,20,6900,-4000,31/7/2020 04:08:37.35,2020/7/31,4:08:37,27230917,27
9.2,29.2,20,7400,-3500,31/7/2020 04:09:13.11,2020/7/31,4:09:13,27230953,36
20.5,40.5,20,7400,-3500,31/7/2020 04:10:06.05,2020/7/31,4:10:06,27231006,53
14.799999999999997,34.8,20,7400,-3500,31/7/2020 04:11:10.15,2020/7/31,4:11:10,27231070,64
6.300000000000001,26.3,20,7400,-3500,31/7/2020 04:12:12.36,2020/7/31,4:12:12,27231132,62
7.699999999999999,27.7,20,7400,-3500,31/7/2020 04:12:39.55,2020/7/31,4:12:39,27231159,27
7.699999999999999,27.7,20,7400,-3500,31/7/2020 04:13:51.06,2020/7/31,4:13:51,27231231,72
14.799999999999997,34.8,20,7400,-3500,31/7/2020 04:15:24.2,2020/7/31,4:15:24,27231324,93
12.0,32.0,20,7400,-3500,31/7/2020 04:15:51.4,2020/7/31,4:15:51,27231351,27
7.699999999999999,27.7,20,7400,-3000,31/7/2020 04:17:21,2020/7/31,4:17:21,27231441,90
4.899999999999999,24.9,20,7400,-3000,31/7/2020 04:17:48.31,2020/7/31,4:17:48,27231468,27
-3.5,16.5,20,8400,-3000,31/7/2020 04:19:28.53,2020/7/31,4:19:28,27231568,100
0.6999999999999993,20.7,20,8400,-3000,31/7/2020 04:20:40.48,2020/7/31,4:20:40,27231640,72
-0.6999999999999993,19.3,20,8400,-3000,31/7/2020 04:22:39.61,2020/7/31,4:22:39,27231759,119
-9.2,10.8,20,8400,-3000,31/7/2020 04:23:06.9,2020/7/31,4:23:06,27231786,27
0.6999999999999993,20.7,20,8400,-3000,31/7/2020 04:23:42.8,2020/7/31,4:23:42,27231822,36
-7.800000000000001,12.2,20,8400,-3000,31/7/2020 04:24:37.01,2020/7/31,4:24:37,27231877,55
-2.1000000000000014,17.9,20,8400,-3000,31/7/2020 04:25:39.08,2020/7/31,4:25:39,27231939,62
0.6999999999999993,20.7,20,8400,-3000,31/7/2020 04:26:42.52,2020/7/31,4:26:42,27232002,63
0.6999999999999993,20.7,20,8400,-3000,31/7/2020 04:27:54.14,2020/7/31,4:27:54,27232074,72
-0.6999999999999993,19.3,20,8400,-3000,31/7/2020 04:29:54.48,2020/7/31,4:29:54,27232194,120
4.899999999999999,24.9,20,8400,-3000,31/7/2020 04:30:21.39,2020/7/31,4:30:21,27232221,27
-3.5,16.5,20,8400,-3000,31/7/2020 04:31:52.5,2020/7/31,4:31:52,27232312,91
2.1000000000000014,22.1,20,8400,-3000,31/7/2020 04:32:55.14,2020/7/31,4:32:55,27232375,63
-2.1000000000000014,17.9,20,8400,-3000,31/7/2020 04:33:58.22,2020/7/31,4:33:58,27232438,63
13.399999999999999,33.4,20,8400,-3000,31/7/2020 04:35:10.15,2020/7/31,4:35:10,27232510,72
3.5,23.5,20,8400,-3000,31/7/2020 04:35:37.2,2020/7/31,4:35:37,27232537,27
13.399999999999999,33.4,20,8400,-3000,31/7/2020 04:37:38.35,2020/7/31,4:37:38,27232658,121
4.899999999999999,24.9,20,8400,-3000,31/7/2020 04:38:14.48,2020/7/31,4:38:14,27232694,36
19.0,39.0,20,8400,-3000,31/7/2020 04:39:07.33,2020/7/31,4:39:07,27232747,53
21.9,41.9,20,6900,-4000,31/7/2020 04:40:10.33,2020/7/31,4:40:10,27232810,63
10.600000000000001,30.6,20,6900,-4000,31/7/2020 04:41:12.24,2020/7/31,4:41:12,27232872,62
21.9,41.9,20,6900,-3000,31/7/2020 04:42:24.21,2020/7/31,4:42:24,27232944,72
20.5,40.5,20,6900,-3000,31/7/2020 04:44:24.51,2020/7/31,4:44:24,27233064,120
17.6,37.6,20,6900,-3000,31/7/2020 04:44:51.52,2020/7/31,4:44:51,27233091,27
14.799999999999997,34.8,20,6900,-3000,31/7/2020 04:45:27.46,2020/7/31,4:45:27,27233127,36
26.1,46.1,20,6900,-3000,31/7/2020 04:46:22.31,2020/7/31,4:46:22,27233182,55
21.9,41.9,20,6900,-3000,31/7/2020 04:47:25.37,2020/7/31,4:47:25,27233245,63
26.1,46.1,20,6900,-3000,31/7/2020 04:48:28.58,2020/7/31,4:48:28,27233308,63
31.700000000000003,51.7,20,8400,-5000,31/7/2020 04:49:40.35,2020/7/31,4:49:40,27233380,72
21.9,41.9,20,8400,-5000,31/7/2020 04:51:39.92,2020/7/31,4:51:39,27233499,119
28.9,48.9,20,8400,-5000,31/7/2020 04:52:06.91,2020/7/31,4:52:06,27233526,27
33.2,53.2,20,7400,-4500,31/7/2020 04:52:42.14,2020/7/31,4:52:42,27233562,36
27.5,47.5,20,7400,-4500,31/7/2020 04:53:36.48,2020/7/31,4:53:36,27233616,54
26.1,46.1,20,7400,-4500,31/7/2020 04:54:39.25,2020/7/31,4:54:39,27233679,63
30.299999999999997,50.3,20,8400,-5000,31/7/2020 04:55:44.02,2020/7/31,4:55:44,27233744,65
21.9,41.9,20,8400,-5000,31/7/2020 04:56:55.13,2020/7/31,4:56:55,27233815,71
19.0,39.0,20,7900,-3000,31/7/2020 04:58:55.5,2020/7/31,4:58:55,27233935,120
21.9,41.9,20,7900,-3000,31/7/2020 04:59:22.43,2020/7/31,4:59:22,27233962,27
26.1,46.1,20,7900,-3000,31/7/2020 04:59:58.03,2020/7/31,4:59:58,27233998,36
20.5,40.5,20,7900,-3000,31/7/2020 05:00:52.3,2020/7/31,5:00:52,27234052,54
24.700000000000003,44.7,20,7900,-3000,31/7/2020 05:01:55.67,2020/7/31,5:01:55,27234115,63
28.9,48.9,20,7900,-3000,31/7/2020 05:02:58.41,2020/7/31,5:02:58,27234178,63
31.700000000000003,51.7,20,7900,-3000,31/7/2020 05:04:10.26,2020/7/31,5:04:10,27234250,72
36.0,56.0,20,7400,-4000,31/7/2020 05:06:11.1,2020/7/31,5:06:11,27234371,121
33.2,53.2,20,7400,-4000,31/7/2020 05:06:38.35,2020/7/31,5:06:38,27234398,27
