dif,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss,time_interval
-174.4,205.6,20,9600,-5000,28/7/2020 04:05:45.39,2020/7/28,4:05:45,26971545,0
16.200000000000003,36.2,20,9600,-5000,28/7/2020 04:07:42.69,2020/7/28,4:07:42,26971662,117
20.5,40.5,20,9600,-5000,28/7/2020 04:08:45.96,2020/7/28,4:08:45,26971725,63
27.5,47.5,20,9600,-5000,28/7/2020 04:09:39.43,2020/7/28,4:09:39,26971779,54
-2.1000000000000014,17.9,20,9600,-5000,28/7/2020 04:10:42.21,2020/7/28,4:10:42,26971842,63
-21.899999999999977,358.1,20,10600,-3500,28/7/2020 04:11:45.48,2020/7/28,4:11:45,26971905,63
-75.5,304.5,20,10600,-3500,28/7/2020 04:12:57.21,2020/7/28,4:12:57,26971977,72
-98.10000000000002,281.9,20,10600,-3500,28/7/2020 04:14:57.05,2020/7/28,4:14:57,26972097,120
-130.6,249.4,20,10600,-3500,28/7/2020 04:15:24.09,2020/7/28,4:15:24,26972124,27
-132.0,248.0,20,10600,-3500,28/7/2020 04:16:00.17,2020/7/28,4:16:00,26972160,36
-140.5,239.5,20,10600,-3500,28/7/2020 04:16:55.48,2020/7/28,4:16:55,26972215,55
-132.0,248.0,20,10600,-3500,28/7/2020 04:17:57.48,2020/7/28,4:17:57,26972277,62
-133.4,246.6,20,10600,-3500,28/7/2020 04:19:01.46,2020/7/28,4:19:01,26972341,64
-144.7,235.3,20,10600,-3500,28/7/2020 04:20:13.15,2020/7/28,4:20:13,26972413,72
-147.5,232.5,20,9100,-3500,28/7/2020 04:22:13.46,2020/7/28,4:22:13,26972533,120
-175.8,204.2,20,9100,-3500,28/7/2020 04:22:40.5,2020/7/28,4:22:40,26972560,27
-170.1,209.9,20,9100,-3500,28/7/2020 04:23:16.32,2020/7/28,4:23:16,26972596,36
-164.5,215.5,20,9100,-3500,28/7/2020 04:24:10.23,2020/7/28,4:24:10,26972650,54
-160.3,219.7,20,9100,-3500,28/7/2020 04:25:13.57,2020/7/28,4:25:13,26972713,63
-153.2,226.8,20,9100,-3500,28/7/2020 04:26:16.89,2020/7/28,4:26:16,26972776,63
-140.5,239.5,20,9100,-3500,28/7/2020 04:26:43.87,2020/7/28,4:26:43,26972803,27
-140.5,239.5,20,9100,-3500,28/7/2020 04:27:56.19,2020/7/28,4:27:56,26972876,73
-143.3,236.7,20,9100,-3500,28/7/2020 04:29:28.21,2020/7/28,4:29:28,26972968,92
-123.5,256.5,20,9100,-3500,28/7/2020 04:29:55.08,2020/7/28,4:29:55,26972995,27
-119.30000000000001,260.7,20,9100,-3500,28/7/2020 04:30:31.53,2020/7/28,4:30:31,26973031,36
-110.80000000000001,269.2,20,9100,-3500,28/7/2020 04:31:25.56,2020/7/28,4:31:25,26973085,54
-103.80000000000001,276.2,20,9100,-4000,28/7/2020 04:32:28.4,2020/7/28,4:32:28,26973148,63
