ID,ToolFace,TargetToolFace,ModelTorP,ModelTorN,TorP,TorN,outtime,date,time,ss
514,325,340,10000,-5200,10200,-5000,2021/1/9 18:10,2021/1/9,18:10:00,65400
515,316.6,340,10500,-5200,10000,-5200,2021/1/9 18:11,2021/1/9,18:11:00,65460
516,315.2,340,10500,-5000,10000,-5000,2021/1/9 18:12,2021/1/9,18:12:00,65520
517,316.6,340,10500,-5000,10500,-5000,2021/1/9 18:13,2021/1/9,18:13:00,65580
518,312.3,340,10500,-5000,10500,-5000,2021/1/9 18:14,2021/1/9,18:14:00,65640
519,309.5,340,10500,-5000,10500,-5000,2021/1/9 18:16,2021/1/9,18:16:00,65760
520,312.3,340,10500,-5000,10500,-5000,2021/1/9 18:16,2021/1/9,18:16:00,65760
521,309.5,340,10500,-5000,10500,-5000,2021/1/9 18:17,2021/1/9,18:17:00,65820
522,308.1,340,12000,-5000,12000,-5000,2021/1/9 18:18,2021/1/9,18:18:00,65880
523,310.9,340,12000,-5000,12000,-5000,2021/1/9 18:19,2021/1/9,18:19:00,65940
524,309.5,340,12500,-5000,12000,-5000,2021/1/9 18:20,2021/1/9,18:20:00,66000
525,320.8,340,12000,-5000,12000,-5000,2021/1/9 18:20,2021/1/9,18:20:00,66000
526,322.2,340,12000,-5000,12000,-5000,2021/1/9 18:21,2021/1/9,18:21:00,66060
527,332,340,11800,-5200,12000,-5000,2021/1/9 18:22,2021/1/9,18:22:00,66120
528,334.8,340,11800,-5200,12000,-5000,2021/1/9 18:24,2021/1/9,18:24:00,66240
529,351.7,340,10000,-5000,12000,-5000,2021/1/9 18:25,2021/1/9,18:25:00,66300
530,351.7,340,10000,-5000,12000,-5000,2021/1/9 18:25,2021/1/9,18:25:00,66300
531,353.1,340,10000,-5000,12000,-5000,2021/1/9 18:26,2021/1/9,18:26:00,66360
532,353.1,340,10000,-5000,12000,-5000,2021/1/9 18:27,2021/1/9,18:27:00,66420
533,353.1,340,10000,-5000,12000,-5000,2021/1/9 18:28,2021/1/9,18:28:00,66480
534,8.6,350,11400,-5200,11600,-5000,2021/1/9 18:30,2021/1/9,18:30:00,66600
535,12.8,350,10900,-5200,11100,-5000,2021/1/9 18:32,2021/1/9,18:32:00,66720
536,15.6,350,11300,-4800,11100,-5000,2021/1/9 18:33,2021/1/9,18:33:00,66780
537,19.8,350,10600,-5500,11100,-5000,2021/1/9 18:34,2021/1/9,18:34:00,66840
538,14.2,350,10400,-5700,10600,-5500,2021/1/9 18:34,2021/1/9,18:34:00,66840
539,18.4,350,9900,-6200,10400,-5700,2021/1/9 18:35,2021/1/9,18:35:00,66900
540,346.1,350,10600,-5700,10400,-5700,2021/1/9 18:36,2021/1/9,18:36:00,66960
541,353.1,350,10000,-5000,10600,-5700,2021/1/9 18:37,2021/1/9,18:37:00,67020
542,337.7,350,10200,-5000,10000,-5000,2021/1/9 18:37,2021/1/9,18:37:00,67020
543,333.4,350,10400,-5000,10200,-5000,2021/1/9 18:38,2021/1/9,18:38:00,67080
544,326.4,350,10900,-5000,10400,-5000,2021/1/9 18:40,2021/1/9,18:40:00,67200
545,327.8,350,10900,-5000,10900,-5000,2021/1/9 18:41,2021/1/9,18:41:00,67260
546,329.2,350,10900,-5000,10900,-5000,2021/1/9 18:43,2021/1/9,18:43:00,67380
547,332,350,11100,-5000,10900,-5000,2021/1/9 18:43,2021/1/9,18:43:00,67380
548,334.8,350,11100,-5000,10900,-5000,2021/1/9 18:44,2021/1/9,18:44:00,67440
549,330.6,350,11400,-5000,10900,-5000,2021/1/9 18:45,2021/1/9,18:45:00,67500
550,332,350,10900,-5000,10900,-5000,2021/1/9 18:46,2021/1/9,18:46:00,67560
551,329.2,350,10900,-5000,10900,-5000,2021/1/9 18:46,2021/1/9,18:46:00,67560
552,322.2,350,11400,-5000,10900,-5000,2021/1/9 18:48,2021/1/9,18:48:00,67680
553,320.8,350,9900,-5500,10900,-5000,2021/1/9 18:49,2021/1/9,18:49:00,67740
554,313.8,350,9900,-5500,10900,-5000,2021/1/9 18:50,2021/1/9,18:50:00,67800
555,308.1,350,11400,-5000,10900,-5000,2021/1/9 18:51,2021/1/9,18:51:00,67860
556,315.2,350,11000,-5000,11000,-5000,2021/1/9 18:51,2021/1/9,18:51:00,67860
557,318,350,11500,-5000,11000,-5000,2021/1/9 18:52,2021/1/9,18:52:00,67920
558,316.6,350,11500,-5000,11000,-5000,2021/1/9 18:53,2021/1/9,18:53:00,67980
559,318,350,11500,-5000,11000,-5000,2021/1/9 18:54,2021/1/9,18:54:00,68040
560,320.8,350,11500,-5000,11000,-5000,2021/1/9 18:55,2021/1/9,18:55:00,68100
561,308.1,350,11500,-5000,11000,-5000,2021/1/9 18:57,2021/1/9,18:57:00,68220
562,303.9,350,11800,-5000,11300,-5000,2021/1/9 18:57,2021/1/9,18:57:00,68220
563,302.5,350,11000,-5500,12000,-5000,2021/1/9 18:58,2021/1/9,18:58:00,68280
564,301.1,350,12000,-5000,12000,-5000,2021/1/9 18:59,2021/1/9,18:59:00,68340
565,303.9,350,12500,-5000,12000,-5000,2021/1/9 19:00,2021/1/9,19:00:00,68400
566,333.4,350,11800,-5200,12000,-5000,2021/1/9 19:01,2021/1/9,19:01:00,68460
567,343.3,350,11550,-5200,11750,-5000,2021/1/9 19:01,2021/1/9,19:01:00,68460
568,357.3,350,10000,-5000,11750,-5000,2021/1/9 19:02,2021/1/9,19:02:00,68520
569,1.6,350,11550,-5200,11750,-5000,2021/1/9 19:03,2021/1/9,19:03:00,68580
570,354.5,350,10000,-5000,11300,-5000,2021/1/9 19:05,2021/1/9,19:05:00,68700
571,343.3,350,11500,-5000,11300,-5000,2021/1/9 19:06,2021/1/9,19:06:00,68760
572,339.1,350,11500,-5000,11300,-5000,2021/1/9 19:06,2021/1/9,19:06:00,68760
573,320.8,350,11800,-5000,11300,-5000,2021/1/9 19:07,2021/1/9,19:07:00,68820
574,332,350,11100,-5200,11300,-5000,2021/1/9 19:08,2021/1/9,19:08:00,68880
575,325,350,10300,-5500,11300,-5000,2021/1/9 19:09,2021/1/9,19:09:00,68940
576,327.8,350,11800,-5000,11300,-5000,2021/1/9 19:09,2021/1/9,19:09:00,68940
577,318,350,10300,-5500,11300,-5000,2021/1/9 19:10,2021/1/9,19:10:00,69000
578,326.4,350,11800,-5000,11300,-5000,2021/1/9 19:11,2021/1/9,19:11:00,69060
579,337.7,350,11300,-5000,11300,-5000,2021/1/9 19:13,2021/1/9,19:13:00,69180
580,344.7,350,11100,-5200,11300,-5000,2021/1/9 19:14,2021/1/9,19:14:00,69240
581,343.3,350,11100,-5200,11300,-5000,2021/1/9 19:15,2021/1/9,19:15:00,69300
582,0.2,350,11100,-5200,11300,-5000,2021/1/9 19:15,2021/1/9,19:15:00,69300
583,358.8,350,10000,-5000,11300,-5000,2021/1/9 19:16,2021/1/9,19:16:00,69360
584,4.4,350,11500,-4800,11300,-5000,2021/1/9 19:17,2021/1/9,19:17:00,69420
585,354.5,350,10000,-5000,11300,-5000,2021/1/9 19:18,2021/1/9,19:18:00,69480
586,347.5,350,10000,-5000,11300,-4500,2021/1/9 19:18,2021/1/9,19:18:00,69480
587,341.9,350,11500,-4500,11300,-4500,2021/1/9 19:19,2021/1/9,19:19:00,69540
588,340.5,350,11100,-4700,11300,-4500,2021/1/9 19:21,2021/1/9,19:21:00,69660
589,348.9,350,11500,-4500,11300,-4500,2021/1/9 19:22,2021/1/9,19:22:00,69720
590,354.5,350,10000,-5000,11300,-4500,2021/1/9 19:23,2021/1/9,19:23:00,69780
591,348.9,350,10000,-5000,11300,-4500,2021/1/9 19:24,2021/1/9,19:24:00,69840
592,351.7,350,10000,-5000,11300,-4500,2021/1/9 19:24,2021/1/9,19:24:00,69840
593,354.5,350,10000,-5000,11300,-4500,2021/1/9 19:25,2021/1/9,19:25:00,69900
594,351.7,350,10000,-5000,11300,-4500,2021/1/9 19:26,2021/1/9,19:26:00,69960
595,353.1,350,10000,-5000,11300,-5500,2021/1/9 19:27,2021/1/9,19:27:00,70020
596,351.7,350,10000,-5000,11300,-5500,2021/1/9 19:27,2021/1/9,19:27:00,70020
597,347.5,350,10000,-5000,11300,-5500,2021/1/9 19:29,2021/1/9,19:29:00,70140
598,330.6,350,11500,-5500,11300,-4500,2021/1/9 19:30,2021/1/9,19:30:00,70200
599,322.2,350,11800,-4500,11300,-4500,2021/1/9 19:31,2021/1/9,19:31:00,70260
600,332,350,11100,-4700,11300,-4500,2021/1/9 19:32,2021/1/9,19:32:00,70320
601,312.3,350,11500,-4500,11000,-4500,2021/1/9 19:32,2021/1/9,19:32:00,70320
602,312.3,350,11500,-4500,11000,-4500,2021/1/9 19:33,2021/1/9,19:33:00,70380
603,310.9,350,10000,-5000,11000,-4500,2021/1/9 19:34,2021/1/9,19:34:00,70440
604,316.6,350,11000,-4500,11000,-4500,2021/1/9 19:35,2021/1/9,19:35:00,70500
605,325,350,10800,-4700,11000,-4500,2021/1/9 19:36,2021/1/9,19:36:00,70560
606,320.8,350,10800,-4700,11000,-4500,2021/1/9 19:38,2021/1/9,19:38:00,70680
607,325,350,10800,-4700,11000,-4500,2021/1/9 19:38,2021/1/9,19:38:00,70680
608,316.6,350,11500,-4500,11000,-4500,2021/1/9 19:39,2021/1/9,19:39:00,70740
609,319.4,350,11500,-4500,11000,-4500,2021/1/9 19:40,2021/1/9,19:40:00,70800
610,326.4,350,11000,-4500,11000,-4500,2021/1/9 19:41,2021/1/9,19:41:00,70860
611,334.8,350,10800,-4700,11000,-4500,2021/1/9 19:42,2021/1/9,19:42:00,70920
612,333.4,350,10800,-4700,11000,-4500,2021/1/9 19:42,2021/1/9,19:42:00,70920
613,333.4,350,10800,-4700,11000,-4500,2021/1/9 19:43,2021/1/9,19:43:00,70980
614,336.2,350,11000,-4500,11000,-4500,2021/1/9 19:44,2021/1/9,19:44:00,71040
615,336.2,350,10800,-4700,11000,-4500,2021/1/9 19:46,2021/1/9,19:46:00,71160
616,337.7,350,10800,-4700,11000,-4500,2021/1/9 19:47,2021/1/9,19:47:00,71220
617,334.8,350,11000,-4500,11000,-4500,2021/1/9 19:47,2021/1/9,19:47:00,71220
618,337.7,350,10800,-4700,11000,-4500,2021/1/9 19:48,2021/1/9,19:48:00,71280
619,337.7,350,10750,-4500,10750,-4500,2021/1/9 19:49,2021/1/9,19:49:00,71340
620,337.7,350,10550,-4700,10750,-4500,2021/1/9 19:50,2021/1/9,19:50:00,71400
621,337.7,350,10750,-4500,10750,-4500,2021/1/9 19:51,2021/1/9,19:51:00,71460
622,336.2,350,10750,-4500,10750,-4500,2021/1/9 19:51,2021/1/9,19:51:00,71460
623,339.1,350,10550,-4700,10750,-4500,2021/1/9 19:52,2021/1/9,19:52:00,71520
624,337.7,350,10500,-5000,10500,-5000,2021/1/9 19:54,2021/1/9,19:54:00,71640
625,340.5,350,10300,-5200,10500,-5000,2021/1/9 19:55,2021/1/9,19:55:00,71700
626,334.8,350,10700,-5000,10500,-5000,2021/1/9 19:56,2021/1/9,19:56:00,71760
627,330.6,350,10700,-5000,10500,-5000,2021/1/9 19:56,2021/1/9,19:56:00,71760
628,322.2,350,10700,-5000,10500,-5000,2021/1/9 19:57,2021/1/9,19:57:00,71820
629,316.6,350,10700,-5000,10500,-5000,2021/1/9 19:58,2021/1/9,19:58:00,71880
630,320.8,350,10700,-5000,10500,-5000,2021/1/9 19:59,2021/1/9,19:59:00,71940
631,333.4,350,10300,-5200,10500,-5000,2021/1/9 19:59,2021/1/9,19:59:00,71940
632,344.7,350,10000,-5000,10500,-5000,2021/1/9 20:00,2021/1/9,20:00:00,72000
633,347.5,350,10000,-5000,10500,-5000,2021/1/9 20:02,2021/1/9,20:02:00,72120
634,97.2,180,9100,-4000,9100,-4000,2021/1/10 12:55,2021/1/10,12:55:00,46500
635,102.8,180,9100,-4000,9100,-4000,2021/1/10 12:56,2021/1/10,12:56:00,46560
636,114.1,180,11000,-4000,11000,-4000,2021/1/10 12:58,2021/1/10,12:58:00,46680
637,108.4,180,11000,-4000,11000,-4000,2021/1/10 12:58,2021/1/10,12:58:00,46680
638,109.8,180,12500,-4000,12000,-4000,2021/1/10 12:59,2021/1/10,12:59:00,46740
639,109.8,180,13000,-4000,12500,-4000,2021/1/10 13:00,2021/1/10,13:00:00,46800
640,112.7,180,13000,-4000,13000,-4000,2021/1/10 13:01,2021/1/10,13:01:00,46860
641,116.9,180,13000,-4000,13000,-4000,2021/1/10 13:02,2021/1/10,13:02:00,46920
642,114.1,180,13000,-4000,13000,-4000,2021/1/10 13:02,2021/1/10,13:02:00,46920
643,115.5,180,13000,-4000,13000,-4000,2021/1/10 13:03,2021/1/10,13:03:00,46980
644,139.4,180,11000,-4500,11000,-4500,2021/1/10 13:19,2021/1/10,13:19:00,47940
645,205.5,180,11000,-4500,11000,-4500,2021/1/10 13:20,2021/1/10,13:20:00,48000
646,357.3,210,8000,-5500,8000,-5500,2021/1/10 15:21,2021/1/10,15:21:00,55260
647,161.9,210,11000,-3500,11000,-3500,2021/1/10 15:54,2021/1/10,15:54:00,57240
648,191.4,210,11000,-3500,11000,-3500,2021/1/10 15:55,2021/1/10,15:55:00,57300
649,275.8,210,10000,-3500,10000,-3500,2021/1/10 15:56,2021/1/10,15:56:00,57360
650,333.4,210,9000,-4000,9000,-4000,2021/1/10 15:56,2021/1/10,15:56:00,57360
651,4.4,210,8000,-5500,9000,-5000,2021/1/10 15:57,2021/1/10,15:57:00,57420
652,17,210,7000,-6000,8000,-5500,2021/1/10 15:58,2021/1/10,15:58:00,57480
653,18.4,210,10000,-5000,11000,-4500,2021/1/10 15:59,2021/1/10,15:59:00,57540
654,19.8,210,11000,-4000,11000,-4000,2021/1/10 15:59,2021/1/10,15:59:00,57540
655,12.8,210,12000,-4000,12000,-4000,2021/1/10 16:00,2021/1/10,16:00:00,57600
656,88.8,210,8000,-4000,9000,-4000,2021/1/10 16:02,2021/1/10,16:02:00,57720
657,159.1,210,10000,-5500,10000,-5500,2021/1/10 16:05,2021/1/10,16:05:00,57900
658,146.4,210,10000,-5000,10000,-5000,2021/1/10 16:06,2021/1/10,16:06:00,57960
659,145,210,11000,-4500,11000,-4500,2021/1/10 16:07,2021/1/10,16:07:00,58020
660,142.2,210,11000,-4500,11000,-4500,2021/1/10 16:08,2021/1/10,16:08:00,58080
661,140.8,210,11500,-4500,11000,-4500,2021/1/10 16:08,2021/1/10,16:08:00,58080
662,156.3,210,11000,-4500,12000,-4000,2021/1/10 16:10,2021/1/10,16:10:00,58200
663,198.4,210,11800,-4200,12000,-4000,2021/1/10 16:11,2021/1/10,16:11:00,58260
664,244.8,210,10000,-5000,10500,-4500,2021/1/10 16:12,2021/1/10,16:12:00,58320
665,284.2,210,8000,-5000,8500,-4500,2021/1/10 16:13,2021/1/10,16:13:00,58380
666,306.7,210,6500,-5500,7000,-5000,2021/1/10 16:13,2021/1/10,16:13:00,58380
667,320.8,210,11000,-4500,6500,-5500,2021/1/10 16:14,2021/1/10,16:14:00,58440
668,325,210,11000,-4500,6500,-6000,2021/1/10 16:15,2021/1/10,16:15:00,58500
669,325,210,11000,-4500,6500,-6000,2021/1/10 16:16,2021/1/10,16:16:00,58560
670,315.2,210,11000,-4500,7000,-6000,2021/1/10 16:17,2021/1/10,16:17:00,58620
671,292.7,210,7500,-5500,7000,-6000,2021/1/10 16:19,2021/1/10,16:19:00,58740
672,284.2,210,7500,-5500,7000,-6000,2021/1/10 16:19,2021/1/10,16:19:00,58740
673,278.6,210,7500,-5500,7000,-6000,2021/1/10 16:20,2021/1/10,16:20:00,58800
674,275.8,210,7000,-6000,7000,-6000,2021/1/10 16:21,2021/1/10,16:21:00,58860
675,270.2,210,7000,-6000,7000,-6000,2021/1/10 16:22,2021/1/10,16:22:00,58920
676,258.9,210,7000,-6500,7000,-6500,2021/1/10 16:22,2021/1/10,16:22:00,58920
677,249.1,210,7500,-6000,7000,-6500,2021/1/10 16:23,2021/1/10,16:23:00,58980
678,243.4,210,7200,-5800,7000,-6000,2021/1/10 16:24,2021/1/10,16:24:00,59040
679,236.4,210,7200,-5800,7000,-6000,2021/1/10 16:25,2021/1/10,16:25:00,59100
680,222.3,210,11000,-4500,7500,-6000,2021/1/10 16:27,2021/1/10,16:27:00,59220
681,218.1,210,11000,-4500,7500,-5000,2021/1/10 16:28,2021/1/10,16:28:00,59280
682,211.1,210,11000,-4500,7500,-5000,2021/1/10 16:28,2021/1/10,16:28:00,59280
683,206.9,210,11000,-4500,7500,-5000,2021/1/10 16:29,2021/1/10,16:29:00,59340
684,205.5,210,11000,-4500,8000,-5000,2021/1/10 16:30,2021/1/10,16:30:00,59400
685,202.7,210,11000,-4500,8000,-5000,2021/1/10 16:31,2021/1/10,16:31:00,59460
686,202.7,210,11000,-4500,8000,-5000,2021/1/10 16:31,2021/1/10,16:31:00,59460
687,188.6,210,10050,-5000,10050,-5000,2021/1/10 16:37,2021/1/10,16:37:00,59820
688,195.6,210,10050,-5000,10050,-5000,2021/1/10 16:39,2021/1/10,16:39:00,59940
689,202.7,210,10050,-5000,10050,-5000,2021/1/10 16:40,2021/1/10,16:40:00,60000
690,206.9,210,10050,-5000,10050,-5000,2021/1/10 16:40,2021/1/10,16:40:00,60000
691,212.5,210,10050,-5000,10050,-5000,2021/1/10 16:41,2021/1/10,16:41:00,60060
692,222.3,210,10050,-5000,9350,-5000,2021/1/10 16:43,2021/1/10,16:43:00,60180
693,223.8,210,9150,-5200,9350,-5000,2021/1/10 16:44,2021/1/10,16:44:00,60240
694,223.8,210,8950,-5400,9150,-5200,2021/1/10 16:45,2021/1/10,16:45:00,60300
695,223.8,210,8750,-5600,8950,-5400,2021/1/10 16:45,2021/1/10,16:45:00,60300
696,225.2,210,8550,-5800,8750,-5600,2021/1/10 16:46,2021/1/10,16:46:00,60360
697,222.3,210,8350,-6000,8550,-5800,2021/1/10 16:47,2021/1/10,16:47:00,60420
698,220.9,210,10050,-5000,8350,-6000,2021/1/10 16:48,2021/1/10,16:48:00,60480
699,216.7,210,10050,-5000,9500,-5000,2021/1/10 16:49,2021/1/10,16:49:00,60540
700,209.7,210,10050,-5000,9500,-5000,2021/1/10 16:49,2021/1/10,16:49:00,60540
701,206.9,210,10050,-5000,9500,-5000,2021/1/10 16:51,2021/1/10,16:51:00,60660
702,209.7,210,10050,-5000,10050,-5000,2021/1/10 16:52,2021/1/10,16:52:00,60720
703,208.3,210,10050,-5000,10050,-5000,2021/1/10 16:53,2021/1/10,16:53:00,60780
704,208.3,210,10050,-5000,10050,-5000,2021/1/10 16:54,2021/1/10,16:54:00,60840
705,211.1,210,10050,-5000,10050,-5000,2021/1/10 16:54,2021/1/10,16:54:00,60840
706,212.5,210,10050,-5000,10050,-5000,2021/1/10 16:55,2021/1/10,16:55:00,60900
707,211.1,210,10050,-5000,10050,-5000,2021/1/10 16:56,2021/1/10,16:56:00,60960
708,211.1,210,10050,-5000,10050,-5000,2021/1/10 16:57,2021/1/10,16:57:00,61020
709,212.5,210,10050,-5000,10050,-5000,2021/1/10 16:58,2021/1/10,16:58:00,61080
710,211.1,210,10050,-5000,10050,-5000,2021/1/10 17:00,2021/1/10,17:00:00,61200
711,212.5,210,10050,-5000,10050,-5000,2021/1/10 17:00,2021/1/10,17:00:00,61200
712,213.9,210,10050,-5000,10050,-5000,2021/1/10 17:01,2021/1/10,17:01:00,61260
713,215.3,210,10050,-5000,10050,-5000,2021/1/10 17:02,2021/1/10,17:02:00,61320
714,216.7,210,10050,-5000,10050,-5000,2021/1/10 17:03,2021/1/10,17:03:00,61380
715,219.5,210,10050,-5000,10050,-5000,2021/1/10 17:04,2021/1/10,17:04:00,61440
716,222.3,210,10050,-5000,10050,-5000,2021/1/10 17:04,2021/1/10,17:04:00,61440
717,223.8,210,9850,-5200,10050,-5000,2021/1/10 17:05,2021/1/10,17:05:00,61500
718,223.8,210,9650,-5400,9850,-5200,2021/1/10 17:06,2021/1/10,17:06:00,61560
719,228,210,9450,-5600,9650,-5400,2021/1/10 17:08,2021/1/10,17:08:00,61680
720,228,210,9450,-5600,9650,-5400,2021/1/10 17:09,2021/1/10,17:09:00,61740
721,223.8,210,9450,-5600,9650,-5400,2021/1/10 17:09,2021/1/10,17:09:00,61740
722,222.3,210,9250,-5800,9450,-5600,2021/1/10 17:11,2021/1/10,17:11:00,61860
723,219.5,210,10050,-5000,9250,-5800,2021/1/10 17:12,2021/1/10,17:12:00,61920
724,218.1,210,10050,-5000,10050,-5000,2021/1/10 17:12,2021/1/10,17:12:00,61920
725,216.7,210,10050,-5000,10050,-5000,2021/1/10 17:13,2021/1/10,17:13:00,61980
726,218.1,210,10050,-5000,10050,-5000,2021/1/10 17:14,2021/1/10,17:14:00,62040
727,220.9,210,10050,-5000,10050,-5000,2021/1/10 17:16,2021/1/10,17:16:00,62160
728,223.8,210,9850,-5200,10050,-5000,2021/1/10 17:17,2021/1/10,17:17:00,62220
729,225.2,210,9650,-5400,9850,-5200,2021/1/10 17:18,2021/1/10,17:18:00,62280
730,228,210,9450,-5600,9650,-5400,2021/1/10 17:18,2021/1/10,17:18:00,62280
731,228,210,9250,-5800,9450,-5600,2021/1/10 17:19,2021/1/10,17:19:00,62340
732,225.2,210,9050,-6000,9250,-5800,2021/1/10 17:20,2021/1/10,17:20:00,62400
733,222.3,210,8850,-6200,9050,-6000,2021/1/10 17:21,2021/1/10,17:21:00,62460
734,216.7,210,10050,-5000,8850,-6200,2021/1/10 17:21,2021/1/10,17:21:00,62460
735,212.5,210,10050,-5000,8850,-6200,2021/1/10 17:22,2021/1/10,17:22:00,62520
736,206.9,210,10050,-5000,10050,-5000,2021/1/10 17:24,2021/1/10,17:24:00,62640
737,204.1,210,10050,-5000,10050,-5000,2021/1/10 17:25,2021/1/10,17:25:00,62700
738,209.7,210,10050,-5000,10050,-5000,2021/1/10 17:26,2021/1/10,17:26:00,62760
739,212.5,210,10050,-5000,10050,-5000,2021/1/10 17:27,2021/1/10,17:27:00,62820
740,213.9,210,10050,-5000,10050,-5000,2021/1/10 17:27,2021/1/10,17:27:00,62820
741,216.7,210,10050,-5000,10050,-5000,2021/1/10 17:28,2021/1/10,17:28:00,62880
742,219.5,210,10050,-5000,10050,-5000,2021/1/10 17:29,2021/1/10,17:29:00,62940
743,222.3,210,9850,-5200,10050,-5000,2021/1/10 17:30,2021/1/10,17:30:00,63000
744,222.3,210,9650,-5400,9850,-5200,2021/1/10 17:30,2021/1/10,17:30:00,63000
745,219.5,210,9450,-5600,9650,-5400,2021/1/10 17:32,2021/1/10,17:32:00,63120
746,219.5,210,10050,-5000,9450,-5600,2021/1/10 17:33,2021/1/10,17:33:00,63180
747,219.5,210,9850,-5200,10050,-5000,2021/1/10 17:34,2021/1/10,17:34:00,63240
748,220.9,210,9650,-5400,9850,-5200,2021/1/10 17:35,2021/1/10,17:35:00,63300
749,220.9,210,9650,-5400,9850,-5200,2021/1/10 17:35,2021/1/10,17:35:00,63300
750,219.5,210,9450,-5600,9650,-5400,2021/1/10 17:36,2021/1/10,17:36:00,63360
751,219.5,210,9250,-5800,9450,-5600,2021/1/10 17:37,2021/1/10,17:37:00,63420
752,216.7,210,10050,-5000,9250,-5800,2021/1/10 17:38,2021/1/10,17:38:00,63480
753,215.3,210,10050,-5000,10050,-5000,2021/1/10 17:39,2021/1/10,17:39:00,63540
754,218.1,210,10050,-5000,10050,-5000,2021/1/10 17:41,2021/1/10,17:41:00,63660
755,220.9,210,9850,-5200,10050,-5000,2021/1/10 17:41,2021/1/10,17:41:00,63660
756,226.6,210,9650,-5400,9850,-5200,2021/1/10 17:42,2021/1/10,17:42:00,63720
757,226.6,210,9450,-5600,9650,-5400,2021/1/10 17:43,2021/1/10,17:43:00,63780
758,226.6,210,9250,-5800,9450,-5600,2021/1/10 17:44,2021/1/10,17:44:00,63840
759,228,210,9050,-6000,9250,-5800,2021/1/10 17:44,2021/1/10,17:44:00,63840
760,225.2,210,8850,-6200,9050,-6000,2021/1/10 17:45,2021/1/10,17:45:00,63900
761,222.3,210,8650,-6400,8850,-6200,2021/1/10 17:46,2021/1/10,17:46:00,63960
762,216.7,210,10050,-5000,8650,-6400,2021/1/10 17:47,2021/1/10,17:47:00,64020
763,204.1,210,10050,-5000,10050,-5000,2021/1/10 17:49,2021/1/10,17:49:00,64140
764,202.7,210,10050,-5000,10050,-5000,2021/1/10 17:50,2021/1/10,17:50:00,64200
765,204.1,210,10050,-5000,10050,-5000,2021/1/10 17:50,2021/1/10,17:50:00,64200
766,204.1,210,10050,-5000,10050,-5000,2021/1/10 17:51,2021/1/10,17:51:00,64260
767,206.9,210,10050,-5000,10050,-5000,2021/1/10 17:52,2021/1/10,17:52:00,64320
768,212.5,210,10050,-5000,10050,-5000,2021/1/10 17:53,2021/1/10,17:53:00,64380
769,215.3,210,10050,-5000,10050,-5000,2021/1/10 17:53,2021/1/10,17:53:00,64380
770,220.9,210,9850,-5200,10050,-5000,2021/1/10 17:54,2021/1/10,17:54:00,64440
771,222.3,210,9650,-5400,9850,-5200,2021/1/10 17:55,2021/1/10,17:55:00,64500
772,220.9,210,9450,-5600,9650,-5400,2021/1/10 17:57,2021/1/10,17:57:00,64620
773,220.9,210,9250,-5800,9450,-5600,2021/1/10 17:58,2021/1/10,17:58:00,64680
774,222.3,210,9050,-6000,9250,-5800,2021/1/10 17:59,2021/1/10,17:59:00,64740
775,222.3,210,8850,-6200,9050,-6000,2021/1/10 17:59,2021/1/10,17:59:00,64740
776,219.5,210,8650,-6400,8850,-6200,2021/1/10 18:00,2021/1/10,18:00:00,64800
777,216.7,210,10050,-5000,8650,-6400,2021/1/10 18:01,2021/1/10,18:01:00,64860
778,213.9,210,10050,-5000,10050,-5000,2021/1/10 18:02,2021/1/10,18:02:00,64920
779,212.5,210,10050,-5000,10050,-5000,2021/1/10 18:02,2021/1/10,18:02:00,64920
780,209.7,210,10050,-5000,10050,-5000,2021/1/10 18:03,2021/1/10,18:03:00,64980
781,211.1,210,10050,-5000,10050,-5000,2021/1/10 18:05,2021/1/10,18:05:00,65100
782,213.9,210,10050,-5000,10050,-5000,2021/1/10 18:06,2021/1/10,18:06:00,65160
783,215.3,210,10050,-5000,10050,-5000,2021/1/10 18:07,2021/1/10,18:07:00,65220
784,215.3,210,10050,-5000,10050,-5000,2021/1/10 18:08,2021/1/10,18:08:00,65280
785,215.3,210,10050,-5000,10050,-5000,2021/1/10 18:08,2021/1/10,18:08:00,65280
786,212.5,210,10050,-5000,10050,-5000,2021/1/10 18:09,2021/1/10,18:09:00,65340
787,213.9,210,10050,-5000,10050,-5000,2021/1/10 18:10,2021/1/10,18:10:00,65400
788,213.9,210,10050,-5000,10050,-5000,2021/1/10 18:11,2021/1/10,18:11:00,65460
789,213.9,210,10050,-5000,10050,-5000,2021/1/10 18:11,2021/1/10,18:11:00,65460
790,212.5,210,10050,-5000,10050,-5000,2021/1/10 18:13,2021/1/10,18:13:00,65580
791,213.9,210,10050,-5000,10050,-5000,2021/1/10 18:14,2021/1/10,18:14:00,65640
792,216.7,210,10050,-5000,10050,-5000,2021/1/10 18:15,2021/1/10,18:15:00,65700
793,219.5,210,9850,-5200,10050,-5000,2021/1/10 18:16,2021/1/10,18:16:00,65760
794,222.3,210,9650,-5400,9850,-5200,2021/1/10 18:16,2021/1/10,18:16:00,65760
795,223.8,210,9450,-5600,9650,-5400,2021/1/10 18:17,2021/1/10,18:17:00,65820
796,223.8,210,9250,-5800,9450,-5600,2021/1/10 18:18,2021/1/10,18:18:00,65880
797,222.3,210,9050,-6000,9250,-5800,2021/1/10 18:19,2021/1/10,18:19:00,65940
798,218.1,210,8850,-6200,9050,-6000,2021/1/10 18:20,2021/1/10,18:20:00,66000
