ID,tf1,tf2,tf3,tf4,tf5,TargetToolFace,ModelTorP,ModelTorN,TorP,TorN,outtime,date,time,ss
106,325.3,325.3,325.3,336.5,336.5,10,9800,-3900,9300,-3900,2021/4/7 16:01,2021/4/7,16:01:35,57695
107,353.4,353.4,353.4,34,342.2,10,10000,-3900,9800,-3900,2021/4/7 16:05,2021/4/7,16:05:44,57944
108,347.8,353.4,353.4,353.4,34,10,10200,-3900,10000,-3900,2021/4/7 16:06,2021/4/7,16:06:15,57975
109,330.9,347.8,353.4,353.4,353.4,10,10700,-3900,10200,-3900,2021/4/7 16:07,2021/4/7,16:07:12,58032
110,325.3,330.9,347.8,353.4,353.4,10,11200,-3900,10700,-3900,2021/4/7 16:07,2021/4/7,16:07:39,58059
111,319.6,325.3,330.9,347.8,353.4,10,11700,-3900,11200,-3900,2021/4/7 16:08,2021/4/7,16:08:48,58128
112,347.8,319.6,325.3,330.9,347.8,10,11500,-4100,11700,-3900,2021/4/7 16:10,2021/4/7,16:10:15,58215
113,359,342.2,347.8,342.2,347.8,10,11500,-4000,11500,-4000,2021/4/7 16:13,2021/4/7,16:13:21,58401
114,4.6,359,342.2,347.8,342.2,10,11500,-4000,11500,-4000,2021/4/7 16:13,2021/4/7,16:13:48,58428
115,4.6,4.6,359,342.2,347.8,10,11500,-4000,11500,-4000,2021/4/7 16:14,2021/4/7,16:14:55,58495
116,10.3,4.6,4.6,359,342.2,10,11500,-4000,11500,-4000,2021/4/7 16:15,2021/4/7,16:15:20,58520
117,347.8,10.3,4.6,4.6,359,10,11700,-4000,11500,-4000,2021/4/7 16:18,2021/4/7,16:18:07,58687
118,325.3,347.8,10.3,4.6,4.6,10,12200,-4000,11700,-4000,2021/4/7 16:18,2021/4/7,16:18:33,58713
119,257.8,325.3,347.8,10.3,4.6,10,13200,-4000,12200,-4000,2021/4/7 16:19,2021/4/7,16:19:34,58774
120,252.1,257.8,325.3,347.8,10.3,10,14200,-4000,13200,-4000,2021/4/7 16:20,2021/4/7,16:20:07,58807
121,291.5,252.1,257.8,325.3,347.8,10,13200,-4500,14200,-4000,2021/4/7 16:21,2021/4/7,16:21:10,58870
122,302.8,291.5,252.1,257.8,325.3,10,12200,-5000,13200,-4500,2021/4/7 16:21,2021/4/7,16:21:42,58902
123,314,302.8,291.5,252.1,257.8,10,12200,-5000,13200,-4500,2021/4/7 16:22,2021/4/7,16:22:39,58959
124,319.6,314,302.8,291.5,252.1,10,11200,-5500,12200,-5000,2021/4/7 16:23,2021/4/7,16:23:14,58994
125,325.3,319.6,314,302.8,291.5,10,10200,-6000,11200,-5500,2021/4/7 16:24,2021/4/7,16:24:12,59052
126,77.8,77.8,94.6,105.9,105.9,10,10700,-5000,10200,-5500,2021/4/7 16:48,2021/4/7,16:48:32,60512
127,77.8,77.8,77.8,94.6,105.9,10,10700,-5000,10200,-5500,2021/4/7 16:48,2021/4/7,16:48:52,60532
128,150.9,150.9,162.1,150.9,201.5,180,7900,-3000,7700,-3000,2021/4/8 8:56,2021/4/8,8:56:44,32204
129,139.6,150.9,150.9,162.1,150.9,180,8200,-3000,7700,-3000,2021/4/8 8:57,2021/4/8,8:57:12,32232
130,134,139.6,150.9,150.9,162.1,180,8200,-3000,7700,-3000,2021/4/8 8:58,2021/4/8,8:58:19,32299
131,128.4,134,139.6,150.9,150.9,180,8200,-3000,7700,-3000,2021/4/8 8:58,2021/4/8,8:58:45,32325
132,134,128.4,134,139.6,150.9,180,8200,-3000,8200,-3000,2021/4/8 8:59,2021/4/8,8:59:45,32385
133,139.6,134,128.4,134,139.6,180,8200,-3000,8200,-3000,2021/4/8 9:00,2021/4/8,9:00:10,32410
134,145.3,139.6,134,128.4,134,180,7200,-3500,8200,-3000,2021/4/8 9:01,2021/4/8,9:01:16,32476
135,139.6,145.3,139.6,134,128.4,180,7700,-3500,7200,-3500,2021/4/8 9:01,2021/4/8,9:01:42,32502
136,150.9,139.6,145.3,139.6,134,180,7500,-3700,7700,-3500,2021/4/8 9:02,2021/4/8,9:02:45,32565
137,150.9,150.9,139.6,145.3,139.6,180,7500,-3700,7500,-3700,2021/4/8 9:03,2021/4/8,9:03:13,32593
138,150.9,150.9,150.9,139.6,145.3,180,7300,-3900,7500,-3700,2021/4/8 9:04,2021/4/8,9:04:36,32676
139,156.5,150.9,150.9,150.9,139.6,180,7500,-3700,7500,-3700,2021/4/8 9:05,2021/4/8,9:05:04,32704
140,145.3,156.5,150.9,150.9,150.9,180,8000,-3700,7500,-3700,2021/4/8 9:06,2021/4/8,9:06:08,32768
141,145.3,145.3,156.5,150.9,150.9,180,9000,-3200,8500,-3200,2021/4/8 9:06,2021/4/8,9:06:35,32795
142,139.6,145.3,145.3,156.5,150.9,180,9500,-3200,9000,-3200,2021/4/8 9:07,2021/4/8,9:07:42,32862
143,145.3,139.6,145.3,145.3,156.5,180,10000,-3200,9500,-3200,2021/4/8 9:08,2021/4/8,9:08:08,32888
144,145.3,145.3,139.6,145.3,145.3,180,10500,-3200,10000,-3200,2021/4/8 9:09,2021/4/8,9:09:12,32952
145,139.6,145.3,145.3,139.6,145.3,180,11000,-3200,10500,-3200,2021/4/8 9:09,2021/4/8,9:09:43,32983
146,156.5,139.6,145.3,145.3,139.6,180,10800,-3400,11000,-3200,2021/4/8 9:10,2021/4/8,9:10:48,33048
147,156.5,156.5,139.6,145.3,145.3,180,10600,-3600,10800,-3400,2021/4/8 9:11,2021/4/8,9:11:14,33074
148,184.6,156.5,156.5,139.6,145.3,180,10600,-3600,10600,-3600,2021/4/8 9:13,2021/4/8,9:13:10,33190
149,184.6,184.6,156.5,156.5,139.6,180,9600,-3600,9600,-3600,2021/4/8 9:13,2021/4/8,9:13:39,33219
150,184.6,184.6,184.6,156.5,156.5,180,9600,-3600,9600,-3600,2021/4/8 9:14,2021/4/8,9:14:42,33282
151,190.3,184.6,184.6,184.6,156.5,180,9400,-3800,9600,-3600,2021/4/8 9:15,2021/4/8,9:15:11,33311
152,195.9,190.3,184.6,184.6,184.6,180,9200,-4000,9400,-3800,2021/4/8 9:16,2021/4/8,9:16:17,33377
153,195.9,195.9,190.3,184.6,184.6,180,9000,-4200,9200,-4000,2021/4/8 9:16,2021/4/8,9:16:42,33402
154,207.1,195.9,195.9,190.3,184.6,180,8800,-4400,9000,-4200,2021/4/8 9:17,2021/4/8,9:17:46,33466
155,195.9,207.1,195.9,195.9,190.3,180,8600,-4600,8800,-4400,2021/4/8 9:18,2021/4/8,9:18:15,33495
156,195.9,195.9,207.1,195.9,195.9,180,8400,-4800,8600,-4600,2021/4/8 9:19,2021/4/8,9:19:18,33558
157,190.3,195.9,195.9,207.1,195.9,180,8600,-4600,8400,-4800,2021/4/8 9:19,2021/4/8,9:19:45,33585
158,156.5,190.3,195.9,195.9,207.1,180,8800,-4600,8600,-4600,2021/4/8 9:20,2021/4/8,9:20:51,33651
159,167,156.5,190.3,195.9,195.9,180,9000,-4600,8800,-4600,2021/4/8 9:21,2021/4/8,9:21:21,33681
160,162.1,167,156.5,190.3,195.9,180,8800,-4800,9000,-4600,2021/4/8 9:22,2021/4/8,9:22:21,33741
161,156.5,162.1,167,156.5,190.3,180,9000,-4800,8800,-4800,2021/4/8 9:22,2021/4/8,9:22:58,33778
162,173.4,156.5,162.1,167,156.5,180,8800,-4800,8800,-4800,2021/4/8 9:23,2021/4/8,9:23:54,33834
163,173.4,173.4,156.5,162.1,167,180,8800,-4800,8800,-4800,2021/4/8 9:24,2021/4/8,9:24:26,33866
164,184.6,179,179,173.4,173.4,180,8800,-4800,8800,-4800,2021/4/8 9:27,2021/4/8,9:27:26,34046
