ID,ToolFace,TargetToolFace,ModelTorP,ModelTorN,TorP,TorN,outtime,date,time,ss
284,340.5,350,9400,-5300,9200,-5300,2021/1/9 13:29,2021/1/9,13:29:00,48540
285,337.7,350,9400,-5300,9200,-5300,2021/1/9 13:30,2021/1/9,13:30:00,48600
286,340.5,350,9000,-5500,9200,-5300,2021/1/9 13:31,2021/1/9,13:31:00,48660
287,337.7,350,9200,-5300,9200,-5300,2021/1/9 13:33,2021/1/9,13:33:00,48780
288,339.1,350,9400,-5300,9200,-5300,2021/1/9 13:33,2021/1/9,13:33:00,48780
289,333.4,350,9200,-5500,9400,-5300,2021/1/9 13:34,2021/1/9,13:34:00,48840
290,316.6,350,9700,-5500,9200,-5500,2021/1/9 13:35,2021/1/9,13:35:00,48900
291,333.4,350,9700,-5200,9700,-5200,2021/1/9 13:36,2021/1/9,13:36:00,48960
292,323.6,350,9700,-5200,9700,-5200,2021/1/9 13:36,2021/1/9,13:36:00,48960
293,332,350,9500,-5400,9700,-5200,2021/1/9 13:37,2021/1/9,13:37:00,49020
294,333.4,350,9700,-5400,9500,-5400,2021/1/9 13:38,2021/1/9,13:38:00,49080
295,327.8,350,10200,-5400,9700,-5400,2021/1/9 13:39,2021/1/9,13:39:00,49140
296,333.4,350,10400,-5400,10200,-5400,2021/1/9 13:41,2021/1/9,13:41:00,49260
297,339.1,350,10400,-5400,10400,-5400,2021/1/9 13:42,2021/1/9,13:42:00,49320
298,332,350,10600,-5400,10400,-5400,2021/1/9 13:42,2021/1/9,13:42:00,49320
299,334.8,350,10800,-5400,10600,-5400,2021/1/9 13:43,2021/1/9,13:43:00,49380
300,348.9,350,10800,-5400,10800,-5400,2021/1/9 13:44,2021/1/9,13:44:00,49440
301,351.7,350,10000,-4700,10800,-5400,2021/1/9 13:45,2021/1/9,13:45:00,49500
302,350.3,350,9800,-4900,10000,-4700,2021/1/9 13:45,2021/1/9,13:45:00,49500
303,344.7,350,9600,-5100,9800,-4900,2021/1/9 13:46,2021/1/9,13:46:00,49560
304,334.8,350,9800,-5100,9600,-5100,2021/1/9 13:47,2021/1/9,13:47:00,49620
305,340.5,350,9600,-5300,9800,-5100,2021/1/9 13:49,2021/1/9,13:49:00,49740
306,339.1,350,9600,-5300,9600,-5300,2021/1/9 13:50,2021/1/9,13:50:00,49800
307,334.8,350,9800,-5300,9600,-5300,2021/1/9 13:51,2021/1/9,13:51:00,49860
308,327.8,350,10300,-5300,9800,-5300,2021/1/9 13:51,2021/1/9,13:51:00,49860
309,320.8,350,10800,-5300,10300,-5300,2021/1/9 13:52,2021/1/9,13:52:00,49920
310,316.6,350,11300,-5300,10800,-5300,2021/1/9 13:53,2021/1/9,13:53:00,49980
311,327.8,350,11800,-5300,11300,-5300,2021/1/9 13:54,2021/1/9,13:54:00,50040
312,325,350,12300,-5300,11800,-5300,2021/1/9 13:54,2021/1/9,13:54:00,50040
313,327.8,350,12300,-5300,12300,-5300,2021/1/9 13:55,2021/1/9,13:55:00,50100
314,351.7,350,10000,-4700,12300,-5300,2021/1/9 13:57,2021/1/9,13:57:00,50220
315,17,350,9500,-5200,10000,-4700,2021/1/9 13:58,2021/1/9,13:58:00,50280
316,348.9,350,9300,-5400,9500,-5200,2021/1/9 13:59,2021/1/9,13:59:00,50340
317,358.8,350,10000,-4700,9300,-5400,2021/1/9 14:00,2021/1/9,14:00:00,50400
318,346.1,350,9800,-4900,10000,-4700,2021/1/9 14:00,2021/1/9,14:00:00,50400
319,350.3,350,10000,-4700,9800,-4900,2021/1/9 14:01,2021/1/9,14:01:00,50460
320,347.5,350,9800,-4900,10000,-4700,2021/1/9 14:02,2021/1/9,14:02:00,50520
321,337.7,350,10000,-4900,9800,-4900,2021/1/9 14:03,2021/1/9,14:03:00,50580
322,334.8,350,10200,-4900,10000,-4900,2021/1/9 14:03,2021/1/9,14:03:00,50580
323,332,350,10000,-5100,10200,-4900,2021/1/9 14:05,2021/1/9,14:05:00,50700
324,343.3,350,10200,-5100,10000,-5100,2021/1/9 14:06,2021/1/9,14:06:00,50760
325,339.1,350,10400,-5100,10200,-5100,2021/1/9 14:08,2021/1/9,14:08:00,50880
326,333.4,350,10600,-5100,10400,-5100,2021/1/9 14:08,2021/1/9,14:08:00,50880
327,339.1,350,10600,-5100,10600,-5100,2021/1/9 14:09,2021/1/9,14:09:00,50940
328,337.7,350,10600,-5100,10600,-5100,2021/1/9 14:10,2021/1/9,14:10:00,51000
329,339.1,350,10800,-5100,10600,-5100,2021/1/9 14:11,2021/1/9,14:11:00,51060
330,336.2,350,10800,-5100,10800,-5100,2021/1/9 14:12,2021/1/9,14:12:00,51120
331,322.2,350,11300,-5100,10800,-5100,2021/1/9 14:14,2021/1/9,14:14:00,51240
332,332,350,10800,-5100,10800,-5100,2021/1/9 14:14,2021/1/9,14:14:00,51240
333,332,350,10800,-5100,10800,-5100,2021/1/9 14:15,2021/1/9,14:15:00,51300
334,337.7,350,10800,-5100,10800,-5100,2021/1/9 14:16,2021/1/9,14:16:00,51360
335,340.5,350,10800,-5100,10800,-5100,2021/1/9 14:17,2021/1/9,14:17:00,51420
336,336.2,350,10800,-5100,10800,-5100,2021/1/9 14:17,2021/1/9,14:17:00,51420
337,322.2,350,11300,-5100,10800,-5100,2021/1/9 14:18,2021/1/9,14:18:00,51480
338,327.8,350,10300,-5600,11300,-5100,2021/1/9 14:19,2021/1/9,14:19:00,51540
339,323.6,350,9300,-6100,10300,-5600,2021/1/9 14:20,2021/1/9,14:20:00,51600
340,320.8,350,9300,-6100,9300,-6100,2021/1/9 14:22,2021/1/9,14:22:00,51720
341,312.3,350,9800,-6100,9300,-6100,2021/1/9 14:22,2021/1/9,14:22:00,51720
342,298.3,350,10300,-6100,9800,-6100,2021/1/9 14:23,2021/1/9,14:23:00,51780
343,289.8,350,10800,-6100,10300,-6100,2021/1/9 14:24,2021/1/9,14:24:00,51840
344,268.7,350,11800,-6100,10800,-6100,2021/1/9 14:25,2021/1/9,14:25:00,51900
345,261.7,350,12800,-6100,11800,-6100,2021/1/9 14:26,2021/1/9,14:26:00,51960
346,289.8,30,13800,-6100,12800,-6100,2021/1/9 14:26,2021/1/9,14:26:00,51960
347,277.2,30,14800,-6100,13800,-6100,2021/1/9 14:27,2021/1/9,14:27:00,52020
348,80.3,30,14300,-6600,14800,-6100,2021/1/9 14:28,2021/1/9,14:28:00,52080
349,265.9,0,14800,-6600,14300,-6600,2021/1/9 14:30,2021/1/9,14:30:00,52200
350,298.3,0,15300,-6600,14800,-6600,2021/1/9 14:31,2021/1/9,14:31:00,52260
351,188.6,0,14300,-7100,15300,-6600,2021/1/9 14:32,2021/1/9,14:32:00,52320
352,358.8,0,10800,-5100,14300,-7100,2021/1/9 14:32,2021/1/9,14:32:00,52320
353,344.7,0,10800,-5100,10800,-5100,2021/1/9 14:35,2021/1/9,14:35:00,52500
354,18.4,0,10800,-5100,10800,-5100,2021/1/9 14:35,2021/1/9,14:35:00,52500
355,10,0,10800,-5100,10800,-5100,2021/1/9 14:36,2021/1/9,14:36:00,52560
356,11.4,0,10800,-5100,10800,-5100,2021/1/9 14:38,2021/1/9,14:38:00,52680
357,354.5,0,10800,-5100,10800,-5100,2021/1/9 14:39,2021/1/9,14:39:00,52740
358,8.6,0,10800,-5100,10800,-5100,2021/1/9 14:40,2021/1/9,14:40:00,52800
359,12.8,0,10800,-5100,10800,-5100,2021/1/9 14:40,2021/1/9,14:40:00,52800
360,14.2,350,11000,-4900,10800,-5100,2021/1/9 14:41,2021/1/9,14:41:00,52860
361,4.4,350,11000,-4900,11000,-4900,2021/1/9 14:42,2021/1/9,14:42:00,52920
