ID,tf1,tf2,tf3,tf4,tf5,TargetToolFace,ModelTorP,ModelTorN,TorP,TorN,outtime,date,time,ss
278,354.5,357.3,0.2,7.2,10,19,12400,-4200,12200,-4200,2021/1/14 18:36,2021/1/14,18:36:00,66960
279,354.5,354.5,357.3,0.2,7.2,19,12600,-3750,12400,-3750,2021/1/14 18:37,2021/1/14,18:37:00,67020
280,353.1,354.5,354.5,357.3,0.2,19,12800,-3750,12600,-3750,2021/1/14 18:37,2021/1/14,18:37:00,67020
281,350.3,353.1,354.5,354.5,357.3,19,13000,-3550,12800,-3550,2021/1/14 18:38,2021/1/14,18:38:00,67080
282,350.3,350.3,353.1,354.5,354.5,19,13200,-3550,13000,-3550,2021/1/14 18:39,2021/1/14,18:39:00,67140
283,347.5,350.3,350.3,353.1,354.5,19,13500,-3550,13000,-3550,2021/1/14 18:40,2021/1/14,18:40:00,67200
284,348.9,347.5,350.3,350.3,353.1,19,13700,-3550,13500,-3550,2021/1/14 18:40,2021/1/14,18:40:00,67200
285,346.1,348.9,347.5,350.3,350.3,19,14000,-3550,13500,-3550,2021/1/14 18:42,2021/1/14,18:42:00,67320
286,348.9,346.1,348.9,347.5,350.3,19,14200,-3550,14000,-3550,2021/1/14 18:43,2021/1/14,18:43:00,67380
287,351.7,348.9,346.1,348.9,347.5,19,14400,-3550,14200,-3550,2021/1/14 18:44,2021/1/14,18:44:00,67440
288,351.7,351.7,348.9,346.1,348.9,19,14200,-3550,14200,-3550,2021/1/14 18:45,2021/1/14,18:45:00,67500
289,355.9,351.7,351.7,348.9,346.1,19,14000,-3750,14200,-3550,2021/1/14 18:46,2021/1/14,18:46:00,67560
290,1.6,355.9,351.7,351.7,348.9,19,14200,-3550,14200,-3550,2021/1/14 18:46,2021/1/14,18:46:00,67560
291,4.4,1.6,355.9,351.7,351.7,19,11050,-3750,11250,-3550,2021/1/14 18:47,2021/1/14,18:47:00,67620
292,4.4,4.4,1.6,355.9,351.7,19,11100,-4050,11100,-4050,2021/1/14 18:48,2021/1/14,18:48:00,67680
293,11.4,4.4,4.4,1.6,355.9,19,12200,-6000,12150,-4050,2021/1/14 18:49,2021/1/14,18:49:00,67740
294,26.9,11.4,4.4,4.4,1.6,19,12200,-6000,10450,-5250,2021/1/14 18:51,2021/1/14,18:51:00,67860
295,29.7,26.9,11.4,4.4,4.4,19,9050,-6600,9250,-6400,2021/1/14 18:51,2021/1/14,18:51:00,67860
296,31.1,29.7,26.9,11.4,4.4,19,8950,-6600,9150,-6400,2021/1/14 18:52,2021/1/14,18:52:00,67920
297,35.3,31.1,29.7,26.9,11.4,19,8950,-6600,9150,-6400,2021/1/14 18:53,2021/1/14,18:53:00,67980
298,36.7,35.3,31.1,29.7,26.9,19,8950,-6600,9150,-6400,2021/1/14 18:54,2021/1/14,18:54:00,68040
299,40.9,36.7,35.3,31.1,29.7,19,8950,-6600,9150,-6400,2021/1/14 18:55,2021/1/14,18:55:00,68100
300,38.1,40.9,36.7,35.3,31.1,19,8950,-6600,9150,-6400,2021/1/14 18:59,2021/1/14,18:59:00,68340
301,36.7,38.1,40.9,36.7,35.3,19,8950,-6600,9150,-6400,2021/1/14 19:00,2021/1/14,19:00:00,68400
302,35.3,36.7,38.1,40.9,36.7,19,9150,-6400,9150,-6400,2021/1/14 19:00,2021/1/14,19:00:00,68400
303,38.1,35.3,36.7,38.1,40.9,19,8950,-6600,9150,-6400,2021/1/14 19:01,2021/1/14,19:01:00,68460
304,38.1,38.1,35.3,36.7,38.1,19,8950,-6600,9150,-6400,2021/1/14 19:02,2021/1/14,19:02:00,68520
305,36.7,38.1,38.1,35.3,36.7,19,8950,-6600,9150,-6400,2021/1/14 19:03,2021/1/14,19:03:00,68580
306,50.8,36.7,38.1,38.1,35.3,19,8650,-6900,9150,-6400,2021/1/14 19:04,2021/1/14,19:04:00,68640
307,53.6,50.8,36.7,38.1,38.1,19,8650,-6900,9150,-6400,2021/1/14 19:04,2021/1/14,19:04:00,68640
308,77.5,53.6,50.8,36.7,38.1,19,8650,-6900,9150,-6400,2021/1/14 19:09,2021/1/14,19:09:00,68940
309,223.8,77.5,53.6,50.8,36.7,19,8150,-6900,9150,-6400,2021/1/14 19:10,2021/1/14,19:10:00,69000
310,320.8,223.8,77.5,53.6,50.8,19,9650,-6400,9150,-6400,2021/1/14 19:13,2021/1/14,19:13:00,69180
311,336.2,320.8,223.8,77.5,53.6,19,8150,-6900,9150,-6400,2021/1/14 19:14,2021/1/14,19:14:00,69240
312,351.7,336.2,320.8,223.8,77.5,19,8950,-6250,9150,-6050,2021/1/14 19:15,2021/1/14,19:15:00,69300
313,35.3,351.7,336.2,320.8,223.8,19,8950,-6300,9150,-6100,2021/1/14 19:16,2021/1/14,19:16:00,69360
314,33.9,35.3,351.7,336.2,320.8,19,7600,-7550,7800,-7350,2021/1/14 19:16,2021/1/14,19:16:00,69360
315,35.3,33.9,35.3,351.7,336.2,19,7700,-6700,7900,-6500,2021/1/14 19:17,2021/1/14,19:17:00,69420
316,26.9,35.3,33.9,35.3,351.7,19,12200,-6000,7900,-6500,2021/1/14 19:18,2021/1/14,19:18:00,69480
317,26.9,26.9,35.3,33.9,35.3,19,12200,-6000,9300,-5800,2021/1/14 19:19,2021/1/14,19:19:00,69540
318,22.7,26.9,26.9,35.3,33.9,19,12200,-6000,9300,-5800,2021/1/14 19:20,2021/1/14,19:20:00,69600
319,5.8,22.7,26.9,26.9,35.3,19,9500,-5800,9300,-5800,2021/1/14 19:22,2021/1/14,19:22:00,69720
320,1.6,5.8,22.7,26.9,26.9,19,9500,-5800,9300,-5800,2021/1/14 19:22,2021/1/14,19:22:00,69720
321,354.5,1.6,5.8,22.7,26.9,19,9500,-5800,9300,-5800,2021/1/14 19:23,2021/1/14,19:23:00,69780
322,347.5,354.5,1.6,5.8,22.7,19,9800,-5800,9300,-5800,2021/1/14 19:24,2021/1/14,19:24:00,69840
323,343.3,347.5,354.5,1.6,5.8,19,10000,-5800,9500,-5800,2021/1/14 19:25,2021/1/14,19:25:00,69900
324,339.1,343.3,347.5,354.5,1.6,19,11350,-5350,10850,-5350,2021/1/14 19:26,2021/1/14,19:26:00,69960
325,334.8,339.1,343.3,347.5,354.5,19,11550,-5350,11050,-5350,2021/1/14 19:26,2021/1/14,19:26:00,69960
326,330.6,334.8,339.1,343.3,347.5,19,11550,-5350,11050,-5350,2021/1/14 19:27,2021/1/14,19:27:00,70020
327,329.2,330.6,334.8,339.1,343.3,19,11550,-5350,11050,-5350,2021/1/14 19:28,2021/1/14,19:28:00,70080
328,326.4,329.2,330.6,334.8,339.1,19,12400,-5350,11900,-5350,2021/1/14 19:30,2021/1/14,19:30:00,70200
329,325,326.4,329.2,330.6,334.8,19,12900,-5350,12400,-5350,2021/1/14 19:30,2021/1/14,19:30:00,70200
330,322.2,325,326.4,329.2,330.6,19,13400,-5350,12900,-5350,2021/1/14 19:31,2021/1/14,19:31:00,70260
331,323.6,322.2,325,326.4,329.2,19,13400,-5350,12900,-5350,2021/1/14 19:32,2021/1/14,19:32:00,70320
332,319.4,323.6,322.2,325,326.4,19,13400,-5350,12900,-5350,2021/1/14 19:33,2021/1/14,19:33:00,70380
333,319.4,319.4,323.6,322.2,325,19,13400,-5350,12900,-5350,2021/1/14 19:34,2021/1/14,19:34:00,70440
334,316.6,319.4,319.4,323.6,322.2,19,13400,-5350,12900,-5350,2021/1/14 19:34,2021/1/14,19:34:00,70440
335,316.6,316.6,319.4,319.4,323.6,19,13500,-5350,13000,-5350,2021/1/14 19:35,2021/1/14,19:35:00,70500
336,315.2,316.6,316.6,319.4,319.4,19,13500,-5350,13000,-5350,2021/1/14 19:36,2021/1/14,19:36:00,70560
337,318,315.2,316.6,316.6,319.4,19,13500,-5000,13000,-5000,2021/1/14 19:38,2021/1/14,19:38:00,70680
338,318,318,315.2,316.6,316.6,19,13500,-5000,13000,-5000,2021/1/14 19:39,2021/1/14,19:39:00,70740
339,316.6,318,318,315.2,316.6,19,13500,-5000,13000,-5000,2021/1/14 19:39,2021/1/14,19:39:00,70740
340,318,316.6,318,318,315.2,19,13500,-5000,13000,-5000,2021/1/14 19:40,2021/1/14,19:40:00,70800
341,319.4,318,316.6,318,318,19,13500,-5000,13000,-5000,2021/1/14 19:41,2021/1/14,19:41:00,70860
342,322.2,319.4,318,316.6,318,19,13000,-5000,13000,-5000,2021/1/14 19:42,2021/1/14,19:42:00,70920
343,323.6,322.2,319.4,318,316.6,19,13000,-5000,13000,-5000,2021/1/14 19:43,2021/1/14,19:43:00,70980
344,322.2,323.6,322.2,319.4,318,19,13500,-5000,13000,-5000,2021/1/14 19:43,2021/1/14,19:43:00,70980
345,323.6,322.2,323.6,322.2,319.4,19,13500,-5000,13000,-5000,2021/1/14 19:44,2021/1/14,19:44:00,71040
346,326.4,323.6,322.2,323.6,322.2,19,13500,-5000,13000,-5000,2021/1/14 19:46,2021/1/14,19:46:00,71160
347,327.8,326.4,323.6,322.2,323.6,19,13000,-5000,13000,-5000,2021/1/14 19:47,2021/1/14,19:47:00,71220
348,329.2,327.8,326.4,323.6,322.2,19,13000,-5000,13000,-5000,2021/1/14 19:48,2021/1/14,19:48:00,71280
349,329.2,329.2,327.8,326.4,323.6,19,13500,-5000,13000,-5000,2021/1/14 19:49,2021/1/14,19:49:00,71340
350,332,329.2,329.2,327.8,326.4,19,13500,-5000,13000,-5000,2021/1/14 19:49,2021/1/14,19:49:00,71340
351,333.4,332,329.2,329.2,327.8,19,13500,-5000,13000,-5000,2021/1/14 19:50,2021/1/14,19:50:00,71400
352,333.4,333.4,332,329.2,329.2,19,13500,-5000,13000,-5000,2021/1/14 19:51,2021/1/14,19:51:00,71460
353,333.4,333.4,333.4,332,329.2,19,13500,-5000,13000,-5000,2021/1/14 19:52,2021/1/14,19:52:00,71520
354,337.7,333.4,333.4,333.4,332,19,13500,-5000,13000,-5000,2021/1/14 19:52,2021/1/14,19:52:00,71520
355,340.5,337.7,333.4,333.4,333.4,19,13000,-5000,13000,-5000,2021/1/14 19:54,2021/1/14,19:54:00,71640
356,344.7,340.5,337.7,333.4,333.4,19,12850,-5000,12850,-5000,2021/1/14 19:55,2021/1/14,19:55:00,71700
357,347.5,344.7,340.5,337.7,333.4,19,10000,-5000,10000,-5000,2021/1/14 19:56,2021/1/14,19:56:00,71760
358,347.5,347.5,344.7,340.5,337.7,19,10000,-6000,10000,-6000,2021/1/14 19:57,2021/1/14,19:57:00,71820
359,348.9,347.5,347.5,344.7,340.5,19,10000,-6000,10000,-6000,2021/1/14 19:57,2021/1/14,19:57:00,71820
360,354.5,348.9,347.5,347.5,344.7,19,9800,-6200,10000,-6000,2021/1/14 19:58,2021/1/14,19:58:00,71880
361,350.3,354.5,348.9,347.5,347.5,19,8200,-6000,8000,-6000,2021/1/14 19:59,2021/1/14,19:59:00,71940
362,348.9,350.3,354.5,348.9,347.5,19,8200,-6000,8000,-6000,2021/1/14 20:00,2021/1/14,20:00:00,72000
363,351.7,348.9,350.3,354.5,348.9,19,8200,-6000,8000,-6000,2021/1/14 20:01,2021/1/14,20:01:00,72060
364,341.9,351.7,348.9,350.3,354.5,19,8500,-6000,8000,-6000,2021/1/14 20:02,2021/1/14,20:02:00,72120
365,343.3,341.9,351.7,348.9,350.3,19,9000,-6000,8500,-6000,2021/1/14 20:03,2021/1/14,20:03:00,72180
366,339.1,343.3,341.9,351.7,348.9,19,9500,-6000,9000,-6000,2021/1/14 20:04,2021/1/14,20:04:00,72240
367,336.2,339.1,343.3,341.9,351.7,19,9500,-6000,9000,-6000,2021/1/14 20:05,2021/1/14,20:05:00,72300
368,333.4,336.2,339.1,343.3,341.9,19,9500,-6000,9000,-6000,2021/1/14 20:06,2021/1/14,20:06:00,72360
369,330.6,333.4,336.2,339.1,343.3,19,9500,-6000,9000,-6000,2021/1/14 20:07,2021/1/14,20:07:00,72420
370,329.2,330.6,333.4,336.2,339.1,19,10200,-5100,9700,-5100,2021/1/14 20:07,2021/1/14,20:07:00,72420
371,329.2,329.2,330.6,333.4,336.2,19,10500,-5100,10000,-5100,2021/1/14 20:08,2021/1/14,20:08:00,72480
372,325,329.2,329.2,330.6,333.4,19,10500,-5100,10000,-5100,2021/1/14 20:09,2021/1/14,20:09:00,72540
373,320.8,325,329.2,329.2,330.6,19,11000,-5100,10500,-5100,2021/1/14 20:11,2021/1/14,20:11:00,72660
374,318,320.8,325,329.2,329.2,19,11500,-5000,11000,-5000,2021/1/14 20:12,2021/1/14,20:12:00,72720
375,315.2,318,320.8,325,329.2,19,13000,-5000,12500,-5000,2021/1/14 20:12,2021/1/14,20:12:00,72720
376,315.2,315.2,318,320.8,325,19,13000,-5000,12500,-5000,2021/1/14 20:13,2021/1/14,20:13:00,72780
377,313.8,315.2,315.2,318,320.8,19,13500,-5000,13000,-5000,2021/1/14 20:14,2021/1/14,20:14:00,72840
378,309.5,313.8,315.2,315.2,318,19,13500,-5000,13000,-5000,2021/1/14 20:15,2021/1/14,20:15:00,72900
379,308.1,309.5,313.8,315.2,315.2,19,14000,-5000,13500,-5000,2021/1/14 20:15,2021/1/14,20:15:00,72900
380,305.3,308.1,309.5,313.8,315.2,19,14000,-5000,13500,-5000,2021/1/14 20:16,2021/1/14,20:16:00,72960
381,308.1,305.3,308.1,309.5,313.8,19,14000,-5000,13500,-5000,2021/1/14 20:17,2021/1/14,20:17:00,73020
382,318,308.1,305.3,308.1,309.5,19,13500,-5000,13500,-5000,2021/1/14 20:19,2021/1/14,20:19:00,73140
383,319.4,318,308.1,305.3,308.1,19,13500,-5000,13500,-5000,2021/1/14 20:20,2021/1/14,20:20:00,73200
384,327.8,319.4,318,308.1,305.3,19,12500,-5500,13500,-5000,2021/1/14 20:21,2021/1/14,20:21:00,73260
385,333.4,327.8,319.4,318,308.1,19,12500,-5500,13500,-5000,2021/1/14 20:21,2021/1/14,20:21:00,73260
386,336.2,333.4,327.8,319.4,318,19,12500,-5500,13500,-5000,2021/1/14 20:22,2021/1/14,20:22:00,73320
387,343.3,336.2,333.4,327.8,319.4,19,12500,-5500,13500,-5000,2021/1/14 20:23,2021/1/14,20:23:00,73380
388,351.7,343.3,336.2,333.4,327.8,19,13300,-5200,13500,-5000,2021/1/14 20:24,2021/1/14,20:24:00,73440
389,354.5,351.7,343.3,336.2,333.4,19,13300,-5200,13500,-5000,2021/1/14 20:24,2021/1/14,20:24:00,73440
390,4.4,354.5,351.7,343.3,336.2,19,10900,-5200,11100,-5000,2021/1/14 20:25,2021/1/14,20:25:00,73500
391,21.3,4.4,354.5,351.7,343.3,19,12200,-6000,11100,-5500,2021/1/14 20:27,2021/1/14,20:27:00,73620
392,24.1,21.3,4.4,354.5,351.7,19,12200,-6000,11750,-6000,2021/1/14 20:29,2021/1/14,20:29:00,73740
393,32.5,24.1,21.3,4.4,354.5,19,11550,-6200,11750,-6000,2021/1/14 20:30,2021/1/14,20:30:00,73800
394,33.9,32.5,24.1,21.3,4.4,19,11550,-6200,11750,-6000,2021/1/14 20:30,2021/1/14,20:30:00,73800
395,35.3,33.9,32.5,24.1,21.3,19,11200,-6200,11400,-6000,2021/1/14 20:31,2021/1/14,20:31:00,73860
396,36.7,35.3,33.9,32.5,24.1,19,10800,-6400,11000,-6200,2021/1/14 20:32,2021/1/14,20:32:00,73920
397,38.1,36.7,35.3,33.9,32.5,19,10600,-6600,10800,-6400,2021/1/14 20:33,2021/1/14,20:33:00,73980
398,36.7,38.1,36.7,35.3,33.9,19,10300,-6600,10500,-6400,2021/1/14 20:33,2021/1/14,20:33:00,73980
399,38.1,36.7,38.1,36.7,35.3,19,9800,-6800,10000,-6600,2021/1/14 20:35,2021/1/14,20:35:00,74100
400,38.1,38.1,36.7,38.1,36.7,19,9750,-6900,9950,-6700,2021/1/14 20:36,2021/1/14,20:36:00,74160
401,38.1,38.1,38.1,36.7,38.1,19,9550,-7100,9750,-6900,2021/1/14 20:37,2021/1/14,20:37:00,74220
402,36.7,38.1,38.1,38.1,36.7,19,9550,-7100,9750,-6900,2021/1/14 20:38,2021/1/14,20:38:00,74280
403,35.3,36.7,38.1,38.1,38.1,19,9750,-6900,9750,-6900,2021/1/14 20:38,2021/1/14,20:38:00,74280
404,36.7,35.3,36.7,38.1,38.1,19,9550,-7100,9750,-6900,2021/1/14 20:39,2021/1/14,20:39:00,74340
405,32.5,36.7,35.3,36.7,38.1,19,9750,-6900,9750,-6900,2021/1/14 20:40,2021/1/14,20:40:00,74400
406,32.5,32.5,36.7,35.3,36.7,19,9750,-6900,9750,-6900,2021/1/14 20:41,2021/1/14,20:41:00,74460
407,29.7,32.5,32.5,36.7,35.3,19,9750,-6900,9750,-6900,2021/1/14 20:42,2021/1/14,20:42:00,74520
408,22.7,29.7,32.5,32.5,36.7,19,12200,-6000,9750,-6900,2021/1/14 20:44,2021/1/14,20:44:00,74640
409,24.1,22.7,29.7,32.5,32.5,19,12200,-6000,9750,-6900,2021/1/14 20:44,2021/1/14,20:44:00,74640
410,18.4,24.1,22.7,29.7,32.5,19,12200,-6000,9750,-6900,2021/1/14 20:45,2021/1/14,20:45:00,74700
411,15.6,18.4,24.1,22.7,29.7,19,12200,-6000,9750,-6900,2021/1/14 20:46,2021/1/14,20:46:00,74760
412,15.6,15.6,18.4,24.1,22.7,19,12200,-6000,12200,-6000,2021/1/14 20:47,2021/1/14,20:47:00,74820
413,11.4,15.6,15.6,18.4,24.1,19,12200,-6000,12200,-6000,2021/1/14 20:48,2021/1/14,20:48:00,74880
414,1.6,11.4,15.6,15.6,18.4,19,12400,-6000,12200,-6000,2021/1/14 20:48,2021/1/14,20:48:00,74880
415,353.1,1.6,11.4,15.6,15.6,19,12400,-6000,12200,-6000,2021/1/14 20:49,2021/1/14,20:49:00,74940
416,347.5,353.1,1.6,11.4,15.6,19,12900,-6000,12400,-6000,2021/1/14 20:50,2021/1/14,20:50:00,75000
417,333.4,347.5,353.1,1.6,11.4,19,13500,-6000,13000,-6000,2021/1/14 20:52,2021/1/14,20:52:00,75120
418,334.8,333.4,347.5,353.1,1.6,19,14000,-6000,13500,-6000,2021/1/14 20:52,2021/1/14,20:52:00,75120
419,330.6,334.8,333.4,347.5,353.1,19,14500,-5500,14000,-5500,2021/1/14 20:53,2021/1/14,20:53:00,75180
420,336.2,330.6,334.8,333.4,347.5,19,14500,-5500,14000,-5500,2021/1/14 20:54,2021/1/14,20:54:00,75240
421,337.7,336.2,330.6,334.8,333.4,19,14500,-5500,14000,-5500,2021/1/14 20:55,2021/1/14,20:55:00,75300
422,339.1,337.7,336.2,330.6,334.8,19,14000,-5500,14000,-5500,2021/1/14 20:56,2021/1/14,20:56:00,75360
423,344.7,339.1,337.7,336.2,330.6,19,14000,-5500,14000,-5500,2021/1/14 20:56,2021/1/14,20:56:00,75360
424,346.1,344.7,339.1,337.7,336.2,19,14000,-5500,14000,-5500,2021/1/14 20:57,2021/1/14,20:57:00,75420
425,353.1,346.1,344.7,339.1,337.7,19,13800,-5700,14000,-5500,2021/1/14 20:58,2021/1/14,20:58:00,75480
426,7.2,353.1,346.1,344.7,339.1,19,12350,-5700,12550,-5500,2021/1/14 21:00,2021/1/14,21:00:00,75600
427,15.6,7.2,353.1,346.1,344.7,19,12200,-6000,11450,-5700,2021/1/14 21:01,2021/1/14,21:01:00,75660
428,28.3,15.6,7.2,353.1,346.1,19,12200,-6000,10900,-6000,2021/1/14 21:02,2021/1/14,21:02:00,75720
429,33.9,28.3,15.6,7.2,353.1,19,10700,-7200,10900,-7000,2021/1/14 21:02,2021/1/14,21:02:00,75720
430,40.9,33.9,28.3,15.6,7.2,19,10700,-7750,10900,-7550,2021/1/14 21:03,2021/1/14,21:03:00,75780
431,43.8,40.9,33.9,28.3,15.6,19,10700,-8250,10900,-8050,2021/1/14 21:04,2021/1/14,21:04:00,75840
432,258.2,256,256.8,251.2,245.5,160,6450,-5800,6450,-5800,2021/1/18 9:23,2021/1/18,9:23:00,33780
433,256.8,258.2,256,256.8,251.2,170,6950,-5800,7450,-5300,2021/1/18 9:25,2021/1/18,9:25:00,33900
434,252.6,256.8,258.2,256,256.8,170,6450,-6300,6950,-5800,2021/1/18 9:26,2021/1/18,9:26:00,33960
435,251.2,252.6,256.8,258.2,256,170,6450,-6300,6450,-6300,2021/1/18 9:27,2021/1/18,9:27:00,34020
436,249.8,251.2,252.6,256.8,258.2,170,6450,-6300,6450,-6300,2021/1/18 9:28,2021/1/18,9:28:00,34080
437,248.4,249.8,251.2,252.6,256.8,170,6450,-5800,6450,-6300,2021/1/18 9:28,2021/1/18,9:28:00,34080
438,244.1,248.4,249.8,251.2,252.6,170,6450,-6300,6450,-6300,2021/1/18 9:29,2021/1/18,9:29:00,34140
439,237.1,244.1,248.4,249.8,251.2,170,6450,-6300,6450,-6300,2021/1/18 9:31,2021/1/18,9:31:00,34260
440,235.7,237.1,244.1,248.4,249.8,170,6450,-6300,6450,-6300,2021/1/18 9:32,2021/1/18,9:32:00,34320
441,230.1,235.7,237.1,244.1,248.4,170,6450,-6300,6450,-6300,2021/1/18 9:33,2021/1/18,9:33:00,34380
442,230.1,230.1,235.7,237.1,244.1,170,6450,-6300,6450,-6300,2021/1/18 9:34,2021/1/18,9:34:00,34440
443,228.7,230.1,230.1,235.7,237.1,170,6450,-6300,6450,-6300,2021/1/18 9:35,2021/1/18,9:35:00,34500
444,224.5,228.7,230.1,230.1,235.7,170,6450,-6300,6450,-6300,2021/1/18 9:35,2021/1/18,9:35:00,34500
445,214.6,224.5,228.7,230.1,230.1,170,6950,-5800,6450,-6300,2021/1/18 9:38,2021/1/18,9:38:00,34680
446,211.8,214.6,224.5,228.7,230.1,170,7450,-5300,6950,-5800,2021/1/18 9:39,2021/1/18,9:39:00,34740
447,209,211.8,214.6,224.5,228.7,170,7950,-4800,7450,-5300,2021/1/18 9:40,2021/1/18,9:40:00,34800
448,209,209,211.8,214.6,224.5,170,7450,-5300,7450,-5300,2021/1/18 9:40,2021/1/18,9:40:00,34800
449,207.6,209,209,211.8,214.6,170,6950,-5800,7450,-5300,2021/1/18 9:41,2021/1/18,9:41:00,34860
450,203.4,207.6,209,209,211.8,170,6950,-5800,6950,-5800,2021/1/18 9:42,2021/1/18,9:42:00,34920
451,196.3,203.4,207.6,209,209,170,7150,-5600,6950,-5800,2021/1/18 9:44,2021/1/18,9:44:00,35040
452,196.3,196.3,203.4,207.6,209,170,8000,-5400,7800,-5600,2021/1/18 9:45,2021/1/18,9:45:00,35100
453,0,196.3,196.3,203.4,207.6,170,7000,-5900,8000,-5400,2021/1/18 9:46,2021/1/18,9:46:00,35160
454,194.9,0,196.3,196.3,203.4,170,7800,-5600,8000,-5400,2021/1/18 9:47,2021/1/18,9:47:00,35220
455,190.7,194.9,0,196.3,196.3,170,7800,-5600,7800,-5600,2021/1/18 9:52,2021/1/18,9:52:00,35520
456,179.5,180.9,189.3,190.7,194.9,170,7800,-5600,7800,-5600,2021/1/18 9:54,2021/1/18,9:54:00,35640
457,180.9,189.3,190.7,194.9,0,170,8000,-5400,7800,-5600,2021/1/18 9:54,2021/1/18,9:54:00,35640
458,189.3,190.7,194.9,0,196.3,170,8000,-5400,7800,-5600,2021/1/18 9:54,2021/1/18,9:54:00,35640
459,178,179.5,180.9,189.3,190.7,170,8000,-5400,8000,-5400,2021/1/18 9:55,2021/1/18,9:55:00,35700
460,171,178,179.5,180.9,189.3,170,8000,-5400,8000,-5400,2021/1/18 9:59,2021/1/18,9:59:00,35940
461,169.6,171,178,179.5,180.9,170,8000,-5400,8000,-5400,2021/1/18 9:59,2021/1/18,9:59:00,35940
462,168.2,169.6,171,178,179.5,170,8000,-5400,8000,-5400,2021/1/18 10:02,2021/1/18,10:02:00,36120
463,168.2,168.2,169.6,171,178,170,8000,-5400,8000,-5400,2021/1/18 10:06,2021/1/18,10:06:00,36360
464,166.8,168.2,168.2,169.6,171,170,8000,-5400,8000,-5400,2021/1/18 10:06,2021/1/18,10:06:00,36360
465,164,166.8,168.2,168.2,169.6,170,8000,-5400,8000,-5400,2021/1/18 10:06,2021/1/18,10:06:00,36360
466,164,164,166.8,168.2,168.2,170,8000,-5400,8000,-5400,2021/1/18 10:06,2021/1/18,10:06:00,36360
467,165.4,164,164,166.8,168.2,170,8000,-5400,8000,-5400,2021/1/18 10:06,2021/1/18,10:06:00,36360
468,164,165.4,164,164,166.8,170,8000,-5400,8000,-5400,2021/1/18 10:06,2021/1/18,10:06:00,36360
469,165.4,164,165.4,164,164,170,8000,-5400,8000,-5400,2021/1/18 10:07,2021/1/18,10:07:00,36420
470,164,165.4,164,165.4,164,170,8000,-5400,8000,-5400,2021/1/18 10:08,2021/1/18,10:08:00,36480
471,162.6,162.6,165.4,166.8,166.8,170,8000,-5400,8000,-5400,2021/1/18 10:21,2021/1/18,10:21:00,37260
472,165.4,164,165.4,164,165.4,170,8000,-5400,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
473,166.8,165.4,164,165.4,164,170,8000,-5400,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
474,162.6,162.6,162.6,165.4,166.8,170,8000,-5400,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
475,166.8,166.8,165.4,164,165.4,170,8000,-5400,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
476,166.8,166.8,166.8,165.4,164,170,8000,-5400,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
477,162.6,165.4,166.8,166.8,166.8,170,8000,-5400,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
478,165.4,166.8,166.8,166.8,165.4,170,8000,-5400,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
479,161.2,162.6,162.6,162.6,162.6,170,8000,-5400,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
480,162.6,162.6,162.6,162.6,162.6,170,8000,-5400,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
481,157,158.4,158.4,158.4,158.4,170,9000,-5400,8800,-5400,2021/1/18 10:50,2021/1/18,10:50:00,39000
482,155.5,157,158.4,158.4,158.4,170,9200,-5200,9000,-5200,2021/1/18 10:50,2021/1/18,10:50:00,39000
483,157,155.5,157,158.4,158.4,170,9400,-5200,9200,-5200,2021/1/18 10:51,2021/1/18,10:51:00,39060
484,155.5,157,155.5,157,158.4,170,9600,-5200,9400,-5200,2021/1/18 10:52,2021/1/18,10:52:00,39120
485,154.1,155.5,157,155.5,157,170,10000,-5200,9800,-5200,2021/1/18 10:54,2021/1/18,10:54:00,39240
486,154.1,154.1,155.5,157,155.5,170,10200,-5200,10000,-5200,2021/1/18 10:55,2021/1/18,10:55:00,39300
487,157,154.1,154.1,155.5,157,170,10650,-5200,10450,-5200,2021/1/18 10:56,2021/1/18,10:56:00,39360
488,155.5,157,154.1,154.1,155.5,170,10850,-5200,10650,-5200,2021/1/18 10:57,2021/1/18,10:57:00,39420
489,157,155.5,157,154.1,154.1,170,11300,-5200,11100,-5200,2021/1/18 10:57,2021/1/18,10:57:00,39420
490,155.5,157,155.5,157,154.1,170,11500,-5200,11300,-5200,2021/1/18 10:58,2021/1/18,10:58:00,39480
