learn
0.995888088
0.93375024
0.862831528
0.861072168
0.889144595
0.94854962
0.830060179
0.739088485
0.648203582
0.567722052
0.5487613
0.590078945
0.563549956
0.330267073
0.178543012
0.137345547
0.034681585
0.121730118
0.348148186
0.262205952
0.016586975
0.137833664
-0.144467321
-0.170103692
-0.188428689
-0.141726558
-0.166881094
-0.076987536
0.028878732
0.06903135
0.191588539
0.094180219
0.01392068
-0.056178781
-0.092768717
-0.273315265
-0.132421591
-0.108997402
-0.291998199
-0.154672311
0.014700835
0.204745376
0.26823107
0.389757392
0.080311564
-0.081764347
-0.127313797
0.0567111
0.01624062
0.040037717
0.285950837
0.233024673
0.157310613
0.031081922
0.061414066
0.101051079
0.080396972
-0.194012086
-0.154147155
0.158392199
0.001450586
0.171511237
0.20685706
0.174518594
-0.086232041
-0.030704185
0.04569789
-0.08756668
-0.082257767
-0.186875297
-0.192298052
-0.177734169
-0.367526257
-0.149027408
0.102533006
0.38655528
0.094868573
0.286261319
0.051907262
-0.068134373
-0.026590203
-0.024729791
-0.115705091
-0.072684082
-0.067616099
-0.289746798
-0.283715213
-0.122573505
-0.158727617
-0.067125781
0.150414062
0.254063907
0.051533026
0.212928632
0.098177283
0.021554772
-0.024727721
0.259785709
0.31552144
0.120613012
0.230997469
0.473130178
0.353711366
0.123924055
0.0980112
0.219981882
0.044402348
-0.06086304
-0.274782887
-0.153411032
-0.023620205
-0.208196215
-0.326879618
-0.203273953
-0.157287489
0.178439828
0.201272989
0.036229351
-0.005064937
-0.078449852
0.163451971
-0.005860165
0.034743426
-0.201913894
-0.000716376
0.065337844
0.000648549
-0.070621418
-0.22151237
0.037180088
-0.004676328
0.032446586
-0.06306331
0.074881435
0.107473878
0.022741657
-0.159622365
-0.040236235
0.299352839
0.291483879
0.053177949
-0.016531694
0.106378619
0.022186756
0.036795623
0.132243935
-0.093579251
0.188781742
0.158950951
0.046873976
-0.052220783
-0.010308803
0.038458638
-0.129692658
-0.350022588
-0.256959961
-0.264112885
-0.064418891
0.064881449
-0.034229794
0.071506965
-0.030486103
-0.165552542
-0.085042988
0.08065426
0.161845588
-0.025195779
-0.188464072
0.080857069
-0.052094446
-0.097172139
0.108922022
-0.089463375
0.057808483
0.020569116
-0.009088764
0.105986495
-0.027925171
0.171371463
0.122781553
0.149315207
0.271415177
0.147163917
0.279600219
0.065026942
-0.026454569
0.100125247
0.041520128
0.057253015
0.090278593
-0.031383346
-0.19046486
0.069132146
0.000613388
-0.099429738
-0.227978378
-0.173641788
-0.081020923
-0.172217783
-0.299896006
