,ACTIME,TIME,TARSTF,SGTF,dif,dif_s,TOR_P,TOR_N,DATE,ss2,time_interval
0,2/8/2020 05:04:55.52,5:04:55,20,118.1,-98.1,-0.545,8000,-4000,2020/8/2,27407095,0
1,2/8/2020 05:05:09.52,5:05:09,20,126.6,-106.6,-0.5922222220000001,8000,-3000,2020/8/2,27407109,14
2,2/8/2020 05:06:12.16,5:06:12,20,132.2,-112.2,-0.6233333329999999,8000,-4000,2020/8/2,27407172,63
3,2/8/2020 05:07:15.08,5:07:15,20,149.2,-129.2,-0.717777778,8000,-2000,2020/8/2,27407235,63
4,2/8/2020 05:08:27.01,5:08:27,20,178.8,-158.8,-0.882222222,8000,-3000,2020/8/2,27407307,72
5,2/8/2020 05:10:27.41,5:10:27,20,192.9,-172.9,-0.960555556,8000,-3000,2020/8/2,27407427,120
6,2/8/2020 05:10:54.72,5:10:54,20,269.2,110.8,0.615555556,8000,-3000,2020/8/2,27407454,27
7,2/8/2020 05:11:30.74,5:11:30,20,288.9,91.1,0.5061111110000001,8000,-3000,2020/8/2,27407490,36
8,2/8/2020 05:12:24.8,5:12:24,20,358.1,21.9,0.12166666699999999,6000,-5000,2020/8/2,27407544,54
9,2/8/2020 05:13:27.01,5:13:27,20,60.2,-40.2,-0.223333333,6000,-5000,2020/8/2,27407607,63
10,2/8/2020 05:14:30.19,5:14:30,20,71.5,-51.5,-0.28611111100000003,6000,-5000,2020/8/2,27407670,63
11,2/8/2020 05:17:41.07,5:17:41,20,71.5,-51.5,-0.28611111100000003,7000,-5000,2020/8/2,27407861,191
12,2/8/2020 05:18:09.46,5:18:09,20,72.9,-52.9,-0.293888889,7000,-5000,2020/8/2,27407889,28
13,2/8/2020 05:18:45.41,5:18:45,20,71.5,-51.5,-0.28611111100000003,7000,-5000,2020/8/2,27407925,36
14,2/8/2020 05:19:38.34,5:19:38,20,77.2,-57.2,-0.317777778,6500,-5000,2020/8/2,27407978,53
15,2/8/2020 05:20:41.6,5:20:41,20,81.4,-61.4,-0.341111111,6500,-5000,2020/8/2,27408041,63
16,2/8/2020 05:21:45.02,5:21:45,20,78.6,-58.6,-0.325555556,6500,-5000,2020/8/2,27408105,64
17,2/8/2020 05:22:57.07,5:22:57,20,80.0,-60.0,-0.333333333,6500,-5000,2020/8/2,27408177,72
18,2/8/2020 05:24:56.24,5:24:56,20,82.8,-62.8,-0.348888889,6500,-5000,2020/8/2,27408296,119
19,2/8/2020 05:25:23.34,5:25:23,20,85.6,-65.6,-0.364444444,6500,-5000,2020/8/2,27408323,27
20,2/8/2020 05:25:59,5:25:59,20,88.5,-68.5,-0.380555556,6500,-5000,2020/8/2,27408359,36
