,ACTIME,TIME,TARSTF,SGTF,dif,dif_s,TOR_P,TOR_N,DATE,ss2,time_interval
0,7/8/2020 13:15:08.57,13:15:08,20,182.5,-162.5,-0.9027777779999999,8000,-3500,2020/8/7,27868508,0
1,7/8/2020 13:15:36.09,13:15:36,20,3.2,16.8,0.093333333,8000,-4000,2020/8/7,27868536,28
2,7/8/2020 13:16:03.2,13:16:03,20,111.9,-91.9,-0.510555556,8500,-4000,2020/8/7,27868563,27
3,7/8/2020 13:16:39.41,13:16:39,20,114.7,-94.7,-0.526111111,8500,-4000,2020/8/7,27868599,36
4,7/8/2020 13:17:33.2,13:17:33,20,155.6,-135.6,-0.7533333329999999,9000,-4000,2020/8/7,27868653,54
5,7/8/2020 13:18:36.35,13:18:36,20,196.6,-176.6,-0.9811111109999999,9000,-4000,2020/8/7,27868716,63
6,7/8/2020 13:19:39.01,13:19:39,20,354.7,25.3,0.140555556,8000,-5000,2020/8/7,27868779,63
7,7/8/2020 13:20:51.12,13:20:51,20,255.9,124.1,0.689444444,8000,-5000,2020/8/7,27868851,72
8,7/8/2020 13:22:51.33,13:22:51,20,0.3,19.7,0.109444444,8000,-5000,2020/8/7,27868971,120
9,7/8/2020 13:23:18.19,13:23:18,20,350.5,29.5,0.163888889,8000,-5000,2020/8/7,27868998,27
10,7/8/2020 13:24:48.24,13:24:48,20,346.2,33.8,0.187777778,8000,-5000,2020/8/7,27869088,90
11,7/8/2020 13:25:51.44,13:25:51,20,343.4,36.6,0.203333333,8000,-5000,2020/8/7,27869151,63
12,7/8/2020 13:26:54.16,13:26:54,20,342.0,38.0,0.21111111100000002,8000,-5000,2020/8/7,27869214,63
13,7/8/2020 13:28:06.25,13:28:06,20,337.8,42.2,0.23444444399999997,9000,-4000,2020/8/7,27869286,72
14,7/8/2020 13:30:06.25,13:30:06,20,336.3,43.7,0.242777778,9000,-4000,2020/8/7,27869406,120
15,7/8/2020 13:30:33.44,13:30:33,20,342.0,38.0,0.21111111100000002,9000,-4000,2020/8/7,27869433,27
16,7/8/2020 13:32:04.29,13:32:04,20,343.4,36.6,0.203333333,9000,-4000,2020/8/7,27869524,91
17,7/8/2020 13:33:07.57,13:33:07,20,343.4,36.6,0.203333333,9000,-4000,2020/8/7,27869587,63
18,7/8/2020 13:34:10.06,13:34:10,20,344.8,35.2,0.19555555600000002,9000,-4000,2020/8/7,27869650,63
19,7/8/2020 13:35:22.1,13:35:22,20,347.6,32.4,0.18,9000,-4000,2020/8/7,27869722,72
20,7/8/2020 13:37:21.63,13:37:21,20,347.6,32.4,0.18,9000,-4000,2020/8/7,27869841,119
21,7/8/2020 13:37:48.99,13:37:48,20,346.2,33.8,0.187777778,9000,-4000,2020/8/7,27869868,27
22,7/8/2020 13:38:52.13,13:38:52,20,347.6,32.4,0.18,9000,-4000,2020/8/7,27869932,64
23,7/8/2020 13:40:22.41,13:40:22,20,349.1,30.9,0.171666667,9000,-4000,2020/8/7,27870022,90
24,7/8/2020 13:41:24.63,13:41:24,20,350.5,29.5,0.163888889,9000,-4000,2020/8/7,27870084,62
25,7/8/2020 13:42:36.25,13:42:36,20,350.5,29.5,0.163888889,9000,-4000,2020/8/7,27870156,72
