,ACTIME,TIME,TARSTF,SGTF,dif,dif_s,TOR_P,TOR_N,DATE,ss2,time_interval
0,29/7/2020 03:45:12.05,3:45:12,20,348.2,31.8,0.176666667,9500,-3000,2020/7/29,27056712,0
1,29/7/2020 03:46:09.24,3:46:09,20,348.2,31.8,0.176666667,9500,-3000,2020/7/29,27056769,57
2,29/7/2020 03:47:12.5,3:47:12,20,351.0,29.0,0.161111111,9500,-3000,2020/7/29,27056832,63
3,29/7/2020 03:47:39.7,3:47:39,20,338.3,41.7,0.231666667,9500,-3000,2020/7/29,27056859,27
4,29/7/2020 03:48:51.05,3:48:51,20,341.2,38.8,0.215555556,9500,-3000,2020/7/29,27056931,72
5,29/7/2020 03:50:51.49,3:50:51,20,359.5,20.5,0.11388888900000001,9500,-3000,2020/7/29,27057051,120
6,29/7/2020 03:51:54.45,3:51:54,20,3.7,16.3,0.090555556,9500,-3000,2020/7/29,27057114,63
7,29/7/2020 03:53:24.26,3:53:24,20,6.6,13.4,0.074444444,9500,-3000,2020/7/29,27057204,90
8,29/7/2020 03:54:27.13,3:54:27,20,12.2,7.8,0.043333332999999995,8000,-4000,2020/7/29,27057267,63
9,29/7/2020 03:55:39.45,3:55:39,20,20.7,-0.7,-0.0038888890000000004,8000,-4000,2020/7/29,27057339,72
10,29/7/2020 03:57:39.15,3:57:39,20,26.3,-6.3,-0.035,8000,-4000,2020/7/29,27057459,120
11,29/7/2020 03:58:06.34,3:58:06,20,36.2,-16.2,-0.09,8000,-4000,2020/7/29,27057486,27
12,29/7/2020 03:58:42.36,3:58:42,20,40.5,-20.5,-0.11388888900000001,8000,-4000,2020/7/29,27057522,36
13,29/7/2020 04:00:04.45,4:00:04,20,43.3,-23.3,-0.129444444,8000,-4000,2020/7/29,27057604,82
14,29/7/2020 04:01:43.23,4:01:43,20,48.9,-28.9,-0.160555556,8000,-3000,2020/7/29,27057703,99
15,29/7/2020 04:02:55.43,4:02:55,20,50.3,-30.3,-0.168333333,8000,-4000,2020/7/29,27057775,72
16,29/7/2020 04:04:55.08,4:04:55,20,51.7,-31.7,-0.17611111100000001,8000,-4000,2020/7/29,27057895,120
17,29/7/2020 04:05:57.23,4:05:57,20,53.2,-33.2,-0.18444444399999999,8000,-4000,2020/7/29,27057957,62
18,29/7/2020 04:07:54.06,4:07:54,20,53.2,-33.2,-0.18444444399999999,8000,-4000,2020/7/29,27058074,117
19,29/7/2020 04:08:57.33,4:08:57,20,56.0,-36.0,-0.2,8000,-4000,2020/7/29,27058137,63
20,29/7/2020 04:10:09,4:10:09,20,58.8,-38.8,-0.215555556,7000,-4000,2020/7/29,27058209,72
21,29/7/2020 04:12:09.34,4:12:09,20,61.6,-41.6,-0.231111111,7000,-4000,2020/7/29,27058329,120
22,29/7/2020 04:12:36.37,4:12:36,20,60.2,-40.2,-0.223333333,7000,-4000,2020/7/29,27058356,27
23,29/7/2020 04:13:12.03,4:13:12,20,61.6,-41.6,-0.231111111,7000,-4000,2020/7/29,27058392,36
24,29/7/2020 04:14:06.32,4:14:06,20,63.0,-43.0,-0.238888889,7000,-4000,2020/7/29,27058446,54
25,29/7/2020 04:15:09.41,4:15:09,20,65.9,-45.9,-0.255,7000,-4000,2020/7/29,27058509,63
26,29/7/2020 04:16:12.05,4:16:12,20,67.3,-47.3,-0.262777778,7000,-4000,2020/7/29,27058572,63
27,29/7/2020 04:19:24.36,4:19:24,20,71.5,-51.5,-0.28611111100000003,7000,-5000,2020/7/29,27058764,192
28,29/7/2020 04:20:27.42,4:20:27,20,70.1,-50.1,-0.278333333,7000,-5000,2020/7/29,27058827,63
29,29/7/2020 04:21:21.57,4:21:21,20,71.5,-51.5,-0.28611111100000003,7000,-5000,2020/7/29,27058881,54
30,29/7/2020 04:22:24.29,4:22:24,20,74.3,-54.3,-0.301666667,7000,-5000,2020/7/29,27058944,63
31,29/7/2020 04:23:27.4,4:23:27,20,72.9,-52.9,-0.293888889,7000,-5000,2020/7/29,27059007,63
32,29/7/2020 04:24:40.41,4:24:40,20,70.1,-50.1,-0.278333333,7000,-5000,2020/7/29,27059080,73
33,29/7/2020 04:26:40.04,4:26:40,20,74.3,-54.3,-0.301666667,8000,-6000,2020/7/29,27059200,120
34,29/7/2020 04:27:07.51,4:27:07,20,72.9,-52.9,-0.293888889,8000,-6000,2020/7/29,27059227,27
35,29/7/2020 04:27:43.44,4:27:43,20,70.1,-50.1,-0.278333333,8000,-6000,2020/7/29,27059263,36
36,29/7/2020 04:29:40.25,4:29:40,20,65.9,-45.9,-0.255,8000,-6000,2020/7/29,27059380,117
37,29/7/2020 04:30:43,4:30:43,20,67.3,-47.3,-0.262777778,8000,-6000,2020/7/29,27059443,63
38,29/7/2020 04:31:55.07,4:31:55,20,65.9,-45.9,-0.255,8000,-6000,2020/7/29,27059515,72
39,29/7/2020 04:33:55.36,4:33:55,20,58.8,-38.8,-0.215555556,8000,-5000,2020/7/29,27059635,120
40,29/7/2020 04:34:21.4,4:34:21,20,51.7,-31.7,-0.17611111100000001,8000,-5000,2020/7/29,27059661,26
41,29/7/2020 04:36:54.3,4:36:54,20,48.9,-28.9,-0.160555556,8000,-5000,2020/7/29,27059814,153
42,29/7/2020 04:37:59.21,4:37:59,20,50.3,-30.3,-0.168333333,8000,-5000,2020/7/29,27059879,65
43,29/7/2020 04:39:16.56,4:39:16,20,51.7,-31.7,-0.17611111100000001,8000,-5000,2020/7/29,27059956,77
44,29/7/2020 04:41:11.91,4:41:11,20,48.9,-28.9,-0.160555556,8000,-5000,2020/7/29,27060071,115
45,29/7/2020 04:41:40.51,4:41:40,20,46.1,-26.1,-0.145,8000,-5000,2020/7/29,27060100,29
46,29/7/2020 04:42:17.11,4:42:17,20,47.5,-27.5,-0.152777778,8000,-5000,2020/7/29,27060137,37
47,29/7/2020 04:43:14.19,4:43:14,20,48.9,-28.9,-0.160555556,8000,-5000,2020/7/29,27060194,57
48,29/7/2020 04:44:13.4,4:44:13,20,50.3,-30.3,-0.168333333,8000,-5000,2020/7/29,27060253,59
49,29/7/2020 04:45:17.66,4:45:17,20,47.5,-27.5,-0.152777778,8000,-5000,2020/7/29,27060317,64
50,29/7/2020 04:48:28.1,4:48:28,20,43.3,-23.3,-0.129444444,8000,-4000,2020/7/29,27060508,191
51,29/7/2020 04:48:54.66,4:48:54,20,47.5,-27.5,-0.152777778,8000,-4000,2020/7/29,27060534,26
52,29/7/2020 04:49:33.4,4:49:33,20,48.9,-28.9,-0.160555556,8000,-4000,2020/7/29,27060573,39
53,29/7/2020 04:50:26.51,4:50:26,20,47.5,-27.5,-0.152777778,8000,-4000,2020/7/29,27060626,53
54,29/7/2020 04:51:30.11,4:51:30,20,53.2,-33.2,-0.18444444399999999,8000,-4000,2020/7/29,27060690,64
55,29/7/2020 04:51:56.62,4:51:56,20,47.5,-27.5,-0.152777778,8000,-4000,2020/7/29,27060716,26
56,29/7/2020 04:52:57.64,4:52:57,20,47.5,-27.5,-0.152777778,8000,-4000,2020/7/29,27060777,61
57,29/7/2020 04:53:44.54,4:53:44,20,56.0,-36.0,-0.2,8000,-4000,2020/7/29,27060824,47
