,ACTIME,TIME,TARSTF,SGTF,dif,dif_s,TOR_P,TOR_N,DATE,ss2,time_interval
0,26/7/2020 12:33:24.22,12:33:24,20,315.7,64.3,0.35722222200000003,6000,-3500,2020/7/26,26829204,0
1,26/7/2020 12:34:00.79,12:34:00,20,314.3,65.7,0.365,6000,-3500,2020/7/26,26829240,36
2,26/7/2020 12:34:53.82,12:34:53,20,324.2,55.8,0.31,6000,-3500,2020/7/26,26829293,53
3,26/7/2020 12:35:57.33,12:35:57,20,329.9,50.1,0.278333333,6000,-3500,2020/7/26,26829357,64
4,26/7/2020 12:37:00.38,12:37:00,20,338.3,41.7,0.231666667,6000,-3500,2020/7/26,26829420,63
5,26/7/2020 12:38:12.62,12:38:12,20,209.9,170.1,0.945,6000,-3500,2020/7/26,26829492,72
6,26/7/2020 12:38:39.56,12:38:39,20,72.9,-52.9,-0.293888889,6000,-3500,2020/7/26,26829519,27
7,26/7/2020 12:40:40.76,12:40:40,20,70.1,-50.1,-0.278333333,6000,-3500,2020/7/26,26829640,121
8,26/7/2020 12:41:14.04,12:41:14,20,74.3,-54.3,-0.301666667,6000,-3500,2020/7/26,26829674,34
9,26/7/2020 12:42:08.15,12:42:08,20,75.7,-55.7,-0.309444444,6000,-3500,2020/7/26,26829728,54
10,26/7/2020 12:43:11.5,12:43:11,20,81.4,-61.4,-0.341111111,4500,-3700,2020/7/26,26829791,63
11,26/7/2020 12:44:14.08,12:44:14,20,71.5,-51.5,-0.28611111100000003,4500,-3700,2020/7/26,26829854,63
12,26/7/2020 12:45:26.52,12:45:26,20,68.7,-48.7,-0.27055555600000003,4500,-3700,2020/7/26,26829926,72
13,26/7/2020 12:47:27.47,12:47:27,20,70.1,-50.1,-0.278333333,4500,-3900,2020/7/26,26830047,121
14,26/7/2020 12:47:54.36,12:47:54,20,82.8,-62.8,-0.348888889,4500,-3900,2020/7/26,26830074,27
15,26/7/2020 12:48:30.48,12:48:30,20,88.5,-68.5,-0.380555556,4500,-3900,2020/7/26,26830110,36
16,26/7/2020 12:49:25.28,12:49:25,20,87.0,-67.0,-0.37222222200000005,4500,-3900,2020/7/26,26830165,55
17,26/7/2020 12:49:50.39,12:49:50,20,70.1,-50.1,-0.278333333,4500,-3900,2020/7/26,26830190,25
18,26/7/2020 12:51:30.46,12:51:30,20,74.3,-54.3,-0.301666667,4500,-3900,2020/7/26,26830290,100
19,26/7/2020 12:52:42.81,12:52:42,20,80.0,-60.0,-0.333333333,4500,-3900,2020/7/26,26830362,72
20,26/7/2020 12:54:43.31,12:54:43,20,84.2,-64.2,-0.35666666700000005,4500,-3900,2020/7/26,26830483,121
21,26/7/2020 12:55:10.28,12:55:10,20,72.9,-52.9,-0.293888889,4500,-3900,2020/7/26,26830510,27
22,26/7/2020 12:55:44.13,12:55:44,20,75.7,-55.7,-0.309444444,4500,-3900,2020/7/26,26830544,34
23,26/7/2020 12:56:38.09,12:56:38,20,81.4,-61.4,-0.341111111,4500,-3900,2020/7/26,26830598,54
24,26/7/2020 12:57:41.38,12:57:41,20,80.0,-60.0,-0.333333333,4500,-3900,2020/7/26,26830661,63
25,26/7/2020 12:58:44.04,12:58:44,20,74.3,-54.3,-0.301666667,4500,-3900,2020/7/26,26830724,63
26,26/7/2020 12:59:57.1,12:59:57,20,77.2,-57.2,-0.317777778,4500,-4000,2020/7/26,26830797,73
27,26/7/2020 13:01:56.74,13:01:56,20,70.1,-50.1,-0.278333333,4500,-4000,2020/7/26,26830916,119
28,26/7/2020 13:02:23.76,13:02:23,20,67.3,-47.3,-0.262777778,4500,-4000,2020/7/26,26830943,27
29,26/7/2020 13:02:59.76,13:02:59,20,68.7,-48.7,-0.27055555600000003,4500,-4000,2020/7/26,26830979,36
30,26/7/2020 13:03:53.86,13:03:53,20,71.5,-51.5,-0.28611111100000003,4500,-4000,2020/7/26,26831033,54
31,26/7/2020 13:04:57.17,13:04:57,20,71.5,-51.5,-0.28611111100000003,4500,-4000,2020/7/26,26831097,64
32,26/7/2020 13:06:00.47,13:06:00,20,65.9,-45.9,-0.255,4500,-4000,2020/7/26,26831160,63
33,26/7/2020 13:07:12.71,13:07:12,20,58.8,-38.8,-0.215555556,4500,-4000,2020/7/26,26831232,72
34,26/7/2020 13:09:11.24,13:09:11,20,50.3,-30.3,-0.168333333,4500,-4000,2020/7/26,26831351,119
35,26/7/2020 13:09:38.09,13:09:38,20,43.3,-23.3,-0.129444444,4500,-4000,2020/7/26,26831378,27
36,26/7/2020 13:10:14,13:10:14,20,51.7,-31.7,-0.17611111100000001,4500,-4000,2020/7/26,26831414,36
37,26/7/2020 13:11:08.29,13:11:08,20,50.3,-30.3,-0.168333333,4500,-4000,2020/7/26,26831468,54
38,26/7/2020 13:12:11.57,13:12:11,20,41.9,-21.9,-0.12166666699999999,4700,-3500,2020/7/26,26831531,63
39,26/7/2020 13:13:15.31,13:13:15,20,40.5,-20.5,-0.11388888900000001,4900,-3500,2020/7/26,26831595,64
40,26/7/2020 13:14:27.05,13:14:27,20,53.2,-33.2,-0.18444444399999999,4900,-3500,2020/7/26,26831667,72
41,26/7/2020 13:16:27.42,13:16:27,20,39.0,-19.0,-0.105555556,4900,-3500,2020/7/26,26831787,120
42,26/7/2020 13:16:54.06,13:16:54,20,26.3,-6.3,-0.035,4900,-3500,2020/7/26,26831814,27
