,ACTIME,TIME,TARSTF,SGTF,dif,dif_s,TOR_P,TOR_N,DATE,ss2,time_interval
0,30/7/2020 20:27:00.64,20:27:00,20,106.8,-86.8,-0.48222222200000003,7400,-4000,2020/7/30,27203220,0
1,30/7/2020 20:27:13.27,20:27:13,20,137.9,-117.9,-0.655,5400,-4000,2020/7/30,27203233,13
2,30/7/2020 20:28:15.49,20:28:15,20,139.3,-119.3,-0.6627777779999999,5400,-4500,2020/7/30,27203295,62
3,30/7/2020 20:29:19.38,20:29:19,20,139.3,-119.3,-0.6627777779999999,5400,-4500,2020/7/30,27203359,64
4,30/7/2020 20:30:31.01,20:30:31,20,120.9,-100.9,-0.5605555560000001,6400,-5500,2020/7/30,27203431,72
5,30/7/2020 20:32:31.18,20:32:31,20,125.2,-105.2,-0.584444444,5900,-4500,2020/7/30,27203551,120
6,30/7/2020 20:32:57.03,20:32:57,20,113.9,-93.9,-0.5216666670000001,5400,-4500,2020/7/30,27203577,26
7,30/7/2020 20:33:33.35,20:33:33,20,116.7,-96.7,-0.537222222,5400,-4500,2020/7/30,27203613,36
8,30/7/2020 20:34:27.41,20:34:27,20,108.2,-88.2,-0.49,5400,-4500,2020/7/30,27203667,54
9,30/7/2020 20:35:30.08,20:35:30,20,119.5,-99.5,-0.5527777779999999,5400,-4500,2020/7/30,27203730,63
10,30/7/2020 20:36:33.5,20:36:33,20,106.8,-86.8,-0.48222222200000003,5400,-4500,2020/7/30,27203793,63
11,30/7/2020 20:39:46.3,20:39:46,20,111.0,-91.0,-0.505555556,7400,-3000,2020/7/30,27203986,193
12,30/7/2020 20:40:12.42,20:40:12,20,102.6,-82.6,-0.45888888899999997,7400,-3000,2020/7/30,27204012,26
13,30/7/2020 20:41:43.2,20:41:43,20,95.5,-75.5,-0.41944444399999997,5400,-4500,2020/7/30,27204103,91
14,30/7/2020 20:42:46.11,20:42:46,20,92.7,-72.7,-0.403888889,5400,-4500,2020/7/30,27204166,63
15,30/7/2020 20:43:49.58,20:43:49,20,91.3,-71.3,-0.396111111,5400,-4500,2020/7/30,27204229,63
16,30/7/2020 20:47:01.39,20:47:01,20,88.5,-68.5,-0.380555556,5400,-4500,2020/7/30,27204421,192
17,30/7/2020 20:47:28.68,20:47:28,20,80.0,-60.0,-0.333333333,6900,-6000,2020/7/30,27204448,27
18,30/7/2020 20:48:58.74,20:48:58,20,87.0,-67.0,-0.37222222200000005,6900,-6000,2020/7/30,27204538,90
19,30/7/2020 20:50:01.94,20:50:01,20,78.6,-58.6,-0.325555556,6900,-6000,2020/7/30,27204601,63
20,30/7/2020 20:51:04.08,20:51:04,20,70.1,-50.1,-0.278333333,6900,-6000,2020/7/30,27204664,63
21,30/7/2020 20:52:16.23,20:52:16,20,61.6,-41.6,-0.231111111,6900,-6000,2020/7/30,27204736,72
22,30/7/2020 20:54:16.22,20:54:16,20,54.6,-34.6,-0.192222222,6900,-6000,2020/7/30,27204856,120
23,30/7/2020 20:54:43.54,20:54:43,20,53.2,-33.2,-0.18444444399999999,6900,-6000,2020/7/30,27204883,27
24,30/7/2020 20:55:19.13,20:55:19,20,51.7,-31.7,-0.17611111100000001,6900,-6000,2020/7/30,27204919,36
25,30/7/2020 20:56:12.32,20:56:12,20,44.7,-24.7,-0.137222222,6900,-6000,2020/7/30,27204972,53
26,30/7/2020 20:57:15.51,20:57:15,20,44.7,-24.7,-0.137222222,5900,-5000,2020/7/30,27205035,63
27,30/7/2020 20:58:19,20:58:19,20,32.0,-12.0,-0.066666667,5900,-4000,2020/7/30,27205099,64
28,30/7/2020 20:58:45.97,20:58:45,20,26.3,-6.3,-0.035,5900,-4000,2020/7/30,27205125,26
29,30/7/2020 21:01:30.25,21:01:30,20,26.3,-6.3,-0.035,5900,-4000,2020/7/30,27205290,165
30,30/7/2020 21:01:57.35,21:01:57,20,20.7,-0.7,-0.0038888890000000004,5900,-4000,2020/7/30,27205317,27
31,30/7/2020 21:02:33.15,21:02:33,20,22.1,-2.1,-0.011666667,5900,-4000,2020/7/30,27205353,36
32,30/7/2020 21:03:27.03,21:03:27,20,27.7,-7.7,-0.042777777999999995,5400,-4500,2020/7/30,27205407,54
33,30/7/2020 21:04:30.26,21:04:30,20,22.1,-2.1,-0.011666667,5400,-4500,2020/7/30,27205470,63
34,30/7/2020 21:04:57.33,21:04:57,20,10.8,9.2,0.051111110999999994,5400,-4500,2020/7/30,27205497,27
35,30/7/2020 21:06:00.15,21:06:00,20,10.8,9.2,0.051111110999999994,5900,-4000,2020/7/30,27205560,63
36,30/7/2020 21:06:46.56,21:06:46,20,5.2,14.8,0.082222222,5900,-4000,2020/7/30,27205606,46
37,30/7/2020 21:08:46.48,21:08:46,20,13.6,6.4,0.035555556,5900,-4000,2020/7/30,27205726,120
38,30/7/2020 21:09:49.08,21:09:49,20,16.5,3.5,0.019444443999999998,5900,-4000,2020/7/30,27205789,63
39,30/7/2020 21:10:43.11,21:10:43,20,13.6,6.4,0.035555556,5900,-4000,2020/7/30,27205843,54
40,30/7/2020 21:11:46.32,21:11:46,20,19.3,0.7,0.0038888890000000004,5900,-4000,2020/7/30,27205906,63
41,30/7/2020 21:12:49.56,21:12:49,20,15.0,5.0,0.027777778,5900,-4000,2020/7/30,27205969,63
42,30/7/2020 21:14:01.32,21:14:01,20,9.4,10.6,0.05888888900000001,6900,-4000,2020/7/30,27206041,72
43,30/7/2020 21:16:01.82,21:16:01,20,10.8,9.2,0.051111110999999994,6900,-4000,2020/7/30,27206161,120
44,30/7/2020 21:16:28.8,21:16:28,20,2.3,17.7,0.09833333300000001,6900,-4000,2020/7/30,27206188,27
45,30/7/2020 21:17:04.89,21:17:04,20,0.9,19.1,0.106111111,6900,-4000,2020/7/30,27206224,36
46,30/7/2020 21:17:31,21:17:31,20,3.7,16.3,0.090555556,6900,-3000,2020/7/30,27206251,27
47,30/7/2020 21:19:01.2,21:19:01,20,3.7,16.3,0.090555556,6900,-3000,2020/7/30,27206341,90
48,30/7/2020 21:20:04.53,21:20:04,20,356.7,23.3,0.129444444,6900,-3000,2020/7/30,27206404,63
49,30/7/2020 21:21:16.02,21:21:16,20,6.6,13.4,0.074444444,6900,-3000,2020/7/30,27206476,72
50,30/7/2020 21:23:16.24,21:23:16,20,351.0,29.0,0.161111111,7400,-3000,2020/7/30,27206596,120
51,30/7/2020 21:23:43.54,21:23:43,20,356.7,23.3,0.129444444,7400,-3000,2020/7/30,27206623,27
52,30/7/2020 21:25:12.54,21:25:12,20,8.0,12.0,0.066666667,7400,-3000,2020/7/30,27206712,89
53,30/7/2020 21:26:17.37,21:26:17,20,8.0,12.0,0.066666667,7400,-3000,2020/7/30,27206777,65
54,30/7/2020 21:27:18.14,21:27:18,20,356.7,23.3,0.129444444,7400,-3000,2020/7/30,27206838,61
55,30/7/2020 21:28:31.25,21:28:31,20,355.3,24.7,0.137222222,7400,-3000,2020/7/30,27206911,73
56,30/7/2020 21:30:31.69,21:30:31,20,12.2,7.8,0.043333332999999995,7400,-3000,2020/7/30,27207031,120
57,30/7/2020 21:30:59.04,21:30:59,20,6.6,13.4,0.074444444,7400,-3000,2020/7/30,27207059,28
58,30/7/2020 21:31:34.01,21:31:34,20,5.2,14.8,0.082222222,7400,-3000,2020/7/30,27207094,35
59,30/7/2020 21:32:29.33,21:32:29,20,13.6,6.4,0.035555556,7400,-3000,2020/7/30,27207149,55
60,30/7/2020 21:33:31.47,21:33:31,20,8.0,12.0,0.066666667,7400,-3000,2020/7/30,27207211,62
61,30/7/2020 21:34:34.52,21:34:34,20,6.6,13.4,0.074444444,7400,-3000,2020/7/30,27207274,63
62,30/7/2020 21:35:46.1,21:35:46,20,17.9,2.1,0.011666667,5900,-4000,2020/7/30,27207346,72
63,30/7/2020 21:37:46,21:37:46,20,17.9,2.1,0.011666667,5900,-4000,2020/7/30,27207466,120
64,30/7/2020 21:38:49.35,21:38:49,20,19.3,0.7,0.0038888890000000004,5900,-4000,2020/7/30,27207529,63
65,30/7/2020 21:39:44.52,21:39:44,20,22.1,-2.1,-0.011666667,5900,-4000,2020/7/30,27207584,55
66,30/7/2020 21:40:47.15,21:40:47,20,16.5,3.5,0.019444443999999998,5900,-4000,2020/7/30,27207647,63
67,30/7/2020 21:41:50,21:41:50,20,19.3,0.7,0.0038888890000000004,5900,-4000,2020/7/30,27207710,63
68,30/7/2020 21:46:01.54,21:46:01,20,17.9,2.1,0.011666667,5900,-4000,2020/7/30,27207961,251
69,30/7/2020 21:47:25.9,21:47:25,20,12.2,7.8,0.043333332999999995,6900,-4000,2020/7/30,27208045,84
70,30/7/2020 21:49:08.44,21:49:08,20,12.2,7.8,0.043333332999999995,7400,-3000,2020/7/30,27208148,103
71,30/7/2020 21:49:09.23,21:49:09,20,358.1,21.9,0.12166666699999999,7400,-3000,2020/7/30,27208149,1
72,30/7/2020 21:50:16.24,21:50:16,20,356.7,23.3,0.129444444,7400,-3000,2020/7/30,27208216,67
73,30/7/2020 21:52:16.48,21:52:16,20,353.9,26.1,0.145,7400,-3000,2020/7/30,27208336,120
74,30/7/2020 21:52:43.08,21:52:43,20,356.7,23.3,0.129444444,7400,-3000,2020/7/30,27208363,27
75,30/7/2020 21:53:19.41,21:53:19,20,0.9,19.1,0.106111111,7400,-3000,2020/7/30,27208399,36
76,30/7/2020 21:54:13,21:54:13,20,346.8,33.2,0.18444444399999999,7400,-3000,2020/7/30,27208453,54
77,30/7/2020 21:55:16.06,21:55:16,20,352.5,27.5,0.152777778,7400,-3000,2020/7/30,27208516,63
78,30/7/2020 21:56:19.37,21:56:19,20,346.8,33.2,0.18444444399999999,7400,-3000,2020/7/30,27208579,63
79,30/7/2020 21:57:31.81,21:57:31,20,345.4,34.6,0.192222222,7400,-3000,2020/7/30,27208651,72
80,30/7/2020 21:59:32.53,21:59:32,20,351.0,29.0,0.161111111,7400,-3000,2020/7/30,27208772,121
81,30/7/2020 21:59:58.09,21:59:58,20,345.4,34.6,0.192222222,7400,-3000,2020/7/30,27208798,26
