,ACTIME,TIME,TARSTF,SGTF,dif,dif_s,TOR_P,TOR_N,DATE,ss2,time_interval
0,2/8/2020 11:35:48.33,11:35:48,20,219.7,160.3,0.8905555559999999,6000,-4000,2020/8/2,27430548,0
1,2/8/2020 11:36:21.15,11:36:21,20,222.6,157.4,0.8744444440000001,7000,-4000,2020/8/2,27430581,33
2,2/8/2020 11:37:15.55,11:37:15,20,229.6,150.4,0.835555556,7000,-4000,2020/8/2,27430635,54
3,2/8/2020 11:38:19.45,11:38:19,20,232.5,147.5,0.819444444,7000,-4000,2020/8/2,27430699,64
4,2/8/2020 11:39:21.46,11:39:21,20,344.0,36.0,0.2,7000,-4000,2020/8/2,27430761,62
5,2/8/2020 11:40:33.55,11:40:33,20,8.0,12.0,0.066666667,7000,-4000,2020/8/2,27430833,72
6,2/8/2020 11:42:33.96,11:42:33,20,5.2,14.8,0.082222222,7000,-4000,2020/8/2,27430953,120
7,2/8/2020 11:43:01.22,11:43:01,20,0.9,19.1,0.106111111,8000,-4000,2020/8/2,27430981,28
8,2/8/2020 11:43:37.17,11:43:37,20,3.7,16.3,0.090555556,8000,-4000,2020/8/2,27431017,36
9,2/8/2020 11:44:30.52,11:44:30,20,358.1,21.9,0.12166666699999999,8000,-4000,2020/8/2,27431070,53
10,2/8/2020 11:45:33.51,11:45:33,20,358.1,21.9,0.12166666699999999,6000,-4000,2020/8/2,27431133,63
11,2/8/2020 11:46:00.51,11:46:00,20,356.7,23.3,0.129444444,6000,-4000,2020/8/2,27431160,27
12,2/8/2020 11:47:03.43,11:47:03,20,356.7,23.3,0.129444444,6000,-4000,2020/8/2,27431223,63
13,2/8/2020 11:48:15.05,11:48:15,20,32.0,-12.0,-0.066666667,6000,-4000,2020/8/2,27431295,72
14,2/8/2020 11:49:48.37,11:49:48,20,34.8,-14.8,-0.082222222,6000,-4000,2020/8/2,27431388,93
15,2/8/2020 11:50:15.22,11:50:15,20,36.2,-16.2,-0.09,6000,-4000,2020/8/2,27431415,27
16,2/8/2020 11:51:45.09,11:51:45,20,40.5,-20.5,-0.11388888900000001,7000,-4000,2020/8/2,27431505,90
17,2/8/2020 11:52:49.05,11:52:49,20,37.6,-17.6,-0.09777777800000001,7000,-4000,2020/8/2,27431569,64
18,2/8/2020 11:53:52.03,11:53:52,20,43.3,-23.3,-0.129444444,7000,-4000,2020/8/2,27431632,63
19,2/8/2020 11:57:04.09,11:57:04,20,54.6,-34.6,-0.192222222,7000,-6000,2020/8/2,27431824,192
20,2/8/2020 11:57:31.15,11:57:31,20,57.4,-37.4,-0.207777778,7000,-6000,2020/8/2,27431851,27
21,2/8/2020 11:58:07.25,11:58:07,20,60.2,-40.2,-0.223333333,7000,-6000,2020/8/2,27431887,36
22,2/8/2020 11:59:00.55,11:59:00,20,58.8,-38.8,-0.215555556,7000,-6000,2020/8/2,27431940,53
23,2/8/2020 12:00:04.95,12:00:04,20,61.6,-41.6,-0.231111111,7000,-6000,2020/8/2,27432004,64
24,2/8/2020 12:01:06.19,12:01:06,20,63.0,-43.0,-0.238888889,7000,-6000,2020/8/2,27432066,62
25,2/8/2020 12:02:19.21,12:02:19,20,51.7,-31.7,-0.17611111100000001,7000,-6000,2020/8/2,27432139,73
26,2/8/2020 12:04:18.34,12:04:18,20,46.1,-26.1,-0.145,8000,-6000,2020/8/2,27432258,119
27,2/8/2020 12:05:21.37,12:05:21,20,57.4,-37.4,-0.207777778,8000,-6000,2020/8/2,27432321,63
28,2/8/2020 12:07:19.14,12:07:19,20,56.0,-36.0,-0.2,8000,-6000,2020/8/2,27432439,118
29,2/8/2020 12:08:21.51,12:08:21,20,53.2,-33.2,-0.18444444399999999,9000,-6000,2020/8/2,27432501,62
30,2/8/2020 12:09:33.84,12:09:33,20,56.0,-36.0,-0.2,9000,-6000,2020/8/2,27432573,72
31,2/8/2020 12:11:33.22,12:11:33,20,51.7,-31.7,-0.17611111100000001,9000,-6000,2020/8/2,27432693,120
32,2/8/2020 12:12:36.2,12:12:36,20,48.9,-28.9,-0.160555556,9000,-6000,2020/8/2,27432756,63
33,2/8/2020 12:13:30.02,12:13:30,20,51.7,-31.7,-0.17611111100000001,9000,-6000,2020/8/2,27432810,54
34,2/8/2020 12:14:33.09,12:14:33,20,58.8,-38.8,-0.215555556,9000,-6000,2020/8/2,27432873,63
35,2/8/2020 12:15:36.11,12:15:36,20,48.9,-28.9,-0.160555556,9000,-6000,2020/8/2,27432936,63
36,2/8/2020 12:16:49.14,12:16:49,20,53.2,-33.2,-0.18444444399999999,9000,-6000,2020/8/2,27433009,73
37,2/8/2020 12:18:49.39,12:18:49,20,56.0,-36.0,-0.2,8000,-6000,2020/8/2,27433129,120
38,2/8/2020 12:19:16.15,12:19:16,20,51.7,-31.7,-0.17611111100000001,8000,-6000,2020/8/2,27433156,27
39,2/8/2020 12:19:52.63,12:19:52,20,63.0,-43.0,-0.238888889,8000,-6000,2020/8/2,27433192,36
40,2/8/2020 12:20:46.48,12:20:46,20,48.9,-28.9,-0.160555556,7000,-6000,2020/8/2,27433246,54
41,2/8/2020 12:21:49.1,12:21:49,20,48.9,-28.9,-0.160555556,7000,-6000,2020/8/2,27433309,63
42,2/8/2020 12:22:16.24,12:22:16,20,64.5,-44.5,-0.247222222,7000,-6000,2020/8/2,27433336,27
43,2/8/2020 12:23:19.57,12:23:19,20,64.5,-44.5,-0.247222222,7000,-6000,2020/8/2,27433399,63
44,2/8/2020 12:24:05.06,12:24:05,20,63.0,-43.0,-0.238888889,7000,-6000,2020/8/2,27433445,46
45,2/8/2020 12:26:04.35,12:26:04,20,48.9,-28.9,-0.160555556,7000,-6000,2020/8/2,27433564,119
46,2/8/2020 12:26:31.55,12:26:31,20,50.3,-30.3,-0.168333333,7000,-6500,2020/8/2,27433591,27
47,2/8/2020 12:27:06.38,12:27:06,20,64.5,-44.5,-0.247222222,7000,-6500,2020/8/2,27433626,35
48,2/8/2020 12:28:01.95,12:28:01,20,51.7,-31.7,-0.17611111100000001,7000,-6500,2020/8/2,27433681,55
49,2/8/2020 12:28:28.88,12:28:28,20,61.6,-41.6,-0.231111111,7000,-6500,2020/8/2,27433708,27
50,2/8/2020 12:30:06.57,12:30:06,20,51.7,-31.7,-0.17611111100000001,7000,-6500,2020/8/2,27433806,98
