,ACTIME,TIME,TARSTF,SGTF,dif,dif_s,TOR_P,TOR_N,DATE,ss2,time_interval
0,20/6/2020 16:26:14.23,16:26:14,20,26.25,-6.25,-0.034722222000000004,6500,-5000,2020/6/20,23732774,0
1,20/6/2020 16:27:05.39,16:27:05,20,334.05,45.95,0.255277778,6500,-5000,2020/6/20,23732825,51
2,20/6/2020 16:27:42.55,16:27:42,20,13.55,6.45,0.035833332999999995,6500,-5000,2020/6/20,23732862,37
3,20/6/2020 16:28:45.49,16:28:45,20,16.45,3.55,0.019722222,6500,-5000,2020/6/20,23732925,63
4,20/6/2020 16:29:57.45,16:29:57,20,44.65,-24.65,-0.136944444,6500,-5000,2020/6/20,23732997,72
5,20/6/2020 16:31:57.16,16:31:57,20,112.45,-92.45,-0.513611111,6500,-5000,2020/6/20,23733117,120
6,20/6/2020 16:32:24.28,16:32:24,20,294.55,85.45,0.474722222,6500,-5000,2020/6/20,23733144,27
7,20/6/2020 16:33:00.36,16:33:00,20,343.95,36.05,0.20027777800000002,6500,-5000,2020/6/20,23733180,36
8,20/6/2020 16:33:54.07,16:33:54,20,247.95,132.05,0.733611111,6500,-5000,2020/6/20,23733234,54
9,20/6/2020 16:34:57.18,16:34:57,20,359.45,20.55,0.114166667,6500,-5000,2020/6/20,23733297,63
10,20/6/2020 16:35:44.87,16:35:44,20,359.45,20.55,0.114166667,6500,-5000,2020/6/20,23733344,47
11,20/6/2020 16:36:00.09,16:36:00,20,262.05,117.95,0.655277778,6500,-5000,2020/6/20,23733360,16
12,20/6/2020 16:37:12.39,16:37:12,20,116.65,-96.65,-0.536944444,6500,-5000,2020/6/20,23733432,72
13,20/6/2020 16:39:12.29,16:39:12,20,315.75,64.25,0.35694444399999997,6500,-5000,2020/6/20,23733552,120
14,20/6/2020 16:39:39.43,16:39:39,20,312.85,67.15,0.373055556,6500,-5000,2020/6/20,23733579,27
15,20/6/2020 16:40:15.38,16:40:15,20,286.05,93.95,0.521944444,6500,-5000,2020/6/20,23733615,36
16,20/6/2020 16:41:08.44,16:41:08,20,96.85,-76.85,-0.426944444,6500,-5000,2020/6/20,23733668,53
17,20/6/2020 16:42:11.09,16:42:11,20,146.25,-126.25,-0.7013888890000001,6500,-5000,2020/6/20,23733731,63
18,20/6/2020 16:43:14.46,16:43:14,20,142.05,-122.05,-0.6780555559999999,6500,-5000,2020/6/20,23733794,63
