,ACTIME,TIME,TARSTF,SGTF,dif,dif_s,TOR_P,TOR_N,DATE,ss2,time_interval
0,01/05/2020 09:08:37,9:08:37,180,192.8,-12.8,-0.07111111099999999,4500,-3000,2020/5/1,19386517,0
1,01/05/2020 09:09:09,9:09:09,180,187.1,-7.1,-0.039444444,4500,-3000,2020/5/1,19386549,32
2,01/05/2020 09:10:25,9:10:25,180,192.8,-12.8,-0.07111111099999999,4500,-4000,2020/5/1,19386625,76
3,01/05/2020 09:12:13,9:12:13,180,221.4,-41.4,-0.23,4000,-4500,2020/5/1,19386733,108
4,01/05/2020 09:12:49,9:12:49,180,227.1,-47.1,-0.261666667,4000,-4500,2020/5/1,19386769,36
5,01/05/2020 09:13:56,9:13:56,180,221.4,-41.4,-0.23,6000,-5000,2020/5/1,19386836,67
6,01/05/2020 09:28:46,9:28:46,180,209.9,-29.9,-0.166111111,7500,-5500,2020/5/1,19387726,890
7,01/05/2020 09:34:42,9:34:42,180,232.8,-52.8,-0.29333333300000003,10500,-8000,2020/5/1,19388082,356
8,01/05/2020 09:37:45,9:37:45,180,238.5,-58.5,-0.325,10000,-9000,2020/5/1,19388265,183
9,01/05/2020 09:37:58,9:37:58,180,244.2,-64.2,-0.35666666700000005,10000,-9000,2020/5/1,19388278,13
10,01/05/2020 09:39:15,9:39:15,180,249.9,-69.9,-0.38833333299999995,10000,-9000,2020/5/1,19388355,77
11,01/05/2020 09:50:06,9:50:06,180,198.5,-18.5,-0.10277777800000001,8000,-6000,2020/5/1,19389006,651
12,01/05/2020 09:50:37,9:50:37,180,204.2,-24.2,-0.134444444,7500,-6000,2020/5/1,19389037,31
13,01/05/2020 09:51:13,9:51:13,180,238.5,-58.5,-0.325,7000,-6000,2020/5/1,19389073,36
14,01/05/2020 09:51:54,9:51:54,180,221.4,-41.4,-0.23,7000,-6000,2020/5/1,19389114,41
15,01/05/2020 09:54:16,9:54:16,180,307.1,-127.1,-0.7061111109999999,6500,-6000,2020/5/1,19389256,142
16,01/05/2020 09:54:30,9:54:30,180,312.8,-132.8,-0.737777778,6500,-6000,2020/5/1,19389270,14
17,01/05/2020 09:54:44,9:54:44,180,289.9,-109.9,-0.610555556,6500,-6000,2020/5/1,19389284,14
18,01/05/2020 09:55:11,9:55:11,180,284.2,-104.2,-0.578888889,6500,-6500,2020/5/1,19389311,27
19,01/05/2020 09:55:37,9:55:37,180,278.5,-98.5,-0.547222222,6500,-6500,2020/5/1,19389337,26
20,01/05/2020 09:57:37,9:57:37,180,272.8,-92.8,-0.515555556,6500,-6500,2020/5/1,19389457,120
21,01/05/2020 09:59:21,9:59:21,180,261.4,-81.4,-0.452222222,6500,-6500,2020/5/1,19389561,104
