,ACTIME,TIME,TARSTF,SGTF,dif,dif_s,TOR_P,TOR_N,DATE,ss2,time_interval
0,29/7/2020 08:02:08.19,8:02:08,20,224.0,156.0,0.8666666670000001,8500,-5000,2020/7/29,27072128,0
1,29/7/2020 08:02:44.19,8:02:44,20,222.6,157.4,0.8744444440000001,8000,-5000,2020/7/29,27072164,36
2,29/7/2020 08:03:38.4,8:03:38,20,177.4,-157.4,-0.8744444440000001,8000,-5000,2020/7/29,27072218,54
3,29/7/2020 08:04:42.08,8:04:42,20,177.4,-157.4,-0.8744444440000001,10000,-4000,2020/7/29,27072282,64
4,29/7/2020 08:05:45.36,8:05:45,20,286.1,93.9,0.5216666670000001,10000,-4000,2020/7/29,27072345,63
5,29/7/2020 08:06:57.06,8:06:57,20,239.5,140.5,0.7805555559999999,10000,-4000,2020/7/29,27072417,72
6,29/7/2020 08:08:57,8:08:57,20,248.0,132.0,0.7333333329999999,10000,-4000,2020/7/29,27072537,120
7,29/7/2020 08:09:24.05,8:09:24,20,249.4,130.6,0.725555556,11000,-4000,2020/7/29,27072564,27
8,29/7/2020 08:10:00.17,8:10:00,20,262.1,117.9,0.655,11000,-4000,2020/7/29,27072600,36
9,29/7/2020 08:10:54.27,8:10:54,20,259.3,120.7,0.670555556,11000,-4000,2020/7/29,27072654,54
10,29/7/2020 08:11:57.65,8:11:57,20,263.5,116.5,0.647222222,12000,-4000,2020/7/29,27072717,63
11,29/7/2020 08:13:00.17,8:13:00,20,266.3,113.7,0.6316666670000001,12000,-4000,2020/7/29,27072780,63
12,29/7/2020 08:14:12.33,8:14:12,20,259.3,120.7,0.670555556,12000,-4000,2020/7/29,27072852,72
13,29/7/2020 08:16:12.14,8:16:12,20,279.0,101.0,0.561111111,12000,-4000,2020/7/29,27072972,120
14,29/7/2020 08:16:39.39,8:16:39,20,3.7,16.3,0.090555556,12000,-4000,2020/7/29,27072999,27
15,29/7/2020 08:17:15.45,8:17:15,20,9.4,10.6,0.05888888900000001,11000,-4000,2020/7/29,27073035,36
16,29/7/2020 08:18:12.97,8:18:12,20,26.3,-6.3,-0.035,11000,-4000,2020/7/29,27073092,57
17,29/7/2020 08:19:12.4,8:19:12,20,39.0,-19.0,-0.105555556,10000,-5000,2020/7/29,27073152,60
18,29/7/2020 08:20:15.44,8:20:15,20,19.3,0.7,0.0038888890000000004,10000,-5000,2020/7/29,27073215,63
19,29/7/2020 08:21:26.09,8:21:26,20,26.3,-6.3,-0.035,10000,-5000,2020/7/29,27073286,71
20,29/7/2020 08:22:37.1,8:22:37,20,26.3,-6.3,-0.035,10000,-5000,2020/7/29,27073357,71
21,29/7/2020 08:23:26.29,8:23:26,20,32.0,-12.0,-0.066666667,10000,-5000,2020/7/29,27073406,49
22,29/7/2020 08:23:53.07,8:23:53,20,41.9,-21.9,-0.12166666699999999,10000,-5000,2020/7/29,27073433,27
23,29/7/2020 08:24:29.57,8:24:29,20,47.5,-27.5,-0.152777778,10000,-5000,2020/7/29,27073469,36
24,29/7/2020 08:25:23.15,8:25:23,20,56.0,-36.0,-0.2,10000,-5000,2020/7/29,27073523,54
25,29/7/2020 08:26:33.2,8:26:33,20,64.5,-44.5,-0.247222222,10000,-5000,2020/7/29,27073593,70
26,29/7/2020 08:27:29.04,8:27:29,20,70.1,-50.1,-0.278333333,10000,-5000,2020/7/29,27073649,56
27,29/7/2020 08:28:41.19,8:28:41,20,74.3,-54.3,-0.301666667,9000,-6000,2020/7/29,27073721,72
28,29/7/2020 08:30:42.17,8:30:42,20,85.6,-65.6,-0.364444444,8000,-6000,2020/7/29,27073842,121
29,29/7/2020 08:31:09.36,8:31:09,20,91.3,-71.3,-0.396111111,8000,-6000,2020/7/29,27073869,27
