,ACTIME,TIME,TARSTF,SGTF,dif,dif_s,TOR_P,TOR_N,DATE,ss2,time_interval
0,01/04/2020 18:14:22,18:14:22,20,4.2,15.8,0.087777778,6000,-3500,2020/4/1,16827262,0
1,01/04/2020 18:15:03,18:15:03,20,9.9,10.1,0.056111111,6000,-3500,2020/4/1,16827303,41
2,01/04/2020 18:16:50,18:16:50,20,112.8,-92.8,-0.515555556,5000,-4000,2020/4/1,16827410,107
3,01/04/2020 18:17:25,18:17:25,20,232.8,147.2,0.817777778,5000,-3000,2020/4/1,16827445,35
4,01/04/2020 18:17:36,18:17:36,20,221.4,158.6,0.881111111,6000,-3000,2020/4/1,16827456,11
5,01/04/2020 18:29:08,18:29:08,20,324.2,55.8,0.31,6500,-3000,2020/4/1,16828148,692
6,01/04/2020 18:30:53,18:30:53,20,358.5,21.5,0.119444444,6500,-3000,2020/4/1,16828253,105
7,01/04/2020 18:33:19,18:33:19,20,4.2,15.8,0.087777778,6500,-3000,2020/4/1,16828399,146
8,01/04/2020 18:33:55,18:33:55,20,27.1,-7.1,-0.039444444,5500,-3000,2020/4/1,16828435,36
9,01/04/2020 18:34:27,18:34:27,20,32.8,-12.8,-0.07111111099999999,5500,-3000,2020/4/1,16828467,32
10,01/04/2020 18:35:03,18:35:03,20,38.5,-18.5,-0.10277777800000001,5500,-3500,2020/4/1,16828503,36
11,01/04/2020 18:35:43,18:35:43,20,44.2,-24.2,-0.134444444,5000,-3500,2020/4/1,16828543,40
12,01/04/2020 18:37:32,18:37:32,20,55.6,-35.6,-0.19777777800000002,5000,-4000,2020/4/1,16828652,109
13,01/04/2020 18:38:08,18:38:08,20,67.1,-47.1,-0.261666667,5000,-5000,2020/4/1,16828688,36
14,01/04/2020 18:39:15,18:39:15,20,61.4,-41.4,-0.23,5000,-4500,2020/4/1,16828755,67
15,01/04/2020 18:42:20,18:42:20,20,55.6,-35.6,-0.19777777800000002,5000,-5000,2020/4/1,16828940,185
16,01/04/2020 18:42:33,18:42:33,20,49.9,-29.9,-0.166111111,5000,-5000,2020/4/1,16828953,13
17,01/04/2020 18:45:31,18:45:31,20,44.2,-24.2,-0.134444444,7000,-6000,2020/4/1,16829131,178
18,01/04/2020 19:25:19,19:25:19,20,9.9,10.1,0.056111111,4500,-3000,2020/4/1,16831519,2388
19,01/04/2020 19:25:55,19:25:55,20,32.8,-12.8,-0.07111111099999999,4000,-3500,2020/4/1,16831555,36
