,ACTIME,TIME,TARSTF,SGTF,dif,dif_s,TOR_P,TOR_N,DATE,ss2,time_interval
0,29/7/2020 15:43:58.36,15:43:58,20,274.8,105.2,0.584444444,7900,-4000,2020/7/29,27099838,0
1,29/7/2020 15:44:34.35,15:44:34,20,284.7,95.3,0.529444444,7900,-4000,2020/7/29,27099874,36
2,29/7/2020 15:45:28.55,15:45:28,20,335.5,44.5,0.247222222,7400,-4500,2020/7/29,27099928,54
3,29/7/2020 15:46:31.55,15:46:31,20,111.0,-91.0,-0.505555556,7400,-6000,2020/7/29,27099991,63
4,29/7/2020 15:47:34.32,15:47:34,20,212.7,167.3,0.929444444,7400,-6000,2020/7/29,27100054,63
5,29/7/2020 15:48:46.25,15:48:46,20,272.0,108.0,0.6,8400,-5000,2020/7/29,27100126,72
6,29/7/2020 15:50:46.24,15:50:46,20,342.6,37.4,0.207777778,8400,-5000,2020/7/29,27100246,120
7,29/7/2020 15:51:13.25,15:51:13,20,336.9,43.1,0.23944444399999998,8900,-4000,2020/7/29,27100273,27
8,29/7/2020 15:51:49.05,15:51:49,20,329.9,50.1,0.278333333,8900,-4000,2020/7/29,27100309,36
9,29/7/2020 15:52:43.34,15:52:43,20,359.5,20.5,0.11388888900000001,8900,-4000,2020/7/29,27100363,54
10,29/7/2020 15:53:46.22,15:53:46,20,345.4,34.6,0.192222222,9400,-4000,2020/7/29,27100426,63
11,29/7/2020 15:54:49.36,15:54:49,20,355.3,24.7,0.137222222,9400,-4000,2020/7/29,27100489,63
12,29/7/2020 15:56:01.01,15:56:01,20,348.2,31.8,0.176666667,9400,-4000,2020/7/29,27100561,72
13,29/7/2020 15:58:01.52,15:58:01,20,346.8,33.2,0.18444444399999999,9400,-4000,2020/7/29,27100681,120
14,29/7/2020 15:58:28.01,15:58:28,20,352.5,27.5,0.152777778,9400,-4000,2020/7/29,27100708,27
15,29/7/2020 15:59:03.39,15:59:03,20,356.7,23.3,0.129444444,9400,-4000,2020/7/29,27100743,35
16,29/7/2020 15:59:58.01,15:59:58,20,2.3,17.7,0.09833333300000001,9400,-4000,2020/7/29,27100798,55
17,29/7/2020 16:01:00.23,16:01:00,20,12.2,7.8,0.043333332999999995,9400,-5000,2020/7/29,27100860,62
18,29/7/2020 16:02:03.45,16:02:03,20,20.7,-0.7,-0.0038888890000000004,9400,-5000,2020/7/29,27100923,63
19,29/7/2020 16:03:16.31,16:03:16,20,16.5,3.5,0.019444443999999998,9400,-5000,2020/7/29,27100996,73
20,29/7/2020 16:05:16.37,16:05:16,20,26.3,-6.3,-0.035,9400,-5000,2020/7/29,27101116,120
21,29/7/2020 16:06:19.57,16:06:19,20,34.8,-14.8,-0.082222222,9400,-5000,2020/7/29,27101179,63
22,29/7/2020 16:07:13.28,16:07:13,20,36.2,-16.2,-0.09,9400,-5000,2020/7/29,27101233,54
23,29/7/2020 16:08:16.21,16:08:16,20,47.5,-27.5,-0.152777778,8900,-5000,2020/7/29,27101296,63
24,29/7/2020 16:09:19.28,16:09:19,20,48.9,-28.9,-0.160555556,8900,-5000,2020/7/29,27101359,63
25,29/7/2020 16:10:31.01,16:10:31,20,56.0,-36.0,-0.2,8900,-6000,2020/7/29,27101431,72
26,29/7/2020 16:12:31.39,16:12:31,20,60.2,-40.2,-0.223333333,8900,-6000,2020/7/29,27101551,120
27,29/7/2020 16:12:58.48,16:12:58,20,57.4,-37.4,-0.207777778,8900,-6000,2020/7/29,27101578,27
28,29/7/2020 16:13:34.17,16:13:34,20,60.2,-40.2,-0.223333333,8900,-6000,2020/7/29,27101614,36
29,29/7/2020 16:14:28.32,16:14:28,20,57.4,-37.4,-0.207777778,8900,-6000,2020/7/29,27101668,54
30,29/7/2020 16:15:31.48,16:15:31,20,58.8,-38.8,-0.215555556,8400,-6000,2020/7/29,27101731,63
31,29/7/2020 16:16:34.48,16:16:34,20,63.0,-43.0,-0.238888889,8400,-6000,2020/7/29,27101794,63
32,29/7/2020 16:17:46.37,16:17:46,20,56.0,-36.0,-0.2,8400,-6000,2020/7/29,27101866,72
33,29/7/2020 16:19:46.37,16:19:46,20,57.4,-37.4,-0.207777778,8400,-6000,2020/7/29,27101986,120
34,29/7/2020 16:20:13.55,16:20:13,20,58.8,-38.8,-0.215555556,8400,-6000,2020/7/29,27102013,27
35,29/7/2020 16:20:49.42,16:20:49,20,50.3,-30.3,-0.168333333,8400,-6000,2020/7/29,27102049,36
36,29/7/2020 16:21:43.13,16:21:43,20,53.2,-33.2,-0.18444444399999999,8400,-6000,2020/7/29,27102103,54
37,29/7/2020 16:22:46.38,16:22:46,20,58.8,-38.8,-0.215555556,7900,-6000,2020/7/29,27102166,63
38,29/7/2020 16:23:49.17,16:23:49,20,39.0,-19.0,-0.105555556,8400,-6000,2020/7/29,27102229,63
39,29/7/2020 16:25:01.4,16:25:01,20,40.5,-20.5,-0.11388888900000001,8400,-6000,2020/7/29,27102301,72
40,29/7/2020 16:27:02.38,16:27:02,20,47.5,-27.5,-0.152777778,7900,-6000,2020/7/29,27102422,121
41,29/7/2020 16:27:28.31,16:27:28,20,34.8,-14.8,-0.082222222,7900,-6000,2020/7/29,27102448,26
42,29/7/2020 16:28:05.58,16:28:05,20,43.3,-23.3,-0.129444444,7900,-6000,2020/7/29,27102485,37
43,29/7/2020 16:28:58.46,16:28:58,20,39.0,-19.0,-0.105555556,7900,-6000,2020/7/29,27102538,53
44,29/7/2020 16:30:01.3,16:30:01,20,34.8,-14.8,-0.082222222,7900,-6000,2020/7/29,27102601,63
45,29/7/2020 16:31:04.31,16:31:04,20,29.2,-9.2,-0.051111110999999994,8400,-6000,2020/7/29,27102664,63
46,29/7/2020 16:32:16.02,16:32:16,20,15.0,5.0,0.027777778,8900,-6000,2020/7/29,27102736,72
47,29/7/2020 16:32:43.21,16:32:43,20,23.5,-3.5,-0.019444443999999998,8900,-6000,2020/7/29,27102763,27
48,29/7/2020 16:34:43.36,16:34:43,20,12.2,7.8,0.043333332999999995,8900,-6000,2020/7/29,27102883,120
49,29/7/2020 16:35:19.26,16:35:19,20,17.9,2.1,0.011666667,8900,-6000,2020/7/29,27102919,36
50,29/7/2020 16:36:13.05,16:36:13,20,0.9,19.1,0.106111111,8900,-6000,2020/7/29,27102973,54
51,29/7/2020 16:37:16.09,16:37:16,20,3.7,16.3,0.090555556,8900,-6000,2020/7/29,27103036,63
52,29/7/2020 16:38:19.11,16:38:19,20,12.2,7.8,0.043333332999999995,8900,-6000,2020/7/29,27103099,63
53,29/7/2020 16:39:31.59,16:39:31,20,5.2,14.8,0.082222222,8900,-6000,2020/7/29,27103171,72
54,29/7/2020 16:41:31.32,16:41:31,20,9.4,10.6,0.05888888900000001,8900,-6000,2020/7/29,27103291,120
