,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss
331,319.4,19,12900,-5350,2021/1/14 19:33,2021/1/14,19:33:00,70380
332,319.4,19,12900,-5350,2021/1/14 19:34,2021/1/14,19:34:00,70440
333,316.6,19,12900,-5350,2021/1/14 19:34,2021/1/14,19:34:00,70440
334,316.6,19,13000,-5350,2021/1/14 19:35,2021/1/14,19:35:00,70500
335,315.2,19,13000,-5350,2021/1/14 19:36,2021/1/14,19:36:00,70560
336,318.0,19,13000,-5000,2021/1/14 19:38,2021/1/14,19:38:00,70680
337,318.0,19,13000,-5000,2021/1/14 19:39,2021/1/14,19:39:00,70740
338,316.6,19,13000,-5000,2021/1/14 19:39,2021/1/14,19:39:00,70740
339,318.0,19,13000,-5000,2021/1/14 19:40,2021/1/14,19:40:00,70800
340,319.4,19,13000,-5000,2021/1/14 19:41,2021/1/14,19:41:00,70860
341,322.2,19,13000,-5000,2021/1/14 19:42,2021/1/14,19:42:00,70920
342,323.6,19,13000,-5000,2021/1/14 19:43,2021/1/14,19:43:00,70980
343,322.2,19,13000,-5000,2021/1/14 19:43,2021/1/14,19:43:00,70980
344,323.6,19,13000,-5000,2021/1/14 19:44,2021/1/14,19:44:00,71040
345,326.4,19,13000,-5000,2021/1/14 19:46,2021/1/14,19:46:00,71160
346,327.8,19,13000,-5000,2021/1/14 19:47,2021/1/14,19:47:00,71220
347,329.2,19,13000,-5000,2021/1/14 19:48,2021/1/14,19:48:00,71280
348,329.2,19,13000,-5000,2021/1/14 19:49,2021/1/14,19:49:00,71340
349,332.0,19,13000,-5000,2021/1/14 19:49,2021/1/14,19:49:00,71340
350,333.4,19,13000,-5000,2021/1/14 19:50,2021/1/14,19:50:00,71400
351,333.4,19,13000,-5000,2021/1/14 19:51,2021/1/14,19:51:00,71460
352,333.4,19,13000,-5000,2021/1/14 19:52,2021/1/14,19:52:00,71520
353,337.7,19,13000,-5000,2021/1/14 19:52,2021/1/14,19:52:00,71520
354,340.5,19,13000,-5000,2021/1/14 19:54,2021/1/14,19:54:00,71640
355,344.7,19,12850,-5000,2021/1/14 19:55,2021/1/14,19:55:00,71700
356,347.5,19,10000,-5000,2021/1/14 19:56,2021/1/14,19:56:00,71760
357,347.5,19,10000,-6000,2021/1/14 19:57,2021/1/14,19:57:00,71820
358,348.9,19,10000,-6000,2021/1/14 19:57,2021/1/14,19:57:00,71820
359,354.5,19,10000,-6000,2021/1/14 19:58,2021/1/14,19:58:00,71880
360,350.3,19,8000,-6000,2021/1/14 19:59,2021/1/14,19:59:00,71940
361,348.9,19,8000,-6000,2021/1/14 20:00,2021/1/14,20:00:00,72000
362,351.7,19,8000,-6000,2021/1/14 20:01,2021/1/14,20:01:00,72060
363,341.9,19,8000,-6000,2021/1/14 20:02,2021/1/14,20:02:00,72120
364,343.3,19,8500,-6000,2021/1/14 20:03,2021/1/14,20:03:00,72180
365,339.1,19,9000,-6000,2021/1/14 20:04,2021/1/14,20:04:00,72240
366,336.2,19,9000,-6000,2021/1/14 20:05,2021/1/14,20:05:00,72300
367,333.4,19,9000,-6000,2021/1/14 20:06,2021/1/14,20:06:00,72360
368,330.6,19,9000,-6000,2021/1/14 20:07,2021/1/14,20:07:00,72420
369,329.2,19,9700,-5100,2021/1/14 20:07,2021/1/14,20:07:00,72420
370,329.2,19,10000,-5100,2021/1/14 20:08,2021/1/14,20:08:00,72480
371,325.0,19,10000,-5100,2021/1/14 20:09,2021/1/14,20:09:00,72540
372,320.8,19,10500,-5100,2021/1/14 20:11,2021/1/14,20:11:00,72660
373,318.0,19,11000,-5000,2021/1/14 20:12,2021/1/14,20:12:00,72720
374,315.2,19,12500,-5000,2021/1/14 20:12,2021/1/14,20:12:00,72720
375,315.2,19,12500,-5000,2021/1/14 20:13,2021/1/14,20:13:00,72780
376,313.8,19,13000,-5000,2021/1/14 20:14,2021/1/14,20:14:00,72840
377,309.5,19,13000,-5000,2021/1/14 20:15,2021/1/14,20:15:00,72900
378,308.1,19,13500,-5000,2021/1/14 20:15,2021/1/14,20:15:00,72900
379,305.3,19,13500,-5000,2021/1/14 20:16,2021/1/14,20:16:00,72960
380,308.1,19,13500,-5000,2021/1/14 20:17,2021/1/14,20:17:00,73020
381,318.0,19,13500,-5000,2021/1/14 20:19,2021/1/14,20:19:00,73140
382,319.4,19,13500,-5000,2021/1/14 20:20,2021/1/14,20:20:00,73200
383,327.8,19,13500,-5000,2021/1/14 20:21,2021/1/14,20:21:00,73260
384,333.4,19,13500,-5000,2021/1/14 20:21,2021/1/14,20:21:00,73260
385,336.2,19,13500,-5000,2021/1/14 20:22,2021/1/14,20:22:00,73320
386,343.3,19,13500,-5000,2021/1/14 20:23,2021/1/14,20:23:00,73380
387,351.7,19,13500,-5000,2021/1/14 20:24,2021/1/14,20:24:00,73440
388,354.5,19,13500,-5000,2021/1/14 20:24,2021/1/14,20:24:00,73440
389,4.4,19,11100,-5000,2021/1/14 20:25,2021/1/14,20:25:00,73500
390,21.3,19,11100,-5500,2021/1/14 20:27,2021/1/14,20:27:00,73620
391,24.1,19,11750,-6000,2021/1/14 20:29,2021/1/14,20:29:00,73740
392,32.5,19,11750,-6000,2021/1/14 20:30,2021/1/14,20:30:00,73800
393,33.9,19,11750,-6000,2021/1/14 20:30,2021/1/14,20:30:00,73800
394,35.3,19,11400,-6000,2021/1/14 20:31,2021/1/14,20:31:00,73860
395,36.7,19,11000,-6200,2021/1/14 20:32,2021/1/14,20:32:00,73920
396,38.1,19,10800,-6400,2021/1/14 20:33,2021/1/14,20:33:00,73980
397,36.7,19,10500,-6400,2021/1/14 20:33,2021/1/14,20:33:00,73980
398,38.1,19,10000,-6600,2021/1/14 20:35,2021/1/14,20:35:00,74100
399,38.1,19,9950,-6700,2021/1/14 20:36,2021/1/14,20:36:00,74160
400,38.1,19,9750,-6900,2021/1/14 20:37,2021/1/14,20:37:00,74220
401,36.7,19,9750,-6900,2021/1/14 20:38,2021/1/14,20:38:00,74280
402,35.3,19,9750,-6900,2021/1/14 20:38,2021/1/14,20:38:00,74280
403,36.7,19,9750,-6900,2021/1/14 20:39,2021/1/14,20:39:00,74340
404,32.5,19,9750,-6900,2021/1/14 20:40,2021/1/14,20:40:00,74400
405,32.5,19,9750,-6900,2021/1/14 20:41,2021/1/14,20:41:00,74460
406,29.7,19,9750,-6900,2021/1/14 20:42,2021/1/14,20:42:00,74520
407,22.7,19,9750,-6900,2021/1/14 20:44,2021/1/14,20:44:00,74640
408,24.1,19,9750,-6900,2021/1/14 20:44,2021/1/14,20:44:00,74640
409,18.4,19,9750,-6900,2021/1/14 20:45,2021/1/14,20:45:00,74700
410,15.6,19,9750,-6900,2021/1/14 20:46,2021/1/14,20:46:00,74760
411,15.6,19,12200,-6000,2021/1/14 20:47,2021/1/14,20:47:00,74820
412,11.4,19,12200,-6000,2021/1/14 20:48,2021/1/14,20:48:00,74880
413,1.6,19,12200,-6000,2021/1/14 20:48,2021/1/14,20:48:00,74880
414,353.1,19,12200,-6000,2021/1/14 20:49,2021/1/14,20:49:00,74940
415,347.5,19,12400,-6000,2021/1/14 20:50,2021/1/14,20:50:00,75000
416,333.4,19,13000,-6000,2021/1/14 20:52,2021/1/14,20:52:00,75120
417,334.8,19,13500,-6000,2021/1/14 20:52,2021/1/14,20:52:00,75120
418,330.6,19,14000,-5500,2021/1/14 20:53,2021/1/14,20:53:00,75180
419,336.2,19,14000,-5500,2021/1/14 20:54,2021/1/14,20:54:00,75240
420,337.7,19,14000,-5500,2021/1/14 20:55,2021/1/14,20:55:00,75300
421,339.1,19,14000,-5500,2021/1/14 20:56,2021/1/14,20:56:00,75360
422,344.7,19,14000,-5500,2021/1/14 20:56,2021/1/14,20:56:00,75360
423,346.1,19,14000,-5500,2021/1/14 20:57,2021/1/14,20:57:00,75420
424,353.1,19,14000,-5500,2021/1/14 20:58,2021/1/14,20:58:00,75480
425,7.2,19,12550,-5500,2021/1/14 21:00,2021/1/14,21:00:00,75600
426,15.6,19,11450,-5700,2021/1/14 21:01,2021/1/14,21:01:00,75660
427,28.3,19,10900,-6000,2021/1/14 21:02,2021/1/14,21:02:00,75720
428,33.9,19,10900,-7000,2021/1/14 21:02,2021/1/14,21:02:00,75720
429,40.9,19,10900,-7550,2021/1/14 21:03,2021/1/14,21:03:00,75780
430,43.8,19,10900,-8050,2021/1/14 21:04,2021/1/14,21:04:00,75840
431,258.2,160,6450,-5800,2021/1/18 9:23,2021/1/18,9:23:00,33780
432,256.8,170,7450,-5300,2021/1/18 9:25,2021/1/18,9:25:00,33900
433,252.6,170,6950,-5800,2021/1/18 9:26,2021/1/18,9:26:00,33960
434,251.2,170,6450,-6300,2021/1/18 9:27,2021/1/18,9:27:00,34020
435,249.8,170,6450,-6300,2021/1/18 9:28,2021/1/18,9:28:00,34080
436,248.4,170,6450,-6300,2021/1/18 9:28,2021/1/18,9:28:00,34080
437,244.1,170,6450,-6300,2021/1/18 9:29,2021/1/18,9:29:00,34140
438,237.1,170,6450,-6300,2021/1/18 9:31,2021/1/18,9:31:00,34260
439,235.7,170,6450,-6300,2021/1/18 9:32,2021/1/18,9:32:00,34320
440,230.1,170,6450,-6300,2021/1/18 9:33,2021/1/18,9:33:00,34380
441,230.1,170,6450,-6300,2021/1/18 9:34,2021/1/18,9:34:00,34440
442,228.7,170,6450,-6300,2021/1/18 9:35,2021/1/18,9:35:00,34500
443,224.5,170,6450,-6300,2021/1/18 9:35,2021/1/18,9:35:00,34500
444,214.6,170,6450,-6300,2021/1/18 9:38,2021/1/18,9:38:00,34680
445,211.8,170,6950,-5800,2021/1/18 9:39,2021/1/18,9:39:00,34740
446,209.0,170,7450,-5300,2021/1/18 9:40,2021/1/18,9:40:00,34800
447,209.0,170,7450,-5300,2021/1/18 9:40,2021/1/18,9:40:00,34800
448,207.6,170,7450,-5300,2021/1/18 9:41,2021/1/18,9:41:00,34860
449,203.4,170,6950,-5800,2021/1/18 9:42,2021/1/18,9:42:00,34920
450,196.3,170,6950,-5800,2021/1/18 9:44,2021/1/18,9:44:00,35040
451,196.3,170,7800,-5600,2021/1/18 9:45,2021/1/18,9:45:00,35100
452,0.0,170,8000,-5400,2021/1/18 9:46,2021/1/18,9:46:00,35160
453,194.9,170,8000,-5400,2021/1/18 9:47,2021/1/18,9:47:00,35220
454,190.7,170,7800,-5600,2021/1/18 9:52,2021/1/18,9:52:00,35520
455,179.5,170,7800,-5600,2021/1/18 9:54,2021/1/18,9:54:00,35640
456,180.9,170,7800,-5600,2021/1/18 9:54,2021/1/18,9:54:00,35640
457,189.3,170,7800,-5600,2021/1/18 9:54,2021/1/18,9:54:00,35640
458,178.0,170,8000,-5400,2021/1/18 9:55,2021/1/18,9:55:00,35700
459,171.0,170,8000,-5400,2021/1/18 9:59,2021/1/18,9:59:00,35940
460,169.6,170,8000,-5400,2021/1/18 9:59,2021/1/18,9:59:00,35940
461,168.2,170,8000,-5400,2021/1/18 10:02,2021/1/18,10:02:00,36120
462,168.2,170,8000,-5400,2021/1/18 10:06,2021/1/18,10:06:00,36360
463,166.8,170,8000,-5400,2021/1/18 10:06,2021/1/18,10:06:00,36360
464,164.0,170,8000,-5400,2021/1/18 10:06,2021/1/18,10:06:00,36360
465,164.0,170,8000,-5400,2021/1/18 10:06,2021/1/18,10:06:00,36360
466,165.4,170,8000,-5400,2021/1/18 10:06,2021/1/18,10:06:00,36360
467,164.0,170,8000,-5400,2021/1/18 10:06,2021/1/18,10:06:00,36360
468,165.4,170,8000,-5400,2021/1/18 10:07,2021/1/18,10:07:00,36420
469,164.0,170,8000,-5400,2021/1/18 10:08,2021/1/18,10:08:00,36480
470,162.6,170,8000,-5400,2021/1/18 10:21,2021/1/18,10:21:00,37260
471,165.4,170,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
472,166.8,170,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
473,162.6,170,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
474,166.8,170,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
475,166.8,170,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
476,162.6,170,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
477,165.4,170,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
478,161.2,170,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
479,162.6,170,8000,-5400,2021/1/18 10:22,2021/1/18,10:22:00,37320
480,157.0,170,8800,-5400,2021/1/18 10:50,2021/1/18,10:50:00,39000
481,155.5,170,9000,-5200,2021/1/18 10:50,2021/1/18,10:50:00,39000
482,157.0,170,9200,-5200,2021/1/18 10:51,2021/1/18,10:51:00,39060
483,155.5,170,9400,-5200,2021/1/18 10:52,2021/1/18,10:52:00,39120
484,154.1,170,9800,-5200,2021/1/18 10:54,2021/1/18,10:54:00,39240
485,154.1,170,10000,-5200,2021/1/18 10:55,2021/1/18,10:55:00,39300
486,157.0,170,10450,-5200,2021/1/18 10:56,2021/1/18,10:56:00,39360
487,155.5,170,10650,-5200,2021/1/18 10:57,2021/1/18,10:57:00,39420
488,157.0,170,11100,-5200,2021/1/18 10:57,2021/1/18,10:57:00,39420
489,155.5,170,11300,-5200,2021/1/18 10:58,2021/1/18,10:58:00,39480
