,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss
96,0.2,0,10000.0,-4300.0,2021/1/9 8:27,2021/1/9,8:27:00,30420
97,5.8,0,10000.0,-4300.0,2021/1/9 8:28,2021/1/9,8:28:00,30480
98,8.6,0,10000.0,-4300.0,2021/1/9 8:29,2021/1/9,8:29:00,30540
99,1.6,0,10000.0,-4300.0,2021/1/9 8:30,2021/1/9,8:30:00,30600
100,4.4,0,10000.0,-4300.0,2021/1/9 8:31,2021/1/9,8:31:00,30660
101,7.2,0,10000.0,-4300.0,2021/1/9 8:32,2021/1/9,8:32:00,30720
102,14.2,0,10000.0,-4300.0,2021/1/9 8:33,2021/1/9,8:33:00,30780
103,15.6,0,10000.0,-4300.0,2021/1/9 8:34,2021/1/9,8:34:00,30840
104,21.3,0,10000.0,-4300.0,2021/1/9 8:35,2021/1/9,8:35:00,30900
105,24.1,0,10000.0,-4300.0,2021/1/9 8:36,2021/1/9,8:36:00,30960
106,21.3,0,10000.0,-4300.0,2021/1/9 8:36,2021/1/9,8:36:00,30960
107,24.1,0,10000.0,-4300.0,2021/1/9 8:37,2021/1/9,8:37:00,31020
108,21.3,0,10000.0,-4300.0,2021/1/9 8:38,2021/1/9,8:38:00,31080
109,19.8,0,10000.0,-4300.0,2021/1/9 8:39,2021/1/9,8:39:00,31140
110,18.4,0,10000.0,-4300.0,2021/1/9 8:41,2021/1/9,8:41:00,31260
111,24.1,0,10000.0,-4300.0,2021/1/9 8:43,2021/1/9,8:43:00,31380
112,28.3,0,10000.0,-4300.0,2021/1/9 8:44,2021/1/9,8:44:00,31440
113,29.7,0,10000.0,-4300.0,2021/1/9 8:45,2021/1/9,8:45:00,31500
114,31.1,0,10000.0,-4300.0,2021/1/9 8:45,2021/1/9,8:45:00,31500
115,31.1,0,10000.0,-4700.0,2021/1/9 8:46,2021/1/9,8:46:00,31560
116,25.5,0,10000.0,-5000.0,2021/1/9 8:47,2021/1/9,8:47:00,31620
117,12.8,0,10000.0,-5000.0,2021/1/9 8:49,2021/1/9,8:49:00,31740
118,355.9,0,10000.0,-5000.0,2021/1/9 8:50,2021/1/9,8:50:00,31800
119,0.2,0,10000.0,-4550.0,2021/1/9 8:50,2021/1/9,8:50:00,31800
120,353.1,0,10000.0,-4550.0,2021/1/9 8:51,2021/1/9,8:51:00,31860
121,354.5,0,10000.0,-4550.0,2021/1/9 8:52,2021/1/9,8:52:00,31920
122,353.1,0,10000.0,-4550.0,2021/1/9 8:53,2021/1/9,8:53:00,31980
123,355.9,0,10000.0,-4550.0,2021/1/9 8:54,2021/1/9,8:54:00,32040
124,357.3,0,10000.0,-4550.0,2021/1/9 8:54,2021/1/9,8:54:00,32040
125,347.5,0,10000.0,-4550.0,2021/1/9 8:55,2021/1/9,8:55:00,32100
126,340.5,0,10000.0,-4550.0,2021/1/9 8:57,2021/1/9,8:57:00,32220
127,339.1,0,10200.0,-4550.0,2021/1/9 8:58,2021/1/9,8:58:00,32280
128,339.1,0,10400.0,-4550.0,2021/1/9 8:59,2021/1/9,8:59:00,32340
129,339.1,0,10600.0,-4550.0,2021/1/9 8:59,2021/1/9,8:59:00,32340
130,340.5,0,10800.0,-4550.0,2021/1/9 9:00,2021/1/9,9:00:00,32400
131,341.9,0,11000.0,-4550.0,2021/1/9 9:01,2021/1/9,9:01:00,32460
132,334.8,0,11000.0,-4550.0,2021/1/9 9:02,2021/1/9,9:02:00,32520
133,348.9,0,11200.0,-4550.0,2021/1/9 9:02,2021/1/9,9:02:00,32520
134,350.3,0,11000.0,-4750.0,2021/1/9 9:03,2021/1/9,9:03:00,32580
135,3.0,0,10000.0,-4550.0,2021/1/9 9:05,2021/1/9,9:05:00,32700
136,8.6,350,10000.0,-4550.0,2021/1/9 9:06,2021/1/9,9:06:00,32760
137,7.2,350,9800.0,-4750.0,2021/1/9 9:07,2021/1/9,9:07:00,32820
138,10.0,350,9600.0,-4950.0,2021/1/9 9:08,2021/1/9,9:08:00,32880
139,5.8,350,9400.0,-5150.0,2021/1/9 9:08,2021/1/9,9:08:00,32880
140,4.4,350,9400.0,-5150.0,2021/1/9 9:09,2021/1/9,9:09:00,32940
141,4.4,350,9400.0,-5150.0,2021/1/9 9:10,2021/1/9,9:10:00,33000
142,0.2,350,9400.0,-5150.0,2021/1/9 9:11,2021/1/9,9:11:00,33060
143,0.2,350,9400.0,-5150.0,2021/1/9 9:12,2021/1/9,9:12:00,33120
144,339.1,350,9400.0,-5150.0,2021/1/9 9:13,2021/1/9,9:13:00,33180
145,341.9,350,9600.0,-5150.0,2021/1/9 9:14,2021/1/9,9:14:00,33240
146,339.1,350,10000.0,-4550.0,2021/1/9 9:15,2021/1/9,9:15:00,33300
147,333.4,350,10200.0,-4550.0,2021/1/9 9:16,2021/1/9,9:16:00,33360
148,333.4,350,10200.0,-4550.0,2021/1/9 9:17,2021/1/9,9:17:00,33420
149,346.1,350,10200.0,-4550.0,2021/1/9 9:17,2021/1/9,9:17:00,33420
150,348.9,350,10000.0,-4550.0,2021/1/9 9:18,2021/1/9,9:18:00,33480
151,0.2,350,10000.0,-4550.0,2021/1/9 9:19,2021/1/9,9:19:00,33540
152,357.3,350,9800.0,-4750.0,2021/1/9 9:20,2021/1/9,9:20:00,33600
153,354.5,350,9800.0,-4750.0,2021/1/9 9:22,2021/1/9,9:22:00,33720
154,358.8,350,10000.0,-4550.0,2021/1/9 9:22,2021/1/9,9:22:00,33720
155,353.1,350,10000.0,-4550.0,2021/1/9 9:23,2021/1/9,9:23:00,33780
156,353.1,350,10000.0,-4550.0,2021/1/9 9:24,2021/1/9,9:24:00,33840
157,351.7,350,10000.0,-4550.0,2021/1/9 9:25,2021/1/9,9:25:00,33900
158,358.8,350,10000.0,-4550.0,2021/1/9 9:26,2021/1/9,9:26:00,33960
159,353.1,350,10000.0,-4550.0,2021/1/9 9:26,2021/1/9,9:26:00,33960
160,1.6,350,10000.0,-4550.0,2021/1/9 9:27,2021/1/9,9:27:00,34020
161,0.2,350,9800.0,-4750.0,2021/1/9 9:28,2021/1/9,9:28:00,34080
162,5.8,350,9600.0,-4950.0,2021/1/9 9:30,2021/1/9,9:30:00,34200
163,355.9,350,9400.0,-5150.0,2021/1/9 9:31,2021/1/9,9:31:00,34260
164,0.2,350,10000.0,-4550.0,2021/1/9 9:31,2021/1/9,9:31:00,34260
165,1.6,350,10000.0,-4550.0,2021/1/9 9:32,2021/1/9,9:32:00,34320
166,0.2,350,9800.0,-4750.0,2021/1/9 9:33,2021/1/9,9:33:00,34380
167,3.0,350,9800.0,-4750.0,2021/1/9 9:34,2021/1/9,9:34:00,34440
168,1.6,350,9600.0,-4950.0,2021/1/9 9:35,2021/1/9,9:35:00,34500
169,7.2,350,9400.0,-5150.0,2021/1/9 9:35,2021/1/9,9:35:00,34500
170,354.5,350,9200.0,-5150.0,2021/1/9 9:36,2021/1/9,9:36:00,34560
171,346.1,350,9200.0,-5150.0,2021/1/9 9:38,2021/1/9,9:38:00,34680
172,348.9,350,10000.0,-4550.0,2021/1/9 9:39,2021/1/9,9:39:00,34740
173,344.7,350,10000.0,-4550.0,2021/1/9 9:40,2021/1/9,9:40:00,34800
174,355.0,350,10000.0,-4550.0,2021/1/9 9:40,2021/1/9,9:40:00,34800
175,358.8,350,10000.0,-4550.0,2021/1/9 9:41,2021/1/9,9:41:00,34860
176,354.5,350,10000.0,-4550.0,2021/1/9 9:42,2021/1/9,9:42:00,34920
177,357.3,350,10000.0,-4550.0,2021/1/9 9:43,2021/1/9,9:43:00,34980
178,7.2,350,10000.0,-4550.0,2021/1/9 9:44,2021/1/9,9:44:00,35040
179,11.4,350,9800.0,-4750.0,2021/1/9 9:44,2021/1/9,9:44:00,35040
180,8.6,350,9600.0,-4950.0,2021/1/9 9:46,2021/1/9,9:46:00,35160
181,5.8,350,9400.0,-5150.0,2021/1/9 9:47,2021/1/9,9:47:00,35220
182,14.2,350,9200.0,-5350.0,2021/1/9 9:48,2021/1/9,9:48:00,35280
183,5.8,350,9000.0,-5550.0,2021/1/9 9:49,2021/1/9,9:49:00,35340
184,358.8,350,8800.0,-5750.0,2021/1/9 9:49,2021/1/9,9:49:00,35340
185,1.6,350,10000.0,-4550.0,2021/1/9 9:50,2021/1/9,9:50:00,35400
186,355.9,350,10200.0,-4350.0,2021/1/9 9:51,2021/1/9,9:51:00,35460
187,354.5,350,10000.0,-4550.0,2021/1/9 9:52,2021/1/9,9:52:00,35520
188,346.1,350,10000.0,-4550.0,2021/1/9 9:53,2021/1/9,9:53:00,35580
189,355.9,350,10000.0,-4550.0,2021/1/9 9:54,2021/1/9,9:54:00,35640
190,350.3,350,10000.0,-4550.0,2021/1/9 9:55,2021/1/9,9:55:00,35700
191,0.2,350,10000.0,-4550.0,2021/1/9 9:56,2021/1/9,9:56:00,35760
192,358.8,350,9800.0,-4750.0,2021/1/9 9:57,2021/1/9,9:57:00,35820
193,355.9,350,9800.0,-4750.0,2021/1/9 9:58,2021/1/9,9:58:00,35880
194,4.4,350,9800.0,-4750.0,2021/1/9 9:58,2021/1/9,9:58:00,35880
195,358.8,350,9600.0,-4950.0,2021/1/9 9:59,2021/1/9,9:59:00,35940
196,354.5,350,10000.0,-4550.0,2021/1/9 10:00,2021/1/9,10:00:00,36000
197,344.7,350,10000.0,-4550.0,2021/1/9 10:01,2021/1/9,10:01:00,36060
198,350.3,350,10000.0,-4550.0,2021/1/9 10:03,2021/1/9,10:03:00,36180
199,343.3,350,10000.0,-4550.0,2021/1/9 10:03,2021/1/9,10:03:00,36180
200,346.1,350,10000.0,-4550.0,2021/1/9 10:04,2021/1/9,10:04:00,36240
201,329.2,350,10000.0,-4550.0,2021/1/9 10:05,2021/1/9,10:05:00,36300
202,330.6,350,10200.0,-4550.0,2021/1/9 10:06,2021/1/9,10:06:00,36360
203,333.4,350,10200.0,-4550.0,2021/1/9 10:07,2021/1/9,10:07:00,36420
204,343.3,350,10000.0,-4750.0,2021/1/9 10:07,2021/1/9,10:07:00,36420
205,346.1,350,10000.0,-4550.0,2021/1/9 10:08,2021/1/9,10:08:00,36480
206,333.4,350,10000.0,-4550.0,2021/1/9 10:09,2021/1/9,10:09:00,36540
207,337.7,350,10200.0,-4550.0,2021/1/9 10:11,2021/1/9,10:11:00,36660
208,341.9,350,10400.0,-4550.0,2021/1/9 10:12,2021/1/9,10:12:00,36720
209,351.7,350,10400.0,-4550.0,2021/1/9 10:12,2021/1/9,10:12:00,36720
210,346.1,350,10000.0,-4550.0,2021/1/9 10:13,2021/1/9,10:13:00,36780
211,343.3,350,10000.0,-4550.0,2021/1/9 10:14,2021/1/9,10:14:00,36840
212,354.5,350,10200.0,-4550.0,2021/1/9 10:15,2021/1/9,10:15:00,36900
213,346.1,350,10000.0,-4550.0,2021/1/9 10:16,2021/1/9,10:16:00,36960
214,353.1,350,10000.0,-4550.0,2021/1/9 10:16,2021/1/9,10:16:00,36960
215,344.7,350,10000.0,-4550.0,2021/1/9 10:17,2021/1/9,10:17:00,37020
216,343.3,350,9800.0,-4750.0,2021/1/9 10:19,2021/1/9,10:19:00,37140
217,340.5,350,10000.0,-4750.0,2021/1/9 10:20,2021/1/9,10:20:00,37200
218,333.4,350,9800.0,-4950.0,2021/1/9 10:21,2021/1/9,10:21:00,37260
219,337.7,350,10000.0,-4950.0,2021/1/9 10:21,2021/1/9,10:21:00,37260
220,337.7,350,9800.0,-5150.0,2021/1/9 10:22,2021/1/9,10:22:00,37320
221,329.2,350,9800.0,-5150.0,2021/1/9 10:23,2021/1/9,10:23:00,37380
222,333.4,350,9800.0,-5150.0,2021/1/9 10:24,2021/1/9,10:24:00,37440
223,329.2,350,9800.0,-5150.0,2021/1/9 10:25,2021/1/9,10:25:00,37500
224,327.8,350,9600.0,-5350.0,2021/1/9 10:25,2021/1/9,10:25:00,37500
225,333.4,350,9600.0,-5350.0,2021/1/9 10:27,2021/1/9,10:27:00,37620
226,327.8,350,9600.0,-5350.0,2021/1/9 10:28,2021/1/9,10:28:00,37680
227,322.2,350,10000.0,-5350.0,2021/1/9 10:29,2021/1/9,10:29:00,37740
228,320.8,350,10500.0,-4900.0,2021/1/9 10:30,2021/1/9,10:30:00,37800
229,318.0,350,10500.0,-4900.0,2021/1/9 10:30,2021/1/9,10:30:00,37800
230,332.0,350,10500.0,-4900.0,2021/1/9 10:31,2021/1/9,10:31:00,37860
231,340.5,350,10500.0,-4900.0,2021/1/9 10:32,2021/1/9,10:32:00,37920
232,341.9,350,10300.0,-5100.0,2021/1/9 10:33,2021/1/9,10:33:00,37980
233,274.4,350,10100.0,-5300.0,2021/1/9 10:40,2021/1/9,10:40:00,38400
234,74.7,350,10100.0,-5300.0,2021/1/9 10:41,2021/1/9,10:41:00,38460
235,142.2,350,10100.0,-5300.0,2021/1/9 10:42,2021/1/9,10:42:00,38520
236,104.2,350,10100.0,-5300.0,2021/1/9 10:43,2021/1/9,10:43:00,38580
237,154.8,350,7000.0,-4500.0,2021/1/9 10:46,2021/1/9,10:46:00,38760
238,152.0,350,7000.0,-5000.0,2021/1/9 10:47,2021/1/9,10:47:00,38820
239,119.7,350,7000.0,-5000.0,2021/1/9 10:49,2021/1/9,10:49:00,38940
240,111.3,350,7000.0,-5000.0,2021/1/9 10:49,2021/1/9,10:49:00,38940
241,97.2,350,7000.0,-5000.0,2021/1/9 10:50,2021/1/9,10:50:00,39000
242,85.9,350,7000.0,-5000.0,2021/1/9 10:51,2021/1/9,10:51:00,39060
243,76.1,350,7000.0,-5000.0,2021/1/9 10:52,2021/1/9,10:52:00,39120
244,62.0,350,7500.0,-4500.0,2021/1/9 10:52,2021/1/9,10:52:00,39120
245,57.8,350,7500.0,-4500.0,2021/1/9 10:53,2021/1/9,10:53:00,39180
246,43.8,350,7500.0,-5000.0,2021/1/9 10:54,2021/1/9,10:54:00,39240
247,31.1,350,8000.0,-5000.0,2021/1/9 10:55,2021/1/9,10:55:00,39300
248,1.6,350,10000.0,-5000.0,2021/1/9 10:57,2021/1/9,10:57:00,39420
249,0.2,350,11000.0,-4000.0,2021/1/9 11:01,2021/1/9,11:01:00,39660
250,12.8,350,11000.0,-4000.0,2021/1/9 11:01,2021/1/9,11:01:00,39660
251,5.8,350,11000.0,-4000.0,2021/1/9 11:02,2021/1/9,11:02:00,39720
252,38.1,350,11000.0,-4000.0,2021/1/9 11:03,2021/1/9,11:03:00,39780
253,52.2,350,11000.0,-4500.0,2021/1/9 11:05,2021/1/9,11:05:00,39900
254,56.4,350,10000.0,-5300.0,2021/1/9 11:06,2021/1/9,11:06:00,39960
255,46.6,350,9500.0,-5800.0,2021/1/9 11:07,2021/1/9,11:07:00,40020
256,10.0,350,9500.0,-5800.0,2021/1/9 11:07,2021/1/9,11:07:00,40020
257,355.9,350,9500.0,-5000.0,2021/1/9 11:08,2021/1/9,11:08:00,40080
258,330.6,350,9500.0,-5000.0,2021/1/9 11:09,2021/1/9,11:09:00,40140
259,326.4,350,9700.0,-5000.0,2021/1/9 11:10,2021/1/9,11:10:00,40200
260,315.2,350,10300.0,-5000.0,2021/1/9 11:10,2021/1/9,11:10:00,40200
261,310.9,350,10800.0,-5000.0,2021/1/9 11:11,2021/1/9,11:11:00,40260
262,320.8,350,11200.0,-4500.0,2021/1/9 11:13,2021/1/9,11:13:00,40380
263,315.2,350,11200.0,-4500.0,2021/1/9 11:14,2021/1/9,11:14:00,40440
264,334.8,350,12000.0,-4500.0,2021/1/9 11:15,2021/1/9,11:15:00,40500
265,1.6,350,11800.0,-4700.0,2021/1/9 11:16,2021/1/9,11:16:00,40560
266,10.0,350,11400.0,-4700.0,2021/1/9 11:16,2021/1/9,11:16:00,40560
267,57.8,350,11200.0,-4900.0,2021/1/9 11:17,2021/1/9,11:17:00,40620
268,42.3,350,10700.0,-5400.0,2021/1/9 11:18,2021/1/9,11:18:00,40680
269,63.4,350,10700.0,-5400.0,2021/1/9 11:19,2021/1/9,11:19:00,40740
270,38.1,350,10200.0,-5900.0,2021/1/9 11:19,2021/1/9,11:19:00,40740
271,347.5,350,10700.0,-5400.0,2021/1/9 11:21,2021/1/9,11:21:00,40860
272,343.3,350,11000.0,-4500.0,2021/1/9 11:22,2021/1/9,11:22:00,40920
273,333.4,350,11000.0,-4500.0,2021/1/9 11:23,2021/1/9,11:23:00,40980
274,332.0,350,11200.0,-4500.0,2021/1/9 11:24,2021/1/9,11:24:00,41040
275,334.8,350,11400.0,-4500.0,2021/1/9 11:24,2021/1/9,11:24:00,41040
276,336.2,350,11400.0,-4500.0,2021/1/9 11:25,2021/1/9,11:25:00,41100
277,350.3,350,11400.0,-4500.0,2021/1/9 11:26,2021/1/9,11:26:00,41160
278,348.9,350,11400.0,-4500.0,2021/1/9 11:27,2021/1/9,11:27:00,41220
279,354.5,350,11500.0,-4500.0,2021/1/9 11:28,2021/1/9,11:28:00,41280
280,0.2,350,11500.0,-4500.0,2021/1/9 11:30,2021/1/9,11:30:00,41400
281,19.8,350,11200.0,-4700.0,2021/1/9 11:30,2021/1/9,11:30:00,41400
282,17.0,350,11000.0,-5000.0,2021/1/9 11:31,2021/1/9,11:31:00,41460
283,12.8,350,11000.0,-5000.0,2021/1/9 11:32,2021/1/9,11:32:00,41520
284,341.9,350,11000.0,-5000.0,2021/1/9 11:33,2021/1/9,11:33:00,41580
285,358.8,350,11500.0,-4800.0,2021/1/9 11:34,2021/1/9,11:34:00,41640
286,339.1,350,11500.0,-4800.0,2021/1/9 11:34,2021/1/9,11:34:00,41640
287,346.1,350,11000.0,-4800.0,2021/1/9 11:35,2021/1/9,11:35:00,41700
288,341.9,350,11000.0,-4800.0,2021/1/9 11:36,2021/1/9,11:36:00,41760
289,348.9,350,11000.0,-4800.0,2021/1/9 11:38,2021/1/9,11:38:00,41880
290,340.5,350,11000.0,-4800.0,2021/1/9 11:39,2021/1/9,11:39:00,41940
291,337.7,350,11000.0,-4800.0,2021/1/9 11:39,2021/1/9,11:39:00,41940
292,346.1,350,11200.0,-4700.0,2021/1/9 11:40,2021/1/9,11:40:00,42000
293,339.1,350,11200.0,-4700.0,2021/1/9 11:41,2021/1/9,11:41:00,42060
294,339.1,350,11200.0,-4700.0,2021/1/9 11:42,2021/1/9,11:42:00,42120
295,344.7,350,11200.0,-4700.0,2021/1/9 11:43,2021/1/9,11:43:00,42180
296,346.1,350,11200.0,-4700.0,2021/1/9 11:43,2021/1/9,11:43:00,42180
297,354.5,350,11200.0,-4700.0,2021/1/9 11:44,2021/1/9,11:44:00,42240
298,346.1,350,10300.0,-4500.0,2021/1/9 11:46,2021/1/9,11:46:00,42360
299,351.7,350,10300.0,-4500.0,2021/1/9 11:47,2021/1/9,11:47:00,42420
300,354.5,350,10300.0,-4500.0,2021/1/9 11:48,2021/1/9,11:48:00,42480
301,351.7,350,10300.0,-4500.0,2021/1/9 11:48,2021/1/9,11:48:00,42480
302,348.9,350,10300.0,-4500.0,2021/1/9 11:49,2021/1/9,11:49:00,42540
