,0
0,-24.84294421194567
1,-24.836965275516388
2,-24.85530036624475
3,-24.847971912846997
4,-24.858642694556835
5,-24.862403153885673
6,-24.874367836088393
7,-24.869097182828614
8,-24.87153541940872
9,-24.861337774439043
10,-24.87083766051453
11,-24.8706326224268
12,-24.8784954194738
13,-24.873722486020984
14,-24.88786106499993
15,-24.90281984077265
16,-24.907627200654463
17,-24.907357029039296
18,-24.908781572867557
19,-24.9202188821731
20,-24.91979289869166
21,-24.91364457550032
22,-24.91302547986162
23,-24.90458456693328
24,-24.90482662098928
25,-24.895947190831958
26,-24.902775866673686
27,-24.901663674433074
28,-24.899395067588827
29,-24.905242643075912
30,-24.892737874364407
31,-24.918144824197284
32,-24.932137668523836
33,-24.936018119050047
34,-24.941947115093193
35,-24.9564440757721
36,-24.967690341627332
37,-24.970463204637078
38,-24.96853307791109
39,-24.981227886931073
40,-24.978276195690515
41,-24.97944544220582
42,-24.981552469527387
43,-24.989161129419298
44,-24.97260537428049
45,-24.970211207524287
46,-24.990634404092493
47,-24.988907670624467
48,-24.992475282310476
49,-25.005198482779342
50,-25.00128510436167
51,-24.989240259252327
52,-24.955303505647393
53,-24.92576402432455
54,-24.906167901953914
55,-24.859526665969867
56,-24.771261238815192
57,-24.715453617652127
58,-24.606126311589207
59,-24.513165807056268
60,-24.39182723086782
61,-24.278118324263207
62,-24.124014934097946
63,-23.980536515886477
64,-23.811702297823
65,-23.637925506174945
66,-23.438297945931893
67,-23.245430196648467
68,-23.066433324292905
69,-22.87366201972177
70,-22.66494110723134
71,-22.45986660964287
72,-22.253389934016056
73,-22.0406630084999
74,-21.82863030265302
75,-21.612846525232705
76,-21.398960357657813
77,-21.191113805390508
78,-20.982420631202086
79,-20.78269158062702
80,-20.582084477806948
81,-20.378316569130174
82,-20.17674094333146
83,-19.992692994146623
84,-19.797449477757613
85,-19.601356160339815
86,-19.420044012607136
87,-19.235383376235944
88,-19.048599115563114
89,-18.86602845528876
90,-18.67955524798717
91,-18.50755114768822
92,-18.331615298043904
93,-18.15138362305869
94,-17.972651313816034
95,-17.797185647841612
96,-17.622565172684844
97,-17.455590589838234
98,-17.285628439315257
99,-17.117510722936768
100,-16.96071352232701
101,-16.797266682461547
102,-16.631274165877777
103,-16.486465738805283
104,-16.332758521307973
105,-16.183845979914082
106,-16.02729600122812
107,-15.884695459494118
108,-15.728758370692079
109,-15.574036126622824
110,-15.422183361359416
111,-15.269839657302725
112,-15.124714201612656
113,-14.98307293829731
114,-14.845469896697885
115,-14.707899093349468
116,-14.562111583461782
117,-14.423277426425365
118,-14.292865331288949
119,-14.155611817155824
120,-14.029509780619227
121,-13.891988704271046
122,-13.756337513638279
123,-13.621008208235638
124,-13.493476376571419
125,-13.363319474660015
126,-13.230806950041886
127,-13.10283360594626
