,state0,state1,state2,action_p,action_n,reward,state_0,state_1,state_2,a_loss
0,0.32563441054737896,-0.1614641832475412,-0.5270878585067251,-1.0,-0.9941703677177429,-0.1054504333766317,0.030244922265410423,-1.0,-0.9941703677177429,0.005668584257364273
1,0.030244922265410423,-1.0,-0.9941703677177429,-1.0,-0.09939099103212357,-0.0013067787436622069,0.03419790416955948,-1.0,-0.09939099103212357,0.0048079765401780605
2,0.03419790416955948,-1.0,-0.09939099103212357,-0.9999978542327881,-0.32676252722740173,-0.0015969547110537287,0.015314223244786263,-0.9999978542327881,-0.32676252722740173,0.005096531473100185
3,0.015314223244786263,-0.9999978542327881,-0.32676252722740173,-0.9999969005584717,-0.2552010118961334,-0.0006575158681936064,0.009250586852431297,-0.9999969005584717,-0.2552010118961334,0.012498592026531696
4,0.009250586852431297,-0.9999969005584717,-0.2552010118961334,-0.9999987483024597,-0.2611185312271118,-0.0005117296717818787,0.003954892046749592,-0.9999987483024597,-0.2611185312271118,0.005801268387585878
5,0.003954892046749592,-0.9999987483024597,-0.2611185312271118,-0.999998927116394,-0.2548272907733917,-0.0004414111380568379,0.0004718312993645668,-0.999998927116394,-0.2548272907733917,0.011677861213684082
6,0.0004718312993645668,-0.999998927116394,-0.2548272907733917,-0.9999986290931702,-0.25230804085731506,-0.0004256823641137629,-0.0019989563152194023,-0.9999986290931702,-0.25230804085731506,0.006115062162280083
7,-0.0019989563152194023,-0.9999986290931702,-0.25230804085731506,-0.9999983310699463,-0.25041070580482483,-0.0004290245960228878,-0.0037489517126232386,-0.9999983310699463,-0.25041070580482483,0.006327243521809578
8,-0.0037489517126232386,-0.9999983310699463,-0.25041070580482483,-0.9999980330467224,-0.2491738647222519,-0.0004387048450205033,-0.0050024837255477905,-0.9999980330467224,-0.2491738647222519,0.004948710091412067
9,-0.0050024837255477905,-0.9999980330467224,-0.2491738647222519,-0.9999979734420776,-0.2474628984928131,-0.00044919206368726456,-0.005825737491250038,-0.9999979734420776,-0.2474628984928131,0.04067910835146904
10,-0.005825737491250038,-0.9999979734420776,-0.2474628984928131,-0.999997615814209,-0.24486573040485382,-0.00045747844788441796,-0.006232543848454952,-0.999997615814209,-0.24486573040485382,0.022372081875801086
11,-0.006232543848454952,-0.999997615814209,-0.24486573040485382,-0.9999973177909851,-0.2402503490447998,-0.0004614240326200847,-0.006132364738732576,-0.9999973177909851,-0.2402503490447998,0.008679544553160667
12,-0.006132364738732576,-0.9999973177909851,-0.2402503490447998,-0.9999971389770508,-0.23470470309257507,-0.0004591477631853198,-0.005556359887123108,-0.9999971389770508,-0.23470470309257507,0.005609654355794191
13,-0.005556359887123108,-0.9999971389770508,-0.23470470309257507,-0.9999971389770508,-0.23002976179122925,-0.00045163375080863424,-0.0046880487352609634,-0.9999971389770508,-0.23002976179122925,0.0061293430626392365
14,-0.0046880487352609634,-0.9999971389770508,-0.23002976179122925,-0.9999969005584717,-0.22710156440734863,-0.0004423187887656224,-0.003744380548596382,-0.9999969005584717,-0.22710156440734863,0.00935748778283596
15,-0.003744380548596382,-0.9999969005584717,-0.22710156440734863,-0.999997079372406,-0.22645516693592072,-0.0004343480065878981,-0.0029407725669443607,-0.999997079372406,-0.22645516693592072,0.011361518874764442
16,-0.0029407725669443607,-0.999997079372406,-0.22645516693592072,-0.9999970197677612,-0.22752289474010468,-0.00042923965817823803,-0.002398659009486437,-0.9999970197677612,-0.22752289474010468,0.004615845624357462
