,state0,state1,state2,action_p,action_n,reward,state_0,state_1,state_2,a_loss
0,0.14633585081958267,0.4568615683256756,-0.2823566488052649,0.5948723580196835,0.9707285208263856,-0.09869820613204776,0.29302307963371277,0.5948723580196835,0.9707285208263856,0.05894206836819649
1,0.29302307963371277,0.5948723580196835,0.9707285208263856,1.0,0.3532798613044018,-0.08731649522457571,0.07637962698936462,1.0,0.3532798613044018,0.030891284346580505
2,0.07637962698936462,1.0,0.3532798613044018,-0.9999868865856225,0.9980897910204761,-0.01118847760213423,-0.20342104136943817,-0.9999868865856225,0.9980897910204761,0.03158074617385864
3,-0.20342104136943817,-0.9999868865856225,0.9980897910204761,-1.0,-0.9999999965426034,-0.049367298270156776,-0.28037789463996887,-1.0,-0.9999999965426034,0.03213503956794739
4,-0.28037789463996887,-1.0,-0.9999999965426034,-1.0,-1.0,-0.07897121423379794,-0.17116059362888336,-1.0,-1.0,0.033837370574474335
5,-0.17116059362888336,-1.0,-1.0,-0.9999999950201567,-1.0,-0.03089123027914361,-0.07249598950147629,-0.9999999950201567,-1.0,0.03258500248193741
6,-0.07249598950147629,-0.9999999950201567,-1.0,-0.9999999994718584,-0.9999999992730557,-0.006947913673740119,-0.007339169271290302,-0.9999999994718584,-0.9999999992730557,0.033421408385038376
7,-0.007339169271290302,-0.9999999994718584,-0.9999999992730557,-0.9999999992440132,-0.9999999948850993,-0.0012721663386538473,0.023675650358200073,-0.9999999992440132,-0.9999999948850993,0.03463776782155037
8,0.023675650358200073,-0.9999999992440132,-0.9999999948850993,-1.0,-1.0,-0.0014481648752416496,0.035283055156469345,-1.0,-1.0,0.033154234290122986
9,0.035283055156469345,-1.0,-1.0,-0.9999999980466154,-0.9999999937948629,-0.0020419586052394675,0.03912767022848129,-0.9999999980466154,-0.9999999937948629,0.031580619513988495
10,0.03912767022848129,-0.9999999980466154,-0.9999999937948629,-0.9999999988155057,-0.9999999945539941,-0.0023124701701561527,0.040342457592487335,-0.9999999988155057,-0.9999999945539941,0.03312521055340767
11,0.040342457592487335,-0.9999999988155057,-0.9999999945539941,-1.0,-0.9999999971651755,-0.0024064374641372247,0.04072030633687973,-1.0,-0.9999999971651755,0.03125345706939697
12,0.04072030633687973,-1.0,-0.9999999971651755,-1.0,-1.0,-0.0024365359794748967,0.040837205946445465,-1.0,-1.0,0.03095921128988266
13,0.040837205946445465,-1.0,-1.0,-1.0,-1.0,-0.002445932959045517,0.040873344987630844,-1.0,-1.0,0.04517301917076111
14,0.040873344987630844,-1.0,-1.0,-0.9999999992970728,-1.0,-0.0024488461745654742,0.040884483605623245,-0.9999999992970728,-1.0,0.05894862487912178
15,0.040884483605623245,-0.9999999992970728,-1.0,-1.0,-1.0,-0.002449744852967639,0.04088794067502022,-1.0,-1.0,0.06694373488426208
16,0.04088794067502022,-1.0,-1.0,-1.0,-0.9999999987333168,-0.002450023847642644,0.040888987481594086,-1.0,-0.9999999987333168,0.03306294232606888
17,0.040888987481594086,-1.0,-0.9999999987333168,-0.9999999988734076,-1.0,-0.002450108335062657,0.040889278054237366,-0.9999999988734076,-1.0,0.03329511731863022
18,0.040889278054237366,-0.9999999988734076,-1.0,-0.9999999982665004,-0.9999999975853774,-0.002450131785219503,0.04088938236236572,-0.9999999982665004,-0.9999999975853774,0.03354723006486893
19,0.04088938236236572,-0.9999999982665004,-0.9999999975853774,-0.9999999951683585,-0.9999999944064293,-0.0024501401991397992,0.040889374911785126,-0.9999999951683585,-0.9999999944064293,0.03332258760929108
20,0.040889374911785126,-0.9999999951683585,-0.9999999944064293,-0.9999999965199101,-0.9999999956787131,-0.002450139599883571,0.04088938236236572,-0.9999999965199101,-0.9999999956787131,0.03227480500936508
21,0.04088938236236572,-0.9999999965199101,-0.9999999956787131,-0.9999999987065028,-0.9999999961957775,-0.0024501402034007246,0.040889374911785126,-0.9999999987065028,-0.9999999961957775,0.03594474494457245
22,0.040889374911785126,-0.9999999987065028,-0.9999999961957775,-0.9999999977428986,-0.9999999986018061,-0.002450139603200436,0.04088938236236572,-0.9999999977428986,-0.9999999986018061,0.031233422458171844
23,0.04088938236236572,-0.9999999977428986,-0.9999999986018061,-1.0,-0.9999999980141256,-0.0024501402058902015,0.040889374911785126,-1.0,-0.9999999980141256,0.031194590032100677
24,0.040889374911785126,-1.0,-0.9999999980141256,-1.0,-0.9999999980307359,-0.002450139604549261,0.04088938236236572,-1.0,-0.9999999980307359,0.038173019886016846
25,0.04088938236236572,-1.0,-0.9999999980307359,-1.0,-0.9999999998180611,-0.0024501402073333497,0.040889374911785126,-1.0,-0.9999999998180611,0.029889844357967377
26,0.040889374911785126,-1.0,-0.9999999998180611,-0.9999999995689388,-0.9999999982854018,-0.0024501396044081447,0.04088938236236572,-0.9999999995689388,-0.9999999982854018,0.031075600534677505
27,0.04088938236236572,-0.9999999995689388,-0.9999999982854018,-0.9999999977153531,-1.0,-0.002450140205651183,0.040889374911785126,-0.9999999977153531,-1.0,0.06097619608044624
28,0.040889374911785126,-0.9999999977153531,-1.0,-1.0,-0.9999999970092829,-0.0024501396037320987,0.04088938236236572,-1.0,-0.9999999970092829,0.031218886375427246
29,0.04088938236236572,-1.0,-0.9999999970092829,-0.9999999968545915,-1.0,-0.0024501402049625738,0.040889374911785126,-0.9999999968545915,-1.0,0.032484136521816254
