,state0,state1,state2,action_p,action_n,reward,state_0,state_1,state_2
0,0.9487016742133116,0.42376546294111694,-0.4491962928458617,-1.0,0.13219054261095906,-1.0503081970783341,0.6475770473480225,-1.0,0.13219054261095906
1,0.6475770473480225,-1.0,0.13219054261095906,-1.0,0.6595465716163645,-0.4234111813496762,0.7935315370559692,-1.0,0.6595465716163645
2,0.7935315370559692,-1.0,0.6595465716163645,-0.31905967647866545,0.12293455211341062,-0.6236306481384813,0.6359947323799133,-0.31905967647866545,0.12293455211341062
3,0.6359947323799133,-0.31905967647866545,0.12293455211341062,-1.0,-0.9539133574695358,-0.4024283405501513,-0.12242106348276138,-1.0,-0.9539133574695358
4,-0.12242106348276138,-1.0,-0.9539133574695358,-1.0,-1.0,-0.07236091758817,-0.04079432412981987,-1.0,-1.0
5,-0.04079432412981987,-1.0,-1.0,1.0,1.0,-0.003100081044428606,0.209702268242836,1.0,1.0
6,0.209702268242836,1.0,1.0,-0.2959979906946728,-0.5585821059616547,-0.04975451057405671,-0.37595808506011963,-0.2959979906946728,-0.5585821059616547
7,-0.37595808506011963,-0.2959979906946728,-0.5585821059616547,0.05427956649255558,-0.2161397708687051,-0.17337382753842862,-0.3276125490665436,0.05427956649255558,-0.2161397708687051
8,-0.3276125490665436,0.05427956649255558,-0.2161397708687051,1.0,0.5992633240446353,-0.10670477454675986,-0.2643827497959137,1.0,0.5992633240446353
9,-0.2643827497959137,1.0,0.5992633240446353,1.0,-0.9779490509228979,-0.07016393738810309,-0.35570743680000305,1.0,-0.9779490509228979
10,-0.35570743680000305,1.0,-0.9779490509228979,1.0,-1.0,-0.1265010586157904,-0.3237975537776947,1.0,-1.0
11,-0.3237975537776947,1.0,-1.0,-0.5923580031188865,1.0,-0.10411857657954193,-0.31449374556541443,-0.5923580031188865,1.0
12,-0.31449374556541443,-0.5923580031188865,1.0,-1.0,-1.0,-0.09842516438187007,-0.4339331388473511,-1.0,-1.0
13,-0.4339331388473511,-1.0,-1.0,0.010765967053050468,1.0,-0.18765066764058583,-0.24013817310333252,0.010765967053050468,1.0
14,-0.24013817310333252,0.010765967053050468,1.0,1.0,-1.0,-0.06142107532517318,-0.3368709087371826,1.0,-1.0
15,-0.3368709087371826,1.0,-1.0,0.7387046486401347,-1.0,-0.11354404833013579,-0.3230288624763489,0.7387046486401347,-1.0
16,-0.3230288624763489,0.7387046486401347,-1.0,-1.0,-0.39023254804553936,-0.10346682157354559,-0.38146671652793884,-1.0,-0.39023254804553936
17,-0.38146671652793884,-1.0,-0.39023254804553936,1.0,1.0,-0.14475642535335953,-0.22226831316947937,1.0,1.0
18,-0.22226831316947937,1.0,1.0,-0.10613772367200786,0.5095962732575359,-0.051368753976565505,-0.4293462634086609,-0.10613772367200786,0.5095962732575359
19,-0.4293462634086609,-0.10613772367200786,0.5095962732575359,-1.0,1.0,-0.18696673717152118,-0.46601003408432007,-1.0,1.0
20,-0.46601003408432007,-1.0,1.0,-0.7996125183400675,-1.0,-0.21512203371567037,-0.4793190360069275,-0.7996125183400675,-1.0
21,-0.4793190360069275,-0.7996125183400675,-1.0,1.0,0.7302680306995671,-0.22738174046781764,-0.29507964849472046,1.0,0.7302680306995671
22,-0.29507964849472046,1.0,0.7302680306995671,-1.0,-0.6878934948449246,-0.08987605090555735,-0.494197279214859,-1.0,-0.6878934948449246
23,-0.494197279214859,-1.0,-0.6878934948449246,-1.0,-1.0,-0.24575937073322848,-0.46636661887168884,-1.0,-1.0
24,-0.46636661887168884,-1.0,-1.0,0.6442375096351876,-0.5460500910172887,-0.21502347696640337,-0.3461136817932129,0.6442375096351876,-0.5460500910172887
25,-0.3461136817932129,0.6442375096351876,-0.5460500910172887,-1.0,1.0,-0.12045983149193304,-0.3760281801223755,-1.0,1.0
26,-0.3760281801223755,-1.0,1.0,-0.8731183736807184,0.10957782222773434,-0.1399514931273876,-0.3750726878643036,-0.8731183736807184,0.10957782222773434
27,-0.3750726878643036,-0.8731183736807184,0.10957782222773434,0.9620039146851513,-1.0,-0.1396153928586842,-0.3455663323402405,0.9620039146851513,-1.0
28,-0.3455663323402405,0.9620039146851513,-1.0,0.22785728721496673,-1.0,-0.11836565161122156,-0.3673814833164215,0.22785728721496673,-1.0
29,-0.3673814833164215,0.22785728721496673,-1.0,-0.07587842489648336,1.0,-0.1336584884546876,-0.28229841589927673,-0.07587842489648336,1.0
30,-0.28229841589927673,-0.07587842489648336,1.0,-1.0,-1.0,-0.0801677151850302,-0.4726378321647644,-1.0,-1.0
31,-0.4726378321647644,-1.0,-1.0,1.0,1.0,-0.22484932667701202,-0.2683001458644867,1.0,1.0
32,-0.2683001458644867,1.0,1.0,1.0,-1.0,-0.07596725973514562,-0.3954363763332367,1.0,-1.0
33,-0.3954363763332367,1.0,-1.0,0.08281926305273024,-1.0,-0.1563289617611735,-0.4264933466911316,0.08281926305273024,-1.0
34,-0.4264933466911316,0.08281926305273024,-1.0,1.0,1.0,-0.18041991932014484,-0.29047635197639465,1.0,1.0
35,-0.29047635197639465,1.0,1.0,1.0,-0.8330497895841521,-0.08577980555610511,-0.4039475619792938,1.0,-0.8330497895841521
36,-0.4039475619792938,1.0,-0.8330497895841521,1.0,1.0,-0.1631167026547115,-0.3210104703903198,1.0,1.0
37,-0.3210104703903198,1.0,1.0,-1.0,1.0,-0.10318291193135205,-0.46671658754348755,-1.0,1.0
38,-0.46671658754348755,-1.0,1.0,1.0,-1.0,-0.21787938304612992,-0.45156577229499817,1.0,-1.0
39,-0.45156577229499817,1.0,-1.0,1.0,0.5300189145200488,-0.201787751999358,-0.34582749009132385,1.0,0.5300189145200488
40,-0.34582749009132385,1.0,0.5300189145200488,1.0,1.0,-0.11994064462701517,-0.3979523181915283,1.0,1.0
41,-0.3979523181915283,1.0,1.0,-1.0,-1.0,-0.15736918091723823,-0.5497323274612427,-1.0,-1.0
42,-0.5497323274612427,-1.0,-1.0,0.14714140466398326,0.6032118729177021,-0.3006928871466054,-0.38078948855400085,0.14714140466398326,0.6032118729177021
43,-0.38078948855400085,0.14714140466398326,0.6032118729177021,1.0,-1.0,-0.14672684131775104,-0.4160129427909851,1.0,-1.0
44,-0.4160129427909851,1.0,-1.0,-0.7873952355472978,-1.0,-0.17158050194391267,-0.5193739533424377,-0.7873952355472978,-1.0
45,-0.5193739533424377,-0.7873952355472978,-1.0,-1.0,1.0,-0.2680863102515231,-0.3904247283935547,-1.0,1.0
46,-0.3904247283935547,-1.0,1.0,1.0,1.0,-0.1528849374861461,-0.35793226957321167,1.0,1.0
47,-0.35793226957321167,1.0,1.0,1.0,0.6155972117628445,-0.12710072303585537,-0.4324510395526886,1.0,0.6155972117628445
48,-0.4324510395526886,1.0,0.6155972117628445,-0.5390335654702507,-0.7169531375480892,-0.18544521801307934,-0.513342559337616,-0.5390335654702507,-0.7169531375480892
