,ACTIME,TIME,TARSTF,SGTF,dif,TOR_P,TOR_N,DATE,ss2,time_interval
0,3/7/2020 19:58:47.17,19:58:47,60,79.4,-19.4,6000,-3500,2020/7/3,24868727,0
1,3/7/2020 19:59:20.2,19:59:20,60,80.9,-20.9,6000,-3500,2020/7/3,24868760,33
2,3/7/2020 19:59:47.37,19:59:47,60,83.7,-23.7,6000,-3500,2020/7/3,24868787,27
3,3/7/2020 20:01:18.53,20:01:18,60,86.5,-26.5,6000,-3500,2020/7/3,24868878,91
4,3/7/2020 20:02:21.26,20:02:21,60,110.5,-50.5,6000,-3500,2020/7/3,24868941,63
5,3/7/2020 20:03:33.44,20:03:33,60,124.6,-64.6,4500,-3500,2020/7/3,24869013,72
6,3/7/2020 20:05:33.59,20:05:33,60,140.1,-80.1,4500,-3500,2020/7/3,24869133,120
7,3/7/2020 20:06:00.73,20:06:00,60,168.4,-108.4,4500,-3500,2020/7/3,24869160,27
8,3/7/2020 20:06:13.47,20:06:13,60,168.4,-108.4,4500,-3500,2020/7/3,24869173,13
9,3/7/2020 20:06:37.72,20:06:37,60,171.2,-111.2,4500,-3500,2020/7/3,24869197,24
10,3/7/2020 20:07:29.31,20:07:29,60,143.0,-83.0,4500,-3500,2020/7/3,24869249,52
11,3/7/2020 20:07:56.27,20:07:56,60,130.3,-70.3,4500,-3500,2020/7/3,24869276,27
12,3/7/2020 20:09:35.07,20:09:35,60,121.8,-61.8,4500,-3500,2020/7/3,24869375,99
13,3/7/2020 20:10:49.9,20:10:49,60,104.9,-44.9,4500,-3500,2020/7/3,24869449,74
14,3/7/2020 20:12:48.09,20:12:48,60,102.0,-42.0,4500,-3500,2020/7/3,24869568,119
15,3/7/2020 20:13:14.14,20:13:14,60,96.4,-36.4,4500,-3500,2020/7/3,24869594,26
16,3/7/2020 20:13:51.44,20:13:51,60,93.6,-33.6,4500,-3500,2020/7/3,24869631,37
17,3/7/2020 20:14:45.59,20:14:45,60,86.5,-26.5,4500,-3500,2020/7/3,24869685,54
18,3/7/2020 20:15:48.04,20:15:48,60,85.1,-25.1,4500,-3500,2020/7/3,24869748,63
19,3/7/2020 20:16:54.28,20:16:54,60,80.9,-20.9,4500,-3500,2020/7/3,24869814,66
20,3/7/2020 20:17:18.44,20:17:18,60,75.2,-15.2,4500,-3500,2020/7/3,24869838,24
21,3/7/2020 20:18:30.71,20:18:30,60,75.2,-15.2,4500,-3500,2020/7/3,24869910,72
22,3/7/2020 20:20:02.51,20:20:02,60,71.0,-11.0,4500,-3500,2020/7/3,24870002,92
23,3/7/2020 20:20:29.15,20:20:29,60,62.5,-2.5,4500,-3500,2020/7/3,24870029,27
24,3/7/2020 20:21:05.54,20:21:05,60,58.3,1.7,4500,-3500,2020/7/3,24870065,36
25,3/7/2020 20:21:59,20:21:59,60,52.6,7.4,4500,-3500,2020/7/3,24870119,54
26,3/7/2020 20:23:02.3,20:23:02,60,48.4,11.6,4500,-3500,2020/7/3,24870182,63
27,3/7/2020 20:23:59.21,20:23:59,60,48.4,11.6,4500,-3500,2020/7/3,24870239,57
28,3/7/2020 20:24:05.28,20:24:05,60,45.6,14.4,4500,-3500,2020/7/3,24870245,6
29,3/7/2020 20:25:18.45,20:25:18,60,37.1,22.9,4500,-3500,2020/7/3,24870318,73
30,3/7/2020 20:27:18.14,20:27:18,60,31.4,28.6,6000,-3500,2020/7/3,24870438,120
31,3/7/2020 20:27:45.09,20:27:45,60,17.3,42.7,6000,-3500,2020/7/3,24870465,27
32,3/7/2020 20:28:21.08,20:28:21,60,10.3,49.7,6000,-3500,2020/7/3,24870501,36
33,3/7/2020 20:29:17.59,20:29:17,60,1.8,58.2,6000,-3500,2020/7/3,24870557,56
34,3/7/2020 20:30:18.54,20:30:18,60,0.4,59.6,6050,-3500,2020/7/3,24870618,61
35,3/7/2020 20:31:22.06,20:31:22,60,350.5,69.5,7000,-3500,2020/7/3,24870682,64
36,3/7/2020 20:32:33.83,20:32:33,60,356.1,63.9,7000,-3500,2020/7/3,24870753,71
37,3/7/2020 20:34:34.85,20:34:34,60,359.0,61.0,6300,-3500,2020/7/3,24870874,121
38,3/7/2020 20:35:01.27,20:35:01,60,1.8,58.2,6300,-3500,2020/7/3,24870901,27
39,3/7/2020 20:35:38.27,20:35:38,60,357.6,62.4,6500,-3500,2020/7/3,24870938,37
40,3/7/2020 20:36:29.21,20:36:29,60,3.2,56.8,6500,-3500,2020/7/3,24870989,51
