,ACTIME,TIME,TARSTF,SGTF,dif,TOR_P,TOR_N,DATE,ss2,time_interval
0,25/7/2020 14:54:33.56,14:54:33,40,238.1,161.9,6000,-5000,2020/7/25,26751273,0
1,25/7/2020 14:56:03.01,14:56:03,40,248.0,152.0,6000,-5000,2020/7/25,26751363,90
2,25/7/2020 14:57:06.3,14:57:06,40,249.4,150.6,6000,-5000,2020/7/25,26751426,63
3,25/7/2020 14:57:33.57,14:57:33,40,260.7,139.3,6000,-5000,2020/7/25,26751453,27
4,25/7/2020 14:58:36.28,14:58:36,40,260.7,139.3,6000,-5000,2020/7/25,26751516,63
5,25/7/2020 14:59:22.3,14:59:22,40,239.5,160.5,6000,-5000,2020/7/25,26751562,46
6,25/7/2020 15:01:21.38,15:01:21,40,224.0,176.0,6000,-5000,2020/7/25,26751681,119
7,25/7/2020 15:01:48.24,15:01:48,40,194.3,-154.3,6000,-5000,2020/7/25,26751708,27
8,25/7/2020 15:02:26.18,15:02:26,40,190.1,-150.1,6000,-5000,2020/7/25,26751746,38
9,25/7/2020 15:03:19.08,15:03:19,40,194.3,-154.3,6000,-5000,2020/7/25,26751799,53
10,25/7/2020 15:04:22.27,15:04:22,40,183.0,-143.0,6000,-5000,2020/7/25,26751862,63
11,25/7/2020 15:05:24.43,15:05:24,40,188.7,-148.7,6000,-5000,2020/7/25,26751924,62
12,25/7/2020 15:06:36.2,15:06:36,40,183.0,-143.0,6000,-5000,2020/7/25,26751996,72
13,25/7/2020 15:08:36.88,15:08:36,40,185.9,-145.9,6000,-5000,2020/7/25,26752116,120
14,25/7/2020 15:09:03.3,15:09:03,40,181.6,-141.6,5500,-5000,2020/7/25,26752143,27
15,25/7/2020 15:10:36.21,15:10:36,40,176.0,-136.0,5500,-5000,2020/7/25,26752236,93
16,25/7/2020 15:11:35.08,15:11:35,40,174.6,-134.6,5500,-5000,2020/7/25,26752295,59
17,25/7/2020 15:12:40.37,15:12:40,40,173.2,-133.2,5500,-5000,2020/7/25,26752360,65
18,25/7/2020 15:13:51.52,15:13:51,40,168.9,-128.9,5500,-5000,2020/7/25,26752431,71
19,25/7/2020 15:15:51.86,15:15:51,40,159.0,-119.0,5500,-5000,2020/7/25,26752551,120
20,25/7/2020 15:16:18.85,15:16:18,40,154.8,-114.8,5500,-5000,2020/7/25,26752578,27
21,25/7/2020 15:16:54.95,15:16:54,40,149.2,-109.2,5500,-5000,2020/7/25,26752614,36
22,25/7/2020 15:17:49.91,15:17:49,40,143.5,-103.5,5500,-5000,2020/7/25,26752669,55
23,25/7/2020 15:18:53.04,15:18:53,40,140.7,-100.7,5500,-5000,2020/7/25,26752733,64
24,25/7/2020 15:19:54.27,15:19:54,40,143.5,-103.5,5500,-5000,2020/7/25,26752794,61
25,25/7/2020 15:21:06.19,15:21:06,40,130.8,-90.8,5500,-5000,2020/7/25,26752866,72
26,25/7/2020 15:23:06.46,15:23:06,40,129.4,-89.4,5500,-5000,2020/7/25,26752986,120
27,25/7/2020 15:23:36.07,15:23:36,40,116.7,-76.7,5500,-5000,2020/7/25,26753016,30
28,25/7/2020 15:24:12.2,15:24:12,40,120.9,-80.9,5500,-5000,2020/7/25,26753052,36
29,25/7/2020 15:25:03.53,15:25:03,40,115.3,-75.3,5500,-5000,2020/7/25,26753103,51
30,25/7/2020 15:26:06.06,15:26:06,40,115.3,-75.3,5500,-5000,2020/7/25,26753166,63
31,25/7/2020 15:27:10.55,15:27:10,40,104.0,-64.0,5500,-5000,2020/7/25,26753230,64
32,25/7/2020 15:28:24.09,15:28:24,40,102.6,-62.6,5500,-5000,2020/7/25,26753304,74
33,25/7/2020 15:30:22.04,15:30:22,40,94.1,-54.1,5500,-5000,2020/7/25,26753422,118
34,25/7/2020 15:30:49.12,15:30:49,40,85.6,-45.6,5500,-5000,2020/7/25,26753449,27
35,25/7/2020 15:31:25.8,15:31:25,40,89.9,-49.9,5500,-5000,2020/7/25,26753485,36
36,25/7/2020 15:31:52.38,15:31:52,40,85.6,-45.6,5500,-5000,2020/7/25,26753512,27
37,25/7/2020 15:33:22.58,15:33:22,40,84.2,-44.2,5500,-5000,2020/7/25,26753602,90
38,25/7/2020 15:34:24.06,15:34:24,40,81.4,-41.4,5500,-5000,2020/7/25,26753664,62
39,25/7/2020 15:34:51.27,15:34:51,40,78.6,-38.6,5500,-5000,2020/7/25,26753691,27
40,25/7/2020 15:36:03.43,15:36:03,40,78.6,-38.6,5500,-5000,2020/7/25,26753763,72
41,25/7/2020 15:37:38.54,15:37:38,40,72.9,-32.9,5500,-5000,2020/7/25,26753858,95
42,25/7/2020 15:38:03.06,15:38:03,40,61.6,-21.6,5500,-5000,2020/7/25,26753883,25
43,25/7/2020 15:38:39.59,15:38:39,40,63.0,-23.0,5500,-5000,2020/7/25,26753919,36
44,25/7/2020 15:39:34.53,15:39:34,40,65.9,-25.9,5500,-5000,2020/7/25,26753974,55
45,25/7/2020 15:40:37.56,15:40:37,40,68.7,-28.7,5500,-5000,2020/7/25,26754037,63
46,25/7/2020 15:41:39.5,15:41:39,40,61.6,-21.6,5700,-3500,2020/7/25,26754099,62
47,25/7/2020 15:42:52.32,15:42:52,40,60.2,-20.2,5900,-3500,2020/7/25,26754172,73
48,25/7/2020 15:44:52.17,15:44:52,40,67.3,-27.3,5900,-3500,2020/7/25,26754292,120
49,25/7/2020 15:45:55.51,15:45:55,40,70.1,-30.1,5700,-3500,2020/7/25,26754355,63
50,25/7/2020 15:46:50.16,15:46:50,40,68.7,-28.7,5700,-3500,2020/7/25,26754410,55
51,25/7/2020 15:47:51.38,15:47:51,40,70.1,-30.1,5900,-3500,2020/7/25,26754471,61
52,25/7/2020 15:48:54.22,15:48:54,40,74.3,-34.3,5900,-3500,2020/7/25,26754534,63
53,25/7/2020 15:52:06.93,15:52:06,40,75.7,-35.7,6100,-3500,2020/7/25,26754726,192
54,25/7/2020 15:52:33.18,15:52:33,40,77.2,-37.2,6100,-3500,2020/7/25,26754753,27
55,25/7/2020 15:53:10.24,15:53:10,40,80.0,-40.0,6100,-3500,2020/7/25,26754790,37
56,25/7/2020 15:54:04.48,15:54:04,40,74.3,-34.3,6100,-3500,2020/7/25,26754844,54
57,25/7/2020 15:55:07.66,15:55:07,40,78.6,-38.6,6300,-3500,2020/7/25,26754907,63
58,25/7/2020 15:56:10.28,15:56:10,40,78.6,-38.6,6300,-3500,2020/7/25,26754970,63
59,25/7/2020 15:57:23.51,15:57:23,40,71.5,-31.5,6500,-3500,2020/7/25,26755043,73
60,25/7/2020 15:59:22.35,15:59:22,40,68.7,-28.7,6500,-3500,2020/7/25,26755162,119
61,25/7/2020 15:59:48.05,15:59:48,40,47.5,-7.5,9000,-3500,2020/7/25,26755188,26
62,25/7/2020 16:00:25.58,16:00:25,40,41.9,-1.9,9000,-3500,2020/7/25,26755225,37
63,25/7/2020 16:01:19.71,16:01:19,40,22.1,17.9,9000,-3500,2020/7/25,26755279,54
64,25/7/2020 16:02:22.94,16:02:22,40,17.9,22.1,9000,-3500,2020/7/25,26755342,63
65,25/7/2020 16:03:25.03,16:03:25,40,34.8,5.2,9000,-3500,2020/7/25,26755405,63
66,25/7/2020 16:04:37.56,16:04:37,40,46.1,-6.1,9000,-3500,2020/7/25,26755477,72
67,25/7/2020 16:06:37.21,16:06:37,40,56.0,-16.0,9000,-3500,2020/7/25,26755597,120
68,25/7/2020 16:07:03.04,16:07:03,40,74.3,-34.3,7000,-5000,2020/7/25,26755623,26
69,25/7/2020 16:07:39.36,16:07:39,40,80.0,-40.0,7000,-5000,2020/7/25,26755659,36
70,25/7/2020 16:08:33.46,16:08:33,40,82.8,-42.8,7000,-5000,2020/7/25,26755713,54
71,25/7/2020 16:09:36.06,16:09:36,40,85.6,-45.6,7000,-5000,2020/7/25,26755776,63
72,25/7/2020 16:10:39.18,16:10:39,40,85.6,-45.6,7000,-5000,2020/7/25,26755839,63
73,25/7/2020 16:11:51.52,16:11:51,40,81.4,-41.4,8000,-4500,2020/7/25,26755911,72
74,25/7/2020 16:13:52.72,16:13:52,40,89.9,-49.9,6500,-3500,2020/7/25,26756032,121
75,25/7/2020 16:14:20.06,16:14:20,40,87.0,-47.0,6500,-3500,2020/7/25,26756060,28
76,25/7/2020 16:14:56.15,16:14:56,40,84.2,-44.2,6700,-3500,2020/7/25,26756096,36
77,25/7/2020 16:15:48.14,16:15:48,40,77.2,-37.2,8200,-4000,2020/7/25,26756148,52
78,25/7/2020 16:16:51.26,16:16:51,40,82.8,-42.8,8200,-4000,2020/7/25,26756211,63
79,25/7/2020 16:17:54.27,16:17:54,40,77.2,-37.2,8200,-4000,2020/7/25,26756274,63
80,25/7/2020 16:19:09.26,16:19:09,40,70.1,-30.1,8200,-4000,2020/7/25,26756349,75
81,25/7/2020 16:21:06.1,16:21:06,40,68.7,-28.7,8200,-4000,2020/7/25,26756466,117
82,25/7/2020 16:21:34.06,16:21:34,40,71.5,-31.5,8200,-4000,2020/7/25,26756494,28
83,25/7/2020 16:22:10.04,16:22:10,40,68.7,-28.7,8200,-4000,2020/7/25,26756530,36
84,25/7/2020 16:23:04.22,16:23:04,40,65.9,-25.9,8200,-4000,2020/7/25,26756584,54
85,25/7/2020 16:24:07.39,16:24:07,40,71.5,-31.5,8200,-4000,2020/7/25,26756647,63
86,25/7/2020 16:25:10.6,16:25:10,40,75.7,-35.7,8200,-4000,2020/7/25,26756710,63
87,25/7/2020 16:26:23.8,16:26:23,40,77.2,-37.2,8200,-4000,2020/7/25,26756783,73
88,25/7/2020 16:28:22.81,16:28:22,40,89.9,-49.9,8200,-4000,2020/7/25,26756902,119
89,25/7/2020 16:28:50.49,16:28:50,40,91.3,-51.3,8200,-4000,2020/7/25,26756930,28
90,25/7/2020 16:29:25.9,16:29:25,40,88.5,-48.5,8200,-4000,2020/7/25,26756965,35
91,25/7/2020 16:30:19.93,16:30:19,40,96.9,-56.9,8200,-4000,2020/7/25,26757019,54
92,25/7/2020 16:31:22.61,16:31:22,40,88.5,-48.5,8200,-4000,2020/7/25,26757082,63
93,25/7/2020 16:32:26.49,16:32:26,40,94.1,-54.1,8200,-4000,2020/7/25,26757146,64
94,25/7/2020 16:33:38.73,16:33:38,40,101.2,-61.2,8200,-5000,2020/7/25,26757218,72
95,25/7/2020 16:35:39.22,16:35:39,40,95.5,-55.5,8200,-5000,2020/7/25,26757339,121
96,25/7/2020 16:36:04.34,16:36:04,40,105.4,-65.4,8200,-5000,2020/7/25,26757364,25
97,25/7/2020 16:36:41.02,16:36:41,40,98.3,-58.3,8200,-5000,2020/7/25,26757401,37
98,25/7/2020 16:37:37.36,16:37:37,40,99.7,-59.7,8200,-5000,2020/7/25,26757457,56
99,25/7/2020 16:38:38.3,16:38:38,40,105.4,-65.4,8200,-5000,2020/7/25,26757518,61
100,25/7/2020 16:39:40.26,16:39:40,40,109.6,-69.6,8200,-5000,2020/7/25,26757580,62
101,25/7/2020 16:40:53.62,16:40:53,40,106.8,-66.8,8200,-5000,2020/7/25,26757653,73
102,25/7/2020 16:42:52.21,16:42:52,40,102.6,-62.6,8200,-5000,2020/7/25,26757772,119
103,25/7/2020 16:43:54.32,16:43:54,40,105.4,-65.4,8200,-5000,2020/7/25,26757834,62
104,25/7/2020 16:44:49.35,16:44:49,40,109.6,-69.6,8200,-5000,2020/7/25,26757889,55
105,25/7/2020 16:45:51.22,16:45:51,40,106.8,-66.8,8200,-5000,2020/7/25,26757951,62
106,25/7/2020 16:47:22.15,16:47:22,40,106.8,-66.8,8200,-5000,2020/7/25,26758042,91
107,25/7/2020 16:48:06.11,16:48:06,40,111.0,-71.0,8200,-5000,2020/7/25,26758086,44
108,25/7/2020 16:50:07.12,16:50:07,40,101.2,-61.2,8200,-5000,2020/7/25,26758207,121
109,25/7/2020 16:50:34.15,16:50:34,40,111.0,-71.0,8200,-5000,2020/7/25,26758234,27
110,25/7/2020 16:51:10.58,16:51:10,40,108.2,-68.2,8200,-5000,2020/7/25,26758270,36
111,25/7/2020 16:52:04.49,16:52:04,40,102.6,-62.6,8200,-5000,2020/7/25,26758324,54
112,25/7/2020 16:53:07.17,16:53:07,40,96.9,-56.9,8200,-5000,2020/7/25,26758387,63
113,25/7/2020 16:54:10.36,16:54:10,40,104.0,-64.0,8200,-5000,2020/7/25,26758450,63
114,25/7/2020 16:55:22.07,16:55:22,40,102.6,-62.6,8700,-5500,2020/7/25,26758522,72
115,25/7/2020 16:57:22.39,16:57:22,40,104.0,-64.0,8700,-5500,2020/7/25,26758642,120
116,25/7/2020 16:57:49.49,16:57:49,40,91.3,-51.3,8700,-5500,2020/7/25,26758669,27
117,25/7/2020 16:58:25.51,16:58:25,40,88.5,-48.5,8700,-5500,2020/7/25,26758705,36
118,25/7/2020 16:59:19.17,16:59:19,40,96.9,-56.9,8700,-5500,2020/7/25,26758759,54
119,25/7/2020 17:00:21.23,17:00:21,40,92.7,-52.7,8700,-5500,2020/7/25,26758821,62
120,25/7/2020 17:01:25.57,17:01:25,40,88.5,-48.5,8700,-5500,2020/7/25,26758885,64
121,25/7/2020 17:02:36.43,17:02:36,40,82.8,-42.8,8700,-5500,2020/7/25,26758956,71
122,25/7/2020 17:04:36.14,17:04:36,40,81.4,-41.4,8700,-5500,2020/7/25,26759076,120
123,25/7/2020 17:05:03.14,17:05:03,40,68.7,-28.7,8700,-5500,2020/7/25,26759103,27
124,25/7/2020 17:05:39.22,17:05:39,40,74.3,-34.3,8700,-5500,2020/7/25,26759139,36
125,25/7/2020 17:06:33.19,17:06:33,40,71.5,-31.5,8700,-5500,2020/7/25,26759193,54
126,25/7/2020 17:07:36.13,17:07:36,40,82.8,-42.8,8700,-5000,2020/7/25,26759256,63
127,25/7/2020 17:08:40.45,17:08:40,40,67.3,-27.3,8700,-5000,2020/7/25,26759320,64
128,25/7/2020 17:09:51.04,17:09:51,40,75.7,-35.7,8700,-5000,2020/7/25,26759391,71
129,25/7/2020 17:11:52.04,17:11:52,40,78.6,-38.6,8700,-5000,2020/7/25,26759512,121
130,25/7/2020 17:12:19.57,17:12:19,40,77.2,-37.2,8700,-5000,2020/7/25,26759539,27
131,25/7/2020 17:12:55.31,17:12:55,40,70.1,-30.1,8700,-5000,2020/7/25,26759575,36
132,25/7/2020 17:13:49.47,17:13:49,40,75.7,-35.7,8700,-5000,2020/7/25,26759629,54
133,25/7/2020 17:14:52.44,17:14:52,40,80.0,-40.0,8700,-5000,2020/7/25,26759692,63
134,25/7/2020 17:15:55.24,17:15:55,40,85.6,-45.6,8700,-5000,2020/7/25,26759755,63
135,25/7/2020 17:16:22.36,17:16:22,40,71.5,-31.5,8700,-5000,2020/7/25,26759782,27
136,25/7/2020 17:19:07.28,17:19:07,40,80.0,-40.0,8700,-5000,2020/7/25,26759947,165
137,25/7/2020 18:05:19.55,18:05:19,20,74.3,-54.3,8700,-5000,2020/7/25,26762719,2772
138,25/7/2020 18:05:31.04,18:05:31,20,273.4,106.6,8700,-5000,2020/7/25,26762731,12
139,25/7/2020 18:07:01.61,18:07:01,20,272.0,108.0,8700,-4000,2020/7/25,26762821,90
140,25/7/2020 18:08:04,18:08:04,20,276.2,103.8,8700,-4000,2020/7/25,26762884,63
141,25/7/2020 18:09:07.03,18:09:07,20,41.9,-21.9,8700,-4000,2020/7/25,26762947,63
142,25/7/2020 18:10:18.19,18:10:18,20,102.6,-82.6,6700,-5000,2020/7/25,26763018,71
143,25/7/2020 18:12:18.41,18:12:18,20,311.5,68.5,8700,-4000,2020/7/25,26763138,120
144,25/7/2020 18:12:45.38,18:12:45,20,294.6,85.4,9200,-4000,2020/7/25,26763165,27
145,25/7/2020 18:13:21.54,18:13:21,20,283.3,96.7,9200,-4000,2020/7/25,26763201,36
146,25/7/2020 18:14:15.5,18:14:15,20,286.1,93.9,9700,-4000,2020/7/25,26763255,54
147,25/7/2020 18:15:18.07,18:15:18,20,294.6,85.4,9700,-4000,2020/7/25,26763318,63
148,25/7/2020 18:16:21.45,18:16:21,20,322.8,57.2,9700,-4000,2020/7/25,26763381,63
149,25/7/2020 18:17:33.57,18:17:33,20,341.2,38.8,9700,-4000,2020/7/25,26763453,72
150,25/7/2020 18:19:33.43,18:19:33,20,3.7,16.3,9700,-4000,2020/7/25,26763573,120
151,25/7/2020 18:20:00.01,18:20:00,20,57.4,-37.4,8700,-5000,2020/7/25,26763600,27
152,25/7/2020 18:20:36.22,18:20:36,20,68.7,-48.7,8700,-5000,2020/7/25,26763636,36
153,25/7/2020 18:21:30.41,18:21:30,20,88.5,-68.5,7200,-5500,2020/7/25,26763690,54
154,25/7/2020 18:22:33.48,18:22:33,20,99.7,-79.7,7200,-5500,2020/7/25,26763753,63
155,25/7/2020 18:23:36.09,18:23:36,20,113.9,-93.9,8200,-6000,2020/7/25,26763816,63
156,25/7/2020 18:24:48.32,18:24:48,20,106.8,-86.8,8200,-6000,2020/7/25,26763888,72
