,ACTIME,TIME,TARSTF,SGTF,dif,TOR_P,TOR_N,DATE,ss2,time_interval
0,28/7/2020 22:40:03.34,22:40:03,20,135.0,-115.0,6000,-4000,2020/7/28,27038403,0
1,28/7/2020 22:40:09.6,22:40:09,20,136.5,-116.5,6000,-4000,2020/7/28,27038409,6
2,28/7/2020 22:41:12.58,22:41:12,20,139.3,-119.3,6000,-5000,2020/7/28,27038472,63
3,28/7/2020 22:42:15.06,22:42:15,20,135.0,-115.0,6000,-5000,2020/7/28,27038535,63
4,28/7/2020 22:43:27.27,22:43:27,20,119.5,-99.5,6000,-5000,2020/7/28,27038607,72
5,28/7/2020 22:45:27.11,22:45:27,20,120.9,-100.9,6000,-5000,2020/7/28,27038727,120
6,28/7/2020 22:45:54.02,22:45:54,20,118.1,-98.1,6000,-5000,2020/7/28,27038754,27
7,28/7/2020 22:46:30.16,22:46:30,20,116.7,-96.7,6000,-5000,2020/7/28,27038790,36
8,28/7/2020 22:47:24.08,22:47:24,20,115.3,-95.3,6000,-5000,2020/7/28,27038844,54
9,28/7/2020 22:48:27.15,22:48:27,20,113.9,-93.9,6000,-5000,2020/7/28,27038907,63
10,28/7/2020 22:49:30.38,22:49:30,20,112.5,-92.5,6000,-5000,2020/7/28,27038970,63
11,28/7/2020 22:50:42.37,22:50:42,20,109.6,-89.6,6000,-5000,2020/7/28,27039042,72
12,28/7/2020 22:52:42.43,22:52:42,20,112.5,-92.5,6000,-5000,2020/7/28,27039162,120
13,28/7/2020 22:53:09.62,22:53:09,20,99.7,-79.7,6000,-5000,2020/7/28,27039189,27
14,28/7/2020 22:53:45.19,22:53:45,20,104.0,-84.0,6000,-5000,2020/7/28,27039225,36
15,28/7/2020 22:54:39.23,22:54:39,20,101.2,-81.2,6000,-5000,2020/7/28,27039279,54
16,28/7/2020 22:55:42.53,22:55:42,20,101.2,-81.2,6000,-5000,2020/7/28,27039342,63
17,28/7/2020 22:56:46.31,22:56:46,20,99.7,-79.7,6000,-5000,2020/7/28,27039406,64
18,28/7/2020 22:59:58.3,22:59:58,20,95.5,-75.5,6000,-5000,2020/7/28,27039598,192
19,28/7/2020 23:00:25.55,23:00:25,20,84.2,-64.2,6000,-5000,2020/7/28,27039625,27
20,28/7/2020 23:01:55.25,23:01:55,20,74.3,-54.3,8000,-5000,2020/7/28,27039715,90
21,28/7/2020 23:02:58.3,23:02:58,20,63.0,-43.0,8000,-3000,2020/7/28,27039778,63
22,28/7/2020 23:04:01.54,23:04:01,20,61.6,-41.6,8000,-3000,2020/7/28,27039841,63
23,28/7/2020 23:05:13.34,23:05:13,20,47.5,-27.5,8000,-3000,2020/7/28,27039913,72
24,28/7/2020 23:07:13.01,23:07:13,20,46.1,-26.1,8000,-3000,2020/7/28,27040033,120
25,28/7/2020 23:07:40.22,23:07:40,20,39.0,-19.0,8000,-3000,2020/7/28,27040060,27
26,28/7/2020 23:09:09.31,23:09:09,20,46.1,-26.1,8000,-3000,2020/7/28,27040149,89
27,28/7/2020 23:10:12.12,23:10:12,20,54.6,-34.6,8000,-5000,2020/7/28,27040212,63
28,28/7/2020 23:11:15.31,23:11:15,20,60.2,-40.2,8000,-6000,2020/7/28,27040275,63
29,28/7/2020 23:12:27.21,23:12:27,20,58.8,-38.8,7500,-5000,2020/7/28,27040347,72
30,28/7/2020 23:14:27.52,23:14:27,20,37.6,-17.6,8000,-4500,2020/7/28,27040467,120
31,28/7/2020 23:14:54.34,23:14:54,20,41.9,-21.9,8000,-4500,2020/7/28,27040494,27
32,28/7/2020 23:15:30.43,23:15:30,20,37.6,-17.6,8000,-4000,2020/7/28,27040530,36
33,28/7/2020 23:16:24.57,23:16:24,20,41.9,-21.9,8000,-4000,2020/7/28,27040584,54
34,28/7/2020 23:17:27.51,23:17:27,20,39.0,-19.0,8000,-4000,2020/7/28,27040647,63
