,ACTIME,TIME,TARSTF,SGTF,dif,TOR_P,TOR_N,DATE,ss2,time_interval
0,21/9/2019 06:30:00,6:30:00,135,142.9,-7.9,2600,-2800,2019/9/21,109800,0
1,21/9/2019 06:30:18,6:30:18,135,131.6,3.4,2600,-2800,2019/9/21,109818,18
2,21/9/2019 06:30:56,6:30:56,135,137.3,-2.3,3100,-2800,2019/9/21,109856,38
3,21/9/2019 06:31:35,6:31:35,135,120.4,14.6,3100,-2800,2019/9/21,109895,39
4,21/9/2019 06:32:21,6:32:21,135,126.0,9.0,3100,-2800,2019/9/21,109941,46
5,21/9/2019 06:33:08,6:33:08,135,142.9,-7.9,3100,-2800,2019/9/21,109988,47
6,21/9/2019 06:33:47,6:33:47,135,148.5,-13.5,3100,-2800,2019/9/21,110027,39
7,21/9/2019 06:34:04,6:34:04,135,142.9,-7.9,3100,-2800,2019/9/21,110044,17
8,21/9/2019 06:34:36,6:34:36,135,154.1,-19.1,3100,-2800,2019/9/21,110076,32
9,21/9/2019 06:35:16,6:35:16,135,148.5,-13.5,3100,-2800,2019/9/21,110116,40
10,21/9/2019 06:36:11,6:36:11,135,142.9,-7.9,3100,-2800,2019/9/21,110171,55
11,21/9/2019 06:38:22,6:38:22,135,137.3,-2.3,3100,-2800,2019/9/21,110302,131
12,21/9/2019 06:39:34,6:39:34,135,120.4,14.6,3600,-2800,2019/9/21,110374,72
13,21/9/2019 06:39:52,6:39:52,135,114.8,20.2,3600,-2800,2019/9/21,110392,18
14,21/9/2019 06:40:28,6:40:28,135,120.4,14.6,3600,-2800,2019/9/21,110428,36
15,21/9/2019 06:42:01,6:42:01,135,109.1,25.9,4100,-2800,2019/9/21,110521,93
16,21/9/2019 06:43:37,6:43:37,135,114.8,20.2,4100,-2800,2019/9/21,110617,96
17,21/9/2019 06:44:16,6:44:16,135,109.1,25.9,4100,-2800,2019/9/21,110656,39
18,21/9/2019 06:44:30,6:44:30,135,114.8,20.2,4100,-2800,2019/9/21,110670,14
19,21/9/2019 06:44:50,6:44:50,135,103.5,31.5,4600,-2800,2019/9/21,110690,20
20,21/9/2019 06:46:00,6:46:00,135,114.8,20.2,4600,-3300,2019/9/21,110760,70
21,21/9/2019 06:46:39,6:46:39,135,126.0,9.0,4600,-3300,2019/9/21,110799,39
22,21/9/2019 06:47:18,6:47:18,135,103.5,31.5,4600,-3300,2019/9/21,110838,39
23,21/9/2019 06:48:03,6:48:03,135,114.8,20.2,4600,-3300,2019/9/21,110883,45
24,21/9/2019 06:49:47,6:49:47,135,109.1,25.9,4600,-2800,2019/9/21,110987,104
25,21/9/2019 06:50:04,6:50:04,135,103.5,31.5,4600,-2800,2019/9/21,111004,17
26,21/9/2019 06:50:19,6:50:19,135,114.8,20.2,4600,-2800,2019/9/21,111019,15
27,21/9/2019 06:50:59,6:50:59,135,120.4,14.6,4600,-2800,2019/9/21,111059,40
28,21/9/2019 06:51:16,6:51:16,135,109.1,25.9,4600,-2800,2019/9/21,111076,17
29,21/9/2019 06:51:53,6:51:53,135,114.8,20.2,4600,-2800,2019/9/21,111113,37
30,21/9/2019 06:52:30,6:52:30,135,103.5,31.5,4600,-2800,2019/9/21,111150,37
31,21/9/2019 06:53:18,6:53:18,135,114.8,20.2,4600,-2800,2019/9/21,111198,48
32,21/9/2019 06:54:05,6:54:05,135,120.4,14.6,4600,-2800,2019/9/21,111245,47
