,ACTIME,TIME,TARSTF,SGTF,dif,TOR_P,TOR_N,DATE,ss2,time_interval
0,27/7/2020 06:59:45.13,6:59:45,20,301.6,78.4,8100,-3000,2020/7/27,26895585,0
1,27/7/2020 07:00:17.09,7:00:17,20,310.1,69.9,10100,-3000,2020/7/27,26895617,32
2,27/7/2020 07:02:17.03,7:02:17,20,307.3,72.7,10100,-3000,2020/7/27,26895737,120
3,27/7/2020 07:02:44.18,7:02:44,20,135.0,-115.0,10100,-3000,2020/7/27,26895764,27
4,27/7/2020 07:03:20.02,7:03:20,20,139.3,-119.3,10100,-3000,2020/7/27,26895800,36
5,27/7/2020 07:04:14.3,7:04:14,20,153.4,-133.4,10100,-3000,2020/7/27,26895854,54
6,27/7/2020 07:05:18.08,7:05:18,20,163.3,-143.3,10100,-3000,2020/7/27,26895918,64
7,27/7/2020 07:06:21.4,7:06:21,20,171.7,-151.7,10100,-3000,2020/7/27,26895981,63
8,27/7/2020 07:07:33.07,7:07:33,20,187.3,-167.3,10100,-3000,2020/7/27,26896053,72
9,27/7/2020 07:09:33.08,7:09:33,20,191.5,-171.5,10100,-3000,2020/7/27,26896173,120
10,27/7/2020 07:10:00.55,7:10:00,20,221.2,158.8,10100,-3000,2020/7/27,26896200,27
11,27/7/2020 07:10:36.14,7:10:36,20,222.6,157.4,10100,-3000,2020/7/27,26896236,36
12,27/7/2020 07:11:30.55,7:11:30,20,233.9,146.1,10100,-3000,2020/7/27,26896290,54
13,27/7/2020 07:12:33.02,7:12:33,20,248.0,132.0,10100,-3000,2020/7/27,26896353,63
14,27/7/2020 07:13:36.13,7:13:36,20,259.3,120.7,10100,-3000,2020/7/27,26896416,63
15,27/7/2020 07:14:48.33,7:14:48,20,274.8,105.2,10100,-3000,2020/7/27,26896488,72
16,27/7/2020 07:16:48.16,7:16:48,20,291.7,88.3,10100,-3000,2020/7/27,26896608,120
17,27/7/2020 07:17:15.4,7:17:15,20,331.3,48.7,9100,-3000,2020/7/27,26896635,27
18,27/7/2020 07:17:51.48,7:17:51,20,339.7,40.3,9100,-3000,2020/7/27,26896671,36
19,27/7/2020 07:18:45.04,7:18:45,20,346.8,33.2,7100,-4500,2020/7/27,26896725,54
20,27/7/2020 07:19:48.28,7:19:48,20,359.5,20.5,7100,-5000,2020/7/27,26896788,63
21,27/7/2020 07:20:51.46,7:20:51,20,6.6,13.4,7100,-5000,2020/7/27,26896851,63
22,27/7/2020 07:22:03.38,7:22:03,20,3.7,16.3,7100,-5000,2020/7/27,26896923,72
23,27/7/2020 07:24:03.05,7:24:03,20,359.5,20.5,9100,-5000,2020/7/27,26897043,120
24,27/7/2020 07:24:30.1,7:24:30,20,349.6,30.4,10100,-4000,2020/7/27,26897070,27
25,27/7/2020 07:25:06.26,7:25:06,20,351.0,29.0,10100,-4000,2020/7/27,26897106,36
26,27/7/2020 07:26:00.31,7:26:00,20,352.5,27.5,10100,-4000,2020/7/27,26897160,54
27,27/7/2020 07:27:03.03,7:27:03,20,0.9,19.1,8600,-4000,2020/7/27,26897223,63
28,27/7/2020 07:28:07.02,7:28:07,20,358.1,21.9,8600,-4000,2020/7/27,26897287,64
29,27/7/2020 07:29:18.67,7:29:18,20,17.9,2.1,8600,-5000,2020/7/27,26897358,71
30,27/7/2020 07:31:18.3,7:31:18,20,15.0,5.0,8600,-5000,2020/7/27,26897478,120
