,ACTIME,TIME,TARSTF,SGTF,dif,TOR_P,TOR_N,DATE,ss2,time_interval
0,31/7/2020 20:03:54.08,20:03:54,20,218.3,161.7,8000,-5000,2020/7/31,27288234,0
1,31/7/2020 20:04:28.02,20:04:28,20,240.9,139.1,8000,-5000,2020/7/31,27288268,34
2,31/7/2020 20:05:23.2,20:05:23,20,327.0,53.0,8000,-5000,2020/7/31,27288323,55
3,31/7/2020 20:05:50.17,20:05:50,20,37.6,-17.6,8000,-5000,2020/7/31,27288350,27
4,31/7/2020 20:07:29.15,20:07:29,20,81.4,-61.4,6000,-5000,2020/7/31,27288449,99
5,31/7/2020 20:08:41.37,20:08:41,20,89.9,-69.9,6000,-5000,2020/7/31,27288521,72
6,31/7/2020 20:10:41,20:10:41,20,81.4,-61.4,8000,-5000,2020/7/31,27288641,120
7,31/7/2020 20:11:08.01,20:11:08,20,87.0,-67.0,8000,-5000,2020/7/31,27288668,27
8,31/7/2020 20:11:44.5,20:11:44,20,82.8,-62.8,8000,-5000,2020/7/31,27288704,36
9,31/7/2020 20:12:38.4,20:12:38,20,81.4,-61.4,8000,-5000,2020/7/31,27288758,54
10,31/7/2020 20:13:41.54,20:13:41,20,82.8,-62.8,8000,-5000,2020/7/31,27288821,63
11,31/7/2020 20:14:44.42,20:14:44,20,71.5,-51.5,8000,-5000,2020/7/31,27288884,63
12,31/7/2020 20:15:56.13,20:15:56,20,68.7,-48.7,8000,-5000,2020/7/31,27288956,72
13,31/7/2020 20:17:56.35,20:17:56,20,70.1,-50.1,8000,-5000,2020/7/31,27289076,120
14,31/7/2020 20:18:23.52,20:18:23,20,78.6,-58.6,8000,-5000,2020/7/31,27289103,27
15,31/7/2020 20:18:59.03,20:18:59,20,72.9,-52.9,8000,-5000,2020/7/31,27289139,36
16,31/7/2020 20:20:56.27,20:20:56,20,82.8,-62.8,8000,-5000,2020/7/31,27289256,117
17,31/7/2020 20:21:59.49,20:21:59,20,82.8,-62.8,8000,-5000,2020/7/31,27289319,63
18,31/7/2020 20:23:11.32,20:23:11,20,74.3,-54.3,8000,-5000,2020/7/31,27289391,72
19,31/7/2020 20:25:11.22,20:25:11,20,71.5,-51.5,8000,-5000,2020/7/31,27289511,120
20,31/7/2020 20:25:38.2,20:25:38,20,75.7,-55.7,8000,-5000,2020/7/31,27289538,27
21,31/7/2020 20:26:14.58,20:26:14,20,82.8,-62.8,8000,-5000,2020/7/31,27289574,36
22,31/7/2020 20:27:08.09,20:27:08,20,77.2,-57.2,8000,-5000,2020/7/31,27289628,54
23,31/7/2020 20:28:11.26,20:28:11,20,72.9,-52.9,8000,-5000,2020/7/31,27289691,63
24,31/7/2020 20:29:14.3,20:29:14,20,70.1,-50.1,8000,-5000,2020/7/31,27289754,63
25,31/7/2020 20:30:54.13,20:30:54,20,64.5,-44.5,8000,-5000,2020/7/31,27289854,100
26,31/7/2020 20:32:27.3,20:32:27,20,60.2,-40.2,8000,-5000,2020/7/31,27289947,93
27,31/7/2020 20:33:29.09,20:33:29,20,61.6,-41.6,8000,-5000,2020/7/31,27290009,62
28,31/7/2020 20:35:26.18,20:35:26,20,65.9,-45.9,8000,-5000,2020/7/31,27290126,117
29,31/7/2020 20:36:29.11,20:36:29,20,67.3,-47.3,8000,-5000,2020/7/31,27290189,63
30,31/7/2020 20:37:41.56,20:37:41,20,61.6,-41.6,8000,-5000,2020/7/31,27290261,72
31,31/7/2020 20:39:41.34,20:39:41,20,60.2,-40.2,8000,-5000,2020/7/31,27290381,120
32,31/7/2020 20:40:08.53,20:40:08,20,63.0,-43.0,8000,-5000,2020/7/31,27290408,27
33,31/7/2020 20:40:44.54,20:40:44,20,60.2,-40.2,8000,-5000,2020/7/31,27290444,36
34,31/7/2020 20:41:38.56,20:41:38,20,71.5,-51.5,8000,-5000,2020/7/31,27290498,54
35,31/7/2020 20:42:41.24,20:42:41,20,63.0,-43.0,8000,-5000,2020/7/31,27290561,63
36,31/7/2020 20:43:44.38,20:43:44,20,63.0,-43.0,8000,-5000,2020/7/31,27290624,63
37,31/7/2020 20:44:56.29,20:44:56,20,65.9,-45.9,8000,-5000,2020/7/31,27290696,72
38,31/7/2020 20:46:56.04,20:46:56,20,58.8,-38.8,8000,-5000,2020/7/31,27290816,120
39,31/7/2020 20:47:23.17,20:47:23,20,63.0,-43.0,8000,-5000,2020/7/31,27290843,27
40,31/7/2020 20:48:53.06,20:48:53,20,71.5,-51.5,8000,-5000,2020/7/31,27290933,90
41,31/7/2020 20:49:56.57,20:49:56,20,71.5,-51.5,8000,-5000,2020/7/31,27290996,63
42,31/7/2020 20:50:59.42,20:50:59,20,71.5,-51.5,8000,-5000,2020/7/31,27291059,63
43,31/7/2020 20:54:11.34,20:54:11,20,78.6,-58.6,8000,-5000,2020/7/31,27291251,192
44,31/7/2020 20:54:38.61,20:54:38,20,70.1,-50.1,8000,-5000,2020/7/31,27291278,27
45,31/7/2020 20:55:14.43,20:55:14,20,80.0,-60.0,8000,-5000,2020/7/31,27291314,36
46,31/7/2020 20:56:08.18,20:56:08,20,68.7,-48.7,8000,-5000,2020/7/31,27291368,54
47,31/7/2020 20:57:12.36,20:57:12,20,71.5,-51.5,8000,-5000,2020/7/31,27291432,64
48,31/7/2020 20:58:15.53,20:58:15,20,71.5,-51.5,8000,-5000,2020/7/31,27291495,63
49,31/7/2020 21:01:27.48,21:01:27,20,70.1,-50.1,8000,-5000,2020/7/31,27291687,192
50,31/7/2020 21:01:53.25,21:01:53,20,65.9,-45.9,8000,-5000,2020/7/31,27291713,26
51,31/7/2020 21:02:30.29,21:02:30,20,71.5,-51.5,8000,-5000,2020/7/31,27291750,37
52,31/7/2020 21:03:23.1,21:03:23,20,67.3,-47.3,8000,-5000,2020/7/31,27291803,53
53,31/7/2020 21:04:27.25,21:04:27,20,68.7,-48.7,8000,-5000,2020/7/31,27291867,64
54,31/7/2020 21:05:29.4,21:05:29,20,74.3,-54.3,8000,-5000,2020/7/31,27291929,62
55,31/7/2020 21:06:41.12,21:06:41,20,77.2,-57.2,8000,-5000,2020/7/31,27292001,72
56,31/7/2020 21:08:41.58,21:08:41,20,71.5,-51.5,8000,-5000,2020/7/31,27292121,120
