,ACTIME,TIME,TARSTF,SGTF,dif,TOR_P,TOR_N,DATE,ss2,time_interval
0,23/9/2019 02:02:24,2:02:24,270,176.6,93.4,4800,-3200,2019/9/23,266544,0
1,23/9/2019 02:04:28,2:04:28,270,232.8,37.2,4300,-2700,2019/9/23,266668,124
2,23/9/2019 02:05:07,2:05:07,270,255.3,14.7,3800,-2700,2019/9/23,266707,39
3,23/9/2019 02:05:23,2:05:23,270,272.2,-2.2,3800,-2700,2019/9/23,266723,16
4,23/9/2019 02:06:36,2:06:36,270,277.8,-7.8,3800,-2700,2019/9/23,266796,73
5,23/9/2019 02:07:30,2:07:30,270,289.1,-19.1,3800,-2700,2019/9/23,266850,54
6,23/9/2019 02:08:09,2:08:09,270,305.9,-35.9,3300,-3200,2019/9/23,266889,39
7,23/9/2019 02:08:53,2:08:53,270,322.8,-52.8,3300,-3200,2019/9/23,266933,44
8,23/9/2019 02:09:42,2:09:42,270,328.4,-58.4,3300,-3200,2019/9/23,266982,49
9,23/9/2019 02:10:38,2:10:38,270,334.1,-64.1,3800,-3700,2019/9/23,267038,56
10,23/9/2019 02:10:56,2:10:56,270,339.7,-69.7,3800,-3700,2019/9/23,267056,18
11,23/9/2019 02:11:11,2:11:11,270,345.3,-75.3,2800,-2200,2019/9/23,267071,15
12,23/9/2019 02:11:51,2:11:51,270,339.7,-69.7,3300,-3200,2019/9/23,267111,40
13,23/9/2019 02:12:46,2:12:46,270,345.3,-75.3,3800,-3200,2019/9/23,267166,55
14,23/9/2019 02:13:21,2:13:21,270,339.7,-69.7,3800,-3200,2019/9/23,267201,35
15,23/9/2019 02:14:10,2:14:10,270,350.9,-80.9,3800,-3200,2019/9/23,267250,49
16,23/9/2019 02:14:57,2:14:57,270,356.6,-86.6,3800,-3200,2019/9/23,267297,47
17,23/9/2019 02:15:35,2:15:35,270,2.2,-92.2,2800,-4200,2019/9/23,267335,38
18,23/9/2019 02:15:52,2:15:52,270,24.7,-114.7,2800,-4200,2019/9/23,267352,17
19,23/9/2019 02:16:09,2:16:09,270,19.1,-109.1,2800,-4200,2019/9/23,267369,17
