,ACTIME,TIME,TARSTF,SGTF,dif,TOR_P,TOR_N,DATE,ss2,time_interval
0,23/9/2019 13:31:55,13:31:55,35,69.7,-34.7,3500,-3600,2019/9/23,307915,0
1,23/9/2019 13:32:34,13:32:34,35,80.9,-45.9,3500,-3600,2019/9/23,307954,39
2,23/9/2019 13:32:48,13:32:48,35,75.3,-40.3,3500,-3600,2019/9/23,307968,14
3,23/9/2019 13:33:29,13:33:29,35,86.6,-51.6,3500,-3600,2019/9/23,308009,41
4,23/9/2019 13:34:07,13:34:07,35,69.7,-34.7,3500,-3600,2019/9/23,308047,38
5,23/9/2019 13:34:51,13:34:51,35,75.3,-40.3,3500,-3600,2019/9/23,308091,44
6,23/9/2019 13:35:41,13:35:41,35,86.6,-51.6,3500,-4100,2019/9/23,308141,50
7,23/9/2019 13:36:19,13:36:19,35,64.1,-29.1,3500,-3800,2019/9/23,308179,38
8,23/9/2019 13:36:36,13:36:36,35,52.8,-17.8,3500,-3800,2019/9/23,308196,17
9,23/9/2019 13:36:52,13:36:52,35,47.2,-12.2,3500,-3800,2019/9/23,308212,16
10,23/9/2019 13:37:10,13:37:10,35,52.8,-17.8,3500,-3800,2019/9/23,308230,18
11,23/9/2019 13:37:47,13:37:47,35,47.2,-12.2,3500,-3800,2019/9/23,308267,37
12,23/9/2019 13:38:05,13:38:05,35,41.6,-6.6,3500,-3800,2019/9/23,308285,18
13,23/9/2019 13:38:44,13:38:44,35,35.9,-0.9,3800,-3600,2019/9/23,308324,39
14,23/9/2019 13:39:19,13:39:19,35,30.3,4.7,3800,-3600,2019/9/23,308359,35
15,23/9/2019 13:40:07,13:40:07,35,19.1,15.9,4200,-3600,2019/9/23,308407,48
16,23/9/2019 13:40:53,13:40:53,35,13.4,21.6,4700,-3600,2019/9/23,308453,46
17,23/9/2019 13:41:33,13:41:33,35,7.8,27.2,4700,-3300,2019/9/23,308493,40
18,23/9/2019 13:42:07,13:42:07,35,356.6,38.4,5200,-3300,2019/9/23,308527,34
19,23/9/2019 13:42:25,13:42:25,35,350.9,44.1,5500,-3300,2019/9/23,308545,18
20,23/9/2019 13:43:01,13:43:01,35,345.3,49.7,5500,-3300,2019/9/23,308581,36
21,23/9/2019 13:43:58,13:43:58,35,356.6,38.4,5500,-3300,2019/9/23,308638,57
22,23/9/2019 13:44:36,13:44:36,35,7.8,27.2,5500,-3300,2019/9/23,308676,38
23,23/9/2019 13:45:18,13:45:18,35,35.9,-0.9,5500,-3300,2019/9/23,308718,42
24,23/9/2019 13:46:10,13:46:10,35,58.4,-23.4,5500,-3300,2019/9/23,308770,52
25,23/9/2019 13:46:49,13:46:49,35,80.9,-45.9,4500,-3300,2019/9/23,308809,39
26,23/9/2019 13:47:05,13:47:05,35,92.2,-57.2,4500,-3800,2019/9/23,308825,16
27,23/9/2019 13:47:22,13:47:22,35,97.8,-62.8,4000,-3800,2019/9/23,308842,17
