,ACTIME,TIME,TARSTF,SGTF,dif,TOR_P,TOR_N,DATE,ss2,time_interval
0,24/9/2019 01:27:38,1:27:38,190,109.1,80.9,5000,-3500,2019/9/24,350858,0
1,24/9/2019 01:28:16,1:28:16,190,114.7,75.3,5000,-3500,2019/9/24,350896,38
2,24/9/2019 01:28:32,1:28:32,190,125.9,64.1,5000,-3500,2019/9/24,350912,16
3,24/9/2019 01:28:50,1:28:50,190,131.6,58.4,5000,-3500,2019/9/24,350930,18
4,24/9/2019 01:29:07,1:29:07,190,137.2,52.8,5000,-3500,2019/9/24,350947,17
5,24/9/2019 01:30:02,1:30:02,190,142.8,47.2,5000,-3500,2019/9/24,351002,55
6,24/9/2019 01:32:01,1:32:01,190,148.4,41.6,5000,-3500,2019/9/24,351121,119
7,24/9/2019 01:33:31,1:33:31,190,142.8,47.2,5500,-3000,2019/9/24,351211,90
8,24/9/2019 01:33:47,1:33:47,190,148.4,41.6,5500,-3000,2019/9/24,351227,16
9,24/9/2019 01:34:03,1:34:03,190,182.2,7.8,5500,-3000,2019/9/24,351243,16
10,24/9/2019 01:34:22,1:34:22,190,204.7,-14.7,5000,-3500,2019/9/24,351262,19
11,24/9/2019 01:35:00,1:35:00,190,210.3,-20.3,4500,-3000,2019/9/24,351300,38
12,24/9/2019 01:35:17,1:35:17,190,249.7,-59.7,4500,-3500,2019/9/24,351317,17
13,24/9/2019 01:36:34,1:36:34,190,260.9,-70.9,3500,-5000,2019/9/24,351394,77
14,24/9/2019 01:37:18,1:37:18,190,244.1,-54.1,3500,-5000,2019/9/24,351438,44
15,24/9/2019 01:38:06,1:38:06,190,255.3,-65.3,3500,-5000,2019/9/24,351486,48
16,24/9/2019 01:38:45,1:38:45,190,215.9,-25.9,4500,-3500,2019/9/24,351525,39
17,24/9/2019 01:39:01,1:39:01,190,187.8,2.2,5000,-3500,2019/9/24,351541,16
18,24/9/2019 01:39:19,1:39:19,190,182.2,7.8,5000,-3500,2019/9/24,351559,18
19,24/9/2019 01:40:14,1:40:14,190,187.8,2.2,5000,-3500,2019/9/24,351614,55
20,24/9/2019 01:40:28,1:40:28,190,221.6,-31.6,5000,-3500,2019/9/24,351628,14
21,24/9/2019 01:41:10,1:41:10,190,227.2,-37.2,4000,-3500,2019/9/24,351670,42
22,24/9/2019 01:41:48,1:41:48,190,238.4,-48.4,4000,-4500,2019/9/24,351708,38
23,24/9/2019 01:42:31,1:42:31,190,255.3,-65.3,3500,-5000,2019/9/24,351751,43
24,24/9/2019 01:43:21,1:43:21,190,266.6,-76.6,3500,-5000,2019/9/24,351801,50
25,24/9/2019 01:44:00,1:44:00,190,249.7,-59.7,3500,-5000,2019/9/24,351840,39
26,24/9/2019 01:44:15,1:44:15,190,244.1,-54.1,3500,-5000,2019/9/24,351855,15
27,24/9/2019 01:44:33,1:44:33,190,238.4,-48.4,3500,-5000,2019/9/24,351873,18
28,24/9/2019 01:44:51,1:44:51,190,244.1,-54.1,3500,-5000,2019/9/24,351891,18
29,24/9/2019 01:45:28,1:45:28,190,215.9,-25.9,3500,-4500,2019/9/24,351928,37
30,24/9/2019 01:45:46,1:45:46,190,204.7,-14.7,4500,-3500,2019/9/24,351946,18
31,24/9/2019 01:46:24,1:46:24,190,199.1,-9.1,4500,-3500,2019/9/24,351984,38
