,0
0,-128.72363204106023
1,-128.7694317842543
2,-128.71792535703185
3,-128.4480050800889
4,-128.51561604454446
5,-128.6502725639894
6,-128.68005463780537
7,-128.7755387268703
8,-128.70144647575478
9,-128.76606214601426
10,-128.77914116442105
11,-128.9488887171833
12,-128.9947734955702
13,-129.24837388410984
14,-129.62691229772983
15,-129.47008133582221
16,-129.45780963078224
17,-129.24070346792783
18,-129.25333143232106
19,-129.03870291662466
20,-129.0459285803956
21,-128.98421457325006
22,-129.08947516437428
23,-129.21695073098047
24,-129.27705232918214
25,-129.15449028012478
26,-129.29547787743854
27,-129.30508802175854
28,-129.3412241491598
29,-129.2572788812388
30,-129.4392505999634
31,-129.46269107501502
32,-129.4288024948692
33,-129.47785975001744
34,-129.3799966791867
35,-129.4736736289242
36,-129.48511276313482
37,-129.40504263196976
38,-129.15582453629784
39,-129.1625679429492
40,-129.191179161777
41,-129.13827971411493
42,-129.02106862341412
43,-128.86440027079755
44,-128.85343426638886
45,-128.91229128096776
46,-128.93785158613434
47,-128.95160422185486
48,-128.97512368736787
49,-129.00529314924685
50,-129.11353026246024
51,-129.57342681504915
52,-129.80951807568246
53,-130.13917473436663
54,-130.110463837065
55,-129.73083943323667
56,-129.11247830112768
57,-128.7353713362114
58,-128.09496068327465
59,-126.81782048172889
60,-125.9357124055197
61,-124.9368506759922
62,-124.08755166444743
63,-123.09855453246197
64,-122.00052245711035
65,-120.78245219012385
66,-119.70139920327868
67,-118.63319105162083
68,-117.58012538502521
69,-116.53354067940452
70,-115.37188729209961
71,-114.22085516710024
72,-113.382596262934
73,-112.49966221386605
74,-111.50876618229057
75,-110.52560305204604
76,-109.55634419991812
77,-108.59372673902575
78,-107.85621623856217
79,-106.78018482387537
80,-105.83790425211731
81,-105.01847069753248
82,-104.10803407654454
83,-103.07278093989949
84,-102.39947615302471
85,-101.37917076313383
86,-100.62894881054896
87,-99.75473423978222
88,-98.89402474942914
89,-98.0437839990189
90,-97.19060238716963
91,-96.48852089361849
92,-95.65698049337438
93,-94.83431938390456
94,-94.12839934349104
95,-93.43384481582541
96,-92.63565888946201
97,-91.83136597921379
98,-91.17382548008099
99,-90.39457043448641
100,-89.49193538152214
101,-88.937938706571
102,-88.29896418924088
103,-87.66237656942475
