,state0,state1,state2,action,reward,state_0,state_1,state_2,a_loss
127,0.9837483763694763,0.18113140761852264,0.041044700890779495,-0.928633987903595,-0.003420074954773813,0.9834128618240356,0.18296971917152405,0.03761231154203415,0.2924855351448059
128,0.9834128618240356,0.18296971917152405,0.03761231154203415,-0.9294674396514893,-0.0034858446849137573,0.9830925464630127,0.1846957802772522,0.03541940450668335,1.1358951330184937
129,0.9830925464630127,0.1846957802772522,0.03541940450668335,-0.9503790140151978,-0.003553101895286845,0.9828090667724609,0.18622583150863647,0.03139383718371391,1.0195155143737793
130,0.9828090667724609,0.18622583150863647,0.03139383718371391,-0.9387933611869812,-0.003606199976356652,0.9825307726860046,0.18769367039203644,0.030235029757022858,0.2246086299419403
131,0.9825307726860046,0.18769367039203644,0.030235029757022858,-0.9505164623260498,-0.003663965439831609,0.982268214225769,0.18907523155212402,0.028429169207811356,0.42585843801498413
132,0.982268214225769,0.18907523155212402,0.028429169207811356,-0.9551706314086914,-0.0037170513648605366,0.9820175170898438,0.19038283824920654,0.02695687860250473,0.3495604395866394
133,0.9820175170898438,0.19038283824920654,0.02695687860250473,-0.9658216834068298,-0.0037691037586964704,0.9817856550216675,0.19158828258514404,0.024870049208402634,0.6533313393592834
134,0.9817856550216675,0.19158828258514404,0.024870049208402634,-0.9712231159210205,-0.0038162073204910164,0.9815715551376343,0.19269441068172455,0.022873608395457268,0.4350656569004059
135,0.9815715551376343,0.19269441068172455,0.022873608395457268,-0.986954927444458,-0.003861891055669018,0.9813918471336365,0.19362878799438477,0.019351955503225327,0.3331100642681122
136,0.9813918471336365,0.19362878799438477,0.019351955503225327,-0.9867631196975708,-0.0038972971631426774,0.9812376499176025,0.19442296028137207,0.016550695523619652,1.5636887550354004
137,0.9812376499176025,0.19442296028137207,0.016550695523619652,-0.9852789044380188,-0.003927616366646968,0.9811015129089355,0.1951192021369934,0.014565655961632729,0.8677569031715393
138,0.9811015129089355,0.1951192021369934,0.014565655961632729,-0.984836995601654,-0.003954750211061719,0.9809778928756714,0.1957467943429947,0.013168584555387497,0.2759194076061249
139,0.9809778928756714,0.1957467943429947,0.013168584555387497,-0.9924712777137756,-0.003981049608884791,0.9808750152587891,0.19627386331558228,0.011100653558969498,0.054567039012908936
140,0.9808750152587891,0.19627386331558228,0.011100653558969498,-0.9937776923179626,-0.0040019722836651195,0.9807900190353394,0.1967080533504486,0.009228305891156197,1.066605567932129
141,0.9807900190353394,0.1967080533504486,0.009228305891156197,-0.9941667318344116,-0.0040191761375099255,0.9807203412055969,0.19706307351589203,0.007622025441378355,0.6155121922492981
142,0.9807203412055969,0.19706307351589203,0.007622025441378355,-0.9822344183921814,-0.004030899701112022,0.9806442260742188,0.19743788242340088,0.008064452558755875,0.54853755235672
143,0.9806442260742188,0.19743788242340088,0.008064452558755875,-0.9869131445884705,-0.00404714248486669,0.9805681705474854,0.1978163719177246,0.008094223216176033,1.171854019165039
144,0.9805681705474854,0.1978163719177246,0.008094223216176033,-0.9772449135780334,-0.004060586859164118,0.9804728627204895,0.19827888906002045,0.009850230067968369,0.8545998334884644
145,0.9804728627204895,0.19827888906002045,0.009850230067968369,-0.9803730249404907,-0.004080385097420699,0.9803611040115356,0.198823481798172,0.011490203440189362,0.6857056617736816
146,0.9803611040115356,0.198823481798172,0.011490203440189362,-0.9633060693740845,-0.004099615580998144,0.9802001118659973,0.19959042966365814,0.016087505966424942,0.4572136402130127
147,0.9802001118659973,0.19959042966365814,0.016087505966424942,-0.9698665142059326,-0.004133647092155159,0.9799970984458923,0.20056647062301636,0.02028806321322918,0.4102093577384949
148,0.9799970984458923,0.20056647062301636,0.02028806321322918,-0.9711352586746216,-0.004175522483874176,0.9797447323799133,0.2017737329006195,0.025027938187122345,0.6066029071807861
149,0.9797447323799133,0.2017737329006195,0.025027938187122345,-0.9812807440757751,-0.004229580643096092,0.9794495701789856,0.2031840980052948,0.029156528413295746,0.7331546545028687
150,0.9794495701789856,0.2031840980052948,0.029156528413295746,-0.9863085150718689,-0.004291485449493553,0.9791067838668823,0.20481017231941223,0.03358643129467964,1.064521312713623
151,0.9791067838668823,0.20481017231941223,0.03358643129467964,-1.0085833072662354,-0.004366936506528862,0.9787399768829346,0.2065514177083969,0.03590455651283264,0.8719614148139954
152,0.9787399768829346,0.2065514177083969,0.03590455651283264,-1.0009801387786865,-0.00444061308213928,0.9783174991607666,0.2085200697183609,0.0406530387699604,1.0842270851135254
153,0.9783174991607666,0.2085200697183609,0.0406530387699604,-1.040922999382019,-0.004536604222746827,0.9778937697410583,0.21050682663917542,0.04091250151395798,0.5154452323913574
154,0.9778937697410583,0.21050682663917542,0.04091250151395798,-1.0422289371490479,-0.004622625342561575,0.9774478077888489,0.2125621736049652,0.042446136474609375,0.5980261564254761
155,0.9774478077888489,0.2125621736049652,0.042446136474609375,-1.1207292079925537,-0.004730526358908449,0.9771016836166382,0.2142045646905899,0.03378961607813835,0.81560879945755
156,0.9771016836166382,0.2142045646905899,0.03378961607813835,-1.0796998739242554,-0.004786675718925064,0.9767584204673767,0.2157631665468216,0.03245379775762558,0.9295153617858887
157,0.9767584204673767,0.2157631665468216,0.03245379775762558,-1.1092965602874756,-0.004861705928541031,0.9764662981033325,0.21710817515850067,0.027883082628250122,0.6256799697875977
158,0.9764662981033325,0.21710817515850067,0.027883082628250122,-1.106153964996338,-0.0049181600057961825,0.976204514503479,0.21829578280448914,0.024773992598056793,1.2466776371002197
159,0.976204514503479,0.21829578280448914,0.024773992598056793,-1.1101155281066895,-0.004970829241814939,0.975972056388855,0.21934664249420166,0.02196350134909153,0.6812825202941895
160,0.975972056388855,0.21934664249420166,0.02196350134909153,-1.1190828084945679,-0.0050190048203331014,0.9757760763168335,0.22023355960845947,0.01859782263636589,0.47587403655052185
161,0.9757760763168335,0.22023355960845947,0.01859782263636589,-1.1238017082214355,-0.005058928657816851,0.9756170511245728,0.22095294296741486,0.015186212956905365,0.8866880536079407
162,0.9756170511245728,0.22095294296741486,0.015186212956905365,-1.138263463973999,-0.005093825930155656,0.9755148887634277,0.22142796218395233,0.01014934666454792,0.523047924041748
163,0.9755148887634277,0.22142796218395233,0.01014934666454792,-1.128289818763733,-0.005111912139565893,0.9754460453987122,0.22174277901649475,0.006950459908694029,1.0679056644439697
