,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,29/7/2020 12:04:02.21,12:04:02,90,341.2,5500,-4000,2020/7/29,27086642,0
1,29/7/2020 12:04:57.71,12:04:57,90,345.4,5500,-4000,2020/7/29,27086697,55
2,29/7/2020 12:05:59.13,12:05:59,90,353.9,5500,-4000,2020/7/29,27086759,62
3,29/7/2020 12:06:26.51,12:06:26,90,356.7,5500,-4000,2020/7/29,27086786,27
4,29/7/2020 12:07:29.5,12:07:29,90,356.7,5500,-4000,2020/7/29,27086849,63
5,29/7/2020 12:08:15.54,12:08:15,90,43.3,5500,-4000,2020/7/29,27086895,46
6,29/7/2020 12:10:14.58,12:10:14,90,95.5,5500,-4000,2020/7/29,27087014,119
7,29/7/2020 12:10:41.56,12:10:41,90,91.3,5500,-4000,2020/7/29,27087041,27
8,29/7/2020 12:11:17.66,12:11:17,90,87.0,5500,-4000,2020/7/29,27087077,36
9,29/7/2020 12:12:11.23,12:12:11,90,81.4,5500,-4000,2020/7/29,27087131,54
10,29/7/2020 12:13:14.2,12:13:14,90,84.2,5500,-4000,2020/7/29,27087194,63
11,29/7/2020 12:14:18.2,12:14:18,90,84.2,5500,-4000,2020/7/29,27087258,64
12,29/7/2020 12:15:29.25,12:15:29,90,78.6,5500,-4000,2020/7/29,27087329,71
13,29/7/2020 12:17:30.28,12:17:30,90,78.6,5500,-4000,2020/7/29,27087450,121
14,29/7/2020 12:17:57.33,12:17:57,90,74.3,5500,-4000,2020/7/29,27087477,27
15,29/7/2020 12:19:27.06,12:19:27,90,68.7,5500,-4000,2020/7/29,27087567,90
16,29/7/2020 12:20:30.41,12:20:30,90,68.7,5500,-4000,2020/7/29,27087630,63
17,29/7/2020 12:21:33.01,12:21:33,90,60.2,5500,-4000,2020/7/29,27087693,63
18,29/7/2020 12:22:45.87,12:22:45,90,48.9,5500,-4000,2020/7/29,27087765,72
19,29/7/2020 12:24:45.38,12:24:45,90,44.7,5500,-4000,2020/7/29,27087885,120
20,29/7/2020 12:25:12.22,12:25:12,90,37.6,7000,-4000,2020/7/29,27087912,27
21,29/7/2020 12:25:48.77,12:25:48,90,33.4,8000,-4000,2020/7/29,27087948,36
22,29/7/2020 12:26:42.52,12:26:42,90,40.5,8000,-4000,2020/7/29,27088002,54
23,29/7/2020 12:27:45.47,12:27:45,90,33.4,8000,-4000,2020/7/29,27088065,63
24,29/7/2020 12:28:12.36,12:28:12,90,26.3,8000,-4000,2020/7/29,27088092,27
25,29/7/2020 12:29:15.67,12:29:15,90,26.3,8000,-4000,2020/7/29,27088155,63
26,29/7/2020 12:30:00.68,12:30:00,90,30.6,8500,-3500,2020/7/29,27088200,45
27,29/7/2020 12:32:00.23,12:32:00,90,24.9,8500,-3500,2020/7/29,27088320,120
28,29/7/2020 12:32:27.56,12:32:27,90,22.1,8500,-3500,2020/7/29,27088347,27
29,29/7/2020 12:33:02.52,12:33:02,90,24.9,9000,-3500,2020/7/29,27088382,35
30,29/7/2020 12:33:56.17,12:33:56,90,26.3,9000,-3500,2020/7/29,27088436,54
31,29/7/2020 12:34:59.48,12:34:59,90,22.1,9500,-3500,2020/7/29,27088499,63
32,29/7/2020 12:36:03.02,12:36:03,90,20.7,10000,-3500,2020/7/29,27088563,64
33,29/7/2020 12:37:15.01,12:37:15,90,17.9,10000,-3500,2020/7/29,27088635,72
34,29/7/2020 12:39:15.11,12:39:15,90,22.1,10000,-3500,2020/7/29,27088755,120
35,29/7/2020 12:39:41.92,12:39:41,90,19.3,10000,-3500,2020/7/29,27088781,26
36,29/7/2020 12:40:17.98,12:40:17,90,20.7,10000,-3500,2020/7/29,27088817,36
37,29/7/2020 12:41:12.04,12:41:12,90,22.1,10000,-3500,2020/7/29,27088872,55
38,29/7/2020 12:42:14.19,12:42:14,90,29.2,10000,-3500,2020/7/29,27088934,62
39,29/7/2020 12:43:18.85,12:43:18,90,30.6,10000,-3500,2020/7/29,27088998,64
40,29/7/2020 12:44:30.9,12:44:30,90,37.6,10000,-3500,2020/7/29,27089070,72
41,29/7/2020 12:46:30.04,12:46:30,90,36.2,10000,-3500,2020/7/29,27089190,120
42,29/7/2020 12:46:57.27,12:46:57,90,41.9,10000,-3500,2020/7/29,27089217,27
43,29/7/2020 12:48:27.33,12:48:27,90,39.0,10000,-3500,2020/7/29,27089307,90
44,29/7/2020 12:49:30.12,12:49:30,90,41.9,10000,-3500,2020/7/29,27089370,63
45,29/7/2020 12:50:33.08,12:50:33,90,43.3,10000,-3500,2020/7/29,27089433,63
46,29/7/2020 12:51:45.19,12:51:45,90,44.7,10000,-3500,2020/7/29,27089505,72
47,29/7/2020 12:53:45.54,12:53:45,90,47.5,10000,-3500,2020/7/29,27089625,120
48,29/7/2020 12:54:13.54,12:54:13,90,58.8,10000,-3500,2020/7/29,27089653,28
49,29/7/2020 12:55:42.52,12:55:42,90,61.6,10000,-3500,2020/7/29,27089742,89
50,29/7/2020 12:56:45.58,12:56:45,90,65.9,10000,-3500,2020/7/29,27089805,63
51,29/7/2020 12:57:49.2,12:57:49,90,68.7,10000,-3500,2020/7/29,27089869,64
52,29/7/2020 12:59:00.97,12:59:00,90,72.9,10000,-3500,2020/7/29,27089940,71
53,29/7/2020 13:01:00.07,13:01:00,90,77.2,10000,-3500,2020/7/29,27090060,120
54,29/7/2020 13:01:27.44,13:01:27,90,78.6,10000,-3500,2020/7/29,27090087,27
55,29/7/2020 13:02:03.21,13:02:03,90,80.0,10000,-3500,2020/7/29,27090123,36
56,29/7/2020 13:02:56,13:02:56,90,81.4,10000,-3500,2020/7/29,27090176,53
57,29/7/2020 13:04:00.56,13:04:00,90,82.8,9600,-3500,2020/7/29,27090240,64
58,29/7/2020 13:05:03.17,13:05:03,90,88.5,9400,-3500,2020/7/29,27090303,63
59,29/7/2020 13:06:15.39,13:06:15,90,92.7,9400,-3500,2020/7/29,27090375,72
60,29/7/2020 13:08:15.53,13:08:15,90,94.1,9400,-3500,2020/7/29,27090495,120
61,29/7/2020 13:08:42.22,13:08:42,90,98.3,9400,-3500,2020/7/29,27090522,27
62,29/7/2020 13:10:12.64,13:10:12,90,101.2,9400,-3500,2020/7/29,27090612,90
63,29/7/2020 13:11:16.11,13:11:16,90,104.0,9400,-3500,2020/7/29,27090676,64
64,29/7/2020 13:11:42.82,13:11:42,90,108.2,9400,-3500,2020/7/29,27090702,26
65,29/7/2020 13:12:47.05,13:12:47,90,108.2,9400,-3500,2020/7/29,27090767,65
66,29/7/2020 13:13:30.07,13:13:30,90,106.8,8900,-3500,2020/7/29,27090810,43
67,29/7/2020 13:15:30.36,13:15:30,20,108.2,8400,-5000,2020/7/29,27090930,120
68,29/7/2020 13:15:57.11,13:15:57,20,112.5,7900,-5000,2020/7/29,27090957,27
69,29/7/2020 13:16:33.23,13:16:33,20,113.9,7900,-5000,2020/7/29,27090993,36
70,29/7/2020 13:17:27.33,13:17:27,20,112.5,7900,-5000,2020/7/29,27091047,54
71,29/7/2020 13:18:30.56,13:18:30,20,115.3,7900,-5500,2020/7/29,27091110,63
72,29/7/2020 13:19:33.4,13:19:33,20,113.9,7900,-5500,2020/7/29,27091173,63
73,29/7/2020 13:20:45.31,13:20:45,20,112.5,7900,-5500,2020/7/29,27091245,72
74,29/7/2020 13:22:46.07,13:22:46,20,112.5,7900,-5500,2020/7/29,27091366,121
75,29/7/2020 13:23:13.39,13:23:13,20,111.0,7900,-6000,2020/7/29,27091393,27
76,29/7/2020 13:24:42.9,13:24:42,20,112.5,7900,-6000,2020/7/29,27091482,89
77,29/7/2020 13:25:46.11,13:25:46,20,106.8,7900,-6000,2020/7/29,27091546,64
78,29/7/2020 13:26:48.06,13:26:48,20,106.8,7900,-6000,2020/7/29,27091608,62
79,29/7/2020 13:27:14.4,13:27:14,20,105.4,7900,-6000,2020/7/29,27091634,26
80,29/7/2020 13:28:27.26,13:28:27,20,105.4,7900,-6000,2020/7/29,27091707,73
81,29/7/2020 13:30:00.07,13:30:00,20,99.7,7900,-6000,2020/7/29,27091800,93
82,29/7/2020 13:30:27.1,13:30:27,20,94.1,7900,-6000,2020/7/29,27091827,27
83,29/7/2020 13:31:57.32,13:31:57,20,98.3,7400,-6000,2020/7/29,27091917,90
84,29/7/2020 13:33:00.5,13:33:00,20,94.1,7400,-6000,2020/7/29,27091980,63
85,29/7/2020 13:34:03.4,13:34:03,20,94.1,7400,-6000,2020/7/29,27092043,63
86,29/7/2020 13:35:16.27,13:35:16,20,89.9,7400,-6000,2020/7/29,27092116,73
87,29/7/2020 13:37:15.74,13:37:15,20,88.5,7400,-6000,2020/7/29,27092235,119
88,29/7/2020 13:37:42.5,13:37:42,20,82.8,7400,-6000,2020/7/29,27092262,27
89,29/7/2020 13:38:18.63,13:38:18,20,88.5,7400,-6000,2020/7/29,27092298,36
90,29/7/2020 13:38:46.12,13:38:46,20,84.2,7400,-6000,2020/7/29,27092326,28
91,29/7/2020 13:40:16.45,13:40:16,20,77.2,7400,-6000,2020/7/29,27092416,90
92,29/7/2020 13:41:18.13,13:41:18,20,71.5,8400,-5000,2020/7/29,27092478,62
93,29/7/2020 13:42:30.2,13:42:30,20,71.5,8400,-5000,2020/7/29,27092550,72
94,29/7/2020 13:44:30.14,13:44:30,20,65.9,8400,-5000,2020/7/29,27092670,120
95,29/7/2020 13:44:57.37,13:44:57,20,57.4,8900,-4500,2020/7/29,27092697,27
96,29/7/2020 13:45:33.42,13:45:33,20,63.0,8900,-4500,2020/7/29,27092733,36
97,29/7/2020 13:46:27.07,13:46:27,20,64.5,8900,-4500,2020/7/29,27092787,54
98,29/7/2020 13:47:30.42,13:47:30,20,48.9,8900,-4500,2020/7/29,27092850,63
99,29/7/2020 13:48:34.04,13:48:34,20,58.8,8900,-4500,2020/7/29,27092914,64
100,29/7/2020 13:49:46.38,13:49:46,20,54.6,8900,-4500,2020/7/29,27092986,72
101,29/7/2020 13:51:46.39,13:51:46,20,63.0,8900,-4500,2020/7/29,27093106,120
102,29/7/2020 13:52:14.53,13:52:14,20,65.9,8400,-5000,2020/7/29,27093134,28
103,29/7/2020 13:52:49,13:52:49,20,71.5,8400,-5000,2020/7/29,27093169,35
104,29/7/2020 13:53:43.54,13:53:43,20,58.8,8400,-5000,2020/7/29,27093223,54
105,29/7/2020 13:54:46.75,13:54:46,20,68.7,8400,-5000,2020/7/29,27093286,63
106,29/7/2020 13:55:49.61,13:55:49,20,71.5,8400,-5000,2020/7/29,27093349,63
107,29/7/2020 13:57:00.55,13:57:00,20,77.2,8900,-5500,2020/7/29,27093420,71
108,29/7/2020 13:59:00.06,13:59:00,20,75.7,8900,-5500,2020/7/29,27093540,120
109,29/7/2020 13:59:27.47,13:59:27,20,78.6,8900,-5500,2020/7/29,27093567,27
110,29/7/2020 14:00:03.16,14:00:03,20,82.8,8900,-5500,2020/7/29,27093603,36
111,29/7/2020 14:00:58.42,14:00:58,20,80.0,8900,-5500,2020/7/29,27093658,55
112,29/7/2020 14:02:01.07,14:02:01,20,82.8,8900,-5500,2020/7/29,27093721,63
113,29/7/2020 14:03:04.48,14:03:04,20,88.5,8400,-6000,2020/7/29,27093784,63
114,29/7/2020 14:04:15.49,14:04:15,20,87.0,8400,-6000,2020/7/29,27093855,71
115,29/7/2020 14:06:16.2,14:06:16,20,88.5,7900,-6000,2020/7/29,27093976,121
116,29/7/2020 14:06:43.3,14:06:43,20,78.6,7900,-6000,2020/7/29,27094003,27
117,29/7/2020 14:08:13.69,14:08:13,20,80.0,7400,-6000,2020/7/29,27094093,90
118,29/7/2020 14:09:15.17,14:09:15,20,85.6,9400,-6000,2020/7/29,27094155,62
119,29/7/2020 14:10:18.54,14:10:18,20,80.0,9400,-6000,2020/7/29,27094218,63
120,29/7/2020 14:11:30,14:11:30,20,81.4,9400,-6000,2020/7/29,27094290,72
121,29/7/2020 14:13:30,14:13:30,20,71.5,9400,-6000,2020/7/29,27094410,120
122,29/7/2020 14:13:57.11,14:13:57,20,68.7,9400,-6000,2020/7/29,27094437,27
123,29/7/2020 14:16:31.3,14:16:31,20,68.7,9400,-6000,2020/7/29,27094591,154
124,29/7/2020 14:17:34.15,14:17:34,20,82.8,9400,-6000,2020/7/29,27094654,63
125,29/7/2020 14:18:46.27,14:18:46,20,78.6,9400,-6000,2020/7/29,27094726,72
126,29/7/2020 14:20:47.19,14:20:47,20,77.2,9400,-6000,2020/7/29,27094847,121
127,29/7/2020 14:21:13.39,14:21:13,20,67.3,9400,-6000,2020/7/29,27094873,26
128,29/7/2020 14:22:16.88,14:22:16,20,63.0,9400,-5000,2020/7/29,27094936,63
129,29/7/2020 14:23:45.37,14:23:45,20,68.7,9400,-5000,2020/7/29,27095025,89
130,29/7/2020 14:24:49.97,14:24:49,20,74.3,9400,-5000,2020/7/29,27095089,64
131,29/7/2020 14:26:00.44,14:26:00,20,19.3,9400,-5000,2020/7/29,27095160,71
132,29/7/2020 14:26:29.3,14:26:29,20,166.1,9400,-5000,2020/7/29,27095189,29
