,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,26/7/2020 19:04:23.37,19:04:23,20,57.4,7100,-5000,2020/7/26,26852663,0
1,26/7/2020 19:04:59.06,19:04:59,20,60.2,7100,-5500,2020/7/26,26852699,36
2,26/7/2020 19:05:53.26,19:05:53,20,71.5,7100,-5500,2020/7/26,26852753,54
3,26/7/2020 19:06:56.47,19:06:56,20,164.7,7100,-5500,2020/7/26,26852816,63
4,26/7/2020 19:07:59.45,19:07:59,20,204.2,7100,-5500,2020/7/26,26852879,63
5,26/7/2020 19:09:11.78,19:09:11,20,209.9,7100,-5500,2020/7/26,26852951,72
6,26/7/2020 19:11:11.59,19:11:11,20,190.1,7100,-5500,2020/7/26,26853071,120
7,26/7/2020 19:11:38.02,19:11:38,20,144.9,7100,-5500,2020/7/26,26853098,27
8,26/7/2020 19:12:14.1,19:12:14,20,146.3,7100,-6000,2020/7/26,26853134,36
9,26/7/2020 19:13:08.07,19:13:08,20,122.3,7100,-6000,2020/7/26,26853188,54
10,26/7/2020 19:14:12.34,19:14:12,20,44.7,8100,-5000,2020/7/26,26853252,64
11,26/7/2020 19:15:15.39,19:15:15,20,352.5,8600,-5000,2020/7/26,26853315,63
12,26/7/2020 19:16:27.12,19:16:27,20,334.1,9100,-4500,2020/7/26,26853387,72
13,26/7/2020 19:18:27.02,19:18:27,20,310.1,9100,-4000,2020/7/26,26853507,120
14,26/7/2020 19:18:54,19:18:54,20,304.5,9100,-4000,2020/7/26,26853534,27
15,26/7/2020 19:19:30.28,19:19:30,20,303.0,9100,-4000,2020/7/26,26853570,36
16,26/7/2020 19:19:57.35,19:19:57,20,317.2,9100,-4000,2020/7/26,26853597,27
17,26/7/2020 19:21:27.23,19:21:27,20,321.4,9600,-4000,2020/7/26,26853687,90
18,26/7/2020 19:22:30.23,19:22:30,20,335.5,9600,-4000,2020/7/26,26853750,63
19,26/7/2020 19:23:42.58,19:23:42,20,339.7,9600,-4000,2020/7/26,26853822,72
20,26/7/2020 19:25:41.14,19:25:41,20,344.0,9600,-4000,2020/7/26,26853941,119
21,26/7/2020 19:26:08.24,19:26:08,20,349.6,9600,-4000,2020/7/26,26853968,27
22,26/7/2020 19:26:45.07,19:26:45,20,0.9,9100,-4500,2020/7/26,26854005,37
23,26/7/2020 19:27:38.48,19:27:38,20,6.6,8600,-5000,2020/7/26,26854058,53
24,26/7/2020 19:28:42.35,19:28:42,20,10.8,8600,-5000,2020/7/26,26854122,64
25,26/7/2020 19:29:44.44,19:29:44,20,12.2,8600,-5000,2020/7/26,26854184,62
26,26/7/2020 19:30:56.17,19:30:56,20,34.8,7600,-5500,2020/7/26,26854256,72
27,26/7/2020 19:31:23.28,19:31:23,20,13.6,7600,-5500,2020/7/26,26854283,27
28,26/7/2020 19:33:23.06,19:33:23,20,6.6,9100,-5000,2020/7/26,26854403,120
29,26/7/2020 19:33:59.35,19:33:59,20,353.9,9100,-5000,2020/7/26,26854439,36
30,26/7/2020 19:36:04.14,19:36:04,20,346.8,9100,-4500,2020/7/26,26854564,125
31,26/7/2020 19:37:05.75,19:37:05,20,346.8,9100,-4500,2020/7/26,26854625,61
32,26/7/2020 19:38:16.39,19:38:16,20,348.2,9100,-4500,2020/7/26,26854696,71
33,26/7/2020 19:40:23.69,19:40:23,20,341.2,9600,-4500,2020/7/26,26854823,127
34,26/7/2020 19:40:42.02,19:40:42,20,345.4,9600,-4500,2020/7/26,26854842,19
35,26/7/2020 19:41:18.04,19:41:18,20,346.8,9600,-4500,2020/7/26,26854878,36
36,26/7/2020 19:42:11.1,19:42:11,20,3.7,8600,-5000,2020/7/26,26854931,53
37,26/7/2020 19:43:21.34,19:43:21,20,12.2,8600,-5000,2020/7/26,26855001,70
38,26/7/2020 19:44:20.27,19:44:20,20,10.8,8600,-5000,2020/7/26,26855060,59
39,26/7/2020 19:45:33.21,19:45:33,20,19.3,8600,-5000,2020/7/26,26855133,73
40,26/7/2020 19:47:37.46,19:47:37,20,16.5,8600,-5000,2020/7/26,26855257,124
41,26/7/2020 19:47:56.1,19:47:56,20,344.0,8600,-4500,2020/7/26,26855276,19
42,26/7/2020 19:48:40.37,19:48:40,20,355.3,8600,-4500,2020/7/26,26855320,44
43,26/7/2020 19:49:28.81,19:49:28,20,325.6,9100,-4000,2020/7/26,26855368,48
44,26/7/2020 19:50:31,19:50:31,20,327.0,9100,-4000,2020/7/26,26855431,63
45,26/7/2020 19:51:33.9,19:51:33,20,328.5,9100,-4000,2020/7/26,26855493,62
46,26/7/2020 19:52:47.43,19:52:47,20,320.0,9600,-4000,2020/7/26,26855567,74
47,26/7/2020 19:54:49.9,19:54:49,20,325.6,10100,-4000,2020/7/26,26855689,122
48,26/7/2020 19:55:21.74,19:55:21,20,339.7,8100,-5000,2020/7/26,26855721,32
49,26/7/2020 19:55:53.11,19:55:53,20,346.8,8100,-5000,2020/7/26,26855753,32
50,26/7/2020 19:56:19.14,19:56:19,20,344.0,8100,-5000,2020/7/26,26855779,26
51,26/7/2020 19:57:57.1,19:57:57,20,352.5,8100,-5000,2020/7/26,26855877,98
52,26/7/2020 19:58:48.84,19:58:48,20,355.3,8100,-5000,2020/7/26,26855928,51
53,26/7/2020 20:00:03.42,20:00:03,20,348.2,8100,-5000,2020/7/26,26856003,75
54,26/7/2020 20:02:01.3,20:02:01,20,338.3,9100,-4000,2020/7/26,26856121,118
55,26/7/2020 20:02:30.82,20:02:30,20,321.4,10100,-4000,2020/7/26,26856150,29
56,26/7/2020 20:03:58.05,20:03:58,20,327.0,10100,-4000,2020/7/26,26856238,88
57,26/7/2020 20:05:08.4,20:05:08,20,324.2,10100,-4000,2020/7/26,26856308,70
58,26/7/2020 20:06:04.6,20:06:04,20,329.9,10100,-4000,2020/7/26,26856364,56
59,26/7/2020 20:07:20.77,20:07:20,20,325.6,10100,-4000,2020/7/26,26856440,76
60,26/7/2020 20:09:45.71,20:09:45,20,336.9,10100,-4000,2020/7/26,26856585,145
61,26/7/2020 20:11:15,20:11:15,20,358.1,9100,-5000,2020/7/26,26856675,90
62,26/7/2020 20:12:25.13,20:12:25,20,351.0,9100,-5000,2020/7/26,26856745,70
63,26/7/2020 20:13:22.88,20:13:22,20,356.7,9100,-5000,2020/7/26,26856802,57
64,26/7/2020 20:14:34.15,20:14:34,20,351.0,9100,-5000,2020/7/26,26856874,72
65,26/7/2020 20:16:32.35,20:16:32,20,349.6,9100,-5000,2020/7/26,26856992,118
66,26/7/2020 20:16:59.64,20:16:59,20,332.7,10100,-4000,2020/7/26,26857019,27
67,26/7/2020 20:19:38.21,20:19:38,20,332.7,10100,-4000,2020/7/26,26857178,159
68,26/7/2020 20:20:38.44,20:20:38,20,341.2,10100,-4000,2020/7/26,26857238,60
69,26/7/2020 20:21:47.65,20:21:47,20,342.6,10100,-4000,2020/7/26,26857307,69
70,26/7/2020 20:23:46.84,20:23:46,20,336.9,10100,-4000,2020/7/26,26857426,119
71,26/7/2020 20:24:14.9,20:24:14,20,346.8,10100,-4000,2020/7/26,26857454,28
72,26/7/2020 20:25:51.55,20:25:51,20,351.0,10100,-4000,2020/7/26,26857551,97
73,26/7/2020 20:26:46.3,20:26:46,20,0.9,10100,-4000,2020/7/26,26857606,55
74,26/7/2020 20:27:52.29,20:27:52,20,0.9,9100,-4000,2020/7/26,26857672,66
75,26/7/2020 20:29:01.86,20:29:01,20,16.5,9100,-5000,2020/7/26,26857741,69
