,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,3/7/2020 12:10:40.11,12:10:40,20,312.4,4500,-3500,2020/7/3,24840640,0
1,3/7/2020 12:11:04.18,12:11:04,20,66.7,4500,-3500,2020/7/3,24840664,24
2,3/7/2020 12:11:40.19,12:11:40,20,8.9,4500,-3500,2020/7/3,24840700,36
3,3/7/2020 12:12:35.07,12:12:35,20,335.0,4500,-3500,2020/7/3,24840755,55
4,3/7/2020 12:13:38.26,12:13:38,20,332.1,4500,-3500,2020/7/3,24840818,63
5,3/7/2020 12:14:41.58,12:14:41,20,329.3,6000,-3500,2020/7/3,24840881,63
6,3/7/2020 12:15:38.9,12:15:38,20,329.3,9000,-4000,2020/7/3,24840938,57
7,3/7/2020 12:15:53.33,12:15:53,20,326.5,9000,-4000,2020/7/3,24840953,15
8,3/7/2020 12:17:54.16,12:17:54,20,320.9,5000,-3500,2020/7/3,24841074,121
9,3/7/2020 12:18:20.97,12:18:20,20,319.4,5000,-3500,2020/7/3,24841100,26
10,3/7/2020 12:20:51.46,12:20:51,20,342.0,5000,-3500,2020/7/3,24841251,151
11,3/7/2020 12:21:55.41,12:21:55,20,349.1,5000,-3500,2020/7/3,24841315,64
12,3/7/2020 12:23:07.56,12:23:07,20,353.3,5000,-3500,2020/7/3,24841387,72
13,3/7/2020 12:25:07.45,12:25:07,20,356.1,5000,-3500,2020/7/3,24841507,120
14,3/7/2020 12:26:10.03,12:26:10,20,359.0,5000,-3500,2020/7/3,24841570,63
15,3/7/2020 12:27:04.29,12:27:04,20,1.8,4800,-3500,2020/7/3,24841624,54
16,3/7/2020 12:28:07.44,12:28:07,20,7.4,4600,-3500,2020/7/3,24841687,63
17,3/7/2020 12:28:48.35,12:28:48,20,7.4,4600,-3500,2020/7/3,24841728,41
18,3/7/2020 12:29:10.01,12:29:10,20,8.9,4500,-3700,2020/7/3,24841750,22
19,3/7/2020 12:30:22.27,12:30:22,20,10.3,4500,-3700,2020/7/3,24841822,72
20,3/7/2020 12:32:22.56,12:32:22,20,6.0,4700,-3500,2020/7/3,24841942,120
21,3/7/2020 12:32:49.11,12:32:49,20,356.1,4700,-3500,2020/7/3,24841969,27
22,3/7/2020 12:33:25.31,12:33:25,20,353.3,4700,-3500,2020/7/3,24842005,36
23,3/7/2020 12:35:22.23,12:35:22,20,353.3,4700,-3500,2020/7/3,24842122,117
24,3/7/2020 12:36:25.33,12:36:25,20,353.3,4700,-3500,2020/7/3,24842185,63
25,3/7/2020 12:39:37.22,12:39:37,20,351.9,4700,-3500,2020/7/3,24842377,192
26,3/7/2020 12:40:40.48,12:40:40,20,354.7,4900,-3500,2020/7/3,24842440,63
27,3/7/2020 12:41:34.22,12:41:34,20,349.1,4900,-3500,2020/7/3,24842494,54
28,3/7/2020 12:42:37.43,12:42:37,20,344.9,5400,-3500,2020/7/3,24842557,63
29,3/7/2020 12:43:40.53,12:43:40,20,346.3,5900,-3500,2020/7/3,24842620,63
30,3/7/2020 12:44:53.08,12:44:53,20,343.4,6400,-3500,2020/7/3,24842693,73
