,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,27/7/2020 02:24:04.15,02:24:04,20,125.2,6600,-5000,2020/7/27,26879044,0
1,27/7/2020 02:24:31.34,02:24:31,20,150.6,10100,-3000,2020/7/27,26879071,27
2,27/7/2020 02:25:35.38,02:25:35,20,159.0,6600,-5500,2020/7/27,26879135,64
3,27/7/2020 02:26:47.48,02:26:47,20,192.9,10100,-3000,2020/7/27,26879207,72
4,27/7/2020 02:28:47.28,02:28:47,20,283.3,10100,-3000,2020/7/27,26879327,120
5,27/7/2020 02:29:50.55,02:29:50,20,339.7,6600,-5000,2020/7/27,26879390,63
6,27/7/2020 02:30:44.12,02:30:44,20,106.8,6600,-5000,2020/7/27,26879444,54
7,27/7/2020 02:31:47.34,02:31:47,20,139.3,6600,-6000,2020/7/27,26879507,63
8,27/7/2020 02:32:50.58,02:32:50,20,116.7,6600,-6000,2020/7/27,26879570,63
9,27/7/2020 02:34:02.34,02:34:02,20,133.6,6600,-6000,2020/7/27,26879642,72
10,27/7/2020 02:36:02.08,02:36:02,20,171.7,6600,-3000,2020/7/27,26879762,120
11,27/7/2020 02:36:29.32,02:36:29,20,39.0,6100,-5000,2020/7/27,26879789,27
12,27/7/2020 02:37:05.35,02:37:05,20,29.2,6100,-5000,2020/7/27,26879825,36
13,27/7/2020 02:39:02.05,02:39:02,20,10.8,8100,-4000,2020/7/27,26879942,117
14,27/7/2020 02:40:05.32,02:40:05,20,346.8,10100,-3000,2020/7/27,26880005,63
15,27/7/2020 02:41:17.54,02:41:17,20,341.2,10100,-3000,2020/7/27,26880077,72
16,27/7/2020 02:43:17.41,02:43:17,20,335.5,10100,-3000,2020/7/27,26880197,120
17,27/7/2020 02:43:44.58,02:43:44,20,23.5,6600,-5500,2020/7/27,26880224,27
18,27/7/2020 02:44:21.35,02:44:21,20,34.8,6600,-5500,2020/7/27,26880261,37
19,27/7/2020 02:45:14.33,02:45:14,20,48.9,6600,-6000,2020/7/27,26880314,53
20,27/7/2020 02:46:17.45,02:46:17,20,71.5,6600,-6000,2020/7/27,26880377,63
21,27/7/2020 02:47:20,02:47:20,20,98.3,6600,-6000,2020/7/27,26880440,63
22,27/7/2020 02:48:32.26,02:48:32,20,74.3,6600,-6000,2020/7/27,26880512,72
23,27/7/2020 02:50:32.18,02:50:32,20,58.8,6600,-6000,2020/7/27,26880632,120
24,27/7/2020 02:50:58,02:50:58,20,297.4,6600,-6000,2020/7/27,26880658,26
25,27/7/2020 02:51:35.3,02:51:35,20,293.2,9600,-3000,2020/7/27,26880695,37
26,27/7/2020 02:52:29.04,02:52:29,20,260.7,9600,-3000,2020/7/27,26880749,54
27,27/7/2020 02:53:31.05,02:53:31,20,242.3,9600,-3000,2020/7/27,26880811,62
28,27/7/2020 02:54:35.43,02:54:35,20,255.0,10100,-3000,2020/7/27,26880875,64
29,27/7/2020 02:55:47.33,02:55:47,20,279.0,8600,-3000,2020/7/27,26880947,72
30,27/7/2020 02:57:04.69,02:57:04,20,279.0,8600,-3000,2020/7/27,26881024,77
31,27/7/2020 02:57:47.56,02:57:47,20,301.6,8600,-3000,2020/7/27,26881067,43
32,27/7/2020 02:58:14.52,02:58:14,20,322.8,8600,-3000,2020/7/27,26881094,27
33,27/7/2020 02:58:50.06,02:58:50,20,331.3,8600,-3000,2020/7/27,26881130,36
34,27/7/2020 02:59:44.35,02:59:44,20,327.0,9600,-3000,2020/7/27,26881184,54
35,27/7/2020 03:01:02.22,03:01:02,20,331.3,9600,-3000,2020/7/27,26881262,78
36,27/7/2020 03:02:05.73,03:02:05,20,334.1,9600,-3000,2020/7/27,26881325,63
37,27/7/2020 03:03:26.44,03:03:26,20,335.5,9600,-3000,2020/7/27,26881406,81
38,27/7/2020 03:05:23.81,03:05:23,20,341.2,7600,-4000,2020/7/27,26881523,117
39,27/7/2020 03:05:41.18,03:05:41,20,359.5,7600,-5000,2020/7/27,26881541,18
40,27/7/2020 03:06:26.96,03:06:26,20,10.8,7100,-5000,2020/7/27,26881586,45
41,27/7/2020 03:07:21.84,03:07:21,20,22.1,6100,-5000,2020/7/27,26881641,55
42,27/7/2020 03:08:12.6,03:08:12,20,346.8,7100,-4000,2020/7/27,26881692,51
43,27/7/2020 03:09:18.21,03:09:18,20,8.0,7100,-4000,2020/7/27,26881758,66
44,27/7/2020 03:10:35,03:10:35,20,12.2,7100,-4000,2020/7/27,26881835,77
45,27/7/2020 03:12:34.2,03:12:34,20,20.7,7100,-4000,2020/7/27,26881954,119
46,27/7/2020 03:12:52.68,03:12:52,20,24.9,7100,-4000,2020/7/27,26881972,18
47,27/7/2020 03:13:29.47,03:13:29,20,20.7,7100,-4000,2020/7/27,26882009,37
48,27/7/2020 03:14:14.55,03:14:14,20,13.6,7100,-4000,2020/7/27,26882054,45
49,27/7/2020 03:15:17.07,03:15:17,20,22.1,7100,-4000,2020/7/27,26882117,63
50,27/7/2020 03:16:20.35,03:16:20,20,16.5,7100,-4000,2020/7/27,26882180,63
51,27/7/2020 03:17:32.48,03:17:32,20,23.5,7100,-4000,2020/7/27,26882252,72
52,27/7/2020 03:19:33,03:19:33,20,23.5,7100,-4000,2020/7/27,26882373,121
53,27/7/2020 03:20:00.02,03:20:00,20,12.2,7100,-4000,2020/7/27,26882400,27
54,27/7/2020 03:20:36.9,03:20:36,20,15.0,7100,-4000,2020/7/27,26882436,36
55,27/7/2020 03:21:29.33,03:21:29,20,12.2,7100,-4000,2020/7/27,26882489,53
56,27/7/2020 03:22:32.57,03:22:32,20,13.6,7100,-4000,2020/7/27,26882552,63
57,27/7/2020 03:23:35.28,03:23:35,20,16.5,7100,-4000,2020/7/27,26882615,63
58,27/7/2020 03:24:47.32,03:24:47,20,9.4,8100,-4000,2020/7/27,26882687,72
59,27/7/2020 03:26:47.1,03:26:47,20,15.0,8100,-4000,2020/7/27,26882807,120
60,27/7/2020 03:27:14.21,03:27:14,20,10.8,8100,-4000,2020/7/27,26882834,27
61,27/7/2020 03:27:50.37,03:27:50,20,359.5,8100,-4000,2020/7/27,26882870,36
62,27/7/2020 03:28:44.04,03:28:44,20,6.6,8100,-4000,2020/7/27,26882924,54
63,27/7/2020 03:29:47.22,03:29:47,20,8.0,8100,-4000,2020/7/27,26882987,63
64,27/7/2020 04:02:37.49,04:02:37,20,106.8,8100,-4000,2020/7/27,26884957,1970
65,27/7/2020 04:02:42.98,04:02:42,20,108.2,6600,-5500,2020/7/27,26884962,5
66,27/7/2020 04:04:39.36,04:04:39,20,102.6,7100,-4000,2020/7/27,26885079,117
67,27/7/2020 04:05:42.23,04:05:42,20,96.9,7100,-4000,2020/7/27,26885142,63
68,27/7/2020 04:06:54.06,04:06:54,20,89.9,7100,-4000,2020/7/27,26885214,72
69,27/7/2020 04:08:55.58,04:08:55,20,84.2,7100,-5000,2020/7/27,26885335,121
70,27/7/2020 04:09:22.16,04:09:22,20,78.6,7100,-5000,2020/7/27,26885362,27
71,27/7/2020 04:09:58.34,04:09:58,20,82.8,7100,-5000,2020/7/27,26885398,36
72,27/7/2020 04:10:52.37,04:10:52,20,74.3,7100,-5000,2020/7/27,26885452,54
