,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,29/7/2020 08:02:08.19,08:02:08,20,224.0,8500,-5000,2020/7/29,27072128,0
1,29/7/2020 08:02:44.19,08:02:44,20,222.6,8000,-5000,2020/7/29,27072164,36
2,29/7/2020 08:03:38.4,08:03:38,20,177.4,8000,-5000,2020/7/29,27072218,54
3,29/7/2020 08:04:42.08,08:04:42,20,177.4,10000,-4000,2020/7/29,27072282,64
4,29/7/2020 08:05:45.36,08:05:45,20,286.1,10000,-4000,2020/7/29,27072345,63
5,29/7/2020 08:06:57.06,08:06:57,20,239.5,10000,-4000,2020/7/29,27072417,72
6,29/7/2020 08:08:57,08:08:57,20,248.0,10000,-4000,2020/7/29,27072537,120
7,29/7/2020 08:09:24.05,08:09:24,20,249.4,11000,-4000,2020/7/29,27072564,27
8,29/7/2020 08:10:00.17,08:10:00,20,262.1,11000,-4000,2020/7/29,27072600,36
9,29/7/2020 08:10:54.27,08:10:54,20,259.3,11000,-4000,2020/7/29,27072654,54
10,29/7/2020 08:11:57.65,08:11:57,20,263.5,12000,-4000,2020/7/29,27072717,63
11,29/7/2020 08:13:00.17,08:13:00,20,266.3,12000,-4000,2020/7/29,27072780,63
12,29/7/2020 08:14:12.33,08:14:12,20,259.3,12000,-4000,2020/7/29,27072852,72
13,29/7/2020 08:16:12.14,08:16:12,20,279.0,12000,-4000,2020/7/29,27072972,120
14,29/7/2020 08:16:39.39,08:16:39,20,3.7,12000,-4000,2020/7/29,27072999,27
15,29/7/2020 08:17:15.45,08:17:15,20,9.4,11000,-4000,2020/7/29,27073035,36
16,29/7/2020 08:18:12.97,08:18:12,20,26.3,11000,-4000,2020/7/29,27073092,57
17,29/7/2020 08:19:12.4,08:19:12,20,39.0,10000,-5000,2020/7/29,27073152,60
18,29/7/2020 08:20:15.44,08:20:15,20,19.3,10000,-5000,2020/7/29,27073215,63
19,29/7/2020 08:21:26.09,08:21:26,20,26.3,10000,-5000,2020/7/29,27073286,71
20,29/7/2020 08:22:37.1,08:22:37,20,26.3,10000,-5000,2020/7/29,27073357,71
21,29/7/2020 08:23:26.29,08:23:26,20,32.0,10000,-5000,2020/7/29,27073406,49
22,29/7/2020 08:23:53.07,08:23:53,20,41.9,10000,-5000,2020/7/29,27073433,27
23,29/7/2020 08:24:29.57,08:24:29,20,47.5,10000,-5000,2020/7/29,27073469,36
24,29/7/2020 08:25:23.15,08:25:23,20,56.0,10000,-5000,2020/7/29,27073523,54
25,29/7/2020 08:26:33.2,08:26:33,20,64.5,10000,-5000,2020/7/29,27073593,70
26,29/7/2020 08:27:29.04,08:27:29,20,70.1,10000,-5000,2020/7/29,27073649,56
27,29/7/2020 08:28:41.19,08:28:41,20,74.3,9000,-6000,2020/7/29,27073721,72
28,29/7/2020 08:30:42.17,08:30:42,20,85.6,8000,-6000,2020/7/29,27073842,121
29,29/7/2020 08:31:09.36,08:31:09,20,91.3,8000,-6000,2020/7/29,27073869,27
30,29/7/2020 08:31:45.57,08:31:45,20,92.7,8000,-6000,2020/7/29,27073905,36
31,29/7/2020 08:32:39.08,08:32:39,20,80.0,8000,-6000,2020/7/29,27073959,54
32,29/7/2020 08:33:42.45,08:33:42,20,68.7,9000,-4000,2020/7/29,27074022,63
33,29/7/2020 08:34:45.19,08:34:45,20,56.0,9000,-4000,2020/7/29,27074085,63
34,29/7/2020 08:35:57.48,08:35:57,20,33.4,10000,-4000,2020/7/29,27074157,72
35,29/7/2020 08:37:57.13,08:37:57,20,39.0,10000,-4000,2020/7/29,27074277,120
36,29/7/2020 08:39:00.3,08:39:00,20,37.6,10000,-4000,2020/7/29,27074340,63
37,29/7/2020 08:39:54.02,08:39:54,20,43.3,10000,-4000,2020/7/29,27074394,54
38,29/7/2020 08:40:57.47,08:40:57,20,47.5,10000,-5000,2020/7/29,27074457,63
39,29/7/2020 08:42:00.43,08:42:00,20,47.5,10000,-5000,2020/7/29,27074520,63
40,29/7/2020 08:43:12.21,08:43:12,20,48.9,10000,-5000,2020/7/29,27074592,72
41,29/7/2020 08:46:39.9,08:46:39,20,50.3,10000,-4000,2020/7/29,27074799,207
42,29/7/2020 08:47:42.48,08:47:42,20,54.6,10000,-5000,2020/7/29,27074862,63
43,29/7/2020 08:48:21.06,08:48:21,20,60.2,10000,-5000,2020/7/29,27074901,39
44,29/7/2020 08:49:23.59,08:49:23,20,65.9,10000,-5500,2020/7/29,27074963,62
45,29/7/2020 08:50:33.86,08:50:33,20,74.3,9000,-6000,2020/7/29,27075033,70
46,29/7/2020 08:52:33.36,08:52:33,20,82.8,9000,-6000,2020/7/29,27075153,120
47,29/7/2020 08:53:04.84,08:53:04,20,81.4,9000,-6000,2020/7/29,27075184,31
48,29/7/2020 08:54:30.5,08:54:30,20,72.9,9000,-6000,2020/7/29,27075270,86
49,29/7/2020 08:54:59.57,08:54:59,20,67.3,9000,-6000,2020/7/29,27075299,29
50,29/7/2020 08:56:01.26,08:56:01,20,68.7,9000,-6000,2020/7/29,27075361,62
51,29/7/2020 08:57:03.12,08:57:03,20,68.7,9000,-6000,2020/7/29,27075423,62
52,29/7/2020 08:57:49.66,08:57:49,20,61.6,9000,-6000,2020/7/29,27075469,46
53,29/7/2020 08:59:48.58,08:59:48,20,58.8,9000,-5000,2020/7/29,27075588,119
54,29/7/2020 09:00:17.68,09:00:17,20,56.0,9000,-5000,2020/7/29,27075617,29
55,29/7/2020 09:00:48.12,09:00:48,20,61.6,9000,-5000,2020/7/29,27075648,31
56,29/7/2020 09:01:39.08,09:01:39,20,56.0,9000,-5000,2020/7/29,27075699,51
57,29/7/2020 09:02:42.15,09:02:42,20,56.0,9000,-5000,2020/7/29,27075762,63
58,29/7/2020 09:03:45.22,09:03:45,20,60.2,9000,-5000,2020/7/29,27075825,63
59,29/7/2020 09:04:57.45,09:04:57,20,72.9,9000,-5000,2020/7/29,27075897,72
60,29/7/2020 09:06:57.53,09:06:57,20,68.7,9000,-5000,2020/7/29,27076017,120
61,29/7/2020 09:08:00.01,09:08:00,20,72.9,9000,-5000,2020/7/29,27076080,63
62,29/7/2020 09:08:54.15,09:08:54,20,71.5,9000,-5000,2020/7/29,27076134,54
63,29/7/2020 09:09:57.43,09:09:57,20,81.4,9000,-6000,2020/7/29,27076197,63
64,29/7/2020 09:11:00.23,09:11:00,20,68.7,9000,-6000,2020/7/29,27076260,63
65,29/7/2020 09:12:12.46,09:12:12,20,70.1,9000,-6000,2020/7/29,27076332,72
66,29/7/2020 09:14:12.25,09:14:12,20,72.9,9000,-6000,2020/7/29,27076452,120
67,29/7/2020 09:14:39.4,09:14:39,20,70.1,9000,-6000,2020/7/29,27076479,27
68,29/7/2020 09:15:15.43,09:15:15,20,68.7,9000,-6000,2020/7/29,27076515,36
69,29/7/2020 09:16:09.03,09:16:09,20,71.5,9000,-6000,2020/7/29,27076569,54
70,29/7/2020 09:17:12.08,09:17:12,20,64.5,9000,-6000,2020/7/29,27076632,63
71,29/7/2020 09:18:15.43,09:18:15,20,60.2,9000,-6000,2020/7/29,27076695,63
72,29/7/2020 09:19:27.11,09:19:27,20,56.0,9000,-6000,2020/7/29,27076767,72
