,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,24/9/2019 01:27:38,01:27:38,190,109.1,5000,-3500,2019/9/24,350858,0
1,24/9/2019 01:28:16,01:28:16,190,114.7,5000,-3500,2019/9/24,350896,38
2,24/9/2019 01:28:32,01:28:32,190,125.9,5000,-3500,2019/9/24,350912,16
3,24/9/2019 01:28:50,01:28:50,190,131.6,5000,-3500,2019/9/24,350930,18
4,24/9/2019 01:29:07,01:29:07,190,137.2,5000,-3500,2019/9/24,350947,17
5,24/9/2019 01:30:02,01:30:02,190,142.8,5000,-3500,2019/9/24,351002,55
6,24/9/2019 01:32:01,01:32:01,190,148.4,5000,-3500,2019/9/24,351121,119
7,24/9/2019 01:33:31,01:33:31,190,142.8,5500,-3000,2019/9/24,351211,90
8,24/9/2019 01:33:47,01:33:47,190,148.4,5500,-3000,2019/9/24,351227,16
9,24/9/2019 01:34:03,01:34:03,190,182.2,5500,-3000,2019/9/24,351243,16
10,24/9/2019 01:34:22,01:34:22,190,204.7,5000,-3500,2019/9/24,351262,19
11,24/9/2019 01:35:00,01:35:00,190,210.3,4500,-3000,2019/9/24,351300,38
12,24/9/2019 01:35:17,01:35:17,190,249.7,4500,-3500,2019/9/24,351317,17
13,24/9/2019 01:36:34,01:36:34,190,260.9,3500,-5000,2019/9/24,351394,77
14,24/9/2019 01:37:18,01:37:18,190,244.1,3500,-5000,2019/9/24,351438,44
15,24/9/2019 01:38:06,01:38:06,190,255.3,3500,-5000,2019/9/24,351486,48
16,24/9/2019 01:38:45,01:38:45,190,215.9,4500,-3500,2019/9/24,351525,39
17,24/9/2019 01:39:01,01:39:01,190,187.8,5000,-3500,2019/9/24,351541,16
18,24/9/2019 01:39:19,01:39:19,190,182.2,5000,-3500,2019/9/24,351559,18
19,24/9/2019 01:40:14,01:40:14,190,187.8,5000,-3500,2019/9/24,351614,55
20,24/9/2019 01:40:28,01:40:28,190,221.6,5000,-3500,2019/9/24,351628,14
21,24/9/2019 01:41:10,01:41:10,190,227.2,4000,-3500,2019/9/24,351670,42
22,24/9/2019 01:41:48,01:41:48,190,238.4,4000,-4500,2019/9/24,351708,38
23,24/9/2019 01:42:31,01:42:31,190,255.3,3500,-5000,2019/9/24,351751,43
24,24/9/2019 01:43:21,01:43:21,190,266.6,3500,-5000,2019/9/24,351801,50
25,24/9/2019 01:44:00,01:44:00,190,249.7,3500,-5000,2019/9/24,351840,39
26,24/9/2019 01:44:15,01:44:15,190,244.1,3500,-5000,2019/9/24,351855,15
27,24/9/2019 01:44:33,01:44:33,190,238.4,3500,-5000,2019/9/24,351873,18
28,24/9/2019 01:44:51,01:44:51,190,244.1,3500,-5000,2019/9/24,351891,18
29,24/9/2019 01:45:28,01:45:28,190,215.9,3500,-4500,2019/9/24,351928,37
30,24/9/2019 01:45:46,01:45:46,190,204.7,4500,-3500,2019/9/24,351946,18
31,24/9/2019 01:46:24,01:46:24,190,199.1,4500,-3500,2019/9/24,351984,38
32,24/9/2019 01:47:03,01:47:03,190,159.7,5000,-3500,2019/9/24,352023,39
33,24/9/2019 01:47:47,01:47:47,190,165.3,5000,-3500,2019/9/24,352067,44
34,24/9/2019 01:48:36,01:48:36,190,159.7,5000,-3500,2019/9/24,352116,49
35,24/9/2019 01:49:44,01:49:44,190,165.3,5000,-3500,2019/9/24,352184,68
36,24/9/2019 01:50:05,01:50:05,190,170.9,5000,-3500,2019/9/24,352205,21
37,24/9/2019 01:50:43,01:50:43,190,165.3,5000,-3500,2019/9/24,352243,38
38,24/9/2019 01:51:39,01:51:39,190,170.9,5000,-3500,2019/9/24,352299,56
39,24/9/2019 01:53:01,01:53:01,190,165.3,5500,-3500,2019/9/24,352381,82
40,24/9/2019 01:53:50,01:53:50,190,176.6,5500,-3500,2019/9/24,352430,49
41,24/9/2019 01:54:29,01:54:29,190,187.8,5000,-3500,2019/9/24,352469,39
42,24/9/2019 01:54:44,01:54:44,190,182.2,5000,-3500,2019/9/24,352484,15
43,24/9/2019 01:55:01,01:55:01,190,193.4,5000,-3500,2019/9/24,352501,17
44,24/9/2019 01:55:57,01:55:57,190,199.1,5000,-3500,2019/9/24,352557,56
45,24/9/2019 01:58:17,01:58:17,190,204.7,5000,-3500,2019/9/24,352697,140
46,24/9/2019 01:59:43,01:59:43,190,210.3,5000,-3500,2019/9/24,352783,86
47,24/9/2019 01:59:59,01:59:59,190,204.7,5000,-3500,2019/9/24,352799,16
48,24/9/2019 02:00:17,02:00:17,190,210.3,5000,-3500,2019/9/24,352817,18
49,24/9/2019 02:00:33,02:00:33,190,221.6,4500,-4000,2019/9/24,352833,16
