,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,1/8/2020 07:49:57.02,07:49:57,20,225.4,6000,-4000,2020/8/1,27330597,0
1,1/8/2020 07:50:33.18,07:50:33,20,226.8,7000,-4000,2020/8/1,27330633,36
2,1/8/2020 07:51:27.44,07:51:27,20,242.3,7000,-4000,2020/8/1,27330687,54
3,1/8/2020 07:52:30.02,07:52:30,20,240.9,7000,-4000,2020/8/1,27330750,63
4,1/8/2020 07:53:33.1,07:53:33,20,249.4,7000,-4000,2020/8/1,27330813,63
5,1/8/2020 07:54:45.56,07:54:45,20,334.1,7000,-4000,2020/8/1,27330885,72
6,1/8/2020 07:56:45.28,07:56:45,20,104.0,8000,-5000,2020/8/1,27331005,120
7,1/8/2020 07:57:12.46,07:57:12,20,135.0,8000,-6000,2020/8/1,27331032,27
8,1/8/2020 07:58:42.16,07:58:42,20,133.6,8000,-6000,2020/8/1,27331122,90
9,1/8/2020 07:59:45.32,07:59:45,20,132.2,8000,-6000,2020/8/1,27331185,63
10,1/8/2020 08:00:48.53,08:00:48,20,137.9,7500,-6000,2020/8/1,27331248,63
11,1/8/2020 08:01:59.06,08:01:59,20,142.1,7500,-6000,2020/8/1,27331319,71
12,1/8/2020 08:03:59.45,08:03:59,20,137.9,7500,-6000,2020/8/1,27331439,120
13,1/8/2020 08:04:27.21,08:04:27,20,142.1,7500,-6000,2020/8/1,27331467,28
14,1/8/2020 08:05:03.28,08:05:03,20,140.7,7500,-6000,2020/8/1,27331503,36
15,1/8/2020 08:05:56.36,08:05:56,20,139.3,7500,-6000,2020/8/1,27331556,53
16,1/8/2020 08:06:59.46,08:06:59,20,137.9,7500,-6000,2020/8/1,27331619,63
17,1/8/2020 08:08:02.19,08:08:02,20,140.7,7500,-6000,2020/8/1,27331682,63
18,1/8/2020 08:09:14.45,08:09:14,20,133.6,10000,-4000,2020/8/1,27331754,72
19,1/8/2020 08:11:14.21,08:11:14,20,126.6,7500,-6000,2020/8/1,27331874,120
20,1/8/2020 08:11:41.44,08:11:41,20,120.9,7500,-6000,2020/8/1,27331901,27
21,1/8/2020 08:12:17.43,08:12:17,20,122.3,7500,-6000,2020/8/1,27331937,36
22,1/8/2020 08:13:12.36,08:13:12,20,126.6,7000,-6000,2020/8/1,27331992,55
23,1/8/2020 08:14:15.04,08:14:15,20,128.0,7000,-6000,2020/8/1,27332055,63
24,1/8/2020 08:15:18.18,08:15:18,20,129.4,7000,-6000,2020/8/1,27332118,63
25,1/8/2020 08:16:30.39,08:16:30,20,132.2,7000,-6000,2020/8/1,27332190,72
26,1/8/2020 08:18:30.23,08:18:30,20,133.6,7000,-6000,2020/8/1,27332310,120
27,1/8/2020 08:18:57.16,08:18:57,20,120.9,7000,-6000,2020/8/1,27332337,27
28,1/8/2020 08:20:27.12,08:20:27,20,118.1,7000,-6000,2020/8/1,27332427,90
29,1/8/2020 08:21:30.22,08:21:30,20,115.3,7000,-6000,2020/8/1,27332490,63
30,1/8/2020 08:22:33.17,08:22:33,20,111.0,7000,-6000,2020/8/1,27332553,63
31,1/8/2020 08:23:45.09,08:23:45,20,109.6,7000,-6000,2020/8/1,27332625,72
32,1/8/2020 08:25:45.14,08:25:45,20,106.8,7000,-6000,2020/8/1,27332745,120
33,1/8/2020 08:26:12.16,08:26:12,20,122.3,7000,-6000,2020/8/1,27332772,27
34,1/8/2020 08:26:48.23,08:26:48,20,111.0,7000,-6000,2020/8/1,27332808,36
35,1/8/2020 08:27:42.38,08:27:42,20,113.9,7000,-6000,2020/8/1,27332862,54
36,1/8/2020 08:28:45.53,08:28:45,20,112.5,8000,-6000,2020/8/1,27332925,63
37,1/8/2020 08:29:48.5,08:29:48,20,92.7,8000,-6000,2020/8/1,27332988,63
38,1/8/2020 08:31:00.42,08:31:00,20,72.9,8000,-6000,2020/8/1,27333060,72
39,1/8/2020 08:33:00.37,08:33:00,20,70.1,8000,-6000,2020/8/1,27333180,120
40,1/8/2020 08:34:02.21,08:34:02,20,68.7,8000,-6000,2020/8/1,27333242,62
41,1/8/2020 08:35:59.25,08:35:59,20,60.2,8000,-6000,2020/8/1,27333359,117
42,1/8/2020 08:37:02.44,08:37:02,20,64.5,8000,-6000,2020/8/1,27333422,63
43,1/8/2020 08:38:14.1,08:38:14,20,53.2,8000,-6000,2020/8/1,27333494,72
