,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,18/4/2020 10:15:01,10:15:01,180,231.3,4000,-3400,2020/4/18,18267301,0
1,18/4/2020 10:15:37,10:15:37,180,151.1,4000,-3400,2020/4/18,18267337,36
2,18/4/2020 10:16:48,10:16:48,180,96.1,4500,-3400,2020/4/18,18267408,71
3,18/4/2020 10:18:01,10:18:01,180,97.5,5000,-3400,2020/4/18,18267481,73
4,18/4/2020 10:18:29,10:18:29,180,91.8,5000,-3400,2020/4/18,18267509,28
5,18/4/2020 10:20:05,10:20:05,180,94.7,5500,-3400,2020/4/18,18267605,96
6,18/4/2020 10:21:47,10:21:47,180,100.3,5500,-3400,2020/4/18,18267707,102
7,18/4/2020 10:22:06,10:22:06,180,103.1,5500,-3400,2020/4/18,18267726,19
8,18/4/2020 10:23:10,10:23:10,180,107.4,6000,-3400,2020/4/18,18267790,64
9,18/4/2020 10:23:36,10:23:36,180,111.6,6000,-3400,2020/4/18,18267816,26
10,18/4/2020 10:24:39,10:24:39,180,114.4,6000,-3400,2020/4/18,18267879,63
11,18/4/2020 10:25:06,10:25:06,180,139.8,6000,-3400,2020/4/18,18267906,27
12,18/4/2020 10:26:09,10:26:09,180,149.7,5500,-3400,2020/4/18,18267969,63
13,18/4/2020 10:26:36,10:26:36,180,178.0,5000,-3400,2020/4/18,18267996,27
14,18/4/2020 10:28:28,10:28:28,180,226.0,4000,-3400,2020/4/18,18268108,112
15,18/4/2020 10:28:36,10:28:36,180,237.3,4000,-3400,2020/4/18,18268116,8
16,18/4/2020 10:30:06,10:30:06,180,241.5,4000,-3400,2020/4/18,18268206,90
17,18/4/2020 10:30:08,10:30:08,180,247.1,4000,-3400,2020/4/18,18268208,2
18,18/4/2020 10:31:36,10:31:36,180,250.0,4000,-3400,2020/4/18,18268296,88
19,18/4/2020 10:31:47,10:31:47,180,255.6,4000,-3400,2020/4/18,18268307,11
20,18/4/2020 10:33:27,10:33:27,180,258.4,4000,-3400,2020/4/18,18268407,100
21,18/4/2020 10:34:39,10:34:39,180,266.9,4000,-3400,2020/4/18,18268479,72
22,18/4/2020 10:35:07,10:35:07,180,269.7,4000,-3400,2020/4/18,18268507,28
23,18/4/2020 10:36:09,10:36:09,180,272.6,4000,-3400,2020/4/18,18268569,62
24,18/4/2020 10:37:39,10:37:39,180,281.0,4000,-3400,2020/4/18,18268659,90
25,18/4/2020 10:38:15,10:38:15,180,279.6,4000,-3400,2020/4/18,18268695,36
26,18/4/2020 10:40:07,10:40:07,180,288.1,4000,-3400,2020/4/18,18268807,112
27,18/4/2020 10:40:42,10:40:42,180,289.5,4000,-3400,2020/4/18,18268842,35
28,18/4/2020 10:41:17,10:41:17,180,295.1,4000,-3400,2020/4/18,18268877,35
29,18/4/2020 10:41:47,10:41:47,180,298.0,4000,-3400,2020/4/18,18268907,30
30,18/4/2020 10:42:47,10:42:47,180,300.8,4000,-3900,2020/4/18,18268967,60
31,18/4/2020 10:43:27,10:43:27,180,305.0,4000,-3900,2020/4/18,18269007,40
32,18/4/2020 10:44:18,10:44:18,180,302.2,4000,-3900,2020/4/18,18269058,51
33,18/4/2020 10:45:07,10:45:07,180,295.1,4000,-3900,2020/4/18,18269107,49
34,18/4/2020 10:46:45,10:46:45,180,286.7,4000,-3500,2020/4/18,18269205,98
35,18/4/2020 10:46:47,10:46:47,180,283.8,4000,-3500,2020/4/18,18269207,2
36,18/4/2020 10:48:15,10:48:15,180,276.8,4500,-4000,2020/4/18,18269295,88
37,18/4/2020 10:48:27,10:48:27,180,274.0,4500,-4000,2020/4/18,18269307,12
38,18/4/2020 10:49:44,10:49:44,180,266.9,4500,-4000,2020/4/18,18269384,77
39,18/4/2020 10:50:07,10:50:07,180,265.5,4500,-4000,2020/4/18,18269407,23
40,18/4/2020 10:51:47,10:51:47,180,254.2,4500,-4000,2020/4/18,18269507,100
41,18/4/2020 10:52:48,10:52:48,180,238.7,4500,-4000,2020/4/18,18269568,61
42,18/4/2020 10:53:24,10:53:24,180,233.0,4500,-4000,2020/4/18,18269604,36
43,18/4/2020 10:54:18,10:54:18,180,226.0,4500,-4000,2020/4/18,18269658,54
44,18/4/2020 10:54:53,10:54:53,180,223.1,4500,-4000,2020/4/18,18269693,35
45,18/4/2020 10:55:49,10:55:49,180,214.7,4500,-4000,2020/4/18,18269749,56
46,18/4/2020 10:56:25,10:56:25,180,206.2,4500,-4000,2020/4/18,18269785,36
47,18/4/2020 10:57:45,10:57:45,180,206.2,4500,-4000,2020/4/18,18269865,80
48,18/4/2020 10:58:23,10:58:23,180,196.3,4500,-4000,2020/4/18,18269903,38
49,18/4/2020 10:58:29,10:58:29,180,176.6,4500,-4000,2020/4/18,18269909,6
50,18/4/2020 10:59:36,10:59:36,180,175.1,4500,-4000,2020/4/18,18269976,67
51,18/4/2020 11:00:08,11:00:08,180,169.5,4700,-4000,2020/4/18,18270008,32
52,18/4/2020 11:00:57,11:00:57,180,159.6,4700,-4000,2020/4/18,18270057,49
53,18/4/2020 11:01:48,11:01:48,180,146.9,5200,-4000,2020/4/18,18270108,51
54,18/4/2020 11:02:27,11:02:27,180,148.3,5200,-4000,2020/4/18,18270147,39
55,18/4/2020 11:03:28,11:03:28,180,132.8,5700,-4000,2020/4/18,18270208,61
56,18/4/2020 11:04:27,11:04:27,180,111.6,5700,-4000,2020/4/18,18270267,59
57,18/4/2020 11:05:08,11:05:08,180,110.2,6200,-4000,2020/4/18,18270308,41
58,18/4/2020 11:05:57,11:05:57,180,118.7,6200,-4000,2020/4/18,18270357,49
59,18/4/2020 11:06:47,11:06:47,180,108.8,6700,-4000,2020/4/18,18270407,50
