,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,31/7/2020 14:56:13.79,14:56:13,20,214.1,4500,-3500,2020/7/31,27269773,0
1,31/7/2020 14:56:32.47,14:56:32,20,322.8,5500,-3500,2020/7/31,27269792,19
2,31/7/2020 14:57:08.13,14:57:08,20,327.0,5500,-3500,2020/7/31,27269828,36
3,31/7/2020 14:58:02.49,14:58:02,20,336.9,5500,-3500,2020/7/31,27269882,54
4,31/7/2020 14:59:06.45,14:59:06,20,13.6,5500,-3500,2020/7/31,27269946,64
5,31/7/2020 15:00:09.03,15:00:09,20,250.8,5500,-3500,2020/7/31,27270009,63
6,31/7/2020 15:01:21.23,15:01:21,20,236.7,5500,-3500,2020/7/31,27270081,72
7,31/7/2020 15:03:21.06,15:03:21,20,229.6,5500,-3500,2020/7/31,27270201,120
8,31/7/2020 15:03:48.21,15:03:48,20,231.0,5500,-3500,2020/7/31,27270228,27
9,31/7/2020 15:04:24.27,15:04:24,20,221.2,5500,-3500,2020/7/31,27270264,36
10,31/7/2020 15:05:18.63,15:05:18,20,216.9,5500,-3500,2020/7/31,27270318,54
11,31/7/2020 15:06:21.82,15:06:21,20,228.2,4500,-4000,2020/7/31,27270381,63
12,31/7/2020 15:07:24.85,15:07:24,20,212.7,4500,-4000,2020/7/31,27270444,63
13,31/7/2020 15:08:36.08,15:08:36,20,211.3,4500,-4000,2020/7/31,27270516,72
14,31/7/2020 15:12:06.22,15:12:06,20,221.2,4500,-4000,2020/7/31,27270726,210
15,31/7/2020 15:12:59.24,15:12:59,20,222.6,4500,-4000,2020/7/31,27270779,53
16,31/7/2020 15:14:02.54,15:14:02,20,215.5,4500,-4000,2020/7/31,27270842,63
17,31/7/2020 15:15:05.11,15:15:05,20,215.5,4500,-4000,2020/7/31,27270905,63
18,31/7/2020 15:15:50.22,15:15:50,20,221.2,4500,-4000,2020/7/31,27270950,45
19,31/7/2020 15:17:01.81,15:17:01,20,221.2,4500,-4000,2020/7/31,27271021,71
20,31/7/2020 15:17:50.09,15:17:50,20,222.6,4500,-4000,2020/7/31,27271070,49
21,31/7/2020 15:18:17.14,15:18:17,20,216.9,4500,-4000,2020/7/31,27271097,27
22,31/7/2020 15:18:53.19,15:18:53,20,215.5,4500,-4000,2020/7/31,27271133,36
23,31/7/2020 15:19:47.57,15:19:47,20,212.7,4500,-4000,2020/7/31,27271187,54
24,31/7/2020 15:20:50.33,15:20:50,20,218.3,4500,-4000,2020/7/31,27271250,63
25,31/7/2020 15:21:53.5,15:21:53,20,218.3,8000,-6000,2020/7/31,27271313,63
26,31/7/2020 15:23:05.15,15:23:05,20,200.0,10000,-4000,2020/7/31,27271385,72
27,31/7/2020 15:25:06.58,15:25:06,20,174.6,8000,-6000,2020/7/31,27271506,121
28,31/7/2020 15:25:33.22,15:25:33,20,178.8,7000,-6000,2020/7/31,27271533,27
29,31/7/2020 15:27:03.57,15:27:03,20,177.4,7000,-6000,2020/7/31,27271623,90
30,31/7/2020 15:28:06.16,15:28:06,20,183.0,7000,-6000,2020/7/31,27271686,63
31,31/7/2020 15:29:09.09,15:29:09,20,174.6,4500,-4000,2020/7/31,27271749,63
32,31/7/2020 15:30:21.64,15:30:21,20,167.5,7000,-6000,2020/7/31,27271821,72
33,31/7/2020 15:30:48.31,15:30:48,20,177.4,4500,-4000,2020/7/31,27271848,27
