,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,26/7/2020 05:15:16.17,05:15:16,20,246.6,6700,-4000,2020/7/26,26802916,0
1,26/7/2020 05:15:56.35,05:15:56,20,253.6,9700,-3500,2020/7/26,26802956,40
2,26/7/2020 05:16:23.48,05:16:23,20,246.6,9700,-3500,2020/7/26,26802983,27
3,26/7/2020 05:17:53.33,05:17:53,20,239.5,9700,-3500,2020/7/26,26803073,90
4,26/7/2020 05:18:21.38,05:18:21,20,236.7,9700,-3500,2020/7/26,26803101,28
5,26/7/2020 05:19:24.1,05:19:24,20,236.7,9700,-3500,2020/7/26,26803164,63
6,26/7/2020 05:20:09.44,05:20:09,20,240.9,9700,-3500,2020/7/26,26803209,45
7,26/7/2020 05:22:09.32,05:22:09,20,250.8,9700,-3500,2020/7/26,26803329,120
8,26/7/2020 05:22:36.13,05:22:36,20,260.7,9700,-3500,2020/7/26,26803356,27
9,26/7/2020 05:23:12.27,05:23:12,20,262.1,9700,-3500,2020/7/26,26803392,36
10,26/7/2020 05:24:06.36,05:24:06,20,269.2,9700,-3500,2020/7/26,26803446,54
11,26/7/2020 05:25:09.09,05:25:09,20,280.5,9700,-3500,2020/7/26,26803509,63
12,26/7/2020 05:26:12.32,05:26:12,20,288.9,9700,-3500,2020/7/26,26803572,63
13,26/7/2020 05:27:24.04,05:27:24,20,296.0,9700,-3500,2020/7/26,26803644,72
14,26/7/2020 05:29:24.22,05:29:24,20,310.1,9700,-3500,2020/7/26,26803764,120
15,26/7/2020 05:29:50.32,05:29:50,20,328.5,9700,-4500,2020/7/26,26803790,26
16,26/7/2020 05:30:27.16,05:30:27,20,334.1,9700,-4500,2020/7/26,26803827,37
17,26/7/2020 05:30:54.17,05:30:54,20,332.7,9700,-4500,2020/7/26,26803854,27
18,26/7/2020 05:32:23.43,05:32:23,20,335.5,9700,-4500,2020/7/26,26803943,89
19,26/7/2020 05:33:26.55,05:33:26,20,345.4,9700,-4500,2020/7/26,26804006,63
20,26/7/2020 05:34:39.48,05:34:39,20,344.0,9700,-4500,2020/7/26,26804079,73
21,26/7/2020 05:36:38.58,05:36:38,20,346.8,9700,-4500,2020/7/26,26804198,119
22,26/7/2020 05:37:05.17,05:37:05,20,355.3,7200,-4000,2020/7/26,26804225,27
23,26/7/2020 05:37:41.23,05:37:41,20,2.3,7200,-4000,2020/7/26,26804261,36
24,26/7/2020 05:39:38.21,05:39:38,20,19.3,5700,-4500,2020/7/26,26804378,117
25,26/7/2020 05:40:41.31,05:40:41,20,26.3,5200,-4500,2020/7/26,26804441,63
26,26/7/2020 05:41:53.03,05:41:53,20,30.6,7700,-6500,2020/7/26,26804513,72
27,26/7/2020 05:43:54.53,05:43:54,20,22.1,7700,-6500,2020/7/26,26804634,121
28,26/7/2020 05:44:21.02,05:44:21,20,2.3,9200,-3500,2020/7/26,26804661,27
29,26/7/2020 05:45:33.33,05:45:33,20,2.3,9200,-5000,2020/7/26,26804733,72
30,26/7/2020 05:45:51,05:45:51,20,341.2,9200,-3500,2020/7/26,26804751,18
31,26/7/2020 05:46:54.71,05:46:54,20,346.8,9200,-3000,2020/7/26,26804814,63
32,26/7/2020 05:47:21.1,05:47:21,20,351.0,9200,-3000,2020/7/26,26804841,27
33,26/7/2020 05:48:24.31,05:48:24,20,351.0,9200,-3000,2020/7/26,26804904,63
34,26/7/2020 05:49:09.5,05:49:09,20,358.1,9200,-3000,2020/7/26,26804949,45
35,26/7/2020 05:49:36.02,05:49:36,20,359.5,9200,-3000,2020/7/26,26804976,27
36,26/7/2020 05:51:36.49,05:51:36,20,32.0,6700,-5500,2020/7/26,26805096,120
37,26/7/2020 05:52:12.07,05:52:12,20,23.5,6700,-6000,2020/7/26,26805132,36
38,26/7/2020 05:53:06.06,05:53:06,20,20.7,7200,-5000,2020/7/26,26805186,54
39,26/7/2020 05:54:09.41,05:54:09,20,26.3,7200,-5000,2020/7/26,26805249,63
40,26/7/2020 05:55:12.46,05:55:12,20,23.5,7200,-5000,2020/7/26,26805312,63
41,26/7/2020 05:56:24.21,05:56:24,20,358.1,7700,-4500,2020/7/26,26805384,72
42,26/7/2020 05:58:24.09,05:58:24,20,353.9,7700,-4500,2020/7/26,26805504,120
43,26/7/2020 05:59:27.28,05:59:27,20,355.3,7700,-4500,2020/7/26,26805567,63
44,26/7/2020 06:00:20.38,06:00:20,20,3.7,9200,-6000,2020/7/26,26805620,53
45,26/7/2020 06:01:24.37,06:01:24,20,342.6,9700,-6000,2020/7/26,26805684,64
46,26/7/2020 06:02:26.44,06:02:26,20,314.3,9700,-4000,2020/7/26,26805746,62
47,26/7/2020 06:03:38.53,06:03:38,20,286.1,9700,-3000,2020/7/26,26805818,72
48,26/7/2020 06:05:39.32,06:05:39,20,290.3,9700,-3000,2020/7/26,26805939,121
49,26/7/2020 06:06:06.02,06:06:06,20,310.1,9700,-3000,2020/7/26,26805966,27
50,26/7/2020 06:06:41.04,06:06:41,20,320.0,9700,-3000,2020/7/26,26806001,35
51,26/7/2020 06:07:35.21,06:07:35,20,336.9,9700,-5000,2020/7/26,26806055,54
52,26/7/2020 06:08:39.38,06:08:39,20,346.8,9700,-5000,2020/7/26,26806119,64
53,26/7/2020 06:09:42.09,06:09:42,20,359.5,9700,-5000,2020/7/26,26806182,63
54,26/7/2020 06:10:54.33,06:10:54,20,3.7,9700,-5000,2020/7/26,26806254,72
55,26/7/2020 06:11:21.45,06:11:21,20,0.9,9700,-5000,2020/7/26,26806281,27
56,26/7/2020 06:13:21.55,06:13:21,20,10.8,6700,-3000,2020/7/26,26806401,120
57,26/7/2020 06:14:51.52,06:14:51,20,27.7,6700,-3000,2020/7/26,26806491,90
58,26/7/2020 06:15:54.37,06:15:54,20,30.6,6700,-3000,2020/7/26,26806554,63
59,26/7/2020 06:16:57.38,06:16:57,20,27.7,6700,-3000,2020/7/26,26806617,63
60,26/7/2020 06:18:09.19,06:18:09,20,34.8,6700,-3000,2020/7/26,26806689,72
61,26/7/2020 06:20:10.54,06:20:10,20,36.2,6700,-4000,2020/7/26,26806810,121
62,26/7/2020 06:20:36.19,06:20:36,20,34.8,6700,-4000,2020/7/26,26806836,26
63,26/7/2020 06:21:12.2,06:21:12,20,39.0,6700,-4000,2020/7/26,26806872,36
64,26/7/2020 06:22:06.46,06:22:06,20,40.5,6700,-4000,2020/7/26,26806926,54
65,26/7/2020 06:23:09.1,06:23:09,20,30.6,6700,-4000,2020/7/26,26806989,63
66,26/7/2020 06:24:12.73,06:24:12,20,36.2,6700,-4000,2020/7/26,26807052,63
67,26/7/2020 06:25:24.43,06:25:24,20,41.9,6700,-4000,2020/7/26,26807124,72
68,26/7/2020 06:27:23.09,06:27:23,20,37.6,6700,-4000,2020/7/26,26807243,119
69,26/7/2020 06:27:50.27,06:27:50,20,46.1,6700,-4000,2020/7/26,26807270,27
70,26/7/2020 06:28:26.33,06:28:26,20,43.3,6700,-4500,2020/7/26,26807306,36
71,26/7/2020 06:29:20.07,06:29:20,20,32.0,6700,-4500,2020/7/26,26807360,54
72,26/7/2020 06:30:24.5,06:30:24,20,24.9,6700,-4500,2020/7/26,26807424,64
73,26/7/2020 06:31:27.29,06:31:27,20,15.0,6700,-4000,2020/7/26,26807487,63
74,26/7/2020 06:32:39.3,06:32:39,20,23.5,6700,-4000,2020/7/26,26807559,72
75,26/7/2020 06:34:39.14,06:34:39,20,15.0,6700,-4000,2020/7/26,26807679,120
76,26/7/2020 06:35:06.12,06:35:06,20,3.7,6700,-3000,2020/7/26,26807706,27
77,26/7/2020 06:35:42.41,06:35:42,20,352.5,6700,-3000,2020/7/26,26807742,36
78,26/7/2020 06:36:36.58,06:36:36,20,9.4,6700,-3000,2020/7/26,26807796,54
79,26/7/2020 06:37:39.18,06:37:39,20,9.4,6700,-3000,2020/7/26,26807859,63
80,26/7/2020 06:38:42.24,06:38:42,20,2.3,6700,-3000,2020/7/26,26807922,63
81,26/7/2020 06:39:54.03,06:39:54,20,10.8,6700,-3000,2020/7/26,26807994,72
82,26/7/2020 06:41:54.38,06:41:54,20,17.9,6700,-3000,2020/7/26,26808114,120
83,26/7/2020 06:42:21.53,06:42:21,20,27.7,6700,-4000,2020/7/26,26808141,27
84,26/7/2020 06:42:57.2,06:42:57,20,24.9,6700,-4000,2020/7/26,26808177,36
85,26/7/2020 06:43:51.41,06:43:51,20,22.1,6700,-4000,2020/7/26,26808231,54
86,26/7/2020 06:44:54.47,06:44:54,20,30.6,6700,-4000,2020/7/26,26808294,63
87,26/7/2020 06:45:57.51,06:45:57,20,33.4,6700,-4000,2020/7/26,26808357,63
88,26/7/2020 06:47:09.39,06:47:09,20,34.8,6700,-4000,2020/7/26,26808429,72
89,26/7/2020 06:49:10.53,06:49:10,20,32.0,6700,-4000,2020/7/26,26808550,121
90,26/7/2020 06:49:36.45,06:49:36,20,41.9,6700,-4000,2020/7/26,26808576,26
91,26/7/2020 06:52:09.32,06:52:09,20,50.3,6700,-4500,2020/7/26,26808729,153
92,26/7/2020 06:53:11.36,06:53:11,20,47.5,6700,-4500,2020/7/26,26808791,62
93,26/7/2020 06:54:24.3,06:54:24,20,53.2,6700,-4500,2020/7/26,26808864,73
94,26/7/2020 06:56:25.82,06:56:25,20,57.4,6700,-5000,2020/7/26,26808985,121
95,26/7/2020 06:56:52.35,06:56:52,20,44.7,6700,-5000,2020/7/26,26809012,27
96,26/7/2020 06:57:27.35,06:57:27,20,48.9,6700,-5000,2020/7/26,26809047,35
97,26/7/2020 06:58:22.52,06:58:22,20,50.3,6700,-5000,2020/7/26,26809102,55
98,26/7/2020 06:59:24.08,06:59:24,20,44.7,6700,-5000,2020/7/26,26809164,62
99,26/7/2020 07:00:27.31,07:00:27,20,43.3,6700,-5000,2020/7/26,26809227,63
100,26/7/2020 07:00:54.36,07:00:54,20,32.0,6700,-5000,2020/7/26,26809254,27
101,26/7/2020 07:02:06.56,07:02:06,20,32.0,6700,-3500,2020/7/26,26809326,72
102,26/7/2020 07:03:39.45,07:03:39,20,43.3,6700,-3500,2020/7/26,26809419,93
103,26/7/2020 07:04:06.52,07:04:06,20,37.6,6700,-3500,2020/7/26,26809446,27
104,26/7/2020 07:04:42.55,07:04:42,20,47.5,6700,-4000,2020/7/26,26809482,36
