,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,28/7/2020 04:05:45.39,04:05:45,20,205.6,9600,-5000,2020/7/28,26971545,0
1,28/7/2020 04:07:42.69,04:07:42,20,36.2,9600,-5000,2020/7/28,26971662,117
2,28/7/2020 04:08:45.96,04:08:45,20,40.5,9600,-5000,2020/7/28,26971725,63
3,28/7/2020 04:09:39.43,04:09:39,20,47.5,9600,-5000,2020/7/28,26971779,54
4,28/7/2020 04:10:42.21,04:10:42,20,17.9,9600,-5000,2020/7/28,26971842,63
5,28/7/2020 04:11:45.48,04:11:45,20,358.1,10600,-3500,2020/7/28,26971905,63
6,28/7/2020 04:12:57.21,04:12:57,20,304.5,10600,-3500,2020/7/28,26971977,72
7,28/7/2020 04:14:57.05,04:14:57,20,281.9,10600,-3500,2020/7/28,26972097,120
8,28/7/2020 04:15:24.09,04:15:24,20,249.4,10600,-3500,2020/7/28,26972124,27
9,28/7/2020 04:16:00.17,04:16:00,20,248.0,10600,-3500,2020/7/28,26972160,36
10,28/7/2020 04:16:55.48,04:16:55,20,239.5,10600,-3500,2020/7/28,26972215,55
11,28/7/2020 04:17:57.48,04:17:57,20,248.0,10600,-3500,2020/7/28,26972277,62
12,28/7/2020 04:19:01.46,04:19:01,20,246.6,10600,-3500,2020/7/28,26972341,64
13,28/7/2020 04:20:13.15,04:20:13,20,235.3,10600,-3500,2020/7/28,26972413,72
14,28/7/2020 04:22:13.46,04:22:13,20,232.5,9100,-3500,2020/7/28,26972533,120
15,28/7/2020 04:22:40.5,04:22:40,20,204.2,9100,-3500,2020/7/28,26972560,27
16,28/7/2020 04:23:16.32,04:23:16,20,209.9,9100,-3500,2020/7/28,26972596,36
17,28/7/2020 04:24:10.23,04:24:10,20,215.5,9100,-3500,2020/7/28,26972650,54
18,28/7/2020 04:25:13.57,04:25:13,20,219.7,9100,-3500,2020/7/28,26972713,63
19,28/7/2020 04:26:16.89,04:26:16,20,226.8,9100,-3500,2020/7/28,26972776,63
20,28/7/2020 04:26:43.87,04:26:43,20,239.5,9100,-3500,2020/7/28,26972803,27
21,28/7/2020 04:27:56.19,04:27:56,20,239.5,9100,-3500,2020/7/28,26972876,73
22,28/7/2020 04:29:28.21,04:29:28,20,236.7,9100,-3500,2020/7/28,26972968,92
23,28/7/2020 04:29:55.08,04:29:55,20,256.5,9100,-3500,2020/7/28,26972995,27
24,28/7/2020 04:30:31.53,04:30:31,20,260.7,9100,-3500,2020/7/28,26973031,36
25,28/7/2020 04:31:25.56,04:31:25,20,269.2,9100,-3500,2020/7/28,26973085,54
26,28/7/2020 04:32:28.4,04:32:28,20,276.2,9100,-4000,2020/7/28,26973148,63
27,28/7/2020 04:33:31.41,04:33:31,20,281.9,9100,-4000,2020/7/28,26973211,63
28,28/7/2020 04:33:58.52,04:33:58,20,291.7,9100,-4000,2020/7/28,26973238,27
29,28/7/2020 04:35:09.63,04:35:09,20,291.7,9100,-4000,2020/7/28,26973309,71
30,28/7/2020 04:36:42.21,04:36:42,20,296.0,9100,-3000,2020/7/28,26973402,93
31,28/7/2020 04:37:10.04,04:37:10,20,314.3,9100,-3000,2020/7/28,26973430,28
32,28/7/2020 04:37:46.34,04:37:46,20,320.0,9100,-3000,2020/7/28,26973466,36
33,28/7/2020 04:38:39.1,04:38:39,20,336.9,9100,-4000,2020/7/28,26973519,53
34,28/7/2020 04:39:42.55,04:39:42,20,349.6,9100,-4000,2020/7/28,26973582,63
35,28/7/2020 04:40:09.49,04:40:09,20,16.5,9100,-4000,2020/7/28,26973609,27
36,28/7/2020 04:41:12.21,04:41:12,20,16.5,8100,-5000,2020/7/28,26973672,63
37,28/7/2020 04:41:58.35,04:41:58,20,24.9,8100,-5000,2020/7/28,26973718,46
38,28/7/2020 04:44:13.77,04:44:13,20,32.0,8100,-5000,2020/7/28,26973853,135
39,28/7/2020 04:44:25.37,04:44:25,20,41.9,8100,-5000,2020/7/28,26973865,12
40,28/7/2020 04:45:01.53,04:45:01,20,50.3,8100,-6000,2020/7/28,26973901,36
41,28/7/2020 04:45:55.4,04:45:55,20,48.9,6600,-5000,2020/7/28,26973955,54
42,28/7/2020 04:46:22.37,04:46:22,20,40.5,6600,-5000,2020/7/28,26973982,27
43,28/7/2020 04:48:01.07,04:48:01,20,40.5,7100,-4500,2020/7/28,26974081,99
44,28/7/2020 04:49:13.6,04:49:13,20,44.7,7100,-4500,2020/7/28,26974153,72
45,28/7/2020 04:51:13.25,04:51:13,20,43.3,7100,-4500,2020/7/28,26974273,120
46,28/7/2020 04:51:40.37,04:51:40,20,44.7,7100,-4500,2020/7/28,26974300,27
47,28/7/2020 04:52:16.28,04:52:16,20,51.7,7100,-4500,2020/7/28,26974336,36
48,28/7/2020 04:53:10.51,04:53:10,20,41.9,7100,-4500,2020/7/28,26974390,54
49,28/7/2020 04:54:13.78,04:54:13,20,37.6,7100,-4500,2020/7/28,26974453,63
50,28/7/2020 04:54:40.82,04:54:40,20,33.4,7100,-4500,2020/7/28,26974480,27
51,28/7/2020 04:55:44.28,04:55:44,20,33.4,7100,-4500,2020/7/28,26974544,64
52,28/7/2020 04:56:28.2,04:56:28,20,32.0,7100,-4500,2020/7/28,26974588,44
53,28/7/2020 04:58:28.3,04:58:28,20,27.7,8100,-5000,2020/7/28,26974708,120
54,28/7/2020 04:58:55.02,04:58:55,20,30.6,8100,-5000,2020/7/28,26974735,27
55,28/7/2020 04:59:31.09,04:59:31,20,27.7,8100,-4000,2020/7/28,26974771,36
56,28/7/2020 05:00:25.78,05:00:25,20,22.1,8100,-4000,2020/7/28,26974825,54
