,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,20/6/2020 16:26:14.23,16:26:14,20,26.25,6500,-5000,2020/6/20,23732774,0
1,20/6/2020 16:27:05.39,16:27:05,20,334.05,6500,-5000,2020/6/20,23732825,51
2,20/6/2020 16:27:42.55,16:27:42,20,13.55,6500,-5000,2020/6/20,23732862,37
3,20/6/2020 16:28:45.49,16:28:45,20,16.45,6500,-5000,2020/6/20,23732925,63
4,20/6/2020 16:29:57.45,16:29:57,20,44.65,6500,-5000,2020/6/20,23732997,72
5,20/6/2020 16:31:57.16,16:31:57,20,112.45,6500,-5000,2020/6/20,23733117,120
6,20/6/2020 16:32:24.28,16:32:24,20,294.55,6500,-5000,2020/6/20,23733144,27
7,20/6/2020 16:33:00.36,16:33:00,20,343.95,6500,-5000,2020/6/20,23733180,36
8,20/6/2020 16:33:54.07,16:33:54,20,247.95,6500,-5000,2020/6/20,23733234,54
9,20/6/2020 16:34:57.18,16:34:57,20,359.45,6500,-5000,2020/6/20,23733297,63
10,20/6/2020 16:35:44.87,16:35:44,20,359.45,6500,-5000,2020/6/20,23733344,47
11,20/6/2020 16:36:00.09,16:36:00,20,262.05,6500,-5000,2020/6/20,23733360,16
12,20/6/2020 16:37:12.39,16:37:12,20,116.65,6500,-5000,2020/6/20,23733432,72
13,20/6/2020 16:39:12.29,16:39:12,20,315.75,6500,-5000,2020/6/20,23733552,120
14,20/6/2020 16:39:39.43,16:39:39,20,312.85,6500,-5000,2020/6/20,23733579,27
15,20/6/2020 16:40:15.38,16:40:15,20,286.05,6500,-5000,2020/6/20,23733615,36
16,20/6/2020 16:41:08.44,16:41:08,20,96.85,6500,-5000,2020/6/20,23733668,53
17,20/6/2020 16:42:11.09,16:42:11,20,146.25,6500,-5000,2020/6/20,23733731,63
18,20/6/2020 16:43:14.46,16:43:14,20,142.05,6500,-5000,2020/6/20,23733794,63
