,ACTIME,TIME,TARSTF,SGTF,TOR_P,TOR_N,DATE,ss2,time_interval
0,4/7/2020 02:25:26.34,02:25:26,60,254.5,8000,-3500,2020/7/4,24891926,0
1,4/7/2020 02:25:37.87,02:25:37,60,250.3,8000,-3500,2020/7/4,24891937,11
2,4/7/2020 02:26:04.27,02:26:04,60,248.9,8000,-3500,2020/7/4,24891964,27
3,4/7/2020 02:28:37.16,02:28:37,60,248.9,8000,-3500,2020/7/4,24892117,153
4,4/7/2020 02:29:40.1,02:29:40,60,253.1,8000,-3500,2020/7/4,24892180,63
5,4/7/2020 02:30:52.14,02:30:52,60,257.3,9000,-3500,2020/7/4,24892252,72
6,4/7/2020 02:32:53.43,02:32:53,60,264.4,9000,-3500,2020/7/4,24892373,121
7,4/7/2020 02:33:18.86,02:33:18,60,272.9,9000,-3500,2020/7/4,24892398,25
8,4/7/2020 02:33:54.42,02:33:54,60,270.0,9000,-3500,2020/7/4,24892434,36
9,4/7/2020 02:34:49.65,02:34:49,60,271.4,9000,-3500,2020/7/4,24892489,55
10,4/7/2020 02:35:52.14,02:35:52,60,275.7,9000,-3500,2020/7/4,24892552,63
11,4/7/2020 02:36:30.48,02:36:30,60,275.7,9000,-3500,2020/7/4,24892590,38
12,4/7/2020 02:36:54.51,02:36:54,60,279.9,10000,-3500,2020/7/4,24892614,24
13,4/7/2020 02:38:06.16,02:38:06,60,282.7,10000,-3500,2020/7/4,24892686,72
14,4/7/2020 02:40:06.02,02:40:06,60,285.6,11000,-3500,2020/7/4,24892806,120
15,4/7/2020 02:41:09.32,02:41:09,60,287.0,12000,-3500,2020/7/4,24892869,63
16,4/7/2020 02:42:03.01,02:42:03,60,291.2,12000,-3500,2020/7/4,24892923,54
17,4/7/2020 02:44:09.83,02:44:09,60,296.9,12000,-3500,2020/7/4,24893049,126
18,4/7/2020 02:45:21.03,02:45:21,60,306.7,12000,-3500,2020/7/4,24893121,72
19,4/7/2020 02:47:21.58,02:47:21,60,313.8,12000,-3500,2020/7/4,24893241,120
20,4/7/2020 02:47:22.74,02:47:22,60,313.8,12000,-3500,2020/7/4,24893242,1
21,4/7/2020 02:47:48.47,02:47:48,60,327.9,12000,-3500,2020/7/4,24893268,26
22,4/7/2020 02:48:24.55,02:48:24,60,329.3,12000,-3500,2020/7/4,24893304,36
23,4/7/2020 02:48:51.87,02:48:51,60,337.8,12000,-3500,2020/7/4,24893331,27
24,4/7/2020 02:50:21.59,02:50:21,60,343.4,12000,-3500,2020/7/4,24893421,90
25,4/7/2020 02:51:24.33,02:51:24,60,347.7,12000,-3500,2020/7/4,24893484,63
26,4/7/2020 02:51:51.18,02:51:51,60,0.4,12000,-3500,2020/7/4,24893511,27
27,4/7/2020 02:53:03.61,02:53:03,60,0.4,12000,-3500,2020/7/4,24893583,72
