episode,0
0,-159.6356077
1,-159.1048675
2,-159.1514117
3,-158.8469469
4,-158.1140228
5,-158.2480024
6,-157.9454624
7,-157.773197
8,-157.6056206
9,-156.7909654
10,-156.5070924
11,-156.6901655
12,-156.019768
13,-156.2635176
14,-156.3413633
15,-156.2423611
16,-156.0480386
17,-155.5740272
18,-155.5680035
19,-155.0802903
20,-155.0591774
21,-155.0803265
22,-155.179781
23,-155.2678414
24,-155.0936722
25,-154.838329
26,-155.0686982
27,-155.0554819
28,-155.1951735
29,-155.2649361
30,-154.985422
31,-154.7560629
32,-154.7090574
33,-154.6289517
34,-154.3631848
35,-154.1072326
36,-154.1151135
37,-153.7612089
38,-153.4213081
39,-153.5210025
40,-152.9370259
41,-152.5261168
42,-152.2317017
43,-152.0575127
44,-152.2303344
45,-151.9114439
46,-151.7998364
47,-151.6164869
48,-151.7837611
49,-151.5152623
50,-151.2840957
51,-151.4990838
52,-151.4825326
53,-151.4906738
54,-150.9069987
55,-150.0482358
56,-149.7734589
57,-148.7977033
58,-148.2002146
59,-146.722004
60,-145.5059162
61,-144.1776658
62,-143.0071431
63,-141.8308025
64,-140.5418414
65,-139.137766
66,-137.8734307
67,-136.6253481
68,-135.385538
69,-134.1654341
70,-132.8258653
71,-131.5000854
72,-130.4666014
73,-129.4102612
74,-128.2465806
75,-127.0975503
76,-125.9589914
77,-124.8306368
78,-123.9330536
79,-122.6960269
80,-121.5967036
81,-120.625619
82,-119.5588789
83,-118.3695931
84,-117.5341306
85,-116.3634805
86,-115.3278362
87,-114.3019278
88,-113.2948725
89,-112.2925569
90,-111.3004191
91,-110.4613797
92,-109.4856343
93,-108.5172364
94,-107.6806278
95,-106.8493636
96,-105.9156686
97,-104.9800189
98,-104.061866
99,-103.1548374
100,-102.1268404
101,-101.4492314
102,-100.8191396
103,-100.0580096
104,-99.18323079
105,-98.32531349
106,-97.59282834
107,-96.73698898
108,-95.90159447
109,-95.19749803
110,-94.61797496
111,-93.80316131
112,-92.86890294
113,-92.06615321
114,-91.27730807
115,-90.73423483
116,-89.95518172
117,-89.18981333
118,-88.64594975
119,-88.1489117
120,-87.39511051
121,-86.77093713
122,-86.16470434
123,-85.43608448
124,-84.58405239
125,-83.8629731
126,-83.15439585
127,-82.45448955
128,-81.75880248
129,-81.23507335
130,-80.54349094
131,-79.86639897
132,-79.19677297
133,-78.53405944
134,-77.88071237
135,-77.1031272
136,-76.59352952
137,-75.95902843
138,-75.32882514
139,-74.57791635
140,-74.11615331
141,-73.50704503
142,-72.90347122
143,-72.30736891
144,-71.84922541
145,-71.49451586
146,-71.04565393
147,-70.46724335
148,-69.76367956
149,-69.06773109
150,-68.50296001
151,-67.94950556
152,-67.53984372
153,-67.00049044
154,-66.6277982
155,-65.96347837
156,-65.4324239
157,-65.13401914
158,-64.72792231
159,-64.2132464
160,-63.57454558
161,-63.06572684
162,-62.56905941
163,-62.07578108
164,-61.5819448
165,-61.10221425
166,-60.7409811
167,-60.13588736
168,-59.6676755
